2.338939453880991420e-02,0.000000000000000000e+00,6.092644517377304031e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.386540248444896550e-03,1.447905699881892874e-03,0.000000000000000000e+00,1.422472334938186360e-02,0.000000000000000000e+00,1.165162340390248248e-02,1.188514851284405149e-01,9.021709487148009410e-02,8.036010967548336270e-02,8.520790447319906424e-02,1.908558388749439783e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.873581534922059422e-01,1.598908606691067935e-01,0.000000000000000000e+00,1.736757545002406630e-02,1.292194494311151021e-01,0.000000000000000000e+00,6.216202134095034915e-02,0.000000000000000000e+00,4.566236919176516057e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.263637032819102321e-03
0.000000000000000000e+00,1.926942252689297936e-04,0.000000000000000000e+00,4.679355608635062114e-02,1.924983963680850230e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.996530598218186472e-02,9.469719592849878964e-02,1.355058713237202173e-01,1.215758439607503988e-02,0.000000000000000000e+00,5.332849362634304279e-03,1.806345880118010727e-01,0.000000000000000000e+00,2.566150787279612385e-04
5.771332513140438325e-02,8.706813778301088214e-02,5.019823488892639907e-02,6.716756124953818241e-02,5.017346874886632890e-02,1.531756965874400689e-01,2.821913292420466166e-02,3.427740218531257627e-02,2.274400325659911570e-02,0.000000000000000000e+00,1.553050069090568253e-01,0.000000000000000000e+00,5.474207233134970735e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.528230960324507155e-05
0.000000000000000000e+00,3.353669753839603248e-03,6.278268535886598334e-02,1.138323550355062608e-01,7.103406596092393110e-02,3.982576425733907327e-02,8.788223709416642659e-02,6.061070948388246754e-02,1.432428771313071225e-01,3.928948280700576834e-02,0.000000000000000000e+00,6.818927786346450082e-02,1.448345088066451194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.134326270309780782e-02,1.736886204691432539e-02,8.896079365777410930e-02,1.071982654917067249e-02,0.000000000000000000e+00,3.518093640301422312e-05,1.372218912861251916e-02,2.419022010193245392e-02,4.636829058984517221e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.727598273117808725e-02,0.000000000000000000e+00,1.588414079770171239e-01,7.242066847259104323e-02,1.084953066320508419e-01
8.356292010120947023e-02,5.332051409058251312e-02,3.038638379439764434e-02,1.065342376715870121e-01,8.322442139976302111e-02,9.886703320401163397e-02,7.211622056936517478e-02,7.212345301067035752e-02,1.270881239433929895e-02,8.126309445359480854e-02,1.621111506043886041e-02,2.958596477785992857e-02,8.122864066785062545e-04,6.145225392563677998e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.282206469753215394e-01,1.364369405711785277e-01,3.319486639583708876e-02,2.960316629592263035e-02,0.000000000000000000e+00,6.680958985590042254e-02,1.697253529235570046e-01,1.438021789905721548e-01,1.431090461392400121e-02,6.126833409056952305e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.691088818979188141e-02,2.714016213564261697e-05,0.000000000000000000e+00,5.493367221733204582e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.097251489812417075e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.195762582004548935e-01,1.427143253404762058e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.406208593751509847e-03,5.139734768497796619e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.821182047216499789e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.305177933293506176e-02,1.016045625733032892e-01,9.555362263257070887e-02,0.000000000000000000e+00,2.219773918043389249e-01
1.537530910012820107e-01,2.195568829545127554e-01,1.052888178097647655e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.991263202154543832e-02,1.220391166183742299e-01,5.819645036622203560e-02,0.000000000000000000e+00,7.533319003245486471e-03,1.204501179190198140e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.230556051261135798e-03
0.000000000000000000e+00,0.000000000000000000e+00,2.107216869932744541e-02,5.213989737489756367e-03,6.559302413247292129e-02,5.493507597906481174e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.516340667773925954e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.849529569418647167e-03,0.000000000000000000e+00,2.244113682599644527e-02,3.566850927133023430e-01
1.403026159014615810e-02,3.122960482362900289e-02,0.000000000000000000e+00,6.783023963416758007e-02,1.978270517403411533e-01,5.282031906778353325e-02,1.688053467804150609e-01,1.063070020008364536e-01,0.000000000000000000e+00,8.910074032434067703e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.148761969496712124e-03,6.767305511680597567e-03,9.415947447964258255e-02,0.000000000000000000e+00,7.729250196355175401e-04,3.087700120271398563e-02,5.057560267724133668e-02,0.000000000000000000e+00,8.090020669096233130e-02,0.000000000000000000e+00,2.630182091116592402e-02,4.705136380945493940e-02,1.689794090966076009e-02,2.202883457951219578e-02,8.460052497892339707e-02,1.039965237754715832e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.696643277980672271e-02,0.000000000000000000e+00,2.149932224912547152e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.198496801905994252e-01,3.177095458994878135e-02,0.000000000000000000e+00,3.502610888878347761e-02,4.460946587552420961e-02,3.061891569765625154e-01,0.000000000000000000e+00,7.152536246473606418e-02
5.704538125018007722e-02,1.321276171865651827e-01,0.000000000000000000e+00,1.900966553849851026e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.026398643306153963e-02,2.549170772991499745e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.557007606666629740e-01,4.284430907199875821e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.188987395702642419e-01,1.426601650570593349e-01,4.125810702455364604e-02,2.386561441904575323e-02,1.400103271698482921e-01,7.243189490983760470e-02,1.140151539297705810e-02,2.735140307728189946e-02,0.000000000000000000e+00,3.309204877185788901e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.970456032447838499e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.123549288522250111e-03,8.189850297168245474e-02,1.391908125387986694e-01,2.256981028901361777e-02,0.000000000000000000e+00,6.544425087034166921e-02,1.070075571545415910e-01,2.580427163102006621e-02,6.932349565816856019e-02,0.000000000000000000e+00,2.095732048910286301e-03,7.169729825309832660e-02,3.047829188520150695e-02,3.755941368229074456e-03,0.000000000000000000e+00,2.211596944257136765e-02
3.173264278277979078e-02,1.629857079526455393e-02,5.611794436766538718e-02,1.004257153281583603e-01,0.000000000000000000e+00,8.369254899581596296e-02,7.047008150882907995e-02,5.732023452985387374e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.942561292877303725e-02,1.765475464758662627e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.960127092670962856e-02,6.133124286460689412e-02
