1.092748095367493573e-02,1.719941557242098823e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.483341190764714934e-03,2.105197042982508704e-01,3.555599616872713586e-02,3.694147293013630429e-01,1.217161414563294047e-01,7.736102533123501157e-02,0.000000000000000000e+00,1.029143131620514073e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.320236052217284597e-03,4.634772538611939274e-02,0.000000000000000000e+00,1.772586791711925069e-01,1.983113022822320382e-01,9.231957669621522478e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.964865657671887367e-01,0.000000000000000000e+00,2.061640187673009425e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.629287884922262994e-02,5.572535890406383335e-02,7.247668797822362508e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.022896173049789859e-01,0.000000000000000000e+00,1.682139532917717797e-02,5.577056352641193530e-03,1.810033447425326777e-02,4.052648157700095011e-02,0.000000000000000000e+00,3.519472011107115106e-02,9.489761255991704947e-02,3.826846335032619423e-02,6.674300097055509140e-02,8.467663650681005183e-02,1.644146345341051252e-01,4.248078690671974050e-02,1.944965007469327475e-02,0.000000000000000000e+00,2.734827859358395646e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.483137894209997580e-03,2.151060684344187068e-01,0.000000000000000000e+00,1.544165200502263134e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.170972141671781930e-02,4.726715588330149959e-02,1.138375794168984892e-02,0.000000000000000000e+00,4.114213444248834145e-02,1.735646656172986080e-01,0.000000000000000000e+00,3.109910911886549015e-02,2.593647116046831833e-02,5.629967059961030890e-02,4.331875349799609726e-02,4.853773623724430553e-02,0.000000000000000000e+00
6.636381657094983511e-02,1.042049613623731302e-01,1.751326342116977727e-02,1.298084438327739079e-02,1.253556987778829956e-01,7.909268731539334865e-03,1.544970208833949376e-03,3.695456130115922660e-04,1.179583781381360330e-01,6.039812268238543835e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.638093845223487111e-02,3.796648692461362246e-02,0.000000000000000000e+00,2.374139421322829860e-03,3.676138750909984515e-02,3.053727473466748450e-03,9.413333865186854221e-02,0.000000000000000000e+00,8.501237291416324782e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.587072350739339499e-01,0.000000000000000000e+00,3.168681491127705030e-01,2.993353973928722378e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.067638340967098365e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.959012945933057262e-03,1.497111465957067650e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.386683235498401057e-01,0.000000000000000000e+00,1.649878982143994921e-01,0.000000000000000000e+00,1.441182010373947935e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.860604848048931850e-02,0.000000000000000000e+00,3.899798200641043386e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.616390583816080778e-02,0.000000000000000000e+00,1.623667129776591722e-02,3.804941466445402320e-02,1.451495596764876272e-01,0.000000000000000000e+00,7.930218518237668046e-02,0.000000000000000000e+00,3.111996734149720736e-03
0.000000000000000000e+00,9.402407863931305787e-02,0.000000000000000000e+00,9.662610094845436315e-02,5.373080771828709495e-02,7.693524532840634311e-02,1.748127775674714335e-01,0.000000000000000000e+00,3.169424717027648913e-02,1.646854409893441507e-01,5.457663459527284378e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.300373812160213471e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.357884287750023978e-04,9.949041309736897376e-02,2.936522888386550525e-02,1.357886756871736766e-01,9.700670899861535412e-02,8.477518591773797185e-02,1.238890928231701771e-01,2.312623442961818029e-02,6.640280896643338537e-02,5.377803488705129586e-02,9.251501245326931161e-03,9.494163442353079421e-03,3.745533292894411698e-02,7.511262802181263576e-02,0.000000000000000000e+00,2.326691708260989985e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.457738540088266907e-02,0.000000000000000000e+00,5.743270142082795154e-03
0.000000000000000000e+00,7.372114063897571012e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.738775719816130050e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.415487503014340049e-04,7.951012691032546820e-02,8.573284643936326943e-02,1.671028419016647518e-02,6.636761039700767029e-02,4.854155096036012057e-02,2.746127296190354339e-01,2.496408581130703588e-02,8.411649958276590233e-03,0.000000000000000000e+00,2.026965750422958165e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.380867652860129746e-02
