4.528479392790563801e-02,1.672173856047250856e-02
5.516200910259545787e-02,1.138223069284307470e-02
3.996373074591431235e-02,5.841317360694316119e-02
3.252594789658674185e-02,3.496066796501146046e-02
3.173560712764077196e-02,5.174904352142367658e-02
4.660175139463546001e-02,4.891729037344252906e-02
2.529369566365834176e-06,5.684889284848342744e-02
1.196448969477760353e-03,1.029747828414568148e-02
4.826755732633667556e-02,3.523024308023874757e-02
7.974886420745751214e-03,3.884820931714270259e-02
4.905392259511669704e-04,4.269097532328532292e-03
2.960912302841202035e-02,2.322202061529151859e-02
0.000000000000000000e+00,4.711020448714570846e-02
5.462107868378226344e-02,0.000000000000000000e+00
6.352675270885914383e-02,9.712504164490785852e-03
1.151228718903836087e-02,7.646449511301810394e-03
1.278061958653277722e-02,3.957916917534504836e-02
5.093812203019108809e-02,2.339211626266474164e-02
2.173542629897518008e-02,8.353624427104506742e-03
5.988573682596506909e-02,2.968401713833448800e-03
1.310823834653859288e-03,4.778026381619745327e-02
1.913841386691009921e-02,5.447733253198611819e-02
2.272794548410126889e-02,5.490421342727772047e-02
2.331703289538051074e-02,2.715227358437324878e-02
5.014414199382462300e-02,0.000000000000000000e+00
3.138511800520841534e-03,5.622216768952513488e-02
2.064923462318274741e-02,4.719215461230548414e-02
4.010939512759012504e-02,0.000000000000000000e+00
6.095073494337237968e-02,2.060042968677126829e-02
5.411256700832720729e-02,5.720780991680347177e-02
3.580638184338866270e-02,3.582293769451316834e-02
2.746350646654612676e-02,0.000000000000000000e+00
5.175984757964933319e-02,3.993977677246665983e-03
4.310885350435179203e-02,3.432799847519446557e-02
3.914853741465574959e-03,1.481686763007808091e-02
3.437158383556287999e-02,3.134085527869009263e-02
3.478840474939910027e-02,3.859678456122363904e-02
0.000000000000000000e+00,9.934537530417657941e-03
0.000000000000000000e+00,0.000000000000000000e+00
3.059438426770025310e-02,1.805483371446607588e-02
0.000000000000000000e+00,4.636508689728903562e-04
8.418693856863163419e-03,3.762036919828181530e-02
6.191221075173287090e-03,7.704800133613276189e-03
5.049940465341159340e-02,5.480354499482811143e-02
2.187358517499463431e-02,1.421183426679985956e-02
3.282803229626685831e-02,2.908880877918560912e-02
2.390144868029519740e-02,8.020102042413771587e-03
5.354668690504868489e-02,0.000000000000000000e+00
4.817577646290960303e-02,3.645237253542690098e-02
5.237277610798046767e-02,0.000000000000000000e+00
4.028063463926624677e-02,2.099939107421462323e-02
0.000000000000000000e+00,1.732933365484312996e-02
5.767075192641523372e-03,2.103344205273225982e-03
0.000000000000000000e+00,4.912641549484236814e-02
7.356015021047214789e-03,5.063210287581917934e-02
2.157863619984793160e-02,0.000000000000000000e+00
4.018465900134299273e-02,2.945419330930773572e-02
4.593975065100647931e-02,2.623678575860717566e-03
6.036281966561244522e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.646042351188848563e-02
2.811625426904684408e-02,2.569330519432121498e-02
2.458479511374593932e-02,3.360539779782905495e-02
5.745635951784947709e-02,2.372187770481158989e-02
2.807212986224848564e-02,2.141456915628234259e-02
9.202532009334275787e-03,5.752435795534511717e-03
2.012271174625332795e-02,4.319349513426078147e-02
4.091837929058254886e-02,2.746019355941137826e-03
2.705544716682245152e-02,3.339188036183035613e-03
4.485817890375835143e-02,4.716617330722014216e-03
5.668494351663445202e-02,2.018442961086352669e-02
9.684456321939090978e-03,3.510354616084151308e-02
2.722155422679135503e-02,4.098485681310677642e-02
1.718839692449452422e-02,0.000000000000000000e+00
1.491956659036582263e-02,7.152088038075374039e-04
2.297000152197799933e-03,0.000000000000000000e+00
5.040536376705492122e-02,1.781492218320654408e-02
0.000000000000000000e+00,2.373292667614176552e-02
