0.000000000000000000e+00,1.202178635291072939e-01
3.137579034049605697e-01,6.033661401288930963e-03
1.539607780834625905e-01,2.424386851748360494e-01
5.048022073762320483e-02,5.675533769648877930e-02
1.048021209923402919e-01,1.264392436953303833e-01
0.000000000000000000e+00,1.741549801633017758e-01
1.618455022050177272e-01,5.179456381946175025e-02
2.298077762534779522e-02,2.119039037892999494e-02
6.230305953818075088e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.493778046058336917e-01
3.009931326182384639e-02,3.420302865013852278e-03
6.067481481590969450e-02,4.532429289962708330e-02
2.981643750812468796e-01,2.974829753701411020e-02
0.000000000000000000e+00,1.305711315002991979e-01
0.000000000000000000e+00,2.755492693207518551e-01
4.680229825325332021e-02,0.000000000000000000e+00
1.416156872714302017e-01,7.103210736593890129e-02
0.000000000000000000e+00,9.071115581142046025e-02
1.467520515244025853e-02,1.458406678012283408e-02
1.000715316218224321e-01,1.701883773442151859e-01
0.000000000000000000e+00,6.490875063787425459e-02
0.000000000000000000e+00,1.004209128199903961e-01
6.246990551760314009e-02,0.000000000000000000e+00
2.158829559841132187e-04,1.633268490322140609e-01
1.068155276901814610e-01,1.272101263724264852e-01
0.000000000000000000e+00,1.134641802615343059e-01
3.113531160449478641e-02,0.000000000000000000e+00
1.290236817318646811e-01,6.132228920531185290e-02
0.000000000000000000e+00,3.195786015879962215e-03
0.000000000000000000e+00,2.160908580187941574e-01
0.000000000000000000e+00,2.390538106833468290e-01
2.342777176136096040e-01,8.216295009251765868e-02
