0.05517241	0.03448276	0.00000000	0.00000000	0.00000000	0.00000000	0.02068966	0.00689655	0.00000000	0.04827586	0.00689655	0.02758621	0.02068966	0.00689655	0.00000000	0.13103448	0.07586207	0.04827586	0.03448276	0.00689655	0.01379310	0.00689655	0.00000000	0.00000000	0.00000000	0.02068966	0.00689655	0.01379310	0.00000000	0.05517241	0.00689655	0.02758621	0.02068966	0.00689655	0.00689655	0.06206897	0.04137931	0.02068966	0.01379310	0.00689655	0.00689655	0.01379310	0.00689655	0.00689655	0.03448276	0.01379310	0.01379310	0.01379310	0.02068966	0.01379310
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.11538462	0.07692308	0.07692308	0.03846154	0.03846154	0.00000000	0.00000000	0.00000000	0.00000000	0.03846154	0.03846154	0.00000000	0.00000000	0.03846154	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.15384615	0.11538462	0.00000000	0.07692308	0.11538462	0.07692308	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.01195219	0.01195219	0.01593625	0.00796813	0.00000000	0.00000000	0.01992032	0.00398406	0.04382470	0.01593625	0.00000000	0.01195219	0.02788845	0.01195219	0.00000000	0.03187251	0.01195219	0.01992032	0.01195219	0.03585657	0.05577689	0.02788845	0.00796813	0.00398406	0.00398406	0.07171315	0.01195219	0.01593625	0.09163347	0.03187251	0.00000000	0.01992032	0.05577689	0.01992032	0.00398406	0.04780876	0.03187251	0.00796813	0.00796813	0.00000000	0.00000000	0.03187251	0.03187251	0.04382470	0.03187251	0.00796813	0.01195219	0.00398406	0.02390438	0.00000000
0.00630631	0.00180180	0.03603604	0.00540541	0.02882883	0.00900901	0.00180180	0.00000000	0.00360360	0.00900901	0.00090090	0.00540541	0.00810811	0.00270270	0.02072072	0.01441441	0.00900901	0.00450450	0.00090090	0.00270270	0.04684685	0.00900901	0.03513514	0.00990991	0.02162162	0.00360360	0.00090090	0.00270270	0.00540541	0.01171171	0.00180180	0.00720721	0.01261261	0.00360360	0.00270270	0.20090090	0.07207207	0.11261261	0.04684685	0.05855856	0.02252252	0.01621622	0.00810811	0.00090090	0.02972973	0.00180180	0.02522523	0.01711712	0.02702703	0.01441441
0.01183432	0.00591716	0.01775148	0.01183432	0.00591716	0.00591716	0.01775148	0.01775148	0.00591716	0.04142012	0.01775148	0.00000000	0.08284024	0.02958580	0.00000000	0.01775148	0.01183432	0.00591716	0.00591716	0.00000000	0.01775148	0.01183432	0.00591716	0.00591716	0.00000000	0.02366864	0.02366864	0.00000000	0.01183432	0.05325444	0.02958580	0.00000000	0.10059172	0.02958580	0.02366864	0.01183432	0.01183432	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02958580	0.08284024	0.06508876	0.00591716	0.00000000	0.10059172	0.04142012
0.01851852	0.01587302	0.02645503	0.01322751	0.00793651	0.00529101	0.01851852	0.00529101	0.01851852	0.01851852	0.00264550	0.01587302	0.01322751	0.00264550	0.00529101	0.05291005	0.02116402	0.02910053	0.01322751	0.00000000	0.03968254	0.01851852	0.01587302	0.01058201	0.00529101	0.02380952	0.00529101	0.01322751	0.03174603	0.03174603	0.00264550	0.02380952	0.02380952	0.00793651	0.00264550	0.12433862	0.05291005	0.05555556	0.03174603	0.01322751	0.01058201	0.01587302	0.00529101	0.01587302	0.02910053	0.00529101	0.02380952	0.01587302	0.02910053	0.01058201
0.02884615	0.00961538	0.00480769	0.00000000	0.00480769	0.00000000	0.01923077	0.01923077	0.01442308	0.08173077	0.08173077	0.00000000	0.04807692	0.01442308	0.00000000	0.04807692	0.02403846	0.01923077	0.00480769	0.00000000	0.00480769	0.00000000	0.00480769	0.00000000	0.00480769	0.02403846	0.02403846	0.00000000	0.02403846	0.09134615	0.09134615	0.00000000	0.05769231	0.02403846	0.00000000	0.00961538	0.00480769	0.00480769	0.00480769	0.00000000	0.00000000	0.00000000	0.01923077	0.01442308	0.05288462	0.05288462	0.00000000	0.00000000	0.04326923	0.01923077
0.02230483	0.00743494	0.00371747	0.00000000	0.00371747	0.00371747	0.00743494	0.00743494	0.00743494	0.03345725	0.01115242	0.01486989	0.02602230	0.00743494	0.00000000	0.03345725	0.02230483	0.01115242	0.00743494	0.00000000	0.00743494	0.00371747	0.00371747	0.00371747	0.00000000	0.01486989	0.01486989	0.00000000	0.00743494	0.03717472	0.01486989	0.01486989	0.03717472	0.01486989	0.00743494	0.04832714	0.03345725	0.00371747	0.00371747	0.00000000	0.00000000	0.05576208	0.00371747	0.01115242	0.11152416	0.04089219	0.02602230	0.00000000	0.18587361	0.06319703
0.09420290	0.05072464	0.00000000	0.00000000	0.00000000	0.00000000	0.03623188	0.03623188	0.02173913	0.03623188	0.03623188	0.00000000	0.02173913	0.00724638	0.00000000	0.17391304	0.10869565	0.06521739	0.05072464	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03623188	0.03623188	0.00000000	0.02173913	0.04347826	0.04347826	0.00000000	0.02173913	0.00724638	0.00724638	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00724638	0.00000000	0.01449275	0.00724638	0.00000000	0.00000000	0.00724638	0.00724638
0.00000000	0.00000000	0.01315789	0.00000000	0.01315789	0.00000000	0.00146199	0.00000000	0.01023392	0.02192982	0.00000000	0.01754386	0.01023392	0.00438596	0.00146199	0.00438596	0.00292398	0.00146199	0.00146199	0.00000000	0.02777778	0.00000000	0.02339181	0.00146199	0.01900585	0.00730994	0.00000000	0.00730994	0.01315789	0.02192982	0.00000000	0.01754386	0.01754386	0.00877193	0.00000000	0.20906433	0.05994152	0.13450292	0.05116959	0.07602339	0.04239766	0.02777778	0.00730994	0.00146199	0.03801170	0.00292398	0.03216374	0.02192982	0.02046784	0.00584795
0.00000000	0.00000000	0.05405405	0.02702703	0.00000000	0.00000000	0.05405405	0.05405405	0.00000000	0.10810811	0.05405405	0.00000000	0.02702703	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02702703	0.05405405	0.02702703	0.00000000	0.00000000	0.00000000	0.08108108	0.08108108	0.00000000	0.00000000	0.10810811	0.05405405	0.00000000	0.02702703	0.00000000	0.02702703	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02702703	0.00000000	0.05405405	0.00000000	0.00000000	0.00000000	0.00000000	0.05405405	0.00000000
0.08219178	0.05479452	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01369863	0.05479452	0.02739726	0.02739726	0.01369863	0.00000000	0.00000000	0.16438356	0.08219178	0.08219178	0.05479452	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01369863	0.01369863	0.00000000	0.01369863	0.05479452	0.02739726	0.02739726	0.01369863	0.00000000	0.00000000	0.05479452	0.02739726	0.02739726	0.01369863	0.01369863	0.01369863	0.00000000	0.01369863	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01369863	0.00000000
0.00000000	0.00000000	0.05294118	0.00000000	0.04705882	0.00588235	0.00000000	0.00000000	0.00000000	0.01176471	0.00000000	0.01176471	0.00588235	0.00588235	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05882353	0.00588235	0.04705882	0.00588235	0.03529412	0.00000000	0.00000000	0.00000000	0.00000000	0.01176471	0.00000000	0.01176471	0.01176471	0.00588235	0.00588235	0.21764706	0.05294118	0.15294118	0.04705882	0.10000000	0.02941176	0.01176471	0.00588235	0.00588235	0.01176471	0.00000000	0.00588235	0.00588235	0.01176471	0.00000000
0.02500000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05000000	0.05000000	0.05000000	0.07500000	0.05000000	0.01250000	0.06250000	0.01250000	0.00000000	0.02500000	0.02500000	0.00000000	0.00000000	0.01250000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.06250000	0.06250000	0.00000000	0.05000000	0.07500000	0.05000000	0.01250000	0.06250000	0.01250000	0.01250000	0.02500000	0.02500000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02500000	0.00000000	0.02500000	0.01250000	0.01250000	0.00000000	0.02500000	0.00000000
0.08750000	0.03750000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03750000	0.06250000	0.06250000	0.00000000	0.02500000	0.00000000	0.00000000	0.12500000	0.06250000	0.03750000	0.02500000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03750000	0.08750000	0.08750000	0.00000000	0.03750000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05000000	0.05000000	0.00000000	0.00000000	0.05000000	0.03750000
0.00000000	0.00000000	0.05555556	0.02777778	0.02777778	0.02777778	0.02777778	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02777778	0.00000000	0.00000000	0.00000000	0.00000000	0.02777778	0.11111111	0.02777778	0.08333333	0.08333333	0.00000000	0.02777778	0.00000000	0.02777778	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.16666667	0.11111111	0.05555556	0.02777778	0.02777778	0.02777778	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.06315789	0.01052632	0.03157895	0.02105263	0.00000000	0.00000000	0.01052632	0.01052632	0.02105263	0.09473684	0.09473684	0.00000000	0.03157895	0.00000000	0.01052632	0.08421053	0.06315789	0.01052632	0.01052632	0.00000000	0.04210526	0.03157895	0.00000000	0.00000000	0.00000000	0.01052632	0.01052632	0.00000000	0.02105263	0.09473684	0.09473684	0.00000000	0.04210526	0.00000000	0.01052632	0.01052632	0.01052632	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02105263	0.02105263	0.00000000	0.00000000	0.01052632	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.06349206	0.06349206	0.06349206	0.04761905	0.04761905	0.00000000	0.04761905	0.03174603	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.09523810	0.09523810	0.00000000	0.06349206	0.06349206	0.06349206	0.00000000	0.04761905	0.03174603	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01587302	0.00000000	0.06349206	0.06349206	0.00000000	0.00000000	0.01587302	0.01587302
0.00000000	0.00000000	0.01574803	0.00787402	0.00000000	0.00000000	0.07874016	0.07874016	0.03149606	0.01574803	0.01574803	0.00000000	0.03937008	0.01574803	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03149606	0.01574803	0.00787402	0.00000000	0.00787402	0.10236220	0.08661417	0.01574803	0.03937008	0.02362205	0.02362205	0.00000000	0.03937008	0.01574803	0.00787402	0.06299213	0.03937008	0.02362205	0.02362205	0.00000000	0.00000000	0.00000000	0.00787402	0.01574803	0.03149606	0.00000000	0.03149606	0.01574803	0.01574803	0.01574803
