0.01937984	0.01550388	0.00387597	0.04651163	0.01550388	0.01550388	0.07364341	0.11627907	0.10465116	0.00775194	0.03100775	0.01550388	0.00387597	0.00000000	0.05813953	0.03875969	0.02713178	0.04651163	0.10077519	0.00000000	0.02713178	0.01937984	0.00775194	0.00775194	0.00775194	0.02325581	0.03488372	0.11627907	0.01550388
0.08219178	0.04109589	0.03652968	0.00000000	0.06392694	0.02739726	0.03652968	0.06849315	0.03196347	0.02739726	0.05479452	0.07762557	0.05479452	0.01826484	0.00000000	0.00000000	0.00000000	0.00913242	0.01826484	0.02283105	0.10502283	0.04566210	0.01826484	0.01369863	0.00913242	0.03196347	0.02283105	0.04566210	0.03652968
0.03448276	0.00132626	0.03183024	0.00000000	0.00265252	0.00000000	0.01193634	0.03713528	0.00000000	0.03050398	0.01193634	0.00265252	0.04641910	0.03315650	0.00265252	0.00132626	0.00132626	0.01061008	0.00265252	0.04244032	0.11007958	0.23740053	0.09151194	0.13527851	0.07559682	0.00000000	0.00928382	0.00132626	0.03448276
0.01492537	0.01492537	0.00000000	0.04477612	0.10447761	0.10447761	0.01492537	0.08955224	0.08955224	0.00000000	0.04477612	0.01492537	0.00000000	0.00000000	0.05970149	0.04477612	0.02985075	0.00000000	0.00000000	0.02985075	0.02985075	0.01492537	0.01492537	0.00000000	0.00000000	0.11940299	0.01492537	0.10447761	0.00000000
0.05666667	0.04333333	0.00666667	0.05000000	0.02000000	0.00666667	0.08666667	0.07666667	0.02666667	0.02333333	0.02666667	0.06333333	0.01000000	0.00000000	0.05666667	0.04666667	0.03000000	0.02000000	0.02333333	0.04666667	0.09666667	0.03666667	0.02333333	0.01333333	0.01333333	0.01000000	0.03333333	0.03000000	0.02333333
0.02597403	0.01948052	0.00649351	0.02597403	0.02597403	0.02597403	0.11038961	0.14285714	0.10389610	0.01298701	0.02597403	0.01948052	0.00649351	0.00000000	0.01948052	0.01298701	0.01298701	0.04545455	0.09740260	0.00649351	0.02597403	0.00000000	0.00000000	0.00000000	0.00000000	0.03896104	0.05194805	0.12337662	0.01298701
0.06029106	0.01455301	0.03950104	0.02494802	0.02286902	0.00415800	0.01871102	0.03118503	0.00207900	0.02494802	0.02079002	0.02079002	0.05821206	0.02702703	0.03742204	0.04365904	0.02286902	0.01039501	0.00623701	0.02910603	0.10810811	0.15384615	0.06652807	0.07068607	0.02702703	0.00415800	0.01039501	0.00207900	0.03742204
0.00709220	0.00709220	0.00000000	0.04964539	0.03546099	0.01418440	0.07092199	0.09929078	0.09219858	0.00000000	0.04255319	0.02127660	0.00000000	0.00000000	0.09929078	0.06382979	0.04964539	0.03546099	0.10638298	0.00709220	0.00709220	0.00000000	0.00000000	0.00000000	0.00000000	0.01418440	0.04964539	0.12765957	0.00000000
0.00584795	0.00000000	0.00584795	0.04093567	0.02339181	0.01754386	0.05847953	0.10526316	0.06432749	0.02339181	0.04678363	0.00584795	0.00584795	0.00000000	0.05263158	0.02339181	0.01754386	0.10526316	0.08187135	0.04093567	0.05847953	0.01169591	0.01169591	0.00000000	0.00000000	0.04093567	0.02923977	0.09356725	0.02923977
0.00000000	0.00000000	0.00000000	0.10156250	0.04687500	0.03906250	0.03906250	0.08593750	0.05468750	0.03125000	0.04687500	0.00781250	0.00000000	0.00000000	0.13281250	0.07812500	0.06250000	0.00781250	0.03125000	0.00781250	0.04687500	0.00781250	0.00781250	0.00000000	0.00000000	0.03906250	0.02343750	0.06250000	0.03906250
0.09047619	0.06190476	0.02857143	0.00952381	0.02857143	0.00000000	0.04761905	0.07142857	0.01428571	0.05238095	0.00476190	0.08095238	0.03809524	0.00476190	0.00952381	0.00000000	0.00000000	0.04761905	0.03809524	0.04285714	0.15714286	0.03333333	0.01428571	0.01428571	0.01428571	0.00000000	0.02380952	0.01428571	0.05714286
0.00892857	0.00892857	0.00000000	0.02678571	0.09821429	0.07142857	0.06250000	0.05357143	0.02678571	0.02678571	0.04464286	0.02678571	0.00892857	0.00892857	0.06250000	0.02678571	0.02678571	0.04464286	0.06250000	0.01785714	0.06250000	0.01785714	0.01785714	0.00000000	0.00000000	0.08035714	0.00892857	0.05357143	0.04464286
0.00000000	0.00000000	0.00000000	0.01886792	0.14150943	0.07547170	0.00943396	0.09433962	0.07547170	0.01886792	0.06603774	0.03773585	0.01886792	0.01886792	0.02830189	0.02830189	0.01886792	0.00000000	0.00000000	0.00000000	0.03773585	0.05660377	0.02830189	0.02830189	0.00943396	0.07547170	0.00000000	0.09433962	0.01886792
0.00000000	0.00000000	0.00000000	0.00000000	0.06250000	0.06250000	0.12500000	0.06250000	0.00000000	0.00000000	0.25000000	0.06250000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.06250000	0.12500000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.06250000	0.06250000	0.06250000	0.00000000
0.06060606	0.03030303	0.00000000	0.09090909	0.15151515	0.15151515	0.03030303	0.03030303	0.03030303	0.00000000	0.00000000	0.03030303	0.00000000	0.00000000	0.09090909	0.06060606	0.06060606	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.15151515	0.00000000	0.03030303	0.00000000
