0.07368421	0.03157895	0.04210526	0.00000000	0.02105263	0.01052632	0.03157895	0.06315789	0.04210526	0.02105263	0.00000000	0.03157895	0.05263158	0.02105263	0.01052632	0.00000000	0.00000000	0.03157895	0.08421053	0.03157895	0.14736842	0.07368421	0.06315789	0.01052632	0.01052632	0.01052632	0.02105263	0.04210526	0.02105263
0.09523810	0.09523810	0.00000000	0.00000000	0.02380952	0.00000000	0.07142857	0.09523810	0.00000000	0.09523810	0.04761905	0.16666667	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07142857	0.00000000	0.09523810	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04761905	0.00000000	0.09523810
0.00000000	0.00000000	0.00000000	0.06306306	0.04954955	0.04504505	0.07657658	0.09909910	0.09459459	0.00000000	0.03603604	0.00000000	0.00000000	0.00000000	0.07657658	0.04504505	0.04054054	0.02702703	0.09909910	0.00000000	0.01351351	0.00450450	0.00450450	0.00000000	0.00000000	0.05855856	0.05405405	0.10810811	0.00450450
0.00000000	0.00000000	0.00000000	0.00000000	0.25806452	0.22580645	0.00000000	0.03225806	0.03225806	0.00000000	0.06451613	0.00000000	0.00000000	0.00000000	0.06451613	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.25806452	0.00000000	0.06451613	0.00000000
0.07981221	0.01408451	0.04225352	0.00469484	0.02347418	0.00000000	0.02347418	0.00469484	0.00000000	0.00469484	0.00000000	0.03755869	0.09389671	0.04694836	0.01408451	0.00938967	0.00469484	0.00469484	0.00000000	0.01877934	0.08920188	0.22535211	0.05164319	0.16431925	0.02816901	0.00000000	0.00938967	0.00000000	0.00469484
0.00000000	0.00000000	0.00000000	0.01694915	0.13559322	0.11864407	0.00000000	0.06779661	0.06779661	0.00000000	0.08474576	0.00000000	0.00000000	0.00000000	0.05084746	0.13559322	0.03389831	0.01694915	0.01694915	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.13559322	0.00000000	0.11864407	0.00000000
0.10869565	0.04347826	0.02173913	0.02173913	0.06521739	0.06521739	0.02173913	0.08695652	0.04347826	0.00000000	0.02173913	0.06521739	0.04347826	0.00000000	0.02173913	0.00000000	0.00000000	0.00000000	0.00000000	0.06521739	0.08695652	0.04347826	0.04347826	0.00000000	0.00000000	0.08695652	0.00000000	0.04347826	0.00000000
0.05882353	0.04575163	0.01307190	0.00000000	0.06535948	0.03267974	0.01307190	0.03921569	0.02614379	0.00653595	0.06535948	0.09150327	0.04575163	0.01960784	0.00000000	0.00000000	0.00000000	0.00000000	0.01307190	0.00653595	0.03921569	0.15686275	0.01307190	0.12418301	0.00653595	0.05228758	0.00653595	0.03921569	0.01960784
0.04729730	0.00000000	0.04391892	0.00000000	0.00675676	0.00000000	0.00675676	0.01013514	0.00000000	0.01013514	0.00337838	0.00337838	0.06418919	0.05743243	0.00000000	0.00000000	0.00000000	0.00000000	0.00337838	0.00675676	0.06418919	0.31418919	0.06081081	0.23648649	0.04391892	0.00000000	0.00675676	0.00000000	0.01013514
0.00000000	0.00000000	0.00000000	0.04918033	0.08196721	0.08196721	0.14754098	0.11475410	0.08196721	0.01639344	0.06557377	0.00000000	0.00000000	0.00000000	0.03278689	0.00000000	0.00000000	0.00000000	0.04918033	0.01639344	0.03278689	0.00000000	0.00000000	0.00000000	0.00000000	0.09836066	0.03278689	0.08196721	0.01639344
0.00000000	0.00000000	0.00000000	0.00000000	0.17500000	0.17500000	0.02500000	0.10000000	0.10000000	0.00000000	0.07500000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.20000000	0.00000000	0.15000000	0.00000000
0.01081081	0.00540541	0.00000000	0.03243243	0.11351351	0.08648649	0.04324324	0.07027027	0.06486486	0.00000000	0.07567568	0.02162162	0.00000000	0.00000000	0.07567568	0.04864865	0.03783784	0.00000000	0.05405405	0.00540541	0.01621622	0.00540541	0.00540541	0.00000000	0.00000000	0.10270270	0.03243243	0.08108108	0.01081081
