0.000000000000000000e+00,2.480580440543219689e-01
1.471276441939427804e-01,0.000000000000000000e+00
1.983481049998355172e-01,1.248327299942659230e-01
1.208502028627541774e-01,1.992207221834908434e-02
8.292090156271339496e-02,1.080956308335796895e-01
1.264811945322461863e-02,2.540409949142327095e-01
1.664697551898887129e-01,6.724418867006251750e-03
5.386133390374413243e-02,7.277074262875362666e-03
7.656826721117872270e-02,1.164925033002626314e-02
0.000000000000000000e+00,3.005024207770076727e-01
6.886523896654206389e-02,0.000000000000000000e+00
3.460632718484231429e-02,1.388367106618067226e-01
2.269246474736894281e-01,0.000000000000000000e+00
4.761778276963905820e-02,1.809683203476312452e-01
7.880119569406944871e-03,2.971987639775808820e-01
7.087933871829119048e-02,0.000000000000000000e+00
2.183231641226236475e-01,0.000000000000000000e+00
3.572538351815721797e-02,1.258562504237301372e-01
3.959394278482902818e-02,7.753854759715676781e-02
2.307235637442863752e-01,1.069937350267746445e-01
2.777817959082750851e-02,1.054912264815899003e-01
0.000000000000000000e+00,2.290664427022616745e-01
8.232663637204255813e-03,0.000000000000000000e+00
1.049975214608110941e-01,1.108098632771925968e-01
2.628502931171400880e-01,5.505339707352639028e-02
3.093401886481246185e-02,1.814630577385752952e-01
0.000000000000000000e+00,0.000000000000000000e+00
2.189848995552827471e-01,0.000000000000000000e+00
3.618240499265707594e-02,0.000000000000000000e+00
2.673532077904662921e-03,2.761331027327814658e-01
3.430234834316937820e-02,2.781572341757585498e-01
2.130318814922432247e-01,1.293009899112884491e-02
