2.134439327992908655e-02,0.000000000000000000e+00,8.713071477867463666e-03,4.837238353810134617e-03,6.188013381329850529e-03,0.000000000000000000e+00,6.380575066697069531e-02,1.330790925707395211e-01,4.693311880799640873e-02,7.868628993578334618e-02,0.000000000000000000e+00,1.992325579253143020e-02,5.052976231396973800e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.683742013070958055e-02,0.000000000000000000e+00,7.570469939546382865e-02,7.801596240935777804e-02,0.000000000000000000e+00,1.521490382088961507e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.652806229854852205e-02
0.000000000000000000e+00,2.243688492417658109e-01,0.000000000000000000e+00,8.585898297317344149e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.129160678960314024e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.801876416394339014e-02,2.944366815250860914e-02,9.086779670853386420e-03,0.000000000000000000e+00,8.141760159364411220e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.817067430544085926e-01,2.468994959610968515e-02,2.495734581591780299e-01,0.000000000000000000e+00
1.129813955442271652e-02,1.462103149142342760e-02,9.776153707798074591e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.329599649784950620e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.673286267734057142e-02,1.164065705958826488e-03,0.000000000000000000e+00,1.222371341273434941e-01,5.158664102670951906e-02,9.841148967307108975e-02,1.531444638924186752e-01,2.683225173820116480e-02,1.227392387169664589e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.794586417677695001e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.318133500482279730e-01,0.000000000000000000e+00
8.286229032755100532e-02,2.315016158512240782e-02,6.114596427061257111e-02,1.128392831872012531e-01,7.881649396046200295e-02,9.094799152101583350e-02,0.000000000000000000e+00,3.356578685467868917e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.403392411623162750e-01,1.618906225870721943e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.489679822214658445e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.533864956323778755e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.414677247146717859e-02,0.000000000000000000e+00,2.343981960737643797e-02
0.000000000000000000e+00,1.271179355130191702e-01,4.574637533586970069e-03,6.318831014222014986e-02,7.359565296945706769e-02,9.796199242115663508e-02,9.356475321597236203e-03,1.151165542766428851e-02,3.898798619204885130e-02,2.298365141868471614e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.535820731947523145e-02,0.000000000000000000e+00,7.072156280607724832e-02,7.045634556527582970e-02,1.539180928121954180e-02,0.000000000000000000e+00,3.378280964585866214e-02,1.351274152916723953e-02,0.000000000000000000e+00,1.578748242674835739e-02,1.102921673994847890e-01,0.000000000000000000e+00
1.507811220617112646e-02,4.180973188313418659e-02,9.957403568690990220e-03,0.000000000000000000e+00,1.405314761349107586e-02,1.894735485105446303e-03,6.157944354705600226e-02,5.915035803388821178e-02,9.837304089217689673e-02,7.521446603188335078e-02,0.000000000000000000e+00,5.346221203740755823e-02,1.130808511792714965e-01,2.025238605105452588e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.055359052562930333e-02,0.000000000000000000e+00,6.210918568325551892e-02,1.151874040314431052e-01,0.000000000000000000e+00,6.769583479280171130e-03,1.770162279133369321e-02,0.000000000000000000e+00,1.764329492333453417e-02
2.033938947292258242e-02,8.262259308695067694e-02,3.221014277156043076e-02,1.077075846365793399e-01,2.329243537685840235e-02,7.894954482545766400e-03,0.000000000000000000e+00,2.700433614392014001e-02,5.773395553225479926e-02,0.000000000000000000e+00,5.889987635673718525e-02,3.217836151885861834e-02,0.000000000000000000e+00,4.481968241329377378e-02,6.551247352164465965e-02,3.479811573111623452e-02,0.000000000000000000e+00,1.596253533048349119e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.563795630948945414e-02,0.000000000000000000e+00,6.342890758083073732e-02,9.271586696855990684e-02,0.000000000000000000e+00
7.061179256731008047e-02,1.138703390735136406e-01,9.635304104323247354e-02,1.537273562149858996e-01,1.497162443577414181e-02,1.577093577058728130e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.163890662188884623e-02,0.000000000000000000e+00,7.786568392700105035e-02,3.669062083755598308e-02,0.000000000000000000e+00,4.641679941048465485e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.157076919850729635e-02,0.000000000000000000e+00,1.350369336108273866e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.112649643710774516e-02,1.534949648094448005e-01,3.266974233993593518e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.702815592217735319e-02,1.013570419145577717e-02,2.548337355404766726e-03,0.000000000000000000e+00,1.560732493780052355e-02,2.047592885159535067e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.591806041768087765e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.267401717940879149e-03,0.000000000000000000e+00,5.660813360849707987e-01,0.000000000000000000e+00,2.322065543247631841e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.280450728807848715e-02,0.000000000000000000e+00,4.325248282506246461e-02,1.079125883595381287e-02,6.020566720224695273e-02,1.766681675087602432e-01,0.000000000000000000e+00,1.285421316251988055e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.774324899373594944e-01,0.000000000000000000e+00,8.563328827054203507e-02,2.574143890963712794e-02,0.000000000000000000e+00,1.352819016870140598e-02,2.399137510395336903e-02,0.000000000000000000e+00,8.362397754543167416e-02
