jdh98	m	h	m	2	0.01405622,0.00602410,0.07028112,0.01004016,0.05220884,0.02409639,0.02610442,0.00000000,0.01405622,0.01204819,0.00000000,0.00401606,0.02208835,0.02811245,0.01405622,0.01204819,0.08634538,0.03012048,0.05421687,0.00000000,0.00000000,0.01004016,0.00000000,0.09839357,0.18072289,0.06626506,0.11044177,0.04216867,0.00200803,0.01004016
res106	m	h	h	2	0.01877934,0.00938967,0.05946792,0.03286385,0.02034429,0.00938967,0.01095462,0.00312989,0.00625978,0.01564945,0.00469484,0.02034429,0.01877934,0.03442879,0.01095462,0.04225352,0.03599374,0.01721440,0.01564945,0.00469484,0.00469484,0.01877934,0.01095462,0.09233177,0.20187793,0.06103286,0.12519562,0.03755869,0.00625978,0.05007825
jaw154	h	h	l	1	0.10909091,0.07272727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01818182,0.09090909,0.05454545,0.03636364,0.12727273,0.12727273,0.09090909,0.00000000,0.00000000,0.00000000,0.00000000,0.01818182,0.05454545,0.03636364,0.01818182,0.03636364,0.03636364,0.01818182,0.01818182,0.01818182,0.01818182,0.00000000
rjm105	m	h	h	0	0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17142857,0.14285714,0.02857143,0.14285714,0.14285714,0.02857143,0.00000000,0.00000000,0.00000000,0.02857143,0.00000000,0.00000000,0.00000000,0.14285714,0.17142857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
avn10	l	h	h	2	0.03448276,0.02758621,0.13103448,0.00689655,0.10344828,0.07586207,0.01379310,0.00000000,0.00689655,0.00000000,0.00000000,0.00000000,0.04827586,0.04137931,0.03448276,0.04827586,0.12413793,0.08275862,0.02068966,0.00000000,0.00000000,0.00000000,0.00000000,0.10344828,0.04137931,0.02068966,0.02068966,0.01379310,0.00000000,0.00000000
kko4	m	h	h	0	0.09090909,0.03496503,0.00000000,0.00000000,0.00000000,0.00000000,0.09790210,0.09790210,0.07692308,0.04195804,0.04195804,0.02797203,0.11888112,0.06293706,0.04195804,0.00000000,0.00000000,0.00000000,0.00000000,0.13986014,0.07692308,0.00000000,0.02097902,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02797203,0.00000000
alh133	m	h	h	2	0.00000000,0.00000000,0.09635417,0.06250000,0.02604167,0.01302083,0.02864583,0.01302083,0.05468750,0.06770833,0.04166667,0.03906250,0.00000000,0.00000000,0.00000000,0.07552083,0.03645833,0.01302083,0.01822917,0.02343750,0.05729167,0.02864583,0.02083333,0.09635417,0.05729167,0.03385417,0.02083333,0.01302083,0.03906250,0.02343750
rdp23	h	h	m	1	0.07172996,0.04641350,0.01265823,0.00421941,0.00421941,0.00000000,0.03375527,0.03375527,0.02109705,0.10970464,0.09282700,0.05485232,0.07594937,0.07594937,0.04641350,0.00421941,0.00843882,0.00421941,0.00421941,0.03797468,0.10970464,0.01265823,0.02953586,0.02531646,0.00421941,0.00421941,0.00000000,0.00000000,0.07172996,0.00000000
pjs52	m	h	h	2	0.00349650,0.00000000,0.12237762,0.02447552,0.08741259,0.06643357,0.02447552,0.00000000,0.01748252,0.02797203,0.00000000,0.01398601,0.01048951,0.00000000,0.00000000,0.04545455,0.11538462,0.08741259,0.02447552,0.00349650,0.00000000,0.02097902,0.00349650,0.14335664,0.06643357,0.05594406,0.01048951,0.01048951,0.00000000,0.01398601
chg57	m	h	h	1	0.08050847,0.03813559,0.05508475,0.04661017,0.00847458,0.00847458,0.01694915,0.01694915,0.01694915,0.08050847,0.05084746,0.00847458,0.08898305,0.05508475,0.04661017,0.04661017,0.00847458,0.00847458,0.00000000,0.01694915,0.05932203,0.02966102,0.00423729,0.09745763,0.02118644,0.01271186,0.00847458,0.00847458,0.03389831,0.02542373
sws19	h	h	m	0	0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10526316,0.10526316,0.10526316,0.10526316,0.10526316,0.00000000,0.05263158,0.05263158,0.05263158,0.05263158,0.00000000,0.00000000,0.00000000,0.15789474,0.10526316,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sjt27	h	h	l	0	0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03571429,0.03571429,0.03571429,0.14285714,0.14285714,0.17857143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03571429,0.17857143,0.00000000,0.10714286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10714286,0.00000000
jrw98	h	h	l	2	0.00000000,0.00000000,0.10047847,0.04784689,0.04306220,0.03349282,0.01435407,0.00000000,0.03349282,0.04306220,0.02392344,0.01435407,0.00000000,0.00000000,0.00000000,0.05741627,0.05741627,0.03827751,0.01913876,0.00956938,0.03349282,0.02392344,0.00478469,0.15789474,0.09090909,0.05741627,0.03349282,0.01913876,0.01913876,0.02392344
