0.01754386	0.01169591	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03508772	0.00584795	0.02923977	0.00584795	0.00000000	0.00000000	0.00000000	0.05263158	0.00584795	0.04093567	0.02339181	0.02339181	0.00584795	0.01754386	0.00000000	0.00000000	0.00000000	0.00584795	0.00584795	0.00000000	0.05847953	0.04678363	0.00584795	0.00584795	0.03508772	0.01169591	0.01754386	0.00584795	0.00584795	0.00000000	0.00584795	0.03508772	0.00584795	0.02923977	0.00584795	0.00000000	0.00000000	0.00000000	0.05847953	0.00584795	0.04093567	0.02339181	0.02339181	0.00584795	0.01754386	0.00000000	0.00584795	0.07602339	0.04678363	0.01169591	0.01169591	0.00584795	0.01169591	0.00584795	0.00584795	0.00584795	0.03508772	0.00584795	0.01754386	0.01754386
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07692308	0.07692308	0.00000000	0.07692308	0.03846154	0.00000000	0.00000000	0.03846154	0.03846154	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07692308	0.07692308	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03846154	0.00000000	0.07692308	0.07692308	0.00000000	0.07692308	0.03846154	0.00000000	0.00000000	0.11538462	0.07692308	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.01984127	0.01984127	0.01190476	0.00793651	0.03571429	0.01587302	0.00793651	0.00396825	0.00396825	0.02380952	0.00396825	0.00793651	0.03174603	0.00396825	0.01587302	0.00793651	0.03174603	0.01190476	0.01190476	0.01190476	0.01190476	0.00000000	0.00793651	0.00000000	0.00000000	0.00000000	0.00396825	0.00000000	0.00000000	0.02380952	0.02380952	0.02380952	0.01190476	0.06349206	0.02380952	0.01984127	0.01190476	0.01587302	0.00396825	0.00793651	0.03571429	0.00396825	0.01190476	0.04761905	0.01587302	0.01587302	0.00793651	0.03174603	0.01190476	0.01190476	0.01190476	0.01587302	0.00000000	0.00793651	0.00000000	0.00793651	0.05158730	0.03571429	0.03174603	0.02380952	0.00396825	0.00396825	0.00000000	0.00000000	0.01984127	0.02380952	0.00396825	0.01190476	0.00793651
0.01304348	0.01159420	0.00289855	0.00144928	0.04347826	0.00869565	0.03478261	0.03043478	0.00144928	0.00579710	0.00144928	0.00434783	0.00869565	0.00000000	0.00289855	0.00579710	0.01449275	0.00289855	0.01014493	0.00869565	0.02173913	0.00724638	0.00579710	0.00000000	0.03188406	0.03043478	0.00144928	0.00434783	0.00000000	0.01739130	0.01594203	0.00289855	0.00144928	0.05797101	0.01304348	0.04347826	0.03913043	0.01159420	0.00579710	0.00144928	0.00579710	0.00144928	0.00434783	0.00869565	0.00000000	0.00289855	0.00579710	0.01594203	0.00289855	0.01159420	0.01014493	0.02898551	0.00869565	0.00724638	0.00000000	0.00000000	0.12318841	0.10869565	0.00724638	0.01159420	0.00724638	0.02608696	0.01594203	0.00000000	0.00434783	0.02028986	0.00000000	0.02028986	0.01449275
0.01333333	0.00666667	0.00000000	0.00000000	0.00666667	0.00666667	0.00000000	0.00000000	0.00000000	0.02000000	0.02000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07333333	0.04666667	0.01333333	0.01333333	0.06000000	0.02666667	0.03333333	0.02000000	0.00000000	0.00000000	0.00000000	0.02000000	0.02000000	0.01333333	0.00666667	0.00000000	0.00000000	0.00666667	0.00666667	0.00000000	0.00000000	0.00000000	0.00666667	0.00000000	0.02666667	0.02666667	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.07333333	0.04666667	0.01333333	0.01333333	0.06000000	0.02666667	0.03333333	0.02000000	0.01333333	0.02000000	0.02000000	0.00000000	0.00000000	0.00000000	0.02666667	0.02000000	0.01333333	0.00000000	0.05333333	0.04000000	0.00666667	0.00666667
0.02265372	0.02265372	0.00000000	0.00000000	0.04530744	0.00647249	0.03236246	0.02912621	0.00000000	0.01294498	0.00323625	0.00647249	0.00970874	0.00000000	0.00323625	0.00647249	0.02912621	0.00323625	0.01941748	0.00970874	0.01941748	0.00647249	0.00647249	0.00000000	0.00647249	0.00647249	0.00000000	0.00323625	0.00000000	0.03236246	0.03236246	0.00000000	0.00000000	0.05501618	0.00970874	0.03883495	0.03559871	0.01294498	0.00323625	0.00000000	0.01294498	0.00323625	0.00647249	0.01294498	0.00000000	0.00323625	0.00647249	0.03559871	0.00323625	0.02588997	0.01294498	0.02265372	0.00647249	0.00970874	0.00000000	0.00647249	0.10355987	0.07443366	0.00970874	0.00970874	0.00323625	0.01618123	0.00970874	0.00323625	0.00647249	0.02588997	0.00323625	0.02265372	0.01294498
0.02790698	0.02790698	0.00000000	0.00000000	0.00465116	0.00000000	0.00465116	0.00465116	0.00000000	0.01860465	0.01860465	0.00000000	0.01860465	0.00000000	0.00930233	0.00465116	0.08372093	0.06976744	0.01395349	0.00930233	0.03720930	0.01860465	0.00930233	0.00930233	0.00465116	0.00465116	0.00465116	0.00930233	0.00930233	0.02790698	0.02790698	0.00000000	0.00000000	0.00465116	0.00000000	0.00465116	0.00465116	0.00000000	0.00000000	0.00000000	0.02325581	0.02325581	0.00000000	0.01860465	0.00000000	0.00930233	0.00465116	0.08837209	0.07441860	0.01395349	0.00930233	0.03720930	0.01860465	0.00930233	0.00930233	0.00000000	0.02325581	0.01860465	0.00000000	0.01395349	0.00000000	0.02325581	0.01395349	0.01395349	0.00465116	0.02790698	0.02790698	0.00000000	0.00000000
0.00606061	0.00606061	0.00606061	0.00606061	0.00606061	0.00000000	0.00606061	0.00606061	0.00000000	0.01818182	0.01212121	0.00000000	0.01212121	0.00000000	0.00000000	0.01212121	0.06060606	0.06060606	0.00000000	0.00000000	0.03636364	0.01212121	0.01212121	0.01212121	0.00000000	0.00000000	0.03636364	0.00606061	0.00000000	0.01212121	0.01212121	0.01212121	0.01212121	0.01212121	0.00606061	0.00606061	0.00606061	0.00000000	0.00000000	0.00000000	0.01818182	0.01212121	0.00000000	0.01818182	0.00606061	0.00000000	0.01212121	0.07272727	0.07272727	0.00000000	0.00000000	0.04848485	0.01818182	0.01818182	0.01212121	0.00606061	0.03030303	0.01818182	0.01818182	0.01212121	0.00000000	0.06060606	0.03636364	0.01212121	0.01212121	0.04242424	0.01818182	0.01212121	0.00000000
0.06930693	0.06930693	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01980198	0.01980198	0.00000000	0.00990099	0.00000000	0.00000000	0.00990099	0.06930693	0.03960396	0.02970297	0.02970297	0.00990099	0.00000000	0.00990099	0.00990099	0.00000000	0.00000000	0.00990099	0.00000000	0.00000000	0.07920792	0.07920792	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00990099	0.00000000	0.01980198	0.01980198	0.00000000	0.01980198	0.00000000	0.00000000	0.00990099	0.07920792	0.03960396	0.03960396	0.02970297	0.00990099	0.00000000	0.00990099	0.00990099	0.00990099	0.03960396	0.02970297	0.00000000	0.00000000	0.00000000	0.01980198	0.00990099	0.00000000	0.00990099	0.00990099	0.00990099	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.04582210	0.00000000	0.04582210	0.03234501	0.00000000	0.00269542	0.00000000	0.00269542	0.01078167	0.00539084	0.00000000	0.00539084	0.04312668	0.00000000	0.03234501	0.03234501	0.00269542	0.00000000	0.00000000	0.00000000	0.00269542	0.00269542	0.01078167	0.00539084	0.00000000	0.00269542	0.00269542	0.00000000	0.00000000	0.06199461	0.00000000	0.05929919	0.03773585	0.00000000	0.00000000	0.00000000	0.00269542	0.00000000	0.00269542	0.01078167	0.00539084	0.00000000	0.00539084	0.04582210	0.00269542	0.03234501	0.03234501	0.00539084	0.00000000	0.00000000	0.00000000	0.00000000	0.13746631	0.10781671	0.01886792	0.00808625	0.00808625	0.01347709	0.00808625	0.00000000	0.00269542	0.03773585	0.00000000	0.03504043	0.02964960
