dsa24	1,3,0,9,0,3,2,0,10,4,6,1,1,0,1,0,0,3,1,3,1,8,8,1,2,2,0,2,0,1,0,0,2,21,8,1,1,0,1,0,0,0,8,2,1,8,7,2,6,8,11,1,2,4,0,7,5,1,10,2
saa128	0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,1,6,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0
jhb32	6,7,6,8,0,10,4,3,5,1,1,5,1,10,2,5,4,11,7,5,7,3,2,6,7,2,5,4,4,2,3,1,12,22,6,2,3,6,5,4,0,2,7,1,1,3,2,8,1,4,13,2,6,1,3,2,4,5,5,7
snb39	4,25,12,11,1,30,18,25,26,8,15,3,2,41,2,2,58,17,3,19,35,6,6,32,4,2,64,7,3,5,27,1,11,141,8,4,15,5,11,5,1,5,24,3,2,7,6,13,12,18,9,1,23,6,5,5,13,3,31,1
nrg14	0,0,2,14,3,12,0,1,0,3,0,12,5,3,7,2,1,6,2,0,1,0,3,1,15,3,1,12,0,11,1,0,3,5,0,7,0,2,0,0,3,1,2,12,2,3,3,5,0,12,3,1,0,3,1,3,13,10,0,1
pmp27	3,8,3,11,0,10,6,5,12,3,8,0,0,12,2,3,19,7,3,6,11,3,10,9,3,2,21,3,4,1,7,1,8,55,4,2,8,3,3,3,0,1,8,1,2,11,9,5,7,11,7,1,7,3,4,9,7,0,15,3
rdp23	0,0,0,10,3,8,0,1,0,3,0,11,7,3,3,1,3,8,0,0,1,1,2,1,24,10,3,10,3,8,1,0,5,5,1,3,1,1,0,0,3,1,1,18,10,2,1,7,0,18,11,1,0,3,2,1,6,8,0,0
mjm248	4,6,0,6,4,21,4,1,3,4,3,7,7,1,4,5,1,17,3,4,1,0,1,1,15,2,1,10,1,10,1,0,6,10,0,5,2,6,4,0,4,4,0,9,2,1,1,15,3,16,4,0,6,4,2,1,10,4,4,2
ams396	0,2,0,6,2,3,2,0,1,2,0,3,1,0,0,1,0,4,1,2,0,0,4,0,7,5,0,3,1,1,0,0,6,7,0,0,0,1,2,0,1,0,0,5,5,4,4,3,0,6,5,2,2,1,1,4,3,2,1,0
jmk195	7,16,0,13,0,14,12,7,32,3,15,1,0,11,1,4,15,12,6,13,14,3,10,10,1,0,18,2,11,1,9,2,6,79,3,1,12,5,10,3,0,1,0,0,0,12,9,10,15,17,5,2,13,2,2,7,5,0,34,4
