dsa24	h	h	l	1	0,0,0,0,0,0,0,0,8,2,6,6,3,2,1,1,9,1,8,7,11,1,8,5,4,0,1,2,0,1,21,1,8,1,1,1,2,10,10,0,3,1,2,2,2,3,3,0,0,1,8,7,2,8,2,4,0,1,1,0
saa128	h	l	l	0	0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,8,6,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,1,0,0,0,0,0,1
jhb32	h	m	m	1	5,4,10,6,3,3,4,1,4,1,1,1,11,8,1,5,8,5,2,2,13,1,3,4,1,0,2,12,5,6,22,3,7,7,6,7,7,5,5,3,10,2,6,4,4,7,5,2,4,5,3,2,2,6,7,1,0,2,2,6
snb39	h	m	m	1	64,58,41,12,27,25,5,1,18,3,15,12,17,13,2,11,11,3,6,5,9,2,6,13,6,1,2,11,2,4,141,15,24,35,32,3,4,31,26,5,30,5,23,18,7,25,19,5,3,3,7,6,2,8,1,8,1,4,1,5
nrg14	m	l	l	0	1,1,3,2,1,1,0,0,12,12,0,0,6,5,5,0,14,10,3,3,3,2,0,13,3,3,7,3,2,0,5,0,2,1,1,2,15,0,0,1,12,11,0,0,12,0,0,1,0,12,3,3,3,0,1,3,3,7,1,2
pmp27	h	l	l	1	21,19,12,3,7,5,3,1,11,1,8,7,7,5,0,3,11,0,10,9,7,2,3,7,3,0,2,8,3,3,55,8,8,11,9,3,3,15,12,4,10,1,7,6,3,8,6,1,4,0,11,9,2,4,3,3,0,2,1,3
rdp23	h	h	m	0	3,3,3,0,1,1,0,0,18,18,0,0,8,7,7,0,10,8,2,1,11,10,1,6,3,3,3,5,1,0,5,1,1,1,1,0,24,0,0,2,8,8,0,0,10,0,0,1,3,11,2,1,10,1,0,3,3,3,1,1
mjm248	m	l	l	0	1,1,1,0,1,1,0,0,16,9,3,3,17,15,7,4,6,4,1,1,4,2,0,10,4,4,4,6,5,4,10,2,0,1,1,3,15,4,3,2,21,10,6,4,10,6,4,4,1,7,1,1,2,0,2,4,4,5,0,6
ams396	m	l	m	0	0,0,0,0,0,0,0,0,6,5,0,0,4,3,1,2,6,2,4,4,5,5,0,3,1,1,0,6,1,0,7,0,0,0,0,1,7,1,1,1,3,1,2,2,3,2,2,0,1,3,4,4,5,0,0,2,2,0,2,1
jmk195	m	l	m	1	18,15,11,0,9,7,3,2,17,0,15,15,12,10,0,10,13,0,10,7,5,0,3,5,2,0,1,6,4,7,79,12,0,14,10,6,1,34,32,2,14,1,13,12,2,16,13,1,11,1,12,9,0,3,4,3,0,1,2,5
atg23	l	l	m	1	2,2,5,2,2,1,1,0,1,1,0,0,1,0,0,0,3,2,0,0,3,2,0,1,0,0,0,1,0,1,6,1,2,3,2,0,1,2,2,3,0,0,0,0,1,0,0,0,1,2,0,0,3,1,0,0,0,0,0,0
jaw154	h	h	l	0	0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,0,3,2,1,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,1
tjg49	m	l	l	1	6,6,9,0,7,6,0,0,2,0,2,1,2,2,0,2,1,0,1,1,2,0,1,1,0,0,0,1,0,0,19,4,0,11,10,2,1,3,1,2,2,0,2,1,0,4,1,0,1,0,1,1,0,1,1,0,0,0,0,0
mac276	l	l	m	0	0,0,0,0,0,0,1,1,7,5,2,2,3,0,0,0,3,3,0,0,3,3,0,7,3,1,0,3,1,0,4,0,0,0,0,1,7,4,4,2,0,0,0,0,0,0,0,1,0,3,0,0,3,0,0,3,1,0,0,1
hwf2	h	h	l	0	3,3,0,0,0,0,0,0,6,6,0,0,6,6,6,0,1,1,0,0,3,3,0,2,0,0,1,1,0,0,3,0,0,0,0,0,6,0,0,0,8,8,0,0,8,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0
mhr19	h	h	l	0	7,7,8,6,1,1,2,2,14,11,2,2,7,3,1,2,15,14,1,1,5,5,0,1,0,0,0,3,0,0,14,0,6,1,1,2,11,2,2,5,3,1,2,2,1,3,3,0,0,14,1,1,5,0,0,0,0,0,1,0
rwm27	h	m	l	0	1,1,1,1,0,0,0,0,6,6,0,0,4,3,3,0,2,2,0,0,6,6,0,2,2,2,0,2,1,0,1,0,1,0,0,0,8,0,0,1,3,3,0,0,4,0,0,1,0,2,0,0,6,0,0,2,2,0,1,1
mlk93	l	h	h	1	3,3,0,0,0,0,0,0,2,1,1,1,6,5,0,4,3,2,1,1,13,11,0,4,3,1,1,4,2,0,13,0,0,1,1,4,2,3,3,1,6,1,4,4,1,5,5,0,0,2,1,1,11,0,2,3,1,1,1,2
kko4	m	h	h	0	0,0,0,0,0,0,0,0,4,4,0,0,6,6,6,0,7,7,0,0,9,9,0,3,2,2,1,9,6,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,7,0,0,6,0,8,0,0,9,0,0,2,2,1,2,6
afd10	m	l	m	1	17,15,8,7,1,1,1,1,12,5,7,7,16,7,1,6,15,6,3,3,10,3,3,16,3,1,2,4,1,0,39,3,12,3,3,6,6,10,9,9,11,1,9,9,1,9,9,0,0,7,3,3,4,3,3,3,1,4,0,1
mjd78	h	h	l	1	22,22,25,16,8,7,2,2,6,0,5,4,3,3,2,1,8,2,5,5,6,1,3,3,1,1,1,3,0,3,47,3,20,9,8,3,5,10,9,0,5,3,2,1,3,4,3,0,2,3,5,5,2,3,2,2,1,1,2,0
