jdh99	l	m	h	2	0.05050505,0.03030303,0.02020202,0.04545455,0.02525253,0.03030303,0.03030303,0.01515152,0.01010101,0.08585859,0.05050505,0.03030303,0.08585859,0.04040404,0.06060606,0.07070707,0.04040404,0.02020202,0.02020202,0.05050505,0.03535354,0.01010101,0.02020202,0.04040404,0.01515152,0.02020202,0.04545455,0.00000000,0.00000000
clk93	l	m	h	1	0.03811659,0.03363229,0.01121076,0.02466368,0.01121076,0.01569507,0.06726457,0.03587444,0.02242152,0.04708520,0.04708520,0.01569507,0.04708520,0.01793722,0.02242152,0.11883408,0.07399103,0.04035874,0.02466368,0.09641256,0.05381166,0.03139013,0.02914798,0.02466368,0.00672646,0.01345291,0.00448430,0.01345291,0.01121076
avn10	l	h	h	1	0.00546448,0.00000000,0.00000000,0.01092896,0.00000000,0.00000000,0.10382514,0.00546448,0.08196721,0.02185792,0.00546448,0.00000000,0.01639344,0.00000000,0.00000000,0.13114754,0.08196721,0.03278689,0.01639344,0.17486339,0.03825137,0.09836066,0.06557377,0.00000000,0.00000000,0.00000000,0.00000000,0.07103825,0.03825137
inf4	l	l	h	2	0.02453988,0.06748466,0.06441718,0.03374233,0.03067485,0.05214724,0.00000000,0.00000000,0.00000000,0.03987730,0.07975460,0.07361963,0.04294479,0.03987730,0.07361963,0.01226994,0.00920245,0.00306748,0.00306748,0.00000000,0.00000000,0.00000000,0.00000000,0.07055215,0.06748466,0.00000000,0.07361963,0.08588957,0.05214724
bpc20	l	m	m	1	0.01453488,0.01744186,0.00872093,0.01453488,0.00000000,0.00000000,0.09011628,0.04941860,0.03779070,0.02616279,0.03197674,0.01453488,0.02034884,0.00290698,0.00581395,0.15116279,0.07267442,0.06395349,0.03197674,0.12790698,0.07267442,0.04941860,0.05232558,0.01744186,0.00290698,0.00872093,0.01453488,0.00000000,0.00000000
djp60	l	l	m	0	0.05813953,0.04651163,0.04651163,0.09302326,0.08139535,0.00000000,0.00000000,0.00000000,0.00000000,0.08139535,0.08139535,0.08139535,0.10465116,0.09302326,0.01162791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01162791,0.01162791,0.00000000,0.02325581,0.13953488,0.03488372
atg23	l	l	m	1	0.01219512,0.04878049,0.02439024,0.03658537,0.03658537,0.01219512,0.06097561,0.02439024,0.01219512,0.01219512,0.04878049,0.02439024,0.04878049,0.04878049,0.02439024,0.08536585,0.04878049,0.02439024,0.02439024,0.08536585,0.03658537,0.02439024,0.03658537,0.04878049,0.00000000,0.03658537,0.04878049,0.01219512,0.01219512
jah208	l	l	m	1	0.04098361,0.02459016,0.01639344,0.04098361,0.02049180,0.00819672,0.03688525,0.02868852,0.00819672,0.05327869,0.04508197,0.02459016,0.07377049,0.03278689,0.02049180,0.14344262,0.02459016,0.09836066,0.00819672,0.08606557,0.05737705,0.02868852,0.03688525,0.01229508,0.00819672,0.00409836,0.01639344,0.00000000,0.00000000
mac276	l	l	m	2	0.04255319,0.07446809,0.05319149,0.05319149,0.05319149,0.09574468,0.00000000,0.00000000,0.00000000,0.04255319,0.07446809,0.05319149,0.06382979,0.06382979,0.09574468,0.02127660,0.02127660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02127660,0.05319149,0.03191489,0.01063830,0.02127660,0.03191489,0.02127660
cac189	l	l	m	0	0.05000000,0.06666667,0.06666667,0.11666667,0.11666667,0.01666667,0.00000000,0.00000000,0.00000000,0.05000000,0.10000000,0.10000000,0.13333333,0.13333333,0.01666667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03333333,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
