_Fs_	0.00682594	0.0652819	0.04	0.04761905	0.07924528	0.01129944	0.03045685	0.00484262	0.09090909	0.08695652	0.01677852	0.05833333	0.06741573	0.0032538	0.01136364	0.0013986	0.02811951	0	0	0.04291845	0.01117318	0.10714286	0.05882353	0.06451613	0.03539823	0.02777778	0.125	0	0.13402062
_Ff	0.02047782	0.03857567	0.02666667	0.02380952	0.02264151	0.03954802	0.02030457	0.00726392	0	0.10869565	0.01006711	0.05	0.03370787	0.01409978	0.02840909	0.04055944	0.02636204	0.00290698	0.01114206	0.03004292	0.00558659	0.03571429	0	0.03225806	0.00589971	0.04166667	0.025	0	0.06185567
_FF	0.00682594	0.0148368	0.01333333	0.02380952	0.01886792	0.03389831	0.05583756	0.01452785	0.09090909	0.02173913	0.02348993	0.075	0.05617978	0.00433839	0.00568182	0.0027972	0.03690685	0.01017442	0.01392758	0.00429185	0.03351955	0.04464286	0	0.01612903	0.01179941	0	0.025	0.00561798	0.03092784
_Sss	0	0.00296736	0	0	0.01132075	0	0	0.01694915	0	0	0.03020134	0	0	0.01409978	0.02272727	0.04615385	0.01757469	0.0377907	0.06963788	0	0.01675978	0	0	0	0.00589971	0	0	0.08426966	0
FS_	0.00341297	0.02670623	0.01333333	0.00793651	0.01132075	0.07344633	0.10152284	0.00484262	0.13636364	0.02173913	0.00671141	0.1	0.06179775	0.0032538	0.01704545	0	0.01581722	0	0.00278552	0.00858369	0.03351955	0.02678571	0.08823529	0.02419355	0.01179941	0	0.125	0	0.02061856
_Ss_	0	0.00296736	0	0.02380952	0.03773585	0.01129944	0	0.07021792	0	0	0.03355705	0	0	0.02277657	0.05113636	0.02937063	0.04217926	0.00726744	0.01949861	0.00429185	0.01675978	0	0.08823529	0.01612903	0.03244838	0.04166667	0	0.00561798	0
_ee	0.02730375	0.0504451	0.08	0.07936508	0.02641509	0.02824859	0.06598985	0.02421308	0	0	0	0	0.03932584	0.01301518	0	0	0	0.01017442	0.00278552	0.09012876	0.0726257	0.02678571	0	0.0483871	0.0560472	0.02777778	0	0.02808989	0.04123711
fs_	0.00682594	0.0504451	0.01333333	0.05555556	0.01132075	0	0.02030457	0.00968523	0	0.06521739	0.01342282	0.04166667	0.0505618	0.00433839	0.01136364	0	0.02636204	0.00145349	0	0.05150215	0.01675978	0.02678571	0	0.06451613	0.02359882	0.09722222	0	0	0.02061856
ssss	0.03071672	0	0.01333333	0	0.03018868	0	0	0.00968523	0	0	0.02348993	0	0	0.0867679	0.04545455	0.02797203	0.01405975	0.07994186	0.00835655	0	0	0	0	0	0.00589971	0	0	0.01685393	0
Fss	0.0443686	0.00890208	0.02666667	0	0.01132075	0.01129944	0	0.031477	0	0	0.01677852	0.00833333	0	0.01301518	0.02272727	0.0013986	0.01933216	0.00726744	0.01671309	0	0.01117318	0.00892857	0	0	0.02064897	0	0	0	0
_FS_	0.00341297	0.02373887	0	0.00793651	0.01132075	0.06779661	0.07106599	0.00242131	0.09090909	0.02173913	0	0.075	0.04494382	0.0021692	0.01704545	0	0.00878735	0	0	0.00858369	0.03351955	0.02678571	0.08823529	0.02419355	0.01179941	0	0.125	0	0.02061856
ssss_	0.02047782	0	0.01333333	0	0.01132075	0	0	0.00484262	0	0	0.01342282	0	0	0.02603037	0.02272727	0.01678322	0.00878735	0.03052326	0.00835655	0	0	0	0	0	0.00589971	0	0	0.01123596	0
fss	0.02047782	0	0	0	0.00754717	0.03389831	0	0.00968523	0	0	0.01677852	0.00833333	0	0.03470716	0.01136364	0.02377622	0.01581722	0.00726744	0.01114206	0	0.00558659	0	0	0	0.01769912	0.02777778	0	0	0.02061856
Sss_	0	0.00296736	0	0	0.01132075	0	0	0.01452785	0	0	0.02684564	0	0	0.01193059	0.01704545	0.00839161	0.00878735	0.02180233	0.06963788	0	0.01675978	0	0	0	0.00589971	0	0	0.06741573	0
Ssss	0.00341297	0.00296736	0	0	0	0.00564972	0	0.00726392	0	0	0.01342282	0	0	0.01084599	0.00568182	0.05034965	0.01230228	0.03924419	0.01949861	0	0	0	0	0	0	0	0	0.01685393	0
eee	0.04095563	0.05341246	0.09333333	0.05555556	0.02641509	0.03389831	0.04568528	0.031477	0.04545455	0	0	0	0.01685393	0.02386117	0	0	0	0.02034884	0	0.11158798	0.06145251	0.02678571	0	0.04032258	0.03834808	0.01388889	0	0.03370787	0.02061856
_Fss	0.04095563	0.00890208	0.02666667	0	0.00754717	0.01129944	0	0.02421308	0	0	0.01006711	0.00833333	0	0.00759219	0.02272727	0.0013986	0.01405975	0.00581395	0.01114206	0	0.01117318	0.00892857	0	0	0.01474926	0	0	0	0
eee_	0.02730375	0.03264095	0.06666667	0.03968254	0.01886792	0.02259887	0.03045685	0.02421308	0.04545455	0	0	0	0.01685393	0.00759219	0	0	0	0.01017442	0	0.06008584	0.05027933	0.02678571	0	0.01612903	0.03244838	0.01388889	0	0.02808989	0.02061856
Ffs	0.01365188	0.02077151	0.01333333	0.00793651	0	0.02259887	0.01522843	0.00242131	0	0.06521739	0.0033557	0.025	0.02808989	0.00759219	0.01704545	0.01958042	0.01405975	0	0.00278552	0.02575107	0.00558659	0.02678571	0	0.02419355	0.00294985	0.04166667	0	0	0.02061856
FSs	0.03412969	0	0	0	0.00377358	0.01694915	0	0.00968523	0	0	0.0033557	0	0	0.00433839	0.00568182	0.00699301	0.00878735	0.01453488	0.01949861	0.00429185	0.01675978	0	0	0	0	0	0.025	0.01123596	0
_Sss_	0	0	0	0	0.01132075	0	0	0.01210654	0	0	0.02348993	0	0	0.00650759	0.01704545	0.00559441	0.00878735	0.01744186	0.05292479	0	0.01675978	0	0	0	0.00589971	0	0	0.06179775	0
_eee	0.01706485	0.03264095	0.05333333	0.04761905	0.00754717	0.02259887	0.02538071	0.01694915	0	0	0	0	0.01685393	0.00650759	0	0	0	0.00436047	0	0.0472103	0.05027933	0.01785714	0	0.02419355	0.02654867	0.01388889	0	0.02247191	0.01030928
ffs	0.00682594	0.0148368	0	0.03968254	0.00754717	0.01129944	0.00507614	0.00242131	0	0	0.00671141	0	0.00561798	0.01409978	0	0.00559441	0.00702988	0.00436047	0.00557103	0.01716738	0.00558659	0.00892857	0	0.01612903	0.01474926	0.06944444	0	0	0
_ss	0	0.00890208	0	0	0.00754717	0	0	0.02663438	0	0	0.04026846	0	0	0.01193059	0.01704545	0.00699301	0.01581722	0	0	0	0	0	0	0.00806452	0.02949853	0.02777778	0	0	0
_Ffs	0.01365188	0.0148368	0.01333333	0.00793651	0	0.01694915	0.01015228	0	0	0.06521739	0	0.01666667	0.01123596	0.00433839	0.01704545	0.01818182	0.00878735	0	0.00278552	0.02575107	0.00558659	0.01785714	0	0.01612903	0.00294985	0.04166667	0	0	0.02061856
fsss	0.01706485	0	0	0	0.00754717	0.02259887	0	0	0	0	0.01006711	0	0	0.02819957	0.00568182	0.01258741	0.00175747	0.00581395	0.00835655	0	0	0	0	0	0.00294985	0	0	0	0
sssss	0.01023891	0	0	0	0.01886792	0	0	0.00242131	0	0	0.01006711	0	0	0.05639913	0.02272727	0.00839161	0.00351494	0.04796512	0	0	0	0	0	0	0	0	0	0.00561798	0
_Ssss	0	0.00296736	0	0	0	0	0	0.00242131	0	0	0.00671141	0	0	0.00650759	0.00568182	0.04055944	0.00702988	0.02034884	0.01392758	0	0	0	0	0	0	0	0	0.00561798	0
Fff	0.00682594	0.01780415	0.01333333	0.03174603	0.01132075	0.01129944	0.01015228	0.00242131	0	0.02173913	0	0	0.01123596	0.01084599	0	0.00559441	0.01054482	0	0.00557103	0.01287554	0	0.00892857	0	0.00806452	0.00589971	0	0	0	0
_FSs	0.03412969	0	0	0	0.00377358	0.00564972	0	0.00968523	0	0	0	0	0	0.0032538	0.00568182	0.00559441	0.00702988	0.0130814	0.01671309	0.00429185	0.00558659	0	0	0	0	0	0.025	0.00561798	0
_SS	0	0	0	0	0	0	0	0.00242131	0.04545455	0.02173913	0.01006711	0	0.00561798	0.0021692	0.01136364	0.0027972	0.01405975	0.01162791	0.00835655	0	0.01117318	0	0	0.00806452	0	0	0	0.0505618	0
_ee_	0.00682594	0.01780415	0.02666667	0.03174603	0.01509434	0.00564972	0.04060914	0.00726392	0	0	0	0	0.02247191	0.00542299	0	0	0	0.00436047	0.00278552	0.04291845	0.02234637	0.00892857	0	0.01612903	0.02654867	0.01388889	0	0.00561798	0.02061856
sssss_	0.01023891	0	0	0	0.01132075	0	0	0.00242131	0	0	0.00671141	0	0	0.01735358	0.01136364	0.00559441	0.00351494	0.01744186	0	0	0	0	0	0	0	0	0	0.00561798	0
SS_	0.00341297	0	0	0	0	0.00564972	0	0	0	0.02173913	0.01677852	0	0.00561798	0.0010846	0.01136364	0	0.01405975	0.01162791	0.00557103	0	0.01675978	0	0	0.00806452	0	0	0	0.01123596	0
Fsss	0.01365188	0	0.01333333	0	0.00754717	0	0	0.00726392	0	0	0.00671141	0	0	0.01193059	0.01136364	0	0.00702988	0.00581395	0.01671309	0	0	0	0	0	0.00294985	0	0	0	0
Fss_	0.02047782	0.00593472	0.01333333	0	0.00377358	0.01129944	0	0.01937046	0	0	0.01006711	0.00833333	0	0	0.01136364	0.0013986	0.00878735	0	0	0	0	0.00892857	0	0	0.01769912	0	0	0	0
FFs	0.00341297	0.00593472	0	0.01587302	0	0	0.02538071	0.00726392	0	0.02173913	0.0033557	0.04166667	0.02247191	0	0.00568182	0	0.00878735	0.00436047	0.00278552	0	0.01117318	0.02678571	0	0.00806452	0.00884956	0	0.025	0.00561798	0.02061856
_fs	0.00682594	0.01186944	0	0.01587302	0.01132075	0	0	0.00242131	0	0	0.01006711	0.025	0.01685393	0.0032538	0.00568182	0	0.01054482	0	0	0.01287554	0	0	0	0.02419355	0.02359882	0.01388889	0	0	0.02061856
FFS	0	0	0.01333333	0	0	0.02259887	0.03045685	0.00484262	0.04545455	0	0.00671141	0.00833333	0.01685393	0.0010846	0	0.0013986	0.01054482	0.00436047	0.00557103	0	0.01117318	0	0	0	0	0	0	0.00561798	0
_eee_	0.01023891	0.01186944	0.02666667	0.03174603	0.00377358	0.01129944	0.02030457	0.01210654	0	0	0	0	0.01685393	0.00433839	0	0	0	0	0	0.01716738	0.03910615	0.01785714	0	0.01612903	0.02064897	0.01388889	0	0.02247191	0.01030928
Sssss	0.00341297	0	0	0	0	0	0	0.00242131	0	0	0.0033557	0	0	0.0032538	0.00568182	0.00559441	0.00351494	0.02616279	0.00278552	0	0	0	0	0	0	0	0	0.01123596	0
FFf	0	0.00890208	0	0.00793651	0	0.00564972	0	0.00242131	0	0	0.00671141	0.01666667	0.02247191	0.0032538	0	0.0013986	0.01054482	0.00436047	0.00278552	0.00429185	0	0.00892857	0	0.00806452	0.00589971	0	0	0	0
Ffs_	0	0.02077151	0.01333333	0.00793651	0	0	0.01522843	0	0	0.06521739	0	0.025	0.02808989	0.0032538	0.00568182	0	0.01054482	0	0	0.02575107	0.00558659	0.02678571	0	0.02419355	0	0.04166667	0	0	0
Ssss_	0	0.00296736	0	0	0	0.00564972	0	0.00484262	0	0	0.01006711	0	0	0.00542299	0	0.04335664	0.00878735	0.01162791	0.01671309	0	0	0	0	0	0	0	0	0.00561798	0
_Fss_	0.02047782	0.00593472	0.01333333	0	0.00377358	0.01129944	0	0.01210654	0	0	0.00671141	0.00833333	0	0	0.01136364	0.0013986	0.00878735	0	0	0	0	0.00892857	0	0	0.01474926	0	0	0	0
_Fsss	0.01023891	0	0.01333333	0	0.00377358	0	0	0.00726392	0	0	0.0033557	0	0	0.00759219	0.01136364	0	0.00527241	0.00436047	0.01114206	0	0	0	0	0	0	0	0	0	0
_Fff	0.00682594	0.01780415	0.01333333	0.01587302	0.01132075	0.01129944	0.01015228	0.00242131	0	0.02173913	0	0	0.01123596	0.00542299	0	0.0041958	0.00527241	0	0.00557103	0.00429185	0	0.00892857	0	0.00806452	0	0	0	0	0
_FFs	0.00341297	0.00593472	0	0.01587302	0	0	0.01522843	0.00726392	0	0.02173913	0.0033557	0.03333333	0.01123596	0	0.00568182	0	0.00527241	0.00290698	0.00278552	0	0.00558659	0.02678571	0	0.00806452	0.00589971	0	0.025	0	0.01030928
_ss_	0	0.00593472	0	0	0.00754717	0	0	0.01694915	0	0	0.02684564	0	0	0.00976139	0.01136364	0.0041958	0.01230228	0	0	0	0	0	0	0.00806452	0.02654867	0.02777778	0	0	0
sfs	0.00682594	0.00296736	0	0	0	0	0	0.00726392	0	0	0.0033557	0	0	0.01518438	0.00568182	0	0.00351494	0.00290698	0.00278552	0	0.01117318	0	0	0	0.00884956	0	0	0	0
fSs	0.00341297	0	0	0	0	0.00564972	0	0.00726392	0	0	0.01677852	0	0	0.00650759	0	0.02097902	0.00351494	0.00581395	0.00557103	0	0	0	0	0	0	0	0	0.00561798	0
sS_	0.00682594	0	0	0	0	0.00564972	0	0	0	0	0.00671141	0	0.00561798	0	0.00568182	0.0027972	0.01581722	0.00290698	0.00278552	0	0	0	0	0	0	0	0	0.01685393	0.01030928
fS_	0.00341297	0.01780415	0.01333333	0.00793651	0	0	0.01522843	0.00484262	0	0.04347826	0	0.025	0.02247191	0.0032538	0	0.0027972	0.00527241	0.00290698	0	0	0	0.01785714	0	0.01612903	0	0	0	0	0.02061856
fss_	0	0	0	0	0	0.01129944	0	0.00726392	0	0	0.00671141	0.00833333	0	0	0.00568182	0.01118881	0.01230228	0.00145349	0	0	0.00558659	0	0	0	0.00884956	0.02777778	0	0	0.01030928
fssss	0.01365188	0	0	0	0.00377358	0	0	0	0	0	0.00671141	0	0	0.01735358	0.00568182	0.01258741	0.00175747	0.00145349	0	0	0	0	0	0	0.00294985	0	0	0	0
FfS	0	0.00593472	0	0	0	0.01129944	0	0.00968523	0	0.02173913	0.00671141	0.01666667	0.01123596	0.0032538	0	0.01538462	0.00175747	0.00436047	0	0	0	0.00892857	0	0.00806452	0	0	0	0	0.01030928
FSs_	0.02047782	0	0	0	0.00377358	0.01129944	0	0.00242131	0	0	0.0033557	0	0	0	0.00568182	0.00559441	0.00175747	0	0.00557103	0.00429185	0.01675978	0	0	0	0	0	0.025	0.00561798	0
_Ffs_	0	0.0148368	0.01333333	0.00793651	0	0	0.01015228	0	0	0.06521739	0	0.01666667	0.01123596	0.0032538	0.00568182	0	0.00702988	0	0	0.02575107	0.00558659	0.01785714	0	0.01612903	0	0.04166667	0	0	0
fff	0	0.00890208	0	0.00793651	0	0	0.01015228	0.00242131	0	0	0	0	0	0.0010846	0	0.00559441	0.00702988	0.00145349	0	0.00429185	0	0	0	0.02419355	0.01474926	0	0	0	0
_FFS	0	0	0.01333333	0	0	0.01694915	0.03045685	0.00484262	0.04545455	0	0.00671141	0.00833333	0.01685393	0.0010846	0	0.0013986	0.00878735	0.00145349	0.00557103	0	0.01117318	0	0	0	0	0	0	0	0
_EE	0.00341297	0	0	0	0.00377358	0	0	0	0	0	0	0	0.00561798	0.0010846	0	0	0	0.00726744	0	0	0	0.02678571	0.23529412	0.01612903	0.00294985	0	0	0	0.01030928
_FFf	0	0.00593472	0	0.00793651	0	0.00564972	0	0	0	0	0.00671141	0.00833333	0.01685393	0.0032538	0	0.0013986	0.00878735	0.00290698	0	0	0	0.00892857	0	0.00806452	0.00589971	0	0	0	0
_fs_	0	0.01186944	0	0.01587302	0.01132075	0	0	0	0	0	0.00671141	0.01666667	0.01685393	0.0010846	0.00568182	0	0.00702988	0	0	0.00858369	0	0	0	0.02419355	0.01474926	0.01388889	0	0	0.02061856
ffs_	0.00341297	0.0148368	0	0.03174603	0	0	0.00507614	0	0	0	0.0033557	0	0.00561798	0	0	0	0.00351494	0.00145349	0	0.01716738	0.00558659	0	0	0.01612903	0.00294985	0.04166667	0	0	0
FSss	0.00682594	0	0	0	0	0.00564972	0	0.00726392	0	0	0	0	0	0.0021692	0	0	0.00351494	0.00872093	0.01392758	0	0	0	0	0	0	0	0	0	0
_ff	0.00341297	0.00296736	0	0.01587302	0	0	0.01015228	0	0	0	0.00671141	0	0.00561798	0.0021692	0	0.0041958	0.00175747	0	0	0.00429185	0.01117318	0	0	0.00806452	0.01179941	0.05555556	0	0	0
eeee	0.01023891	0.02077151	0.02666667	0.00793651	0.00754717	0.01129944	0.01015228	0.00726392	0	0	0	0	0	0.01409978	0	0	0	0.01017442	0	0.05150215	0.01117318	0	0	0.01612903	0.00589971	0	0	0.00561798	0
