0.000000000000000000e+00,3.522757166130462414e-01,4.874811620277652580e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.707115887416716715e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.831868938840314875e-02,0.000000000000000000e+00,2.325723747872883440e-04,0.000000000000000000e+00,3.693304244926171043e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.220024798445613484e-01,0.000000000000000000e+00,1.206426497992607767e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.938642228290134550e-02,0.000000000000000000e+00,4.854718389820959074e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.763201568383622658e-02,5.037477382659250741e-02,0.000000000000000000e+00,4.759733820270102556e-02,2.631726124769725311e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.298995681223334607e-03,1.958420197005538831e-03,0.000000000000000000e+00,1.019611212904897174e-01,2.173228568092766544e-01,2.371933007434497975e-01,0.000000000000000000e+00,8.097812119360040320e-03,2.154507805950120480e-01,3.157518400286538074e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.786419592309229643e-02,1.436671978799210769e-01,9.783492919651416708e-02,0.000000000000000000e+00,1.058279717268099246e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.793718548049799688e-02,1.734928618487977664e-02,0.000000000000000000e+00,4.417358053348084332e-03,1.490341797352671693e-01,5.709240075479852378e-02,0.000000000000000000e+00,2.559910109765367245e-02,5.607552168077404448e-03,9.676443657157153197e-03,4.413562398277235538e-02,1.179130155228287277e-02,0.000000000000000000e+00,2.549138372127947305e-02,3.282027964026380112e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.092980792711447796e-02,0.000000000000000000e+00,2.280879226190248854e-01,0.000000000000000000e+00,3.681438453234223140e-02,0.000000000000000000e+00,6.820425344150512527e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.775778777632854452e-03,0.000000000000000000e+00,1.673246207194148127e-01,1.629638913646234977e-02,6.046824641848676761e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.358775818306952862e-02,7.531415436770670657e-02,3.410147974086600448e-02,0.000000000000000000e+00,4.655388723603230694e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.305987971440685791e-01,3.581490001383638017e-02,0.000000000000000000e+00,9.026475647174794781e-02,1.611679284454751657e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.374236993958307118e-02,3.931974469812284795e-02,5.545243604255761100e-02,0.000000000000000000e+00,1.617675622116649531e-02,4.379144909993623602e-02,5.375670485515925134e-02,5.527947359732804378e-02,1.362028485699545155e-01,0.000000000000000000e+00,8.097216492012294931e-02,5.110966288335683227e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.360369579365585113e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.120279822981409379e-01,3.292580311327577558e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.153725367128066639e-03,1.534196376166257203e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.770805078861071094e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020626943013680288e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.052753922450183705e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.855163665546451401e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.493381828600336969e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.017581703782006797e-03,1.120847695674278832e-01,1.634700494258317649e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.773011396675211793e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.384443865751678049e-02,6.248416740317051798e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.987517096649202286e-01,1.431592929274757078e-02,1.350177328667072352e-01,0.000000000000000000e+00,5.360388639261817745e-03,8.144925468316552286e-02,0.000000000000000000e+00,1.227346396118174782e-01,0.000000000000000000e+00,1.794697807886804497e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.689345494770695150e-03,8.512143134518654342e-02,0.000000000000000000e+00,6.492736464836222632e-02,1.041849376516215328e-02,0.000000000000000000e+00,7.493297591064954077e-02,1.054035299979901724e-01,0.000000000000000000e+00,3.095250508661872516e-03,8.129159494449493539e-02,1.463200411781321935e-03,9.103455305605205952e-03,6.487561316859655203e-02,3.169627339773971320e-02,7.522841815508748975e-02,5.783768501257981198e-02,2.996363590771638011e-02,9.810407288604621910e-05,1.701806973118055177e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.523554130911668580e-02,1.304652923806525200e-01,9.426518863754933253e-02,2.699396645233000797e-02,3.849728590202511347e-02,2.379892293057825608e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.655370711423586161e-02,2.600327587397519014e-01,2.340263035166626968e-02,0.000000000000000000e+00,1.667913202433743761e-02,1.403209276087262654e-02,7.830435687224133676e-03,6.425161227837265787e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.645971203666523053e-01,6.406230963009236327e-03,7.281436643541368270e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.378511848732918163e-03,2.449472991692490040e-02,0.000000000000000000e+00,5.453230511580205164e-03,2.151684741635657028e-03,0.000000000000000000e+00,1.076607005771471927e-02,8.257501854793208862e-02,0.000000000000000000e+00,1.350268478497753874e-02,2.592179489756476357e-02,5.818650490736726466e-02,1.148217093426687069e-01,6.813996604031165305e-02,1.326466266162741603e-02,2.956627253369438144e-02,9.681618226401399185e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.193752064266418861e-01,1.658006304860988405e-04,1.256946508154490050e-01,8.238160750794107021e-03,0.000000000000000000e+00,1.415596723841149908e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.101547122284175263e-02,6.260045973276194553e-02,4.049253065137296131e-02,1.016389105375456112e-02,1.417812726479861056e-02,1.617774371584983217e-02,3.576224814776890470e-02,1.010654383272013707e-01,8.583429074300477635e-02,7.111958984636586496e-03,9.510902997458887953e-03,9.903380109098401662e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.673634160106885621e-02,1.252941090940793700e-01,2.018306484892013787e-03,4.110259185499486739e-02,9.612146006998373293e-02,1.520384588157232784e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.219100074490714114e-02,1.350939734038554552e-01,8.654852899481942086e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.410921623442244532e-02,0.000000000000000000e+00,1.593741624774911228e-02,1.664438250497178584e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.804389784524344353e-03,2.369370200548179609e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.053501568654199860e-02,3.733438160524301525e-02,1.729511499664289007e-02,7.469477548008945055e-03,1.744966477464508434e-02,4.750231612433449685e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.276014438353428315e-01,5.046507161218775732e-03,9.089898403858519271e-02,0.000000000000000000e+00,2.085238775406669451e-02,1.186892349992083179e-01,1.228776587441947083e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.595038001743694367e-01,0.000000000000000000e+00,2.290661167983567420e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
