0.07142857	0	0.03243243	0	0.03773585	0	0.09907121	0	0.02469136	0.02666667	0.01694915	0.01804124	0.05460751	0.07748184	0	0.05714286	0.08928571	0.03783784	0.06824926	0.09850746	0.03344482	0	0.07735322	0.01204819	0.04589372	0.05511811	0.06263499	0.00458716	0.11073826	0.1	0.07492795	0.04060914	0.06148867	0	0
0.07142857	0.025	0	0.02380952	0.05660377	0	0.11145511	0	0.01234568	0	0.01694915	0.0128866	0	0.08958838	0.00429185	0.05714286	0.04497354	0.00540541	0.05341246	0.05671642	0.00334448	0.01369863	0.02423113	0.01204819	0.03381643	0.00787402	0.03671706	0.00458716	0.0704698	0.05	0.04178674	0.03299492	0.05501618	0	0
0.07142857	0.15	0.05945946	0.04761905	0.08679245	0.02777778	0.01857585	0.04819277	0.07407407	0.06666667	0.09322034	0.07731959	0.05119454	0.02905569	0.0472103	0.05714286	0.01388889	0.03243243	0.04451039	0.04477612	0.06020067	0.12328767	0.02609506	0.04819277	0.00724638	0.06299213	0.04967603	0.06422018	0.03020134	0.04285714	0.02161383	0.03299492	0.00323625	0.08695652	0.06363636
0	0	0.00540541	0	0.04528302	0	0.0371517	0	0.01234568	0.02666667	0	0.0128866	0.06484642	0.031477	0	0	0.1223545	0.01081081	0.02967359	0.02089552	0.00668896	0	0.16682199	0	0.22463768	0.03149606	0.0237581	0	0.06375839	0.05	0.10662824	0.05076142	0.15533981	0	0
0.07142857	0.025	0.00540541	0.02380952	0.04528302	0	0.09287926	0	0.01234568	0	0.01271186	0.01030928	0.02047782	0.08474576	0.00858369	0.1	0.01851852	0.01621622	0.0504451	0.05074627	0.00334448	0.01369863	0.00186393	0.01204819	0.00241546	0.05511811	0.04103672	0.01376147	0.04026846	0.02142857	0.01440922	0.03553299	0.02588997	0	0
0	0.15	0.04324324	0.06349206	0.08301887	0.05555556	0.00309598	0.08433735	0.08641975	0.04	0.08050847	0.07731959	0.00682594	0.00968523	0.04291845	0	0.00330688	0.03243243	0.02967359	0.00895522	0.05351171	0.1369863	0.00093197	0.06024096	0	0.03149606	0.01943844	0.08256881	0.02348993	0.02857143	0.00144092	0.01522843	0	0.10869565	0.08636364
0	0	0.00540541	0	0.01509434	0	0.03095975	0	0.01234568	0.01333333	0	0.00515464	0.03412969	0.01937046	0	0	0.0542328	0.01081081	0.01186944	0.00895522	0.00668896	0	0.06430568	0	0.04347826	0.03149606	0.01511879	0	0.04026846	0.04285714	0.04610951	0.01522843	0.03559871	0	0
0	0	0	0	0.01132075	0	0.0619195	0	0	0	0.00423729	0.00257732	0.01023891	0.02421308	0	0	0.04232804	0.00540541	0.03560831	0.0238806	0.00334448	0	0.03261883	0	0.04589372	0	0.00647948	0	0.04026846	0.03571429	0.04034582	0.02284264	0.06472492	0	0
0	0.075	0.03243243	0.00793651	0.03018868	0.22222222	0.02167183	0.09638554	0.08641975	0	0.01694915	0.01030928	0.03754266	0.01452785	0.01287554	0.01428571	0.00661376	0.05945946	0.04154303	0.01791045	0.01337793	0	0.00186393	0.10843373	0.00483092	0.07874016	0.01295896	0.02293578	0.01006711	0.01428571	0.01585014	0.03045685	0.01618123	0.02173913	0.05454545
0.07142857	0	0.09189189	0.08730159	0.04528302	0.05555556	0.00309598	0.03614458	0.04938272	0.09333333	0.01271186	0.03865979	0.06143345	0.03874092	0.11158798	0	0.01322751	0.03783784	0	0.00597015	0.03010033	0.02739726	0.00186393	0	0	0.02362205	0.03671706	0.06422018	0	0.00714286	0.0259366	0.02284264	0.00970874	0	0.01818182
