2.532004908560973530e-02,5.366021299239352726e-02,4.310494785021806718e-02
3.344029637202155375e-02,5.418519896930361346e-02,3.107567567087436006e-02
3.948064186735942421e-02,3.377296796330330614e-02,5.619124798840149232e-02
6.082317899488996760e-02,9.431864701084119451e-03,9.716260377489818051e-03
4.034139463297171935e-02,5.266174046381143919e-02,4.777476326480680630e-02
4.237508464066963576e-02,4.065076841451160938e-02,3.736362052602222594e-02
5.166301758213458911e-02,4.167039049937691642e-02,3.020982034987909626e-02
2.962599241990884757e-02,1.941194859180394444e-02,7.601143742096277967e-03
4.116070635542200262e-02,3.247463513716633554e-02,3.009950451384827211e-02
3.280488095875676996e-02,2.679590766788166739e-02,5.276233473660092016e-02
1.969465777624721664e-02,5.439526702020034549e-02,7.182779635449968066e-03
5.847973587542979607e-02,1.015530527041883478e-02,5.014519822538539284e-02
3.589916288756998114e-02,3.338573922301720301e-03,2.879224860023826826e-02
9.253532070821235455e-04,3.469226266676339598e-02,2.079548068858010426e-02
2.230857475846762666e-02,3.559966523631730162e-02,4.171804458147410077e-02
4.230666901876067171e-02,1.978934689873194930e-02,2.335690429364100512e-02
2.721016972721651203e-02,2.605920750102461506e-02,3.773867464664300286e-02
5.102570074398184857e-02,2.510850718089119998e-02,3.376228962839133291e-02
1.837664335920340076e-03,4.954783872952302388e-03,4.282994046124154880e-02
5.326600903394443365e-02,2.599726927037846781e-03,4.524472949540057215e-02
1.231555205821974544e-02,4.163002921335984957e-02,1.234948442942457834e-02
3.615326036638408236e-02,3.802296347805534955e-03,7.182187172769920365e-03
1.714888386555303221e-02,2.467490255435711780e-02,1.070662149519362345e-02
2.342816453213788022e-02,4.072906133509945903e-02,4.952928510025563641e-02
1.666124332153163037e-02,3.388868520890041952e-02,1.856666823257378807e-02
2.015310900192490706e-02,2.338073890224594970e-02,4.144941098058126105e-02
5.870796063634034501e-02,4.273942246678252670e-03,3.285206970957189887e-02
3.082801216554360846e-02,5.425416284835939129e-02,2.916519698321025367e-02
1.217382698791307470e-02,3.023541710934663992e-02,1.283899717179788451e-02
1.657170336959800164e-02,4.248420976314095515e-02,5.365827531997720279e-03
3.691192312579084228e-02,1.962735537020696749e-03,2.527636589177863907e-02
6.116411782349445714e-02,1.915081207091102848e-03,6.270126723863254058e-03
4.586313056378640840e-02,3.249598000811017295e-02,4.135939624943182208e-03
3.266697737522344241e-02,4.322778833292621747e-02,3.333253266136670251e-02
5.648019145689481268e-02,3.761053086565989412e-02,5.916471953792491745e-02
2.502747077342218004e-02,3.521413050449664905e-02,8.715879898703180612e-03
3.711402145102111333e-02,1.477273316189314616e-02,1.977225856666888631e-02
3.923504071650223829e-02,7.046753319493816170e-03,2.015849332053196510e-02
4.631988016565402599e-02,2.527064539990056882e-02,1.618171994677053416e-02
2.531097647572330342e-03,3.993034763968993442e-03,9.847488327959532523e-03
3.627246620983966968e-02,5.503994814920298156e-02,5.195057242641731680e-03
3.426201294165719113e-02,3.451211371256596855e-02,4.956668884634314598e-02
1.824618719687636989e-02,7.786659754267316602e-03,3.985133913577662557e-02
2.042188390429976880e-02,1.859435975071617952e-04,2.634592770260330702e-02
5.302339132296247926e-02,0.000000000000000000e+00,1.591921056170195886e-02
2.883122400716378944e-02,4.367618780574426124e-02,3.453608547851782368e-02
2.938155986390917837e-02,1.390292479402376741e-02,2.806665665437690915e-02
5.066571448253655297e-02,4.084660435120111843e-02,3.431150151163972484e-02
2.669335362823426622e-02,7.247077560919624323e-03,1.479254084162734233e-02
4.053226033642661624e-02,4.583430315544118061e-02,3.295910341345851396e-02
1.943297645718054453e-02,5.698827384680954511e-02,1.839059837869175262e-02
4.771728090598672915e-03,2.456438482291808598e-02,3.755777271088849012e-02
4.266147323013901038e-02,2.117913284962734052e-02,2.342330549214898666e-02
1.746871259117933894e-02,2.021416146860601296e-02,3.243253455218969572e-02
4.734388030970848593e-02,1.940784306529982906e-02,1.592340935135752242e-02
3.752647356075489854e-02,1.250231520542425395e-02,3.411948603133703461e-02
5.469289005021404915e-02,1.126205576945794873e-02,2.128736936394048929e-02
4.218906878892764167e-02,1.423634073371640198e-02,2.183570651857955763e-02
1.436286301608924107e-02,1.925026267234030905e-02,1.952526455259208024e-02
4.420534118578813704e-02,2.051922051670968319e-02,1.833050659340145980e-02
2.392490895090909966e-02,4.580983213031243617e-02,1.791776230740699596e-02
1.793098760540185951e-02,4.966280267753667155e-02,1.797148558562144602e-02
3.104201047767501942e-02,3.735329251053553373e-02,4.139545876769845645e-02
2.536857788238954317e-02,7.117273021760345611e-03,1.210371107687747971e-02
5.093293616023519127e-02,1.854381957444978246e-02,1.673618626471057649e-02
2.638382497026356410e-02,4.298367247897623422e-02,2.921961856357103288e-02
5.094407780359464649e-02,4.054268792368697499e-02,4.049108200077564806e-02
4.419370774645890732e-02,1.121619383580330608e-02,1.046478032119177622e-02
5.357648634460571851e-02,3.608828368652303858e-02,1.733196511078087185e-02
3.969078132822063260e-02,1.213727915587893384e-02,3.669800312839466283e-02
3.083847573729921535e-02,1.845459296315387146e-02,5.283798247550280935e-02
6.273896376089473093e-03,1.746935367646860332e-02,2.509781949877066404e-02
1.345876048813637134e-03,2.295703609026521902e-02,1.827046395324470260e-02
8.708219334359404429e-03,1.031558331240102835e-02,3.592467147766489205e-02
2.068416514527427960e-02,2.376265041007237858e-02,2.894752344138298503e-02
4.121649082761021793e-02,5.092052679937991710e-02,4.391040449297881759e-02
3.356760510628455790e-02,5.689353424732324083e-02,1.045926308131270646e-02
