5.377073421443426954e-02,2.440471986384560796e-02,7.104202225360323197e-02,6.823258384920057040e-02,2.450931974391845625e-02,5.507108599943174448e-02,2.777820850533319064e-02,6.942397300716623976e-02,3.527918196975347864e-02,3.741564640051268931e-02
1.889369360865322117e-02,3.506989315069811847e-02,3.214834219358202183e-02,1.403249085044669386e-02,5.162799697281199307e-02,4.937559232167498119e-02,3.705282968019267542e-02,2.260022634799154287e-02,7.015251834706084932e-02,6.199379902963314537e-02
4.546461091524990616e-02,5.754351291092135029e-02,3.839973140303425125e-02,2.498270659038269101e-02,7.540361204317397315e-02,3.007595611195725341e-02,1.843765740754003263e-02,4.230472567097151582e-02,7.811342071146146204e-02,4.446486572642711216e-02
5.782545954508328326e-03,1.221494662545321956e-02,6.703996377284739128e-02,9.974720206610707129e-03,3.608755895285733345e-02,6.660212768151928253e-02,4.656547254646280914e-02,3.771114605805449271e-02,6.815633123081510369e-02,6.194936725455889304e-02
5.605404775283442248e-02,3.516472567936157478e-02,5.725716689479660310e-02,3.765198214256067905e-02,5.823526416780763770e-02,3.576027294102749471e-02,6.003652224099672446e-02,2.009035523561719314e-02,4.300076819284850797e-03,5.192414351796384442e-02
5.698524154682422377e-02,4.699840990576049232e-02,2.986468351454902442e-02,6.303840241919438092e-02,4.007590294599720770e-02,5.461585260668185698e-02,6.887437415994754342e-02,5.545604886169191311e-02,6.593464100205113920e-02,7.593014724271872351e-02
4.695775580020014606e-02,4.822119884144365071e-02,2.318082393468386300e-03,1.430213436225996138e-03,2.185493311957851376e-02,5.848600289760207821e-02,6.064399778563517307e-02,3.736242635328419770e-02,1.998068598750751129e-02,5.078922794247564543e-02
5.654843674520675101e-02,5.350600287335134653e-02,4.155628140126287062e-02,5.578087981981443705e-02,4.497490050654150140e-02,4.556810951583722957e-02,4.389508265128518744e-02,2.329133233129560693e-02,5.017765284430184686e-02,0.000000000000000000e+00
2.626008684672020976e-02,2.737185662149423018e-03,2.699542739029511806e-02,4.023449940421879728e-02,6.734144237140245182e-02,6.791664842683296788e-02,4.295966830192766983e-02,4.874090891705940704e-02,9.012719153069441436e-03,6.563000570403966505e-02
7.016661265815561654e-02,4.513853743703033494e-02,1.800599302328517379e-02,2.367287145799460910e-02,2.848012839411805802e-02,5.675940255518797939e-02,4.659703859862899394e-02,6.305278380972188790e-02,3.424082420988542458e-02,5.055498343897184277e-02
2.521999911334883368e-02,7.020913596717887062e-02,4.483117181843669641e-02,2.954524748805746615e-02,1.938049029601620829e-02,2.285226037787657302e-02,1.135935664968022556e-02,1.907032859961453261e-02,4.687707955975325275e-02,5.972163194173207845e-02
7.894697421216772398e-03,3.791289542522647410e-02,2.402942818518841173e-02,4.854089620151141871e-02,4.612891356864572828e-02,1.924908953769968734e-02,6.263266823371392567e-02,6.930788614272727355e-02,8.483706401368806826e-03,1.896405033512842467e-02
3.657261043176048693e-02,6.599209439349676409e-02,4.692929018700566467e-03,2.447703597955371707e-02,3.706118493664251946e-04,6.137903959196063658e-02,6.012600572220961476e-02,5.216831556658618058e-02,4.395412976071618599e-02,6.283767288268155005e-02
6.097841639650568302e-03,4.571785336495991225e-02,6.114051276467033502e-02,3.998762370298682839e-02,1.785207310669275835e-02,5.498494613291842609e-02,4.769490472676744808e-02,9.729814842332713820e-03,5.922131852491446108e-02,4.689152822200920445e-02
