0.02155384	0.05955486	0.06558251	0.02397834	0.03336679	0.07013407	0.06543606	0.06526901	0.03675257	0.01914939
0.01953464	0.02252001	0.07355829	0.01812665	0.01150654	0.05869031	0.03126734	0.06399894	0.02136212	0.04999109
0.02582781	0.01628527	0.04743947	0.03090386	0.07760611	0.05369281	0.04436396	0.01021053	0.06529676	0.06579950
0.04819867	0.03119658	0.06156207	0.03643355	0.02559617	0.03858397	0.03143627	0.07062476	0.05098445	0.04975058
0.05412264	0.06409015	0.03517913	0.00833137	0.05049780	0.03916958	0.04597132	0.04187642	0.04831037	0.02513855
0.04977519	0.01385474	0.06282142	0.05649715	0.03155501	0.03972780	0.05629468	0.01039446	0.03483978	0.04739495
0.03185715	0.01478419	0.03519590	0.01679820	0.03821367	0.03551322	0.04763616	0.04681091	0.05747232	0.03472311
0.00616209	0.04558855	0.02893419	0.06011495	0.04895598	0.01895462	0.03698040	0.05344302	0.00978850	0.01103058
0.01552345	0.05502728	0.06307104	0.04819695	0.06177610	0.02327171	0.01502224	0.01774139	0.06711117	0.03054820
0.05720950	0.06102042	0.04188213	0.06895114	0.03524827	0.02534875	0.05666807	0.00489047	0.05018515	0.01966235
0.00980815	0.06987358	0.06676800	0.01995862	0.04031933	0.04594592	0.06913815	0.06819836	0.05963302	0.03966577
0.00560209	0.02535644	0.05473835	0.01669189	0.05316777	0.05293644	0.04449111	0.03570486	0.01209195	0.04859924
0.00986809	0.04098304	0.04819075	0.05190026	0.04701677	0.02391014	0.01350005	0.04763542	0.04117611	0.04564554
-0.00083999	0.05271475	0.05553708	0.04633596	0.05238850	0.05615411	0.01849162	0.02265479	0.02574405	0.04548555
0.01393804	0.05589941	0.07021100	0.05778299	0.07382440	0.01731998	0.01084810	0.05558487	0.01309015	0.04571102
0.03783384	0.01604622	0.05308966	0.05010375	0.02802247	0.04584680	0.02813607	0.04082534	0.01800624	0.06055527
0.01117937	0.04780751	0.07023915	0.01986742	0.04046460	0.00461946	0.02228730	0.05260609	0.06129071	0.00327061
0.03874984	0.04414945	0.04876460	0.02176973	0.03551177	0.00254560	-0.00038109	0.04379560	0.03252202	0.04749512
0.04467055	0.01287020	0.03413059	0.02018572	0.03733055	0.03806473	0.03821339	0.05671551	0.03530667	0.03788420
0.02383615	0.01928231	0.04843491	0.00322332	0.00820642	0.06456399	0.05748309	0.04989047	0.00366602	0.04159515
0.06126437	0.03109169	0.01748508	0.04649447	0.06891074	0.06057833	0.01558606	0.01638186	0.03228761	0.01561993
0.00160870	-0.00094786	0.01099280	0.04322840	0.00502131	0.01083752	0.01478996	0.03773415	0.05880896	0.03285556
0.00895434	0.00130906	0.02229441	0.01364960	0.00171624	0.03767057	0.03342170	0.02223161	0.06716370	0.01653087
0.04983905	0.04427905	0.00896669	0.00508596	0.04626604	0.04283092	0.05828694	0.03928783	0.05014350	0.03222288
0.05868547	0.03089753	0.02875326	0.04839376	0.00533920	0.05056393	0.03711749	0.03691259	0.05489937	0.01141175
0.05284671	0.05556966	0.06147426	0.03421700	0.04460687	0.02043640	0.05812714	0.06248573	0.04537039	0.01879105
0.01245743	0.00030752	0.03218947	0.02463553	0.04885108	0.03078259	0.05694318	0.00725966	0.05830350	0.00906797
0.00943185	0.02116873	0.00751258	0.00941984	0.03152780	0.05884691	0.04512913	0.04035278	0.03012565	0.06134102
0.04067226	0.05224554	0.00274692	0.01541214	0.03462667	0.03859788	0.04653304	0.05557455	0.00004931	0.06277893
0.04604347	0.06352576	0.04567865	0.02501685	0.02207514	0.04226487	0.03391556	0.00582646	0.00171640	0.05961840
0.01725829	0.04034327	0.05528012	0.05380639	0.04245946	0.04711560	0.03525214	0.03418713	0.03812785	0.05906884
0.05143609	0.00178503	0.00172249	0.00849590	0.04714397	0.00113449	0.01040432	0.04591861	0.05808684	0.04967448
0.05511884	0.03938285	0.04019444	-0.00171922	0.03994101	0.05180075	0.00012171	0.02636809	0.00651405	0.00250663
0.05572117	0.04774841	0.02597015	0.04005215	0.04162058	0.00497357	0.02431229	0.03319214	0.05763672	0.05361047
0.05982522	0.01391755	0.02507798	0.00902519	0.02473361	0.05992175	0.05347788	0.05461844	0.04002003	0.04820965
0.00253550	0.02813310	0.05244808	0.06196283	0.05529089	0.04285289	0.01343083	0.03381366	0.04747892	0.01631964
