4.639664110705369465e-02,4.037467904763687027e-02,3.277598681726775348e-02,1.999913465883322930e-02,5.082342834050241481e-02,7.400239655204396416e-02,3.776841011367146339e-02,4.556992112112263904e-02,5.776374416563807151e-02
3.120886438748731243e-02,3.369414771393290653e-02,5.392829127868105366e-02,2.102053434506862689e-02,3.032592551436569944e-02,1.784978523846762755e-02,4.470926493211217073e-02,2.699227305671363791e-02,7.607120677291089039e-02
5.139978802946176817e-02,2.585764227778494448e-02,3.990476683014351073e-02,3.401251270264474963e-02,6.307087196302101073e-02,6.436866287488431093e-02,3.696276830721735573e-02,7.540660667914067528e-02,4.883896697014343535e-02
2.314223971535898927e-02,3.189320314972252796e-02,2.546423194624415978e-02,6.211915293249333642e-02,4.252327915837243733e-02,1.333861919598676449e-02,4.556446826704647901e-02,5.815693764549727945e-02,3.439251109848257687e-02
1.839995378593587902e-02,3.348647189852282241e-02,4.015695926083172329e-02,1.637329984294159935e-02,2.905967456818105490e-02,5.326375092115063353e-02,5.193040205817583271e-02,4.519037222579630475e-02,1.729798378256497751e-02
4.447466594249946392e-02,2.548881740899015119e-02,5.944454828809173780e-02,2.315027163863669218e-02,3.489310432446402627e-02,2.935053596865080938e-02,3.734230835471548382e-02,5.888984432567195837e-02,3.782131963999996183e-02
2.730416482654903984e-02,4.940382004930672644e-02,3.104547457845808003e-02,5.301603830633368208e-02,4.961692156794093173e-02,5.522741810787288458e-02,2.890334570271714532e-02,4.112359222765918235e-04,1.927558469776571512e-02
2.886206186724818087e-02,1.965681260823883003e-02,4.687582808765700798e-02,4.457745756411415211e-02,4.368902886758044973e-02,3.179735870116996710e-02,9.987409525444352135e-03,5.078343642612558051e-02,4.032683043653193661e-02
3.303287327186198163e-02,2.790880333016325376e-02,6.141365056378991771e-02,6.527771165849435842e-02,2.157077145552335068e-02,6.517672462519581711e-02,5.433903842443300186e-02,3.608198215366190814e-02,5.158641656429236583e-02
5.374304976333920542e-02,2.039442536270448178e-02,2.904253434987530413e-02,4.014297337107194941e-02,5.529294073662140152e-02,3.716019619548144998e-02,7.925098748615848343e-03,5.345225455314019103e-02,2.399333277512316967e-02
3.146533017041052566e-02,4.309061661378576352e-02,5.678704114877961701e-02,4.016462986240189326e-02,6.603115543503161600e-02,5.113512768415646309e-02,4.298774772623597390e-02,5.972264749431503011e-02,4.575979338801277468e-02
5.902830193156893140e-02,4.279729067792597402e-02,6.856341855932987506e-02,2.753234649576083784e-02,3.046484217391885740e-02,1.639461752379105242e-02,2.202661206565711613e-02,2.575304803330702788e-02,1.764692885393199379e-02
2.468847117938689772e-02,4.053314097948861744e-02,2.375525957869523141e-02,2.693693027474121371e-02,5.060711693947433226e-02,2.528941934148875442e-02,3.576122395797413922e-02,1.724422061264272582e-02,2.134754543655572462e-02
2.391271435819556160e-02,1.048861167017110796e-02,1.529241621773380112e-02,3.226044274909771470e-02,3.542520739851317407e-02,4.436380680970673784e-02,5.474636838793467408e-02,9.932019223371118741e-03,4.423262180035904267e-02
5.279397643710454641e-02,6.061420817222674257e-02,3.098938300650462205e-02,2.046401248926247793e-02,4.931290990050383322e-02,2.846947478510698099e-02,3.651832695798948314e-02,6.718868706612134145e-02,2.834574188846607917e-02
5.082358266590405321e-02,9.883801617143174456e-03,8.119623645501698392e-03,1.813769205406666127e-02,2.482144370272207010e-02,5.907186177153286172e-02,1.189193799429227524e-02,2.658721153526584849e-02,3.034647335195100187e-02
2.711974096626614678e-02,2.618254313472634376e-02,4.323499383613667313e-02,1.730155615153920051e-02,4.146652779070933437e-02,2.101096193821705080e-02,4.858825566203458374e-02,3.681719477843507088e-02,4.648028687526074842e-02
4.708947601053819348e-02,4.039365040731592721e-02,3.915989819904041463e-02,5.188891824183240742e-02,2.216185455196013204e-02,3.894179549850694533e-02,4.483101427727204102e-02,1.569427843412037060e-02,4.551511898005700107e-02
3.893270329412708286e-02,3.206301715848844380e-02,1.120896371066408895e-02,7.607134517643818206e-03,4.861735671092237004e-02,2.799057615169980515e-02,3.665910085174237804e-02,3.704416115701845980e-02,7.686148688218710605e-03
1.710495408044104132e-02,3.482631907175623431e-02,3.540152572681324467e-02,1.168395718694466463e-02,2.109616860592643597e-02,1.796027724606241369e-02,2.727146534652601442e-02,2.389306697921909570e-02,4.199684194285101257e-02
2.609616614951047048e-02,4.672567762776334843e-02,5.880251859911965473e-02,5.139365579614739443e-02,1.153638935004924412e-02,2.204609893023349795e-02,2.219816521982258609e-02,3.376092964884802594e-02,1.851727978323317383e-02
3.324551636166290375e-02,1.903958625846548583e-02,1.768801229294833868e-02,2.821199329597537386e-02,3.128972353983954652e-02,5.296049723958398681e-02,2.642664470201479959e-02,1.973419891619389299e-02,5.364657874547187205e-02
7.695417619973487014e-03,2.478120149541809814e-02,5.501795473868033998e-02,2.391083558767079578e-02,1.476635004365313940e-02,2.239112573942542150e-02,2.382818387209997141e-02,3.103362678914660736e-02,2.556989450658033250e-02
3.236793660614882551e-02,1.396664706136592840e-02,4.058508573184131663e-02,2.391517275468169057e-02,2.118013080814002552e-02,3.897432007526237946e-02,1.819683219167632718e-02,5.395527930934511385e-02,2.870819648247304595e-02
4.866087358521220541e-02,5.246253888838570134e-02,3.995679596964475666e-02,1.355296154143006797e-02,4.218694569491408808e-02,4.127147089844217936e-02,4.507891996150630021e-02,2.184397930270593619e-02,4.107554313572957250e-02
5.076285625304192278e-02,1.020277665009527296e-02,5.170084450853589669e-02,2.280772829760166834e-02,2.073196328462676569e-02,7.023314992889012447e-03,1.578335545516569571e-02,1.986643528085993080e-02,4.387919188060027120e-02
1.234608877466047104e-02,1.558867764404462189e-02,4.391241842678250684e-02,1.626491350535725147e-02,2.545884016364889993e-02,3.038048200612976368e-02,2.920458169050535110e-02,4.649211957768119990e-02,4.393962524838888016e-03
3.064768408385285664e-02,5.787344599366863601e-02,3.126904097604840671e-02,3.109958100687789176e-02,1.670972681117783090e-02,4.952085303744548778e-02,5.026592937337526212e-02,3.309631864297876702e-02,2.922691325518784675e-02
1.838431136563864476e-02,5.520796007178209105e-03,3.754111865421225908e-02,2.166263298464075546e-02,1.770427929158526620e-02,3.752409217651397205e-02,3.341449551239433768e-02,5.464098737770505670e-02,4.675424660111630881e-02
2.072406396571540785e-02,4.489599081288331989e-02,2.221056812653859208e-02,1.626726536707549103e-02,3.155210664214765787e-02,5.291743894421235828e-02,5.953987572807283718e-02,0.000000000000000000e+00,1.617064443272216503e-02
3.872537307060114342e-02,1.514984242577459110e-02,3.233193832874570184e-02,4.092133614599131886e-02,5.142083949253828390e-02,2.989558305531946764e-02,2.385380847112798103e-02,9.181076892697061925e-03,6.220578899498090640e-03
5.376567230913859019e-02,5.391685534206239888e-02,1.328619752595427451e-02,3.873311892088867475e-02,9.514456847344136825e-03,1.939404519789731177e-02,4.408212487542717550e-02,3.688797457749939251e-02,7.164026339236186439e-03
4.843676327749999594e-02,2.536335895582040451e-02,2.548041441961368392e-02,1.229820375083917963e-02,4.681404510537379854e-02,3.187510192606708703e-02,5.972517274977812152e-02,2.879994526886112821e-02,2.678587629444746654e-02
2.715463624559007541e-02,1.930056615552403279e-02,6.544497998048519512e-03,1.914023180463946677e-02,4.411936960531231966e-02,6.211367186368365462e-02,2.470239848405527197e-02,2.537743191955726257e-02,1.052725809019461160e-02
