0.05882,0.00000,0.01681,0.00000,0.00840,0.00000,0.00840,0.00000,0.01681,0.02521,0.00000,0.00000,0.01681,0.00000,0.00000,0.01681,0.00000,0.01681,0.00840,0.04202,0.00840,0.02521,0.00000,0.00840,0.00000,0.00000,0.00000,0.00000,0.00000,0.01681,0.00000,0.00000,0.00000,0.00000,0.00840,0.00000,0.00000,0.02521,0.00840,0.00000,0.00840,0.00840,0.04202,0.00840,0.01681,0.00840,0.00840,0.01681,0.00840,0.00000,0.00000,0.00000,0.04202,0.03361,0.00000,0.02521,0.00000,0.00000,0.00000,0.00840,0.00840,0.00840,0.00840,0.02521,0.01681,0.00840,0.07563,0.01681,0.01681,0.00000,0.00840,0.00000,0.01681,0.01681,0.02521,0.00840,0.02521,0.00000,0.00840,0.02521,0.00840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01681,0.00840,0.00840,0.05042,0.00000,0.01681
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02273,0.00758,0.00000,0.00000,0.00758,0.02273,0.02273,0.00000,0.00000,0.00000,0.00000,0.00000,0.01515,0.00000,0.00758,0.00000,0.00000,0.00000,0.00000,0.00000,0.01515,0.00000,0.01515,0.00000,0.03030,0.00758,0.00000,0.00000,0.03030,0.05303,0.00000,0.00000,0.02273,0.03788,0.00000,0.00000,0.00000,0.00000,0.03030,0.00000,0.00000,0.00758,0.00000,0.03030,0.09091,0.01515,0.00758,0.00758,0.00000,0.00000,0.00000,0.00000,0.02273,0.02273,0.00000,0.02273,0.03788,0.03030,0.00758,0.05303,0.00000,0.03030,0.00000,0.00000,0.00000,0.02273,0.05303,0.02273,0.00000,0.00000,0.00000,0.01515,0.00000,0.00000,0.00000,0.00758,0.02273,0.00000,0.00000,0.00758,0.05303,0.03030,0.00758,0.02273
0.00397,0.00000,0.00000,0.00397,0.00000,0.00000,0.00397,0.00000,0.00000,0.01190,0.00397,0.01587,0.02778,0.00794,0.01190,0.00794,0.00000,0.00000,0.02778,0.00000,0.00000,0.00397,0.01587,0.00000,0.01190,0.00397,0.00000,0.00794,0.01587,0.01190,0.00000,0.00397,0.00000,0.00397,0.00000,0.00397,0.02381,0.04365,0.01190,0.00000,0.00000,0.01587,0.04365,0.01984,0.00000,0.00397,0.00000,0.02778,0.00000,0.00397,0.01190,0.00000,0.05952,0.04365,0.00397,0.00397,0.00397,0.00794,0.00794,0.00000,0.01984,0.01587,0.02381,0.00000,0.04365,0.00397,0.07937,0.01587,0.01587,0.00000,0.00794,0.00397,0.00000,0.00794,0.05159,0.00794,0.01587,0.00000,0.00397,0.00397,0.00000,0.00000,0.00000,0.00397,0.00794,0.01190,0.00397,0.01190,0.00000,0.01587,0.05159,0.01587,0.00794
0.02941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02941,0.02941,0.00000,0.00000,0.00000,0.00000,0.00000,0.02941,0.00000,0.00000,0.00000,0.02941,0.02941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05882,0.00000,0.00000,0.00000,0.00000,0.00000,0.05882,0.00000,0.00000,0.02941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05882,0.00000,0.00000,0.00000,0.00000,0.05882,0.05882,0.05882,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02941,0.05882,0.00000,0.05882,0.00000,0.00000,0.00000,0.05882,0.00000,0.00000,0.00000,0.05882,0.05882,0.02941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05882,0.00000,0.02941
0.07298,0.00000,0.00592,0.00000,0.00592,0.00197,0.00394,0.00000,0.02761,0.00394,0.00000,0.00592,0.04536,0.00197,0.00197,0.00394,0.00789,0.01972,0.02761,0.05128,0.00394,0.00000,0.00592,0.00000,0.00394,0.00197,0.00000,0.00394,0.00592,0.00394,0.00394,0.00592,0.00197,0.00394,0.00000,0.00197,0.00986,0.00394,0.00592,0.00592,0.01183,0.00986,0.01578,0.00592,0.00394,0.01183,0.00394,0.01775,0.00592,0.00197,0.00000,0.00592,0.01381,0.02959,0.00592,0.01183,0.00000,0.00000,0.00000,0.00789,0.00592,0.00789,0.00000,0.03945,0.00197,0.00197,0.12032,0.02761,0.00592,0.00000,0.01183,0.00000,0.01183,0.01183,0.00789,0.00986,0.00789,0.00197,0.00394,0.02959,0.00592,0.00000,0.01381,0.01183,0.00197,0.00197,0.00789,0.02367,0.01775,0.00197,0.06312,0.01578,0.00197
0.02000,0.00000,0.00667,0.00000,0.00667,0.01667,0.01000,0.00000,0.00667,0.01667,0.00333,0.00333,0.02333,0.01667,0.01333,0.02000,0.00000,0.00333,0.01333,0.01333,0.00000,0.00667,0.00333,0.01667,0.00000,0.00667,0.00667,0.00333,0.01667,0.00667,0.00000,0.01000,0.00333,0.02000,0.00000,0.00333,0.01000,0.01667,0.02333,0.00000,0.00333,0.05667,0.03333,0.00667,0.00000,0.00000,0.00000,0.01667,0.00333,0.00333,0.00333,0.00000,0.04333,0.05333,0.00333,0.02333,0.00333,0.00000,0.00000,0.00000,0.01000,0.03000,0.00667,0.01333,0.01000,0.00667,0.05667,0.02000,0.03333,0.00000,0.00667,0.00333,0.00333,0.00333,0.01667,0.02333,0.02333,0.00000,0.00667,0.00333,0.01667,0.00333,0.00333,0.00667,0.00667,0.00667,0.00333,0.01000,0.00000,0.01333,0.02667,0.01333,0.01333
0.01961,0.00980,0.00980,0.00000,0.00000,0.02941,0.00000,0.00000,0.00000,0.01961,0.00000,0.00000,0.00000,0.01961,0.00000,0.01961,0.00000,0.00000,0.00000,0.00000,0.00000,0.00980,0.00000,0.00000,0.00000,0.00980,0.00000,0.00980,0.00980,0.02941,0.01961,0.00000,0.00000,0.00000,0.01961,0.00980,0.00980,0.02941,0.03922,0.00000,0.00000,0.06863,0.04902,0.00000,0.00980,0.00000,0.01961,0.00980,0.00000,0.00000,0.00980,0.00000,0.05882,0.04902,0.00000,0.00980,0.00000,0.00980,0.00980,0.00000,0.00000,0.03922,0.01961,0.00000,0.01961,0.02941,0.02941,0.01961,0.00000,0.00000,0.00980,0.00000,0.00980,0.00000,0.03922,0.02941,0.02941,0.00000,0.00000,0.00980,0.00000,0.00000,0.00000,0.00000,0.00980,0.00000,0.00000,0.00000,0.00980,0.00000,0.02941,0.01961,0.01961
0.00000,0.00000,0.00000,0.00546,0.00000,0.01093,0.00546,0.00000,0.00000,0.03279,0.01093,0.00000,0.00000,0.01639,0.01093,0.06011,0.00000,0.00000,0.00000,0.00000,0.00000,0.01093,0.00000,0.01093,0.00546,0.00546,0.00000,0.00546,0.00546,0.00546,0.00000,0.00000,0.00000,0.01093,0.00000,0.02732,0.00546,0.05464,0.05464,0.00000,0.00000,0.06557,0.02732,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00546,0.00546,0.00000,0.06011,0.05464,0.00000,0.00000,0.00546,0.00000,0.00546,0.00000,0.00000,0.05464,0.01639,0.00000,0.03825,0.03825,0.00546,0.00546,0.02732,0.00000,0.00000,0.00546,0.00000,0.00000,0.04372,0.03825,0.06557,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01639,0.00546,0.00000,0.00000,0.00000,0.01639,0.00546,0.00546,0.02732
0.02936,0.00000,0.01101,0.00917,0.00367,0.00000,0.00367,0.00000,0.01651,0.01835,0.00367,0.00917,0.02202,0.00183,0.00367,0.00367,0.00550,0.00917,0.01468,0.02569,0.00367,0.00367,0.00734,0.00917,0.00917,0.00550,0.00183,0.01101,0.00550,0.02385,0.00183,0.01468,0.00183,0.00367,0.01101,0.00183,0.02018,0.00367,0.01284,0.00000,0.00367,0.00734,0.04954,0.00734,0.00734,0.00183,0.00183,0.03119,0.00734,0.01101,0.00734,0.00000,0.01101,0.05321,0.01101,0.02202,0.00367,0.00550,0.00917,0.00183,0.01101,0.00734,0.01468,0.02018,0.00367,0.00000,0.09174,0.00550,0.02202,0.00000,0.01835,0.00367,0.00734,0.01651,0.00917,0.01651,0.02018,0.00000,0.00734,0.00917,0.00183,0.00183,0.00550,0.00183,0.00183,0.00367,0.00183,0.01835,0.00000,0.00917,0.06606,0.00550,0.00183
0.03922,0.00151,0.01056,0.00603,0.00302,0.00302,0.00302,0.00000,0.01508,0.01961,0.00000,0.00302,0.03620,0.00452,0.00754,0.01207,0.00754,0.00905,0.02564,0.02715,0.00452,0.00000,0.00151,0.00754,0.00302,0.00452,0.00302,0.01207,0.00754,0.00452,0.00000,0.00603,0.00603,0.00452,0.00000,0.00452,0.00754,0.00603,0.01207,0.00151,0.01056,0.02112,0.01357,0.00603,0.00754,0.00151,0.00151,0.02564,0.00603,0.00905,0.00302,0.00151,0.01659,0.04072,0.00302,0.01207,0.00000,0.00302,0.00603,0.00151,0.01207,0.01659,0.00603,0.02262,0.00452,0.00452,0.10407,0.02112,0.01508,0.00000,0.01207,0.00302,0.00754,0.01207,0.01207,0.01207,0.03017,0.00000,0.00000,0.01056,0.00452,0.00452,0.00905,0.00754,0.00452,0.00754,0.00754,0.01961,0.01056,0.01357,0.06335,0.01357,0.00754
