3.547278900030105542e-02,9.129988705971807395e-03,8.943223583137520361e-02,0.000000000000000000e+00,8.520587950955433795e-04
0.000000000000000000e+00,0.000000000000000000e+00,5.728114660465294947e-04,1.391369942473791033e-01,1.575748738097792478e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.915536098346199215e-02,0.000000000000000000e+00
6.853572151264468448e-02,8.792386200593552137e-02,4.223326058351192097e-02,1.058252453541344562e-02,0.000000000000000000e+00
3.524675005726145261e-04,5.622095047829665793e-02,0.000000000000000000e+00,8.620585208963202350e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.298668267512348276e-02,2.916802925966479818e-02,5.552024351727510854e-03
3.745203646016822402e-02,6.951131204462009106e-02,0.000000000000000000e+00,8.073326502223680812e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.639105873748977926e-02,0.000000000000000000e+00,8.554997302261195535e-02,0.000000000000000000e+00
4.453892138395704713e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.923332572784326511e-02,4.220941602307891061e-01
0.000000000000000000e+00,0.000000000000000000e+00,8.953660668646964971e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.289973319984701328e-01,2.023803126062662452e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.754936504833343111e-03,0.000000000000000000e+00,3.939954991473035850e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.270078156428258442e-01,0.000000000000000000e+00,5.963537502925673334e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.325421643235912772e-02,7.011612092115573902e-02,0.000000000000000000e+00,3.763325438137232748e-02
0.000000000000000000e+00,1.677922440481667511e-03,0.000000000000000000e+00,1.673800594654638058e-03,7.040894261113294847e-03
1.440956661694433108e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.394797946857139259e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.095800207376327814e-02,1.097648295512243521e-02
0.000000000000000000e+00,8.877542080624804821e-02,5.557925276052675528e-03,3.027311870042802971e-02,0.000000000000000000e+00
7.693392329833220744e-02,6.984214729984856984e-02,2.894586340221759133e-02,1.111823650340821173e-01,9.595171126471464806e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.860260624906771285e-03
3.312269321160902225e-01,1.530149060695718682e-02,0.000000000000000000e+00,4.986251429134714447e-02,5.319802904437721108e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.185756629291574549e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.566119630517747052e-03,1.060320548783692529e-01,0.000000000000000000e+00,1.936679392315560633e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.519482347863453486e-02,0.000000000000000000e+00,4.526065064502089730e-02,2.403485406696994134e-02
7.635647325472330604e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.650052104221535809e-02,2.548876332572019236e-03
2.038194246605295763e-03,4.173420253674313407e-02,2.550118490244314418e-02,0.000000000000000000e+00,2.503904358385004771e-03
1.240457886536327770e-01,3.732176453973589103e-01,0.000000000000000000e+00,4.321463648821979213e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.007868798152446871e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.045125542058269498e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.195230180489691735e-02
0.000000000000000000e+00,1.124776063784792453e-02,1.017942177427635514e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.974126860549771073e-02,5.766640915846712664e-03,2.600567653835445664e-03
3.765914425132572269e-02,5.171389901534735600e-02,7.063981931932847291e-02,5.969663571084186243e-02,9.526143251629100089e-04
