0.00375940	0.06766917	0.00375940	0.06390977	0.03007519	0.00751880	0.00000000	0.00000000	0.05263158	0.00751880	0.03007519	0.04887218	0.02255639	0.01127820	0.00000000	0.00000000	0.00751880	0.00751880	0.02255639	0.04887218	0.00375940	0.00751880	0.03759398	0.00751880	0.00000000	0.00375940	0.00375940	0.06015038	0.00751880	0.04511278	0.01503759	0.00000000	0.02255639	0.00751880	0.01503759	0.03759398	0.01503759	0.01503759	0.00000000	0.08270677	0.02631579	0.01503759	0.00000000	0.00000000	0.02255639	0.00000000	0.01127820	0.00751880	0.00375940	0.00000000	0.00375940	0.00751880	0.00751880	0.01127820	0.00751880	0.00375940	0.03007519	0.01879699
0.00000000	0.03703704	0.00000000	0.07407407	0.07407407	0.05555556	0.00000000	0.00000000	0.11111111	0.05555556	0.01851852	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.14814815	0.05555556	0.09259259	0.00000000	0.03703704	0.01851852	0.00000000	0.00000000	0.05555556	0.00000000	0.00000000	0.00000000	0.05555556	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.05555556	0.01851852	0.01851852	0.01851852	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00236967	0.02369668	0.01658768	0.03317536	0.01421801	0.00473934	0.01658768	0.00473934	0.03317536	0.01184834	0.00473934	0.05687204	0.01421801	0.01658768	0.00947867	0.00473934	0.00947867	0.02132701	0.00947867	0.04265403	0.00710900	0.00710900	0.01658768	0.05687204	0.02369668	0.00947867	0.01895735	0.03791469	0.00947867	0.01421801	0.00000000	0.00947867	0.02843602	0.00947867	0.00947867	0.03317536	0.00947867	0.00710900	0.01184834	0.04976303	0.01421801	0.00473934	0.00710900	0.00473934	0.02843602	0.00473934	0.00000000	0.03554502	0.00473934	0.01184834	0.01184834	0.03317536	0.02132701	0.01184834	0.00473934	0.03554502	0.03317536	0.01184834
0.00673725	0.01924928	0.00288739	0.02694899	0.00673725	0.00288739	0.01251203	0.00577478	0.00481232	0.00096246	0.00096246	0.08469682	0.00673725	0.06833494	0.02887392	0.01732435	0.00577478	0.01347449	0.00673725	0.01443696	0.00384986	0.00096246	0.00962464	0.01347449	0.00096246	0.00288739	0.00866218	0.02213667	0.00096246	0.01539942	0.00481232	0.00384986	0.03079885	0.00769971	0.00866218	0.01636189	0.00577478	0.00096246	0.00866218	0.13570741	0.05389798	0.01058710	0.03464870	0.03079885	0.03753609	0.01251203	0.02502406	0.01058710	0.00096246	0.00192493	0.00384986	0.00673725	0.01539942	0.03272377	0.02021174	0.00962464	0.02791145	0.02598653
0.00383142	0.01532567	0.00766284	0.02681992	0.01532567	0.00383142	0.00766284	0.00383142	0.05363985	0.01149425	0.01149425	0.01532567	0.00766284	0.00383142	0.00000000	0.00383142	0.00383142	0.00383142	0.00766284	0.02298851	0.00000000	0.02298851	0.00000000	0.01532567	0.00000000	0.00383142	0.01149425	0.09195402	0.03065134	0.00766284	0.00000000	0.03831418	0.07279693	0.03831418	0.02681992	0.06513410	0.02298851	0.02298851	0.01149425	0.01915709	0.00000000	0.00000000	0.00000000	0.00000000	0.01915709	0.00766284	0.00000000	0.06513410	0.00000000	0.00766284	0.02681992	0.00766284	0.00383142	0.04214559	0.02681992	0.01149425	0.04214559	0.00766284
0.00630252	0.03571429	0.02310924	0.00630252	0.00000000	0.00000000	0.00630252	0.00210084	0.01260504	0.00210084	0.00630252	0.08193277	0.00840336	0.05882353	0.02310924	0.02100840	0.00840336	0.01050420	0.00420168	0.02731092	0.00210084	0.00210084	0.01890756	0.02941176	0.00630252	0.01050420	0.00840336	0.03781513	0.00210084	0.02941176	0.01050420	0.00000000	0.02100840	0.00630252	0.00840336	0.01470588	0.00420168	0.00000000	0.00840336	0.13025210	0.03571429	0.00000000	0.02941176	0.02100840	0.03991597	0.01050420	0.02100840	0.01470588	0.00420168	0.00210084	0.00420168	0.01680672	0.00840336	0.02310924	0.01050420	0.01260504	0.02941176	0.02100840
0.00869565	0.03768116	0.01739130	0.05797101	0.03188406	0.00289855	0.01739130	0.00579710	0.03478261	0.00579710	0.01739130	0.02898551	0.01159420	0.00869565	0.00289855	0.00579710	0.00289855	0.01159420	0.00000000	0.02028986	0.01159420	0.00289855	0.00579710	0.03188406	0.01159420	0.01159420	0.00869565	0.07826087	0.01739130	0.02028986	0.00579710	0.02028986	0.03768116	0.01739130	0.01449275	0.04347826	0.01449275	0.00869565	0.01159420	0.04347826	0.01159420	0.00000000	0.00289855	0.00289855	0.01739130	0.00579710	0.00869565	0.04637681	0.00579710	0.00289855	0.02028986	0.02028986	0.02028986	0.02608696	0.01739130	0.00869565	0.03188406	0.00289855
0.00336700	0.01683502	0.01010101	0.03367003	0.01683502	0.00000000	0.00336700	0.00000000	0.03030303	0.01346801	0.00673401	0.00673401	0.00000000	0.00000000	0.00000000	0.00000000	0.00336700	0.01346801	0.00000000	0.02020202	0.01010101	0.00336700	0.00000000	0.04040404	0.01346801	0.01346801	0.01346801	0.06734007	0.01683502	0.01683502	0.00000000	0.01346801	0.03703704	0.02020202	0.01010101	0.03367003	0.01010101	0.01346801	0.00336700	0.05050505	0.00336700	0.00000000	0.00000000	0.00000000	0.01346801	0.01010101	0.03030303	0.04377104	0.00000000	0.01010101	0.03030303	0.06060606	0.01010101	0.07407407	0.06060606	0.03030303	0.04713805	0.01010101
0.00000000	0.03932584	0.02808989	0.05056180	0.03370787	0.00561798	0.01123596	0.00561798	0.05617978	0.01123596	0.01123596	0.02247191	0.01685393	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00561798	0.04494382	0.00561798	0.02808989	0.00561798	0.03932584	0.01123596	0.00561798	0.01123596	0.06741573	0.02808989	0.02808989	0.01685393	0.01123596	0.02808989	0.00561798	0.01123596	0.06179775	0.02808989	0.01123596	0.01123596	0.03370787	0.01685393	0.01123596	0.00000000	0.00000000	0.01123596	0.01123596	0.00561798	0.03370787	0.01123596	0.00000000	0.01685393	0.01685393	0.00561798	0.01685393	0.00561798	0.01123596	0.02808989	0.00561798
0.00000000	0.00347222	0.00347222	0.00347222	0.00000000	0.00000000	0.00347222	0.00000000	0.00173611	0.00000000	0.00173611	0.06944444	0.00173611	0.05902778	0.01909722	0.01909722	0.00000000	0.00173611	0.00000000	0.00520833	0.00000000	0.00000000	0.00520833	0.01736111	0.00694444	0.00347222	0.00694444	0.05208333	0.00000000	0.04166667	0.00868056	0.00173611	0.01909722	0.00694444	0.00694444	0.00173611	0.00000000	0.00000000	0.00173611	0.16319444	0.04340278	0.00347222	0.03645833	0.03298611	0.07291667	0.04513889	0.04166667	0.00520833	0.00173611	0.00173611	0.00173611	0.02604167	0.01215278	0.02430556	0.01388889	0.00347222	0.05381944	0.04340278
