3.759398496240601295e-03,6.766917293233082331e-02,3.759398496240601295e-03,6.390977443609022202e-02,3.007518796992481036e-02,7.518796992481202590e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.263157894736841813e-02,7.518796992481202590e-03,3.007518796992481036e-02,4.887218045112781684e-02,2.255639097744360777e-02,1.127819548872180389e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.518796992481202590e-03,7.518796992481202590e-03,2.255639097744360777e-02,4.887218045112781684e-02,3.759398496240601295e-03,7.518796992481202590e-03,3.759398496240601295e-02,7.518796992481202590e-03,0.000000000000000000e+00,3.759398496240601295e-03,3.759398496240601295e-03,6.015037593984962072e-02,7.518796992481202590e-03,4.511278195488721554e-02,1.503759398496240518e-02,0.000000000000000000e+00,2.255639097744360777e-02,7.518796992481202590e-03,1.503759398496240518e-02,3.759398496240601295e-02,1.503759398496240518e-02,1.503759398496240518e-02,0.000000000000000000e+00,8.270676691729322849e-02,2.631578947368420907e-02,1.503759398496240518e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.255639097744360777e-02,0.000000000000000000e+00,1.127819548872180389e-02,7.518796992481202590e-03,3.759398496240601295e-03,0.000000000000000000e+00,3.759398496240601295e-03,7.518796992481202590e-03,7.518796992481202590e-03,1.127819548872180389e-02,7.518796992481202590e-03,3.759398496240601295e-03,3.007518796992481036e-02,1.879699248120300648e-02
0.000000000000000000e+00,3.703703703703703498e-02,0.000000000000000000e+00,7.407407407407406996e-02,7.407407407407406996e-02,5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.111111111111111049e-01,5.555555555555555247e-02,1.851851851851851749e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.481481481481481399e-01,5.555555555555555247e-02,9.259259259259258745e-02,0.000000000000000000e+00,3.703703703703703498e-02,1.851851851851851749e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.555555555555555247e-02,1.851851851851851749e-02,1.851851851851851749e-02,1.851851851851851749e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.369668246445497811e-03,2.369668246445497464e-02,1.658767772511848468e-02,3.317535545023696936e-02,1.421800947867298513e-02,4.739336492890995622e-03,1.658767772511848468e-02,4.739336492890995622e-03,3.317535545023696936e-02,1.184834123222748732e-02,4.739336492890995622e-03,5.687203791469194053e-02,1.421800947867298513e-02,1.658767772511848468e-02,9.478672985781991245e-03,4.739336492890995622e-03,9.478672985781991245e-03,2.132701421800948030e-02,9.478672985781991245e-03,4.265402843601896060e-02,7.109004739336492566e-03,7.109004739336492566e-03,1.658767772511848468e-02,5.687203791469194053e-02,2.369668246445497464e-02,9.478672985781991245e-03,1.895734597156398249e-02,3.791469194312796498e-02,9.478672985781991245e-03,1.421800947867298513e-02,0.000000000000000000e+00,9.478672985781991245e-03,2.843601895734597026e-02,9.478672985781991245e-03,9.478672985781991245e-03,3.317535545023696936e-02,9.478672985781991245e-03,7.109004739336492566e-03,1.184834123222748732e-02,4.976303317535545057e-02,1.421800947867298513e-02,4.739336492890995622e-03,7.109004739336492566e-03,4.739336492890995622e-03,2.843601895734597026e-02,4.739336492890995622e-03,0.000000000000000000e+00,3.554502369668246370e-02,4.739336492890995622e-03,1.184834123222748732e-02,1.184834123222748732e-02,3.317535545023696936e-02,2.132701421800948030e-02,1.184834123222748732e-02,4.739336492890995622e-03,3.554502369668246370e-02,3.317535545023696936e-02,1.184834123222748732e-02
6.737247353224253693e-03,1.924927815206929627e-02,2.887391722810394440e-03,2.694898941289701477e-02,6.737247353224253693e-03,2.887391722810394440e-03,1.251203079884504257e-02,5.774783445620788880e-03,4.812319538017324067e-03,9.624639076034649217e-04,9.624639076034649217e-04,8.469682386910490357e-02,6.737247353224253693e-03,6.833493743984600521e-02,2.887391722810394440e-02,1.732435033686236664e-02,5.774783445620788880e-03,1.347449470644850739e-02,6.737247353224253693e-03,1.443695861405197220e-02,3.849855630413859687e-03,9.624639076034649217e-04,9.624639076034648133e-03,1.347449470644850739e-02,9.624639076034649217e-04,2.887391722810394440e-03,8.662175168431183320e-03,2.213666987487969071e-02,9.624639076034649217e-04,1.539942252165543875e-02,4.812319538017324067e-03,3.849855630413859687e-03,3.079884504331087750e-02,7.699711260827719374e-03,8.662175168431183320e-03,1.636188642925890183e-02,5.774783445620788880e-03,9.624639076034649217e-04,8.662175168431183320e-03,1.357074109720885491e-01,5.389797882579402954e-02,1.058710298363811295e-02,3.464870067372473328e-02,3.079884504331087750e-02,3.753609239653513119e-02,1.251203079884504257e-02,2.502406159769008515e-02,1.058710298363811295e-02,9.624639076034649217e-04,1.924927815206929843e-03,3.849855630413859687e-03,6.737247353224253693e-03,1.539942252165543875e-02,3.272377285851780365e-02,2.021174205967276108e-02,9.624639076034648133e-03,2.791145332050047959e-02,2.598652550529354996e-02
3.831417624521072599e-03,1.532567049808429040e-02,7.662835249042145198e-03,2.681992337164751036e-02,1.532567049808429040e-02,3.831417624521072599e-03,7.662835249042145198e-03,3.831417624521072599e-03,5.363984674329502073e-02,1.149425287356321823e-02,1.149425287356321823e-02,1.532567049808429040e-02,7.662835249042145198e-03,3.831417624521072599e-03,0.000000000000000000e+00,3.831417624521072599e-03,3.831417624521072599e-03,3.831417624521072599e-03,7.662835249042145198e-03,2.298850574712643646e-02,0.000000000000000000e+00,2.298850574712643646e-02,0.000000000000000000e+00,1.532567049808429040e-02,0.000000000000000000e+00,3.831417624521072599e-03,1.149425287356321823e-02,9.195402298850574585e-02,3.065134099616858079e-02,7.662835249042145198e-03,0.000000000000000000e+00,3.831417624521072512e-02,7.279693486590038676e-02,3.831417624521072512e-02,2.681992337164751036e-02,6.513409961685823202e-02,2.298850574712643646e-02,2.298850574712643646e-02,1.149425287356321823e-02,1.915708812260536256e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.915708812260536256e-02,7.662835249042145198e-03,0.000000000000000000e+00,6.513409961685823202e-02,0.000000000000000000e+00,7.662835249042145198e-03,2.681992337164751036e-02,7.662835249042145198e-03,3.831417624521072599e-03,4.214559386973180249e-02,2.681992337164751036e-02,1.149425287356321823e-02,4.214559386973180249e-02,7.662835249042145198e-03
6.302521008403361505e-03,3.571428571428571230e-02,2.310924369747899276e-02,6.302521008403361505e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.302521008403361505e-03,2.100840336134453690e-03,1.260504201680672301e-02,2.100840336134453690e-03,6.302521008403361505e-03,8.193277310924369783e-02,8.403361344537814762e-03,5.882352941176470507e-02,2.310924369747899276e-02,2.100840336134453951e-02,8.403361344537814762e-03,1.050420168067226975e-02,4.201680672268907381e-03,2.731092436974789928e-02,2.100840336134453690e-03,2.100840336134453690e-03,1.890756302521008278e-02,2.941176470588235253e-02,6.302521008403361505e-03,1.050420168067226975e-02,8.403361344537814762e-03,3.781512605042016556e-02,2.100840336134453690e-03,2.941176470588235253e-02,1.050420168067226975e-02,0.000000000000000000e+00,2.100840336134453951e-02,6.302521008403361505e-03,8.403361344537814762e-03,1.470588235294117627e-02,4.201680672268907381e-03,0.000000000000000000e+00,8.403361344537814762e-03,1.302521008403361436e-01,3.571428571428571230e-02,0.000000000000000000e+00,2.941176470588235253e-02,2.100840336134453951e-02,3.991596638655461882e-02,1.050420168067226975e-02,2.100840336134453951e-02,1.470588235294117627e-02,4.201680672268907381e-03,2.100840336134453690e-03,4.201680672268907381e-03,1.680672268907562952e-02,8.403361344537814762e-03,2.310924369747899276e-02,1.050420168067226975e-02,1.260504201680672301e-02,2.941176470588235253e-02,2.100840336134453951e-02
8.695652173913043584e-03,3.768115942028985726e-02,1.739130434782608717e-02,5.797101449275362389e-02,3.188405797101449141e-02,2.898550724637681195e-03,1.739130434782608717e-02,5.797101449275362389e-03,3.478260869565217434e-02,5.797101449275362389e-03,1.739130434782608717e-02,2.898550724637681195e-02,1.159420289855072478e-02,8.695652173913043584e-03,2.898550724637681195e-03,5.797101449275362389e-03,2.898550724637681195e-03,1.159420289855072478e-02,0.000000000000000000e+00,2.028985507246376663e-02,1.159420289855072478e-02,2.898550724637681195e-03,5.797101449275362389e-03,3.188405797101449141e-02,1.159420289855072478e-02,1.159420289855072478e-02,8.695652173913043584e-03,7.826086956521739746e-02,1.739130434782608717e-02,2.028985507246376663e-02,5.797101449275362389e-03,2.028985507246376663e-02,3.768115942028985726e-02,1.739130434782608717e-02,1.449275362318840597e-02,4.347826086956521618e-02,1.449275362318840597e-02,8.695652173913043584e-03,1.159420289855072478e-02,4.347826086956521618e-02,1.159420289855072478e-02,0.000000000000000000e+00,2.898550724637681195e-03,2.898550724637681195e-03,1.739130434782608717e-02,5.797101449275362389e-03,8.695652173913043584e-03,4.637681159420289911e-02,5.797101449275362389e-03,2.898550724637681195e-03,2.028985507246376663e-02,2.028985507246376663e-02,2.028985507246376663e-02,2.608695652173912902e-02,1.739130434782608717e-02,8.695652173913043584e-03,3.188405797101449141e-02,2.898550724637681195e-03
3.367003367003366856e-03,1.683501683501683471e-02,1.010101010101010187e-02,3.367003367003366943e-02,1.683501683501683471e-02,0.000000000000000000e+00,3.367003367003366856e-03,0.000000000000000000e+00,3.030303030303030387e-02,1.346801346801346742e-02,6.734006734006733712e-03,6.734006734006733712e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.367003367003366856e-03,1.346801346801346742e-02,0.000000000000000000e+00,2.020202020202020374e-02,1.010101010101010187e-02,3.367003367003366856e-03,0.000000000000000000e+00,4.040404040404040747e-02,1.346801346801346742e-02,1.346801346801346742e-02,1.346801346801346742e-02,6.734006734006733885e-02,1.683501683501683471e-02,1.683501683501683471e-02,0.000000000000000000e+00,1.346801346801346742e-02,3.703703703703703498e-02,2.020202020202020374e-02,1.010101010101010187e-02,3.367003367003366943e-02,1.010101010101010187e-02,1.346801346801346742e-02,3.367003367003366856e-03,5.050505050505050414e-02,3.367003367003366856e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.346801346801346742e-02,1.010101010101010187e-02,3.030303030303030387e-02,4.377104377104377303e-02,0.000000000000000000e+00,1.010101010101010187e-02,3.030303030303030387e-02,6.060606060606060774e-02,1.010101010101010187e-02,7.407407407407406996e-02,6.060606060606060774e-02,3.030303030303030387e-02,4.713804713804713858e-02,1.010101010101010187e-02
0.000000000000000000e+00,3.932584269662921239e-02,2.808988764044943742e-02,5.056179775280898736e-02,3.370786516853932491e-02,5.617977528089887485e-03,1.123595505617977497e-02,5.617977528089887485e-03,5.617977528089887485e-02,1.123595505617977497e-02,1.123595505617977497e-02,2.247191011235954994e-02,1.685393258426966245e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.617977528089887485e-03,4.494382022471909988e-02,5.617977528089887485e-03,2.808988764044943742e-02,5.617977528089887485e-03,3.932584269662921239e-02,1.123595505617977497e-02,5.617977528089887485e-03,1.123595505617977497e-02,6.741573033707864981e-02,2.808988764044943742e-02,2.808988764044943742e-02,1.685393258426966245e-02,1.123595505617977497e-02,2.808988764044943742e-02,5.617977528089887485e-03,1.123595505617977497e-02,6.179775280898876233e-02,2.808988764044943742e-02,1.123595505617977497e-02,1.123595505617977497e-02,3.370786516853932491e-02,1.685393258426966245e-02,1.123595505617977497e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.123595505617977497e-02,1.123595505617977497e-02,5.617977528089887485e-03,3.370786516853932491e-02,1.123595505617977497e-02,0.000000000000000000e+00,1.685393258426966245e-02,1.685393258426966245e-02,5.617977528089887485e-03,1.685393258426966245e-02,5.617977528089887485e-03,1.123595505617977497e-02,2.808988764044943742e-02,5.617977528089887485e-03
0.000000000000000000e+00,3.472222222222222029e-03,3.472222222222222029e-03,3.472222222222222029e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.472222222222222029e-03,0.000000000000000000e+00,1.736111111111111015e-03,0.000000000000000000e+00,1.736111111111111015e-03,6.944444444444444753e-02,1.736111111111111015e-03,5.902777777777777624e-02,1.909722222222222376e-02,1.909722222222222376e-02,0.000000000000000000e+00,1.736111111111111015e-03,0.000000000000000000e+00,5.208333333333333044e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.208333333333333044e-03,1.736111111111111188e-02,6.944444444444444059e-03,3.472222222222222029e-03,6.944444444444444059e-03,5.208333333333333565e-02,0.000000000000000000e+00,4.166666666666666435e-02,8.680555555555555941e-03,1.736111111111111015e-03,1.909722222222222376e-02,6.944444444444444059e-03,6.944444444444444059e-03,1.736111111111111015e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.736111111111111015e-03,1.631944444444444475e-01,4.340277777777777624e-02,3.472222222222222029e-03,3.645833333333333565e-02,3.298611111111111188e-02,7.291666666666667129e-02,4.513888888888888812e-02,4.166666666666666435e-02,5.208333333333333044e-03,1.736111111111111015e-03,1.736111111111111015e-03,1.736111111111111015e-03,2.604166666666666782e-02,1.215277777777777797e-02,2.430555555555555594e-02,1.388888888888888812e-02,3.472222222222222029e-03,5.381944444444444753e-02,4.340277777777777624e-02
