jdh99	0.03424658,0.00684932,0.00684932,0.00342466,0.01369863,0.02054795,0.01369863,0.00342466,0.00000000,0.03082192,0.01712329,0.00342466,0.02054795,0.00684932,0.00342466,0.00342466,0.00342466,0.00342466,0.02054795,0.01027397,0.00684932,0.00342466,0.00000000,0.00000000,0.00000000,0.00000000,0.00342466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05821918,0.00684932,0.00684932,0.01027397,0.00342466,0.02054795,0.01369863,0.03424658,0.02054795,0.01027397,0.00342466,0.00342466,0.05821918,0.02739726,0.00342466,0.00342466,0.04109589,0.01027397,0.00342466,0.00342466,0.00684932,0.01712329,0.04794521,0.02739726,0.01369863,0.01369863,0.00000000,0.00000000,0.00684932,0.00000000,0.00684932,0.00000000,0.03424658,0.02397260,0.00684932,0.00342466,0.00000000,0.00000000,0.00000000,0.01369863,0.00342466,0.00000000,0.02739726,0.01369863,0.02739726,0.01027397,0.01369863,0.00684932,0.00684932,0.02397260,0.01369863,0.00684932,0.03082192,0.00684932,0.00342466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
clk93	0.02338377,0.00412655,0.00412655,0.00825309,0.00275103,0.02063274,0.00687758,0.01375516,0.00962861,0.01513067,0.00687758,0.00412655,0.00962861,0.00275103,0.00000000,0.00412655,0.00137552,0.00275103,0.04126547,0.02200825,0.01375516,0.01100413,0.00275103,0.00137552,0.00825309,0.00550206,0.00275103,0.01375516,0.00687758,0.00550206,0.00000000,0.00000000,0.02888583,0.00825309,0.00412655,0.00412655,0.00275103,0.00825309,0.00412655,0.02888583,0.00962861,0.01788171,0.01100413,0.00687758,0.02888583,0.01100413,0.01100413,0.00412655,0.01375516,0.00275103,0.00000000,0.00275103,0.00550206,0.00137552,0.07290234,0.04539202,0.02475928,0.01513067,0.00687758,0.00550206,0.00962861,0.00825309,0.00412655,0.00275103,0.05914718,0.03301238,0.01925722,0.01375516,0.00550206,0.00275103,0.00275103,0.01788171,0.00825309,0.00412655,0.00825309,0.00687758,0.01513067,0.00412655,0.00825309,0.00275103,0.00550206,0.01100413,0.00550206,0.00275103,0.00275103,0.00275103,0.00137552,0.02063274,0.00962861,0.00825309,0.00412655,0.01237964,0.00825309,0.00687758,0.00000000,0.00000000
avn10	0.00350877,0.00350877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00701754,0.00000000,0.00350877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06666667,0.00350877,0.05263158,0.03859649,0.00350877,0.00350877,0.03157895,0.00000000,0.00000000,0.00000000,0.01754386,0.00350877,0.01403509,0.01403509,0.01403509,0.00000000,0.00701754,0.00350877,0.00000000,0.00350877,0.00000000,0.00350877,0.00000000,0.00000000,0.00000000,0.00000000,0.01052632,0.00000000,0.00701754,0.00350877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08421053,0.05263158,0.02105263,0.01052632,0.01052632,0.00701754,0.01754386,0.01052632,0.00350877,0.00000000,0.11228070,0.02456140,0.06315789,0.04210526,0.01052632,0.00350877,0.00701754,0.04210526,0.00701754,0.02807018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00350877,0.00000000,0.00350877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00350877,0.00350877,0.00000000,0.04561404,0.02456140,0.02105263,0.01754386
inf4	0.01523810,0.00380952,0.00571429,0.00190476,0.00380952,0.04190476,0.04000000,0.00000000,0.00000000,0.02095238,0.01904762,0.00000000,0.03238095,0.01714286,0.01523810,0.00190476,0.00952381,0.00380952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00761905,0.00761905,0.02666667,0.01333333,0.01333333,0.01142857,0.02476190,0.00380952,0.00380952,0.00571429,0.00380952,0.00380952,0.00761905,0.04952381,0.04571429,0.00190476,0.00000000,0.00190476,0.02666667,0.02476190,0.00000000,0.00000000,0.04571429,0.02285714,0.02095238,0.00000000,0.00190476,0.01714286,0.00761905,0.00571429,0.00190476,0.00190476,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00190476,0.01523810,0.04380952,0.04190476,0.00000000,0.00000000,0.00000000,0.00761905,0.00761905,0.00000000,0.04571429,0.01142857,0.01142857,0.01523810,0.00952381,0.00952381,0.00571429,0.00952381,0.05333333,0.03238095,0.01904762,0.01714286
bpc20	0.01000000,0.00400000,0.00400000,0.00200000,0.00000000,0.01200000,0.00600000,0.00600000,0.00200000,0.01000000,0.00000000,0.00600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00800000,0.06200000,0.03400000,0.02600000,0.00800000,0.01200000,0.00400000,0.02400000,0.01000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01800000,0.00200000,0.00400000,0.00600000,0.00200000,0.00200000,0.00400000,0.02200000,0.01000000,0.01200000,0.00400000,0.00600000,0.01400000,0.00200000,0.00800000,0.00800000,0.00400000,0.00200000,0.00000000,0.00000000,0.00000000,0.00200000,0.10400000,0.05000000,0.04400000,0.02200000,0.02000000,0.01200000,0.00800000,0.00400000,0.01000000,0.00200000,0.08800000,0.05000000,0.03400000,0.01400000,0.01400000,0.00600000,0.00800000,0.03600000,0.02000000,0.01000000,0.00600000,0.00000000,0.01200000,0.00200000,0.00600000,0.00400000,0.00200000,0.00800000,0.00000000,0.00800000,0.01000000,0.00400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
djp60	0.03496503,0.00699301,0.02097902,0.00699301,0.00000000,0.02797203,0.02797203,0.00000000,0.00000000,0.05594406,0.04895105,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03496503,0.00699301,0.00699301,0.00000000,0.00000000,0.04895105,0.00000000,0.01398601,0.02097902,0.02097902,0.00699301,0.00699301,0.04895105,0.04895105,0.00000000,0.00000000,0.00000000,0.06293706,0.05594406,0.00000000,0.00000000,0.00699301,0.00000000,0.00000000,0.00000000,0.00000000,0.00699301,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00699301,0.00699301,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01398601,0.00699301,0.00699301,0.04895105,0.01398601,0.04195804,0.02097902,0.02797203,0.08391608,0.02097902,0.05594406,0.01398601
atg23	0.00877193,0.00000000,0.00000000,0.00000000,0.00877193,0.03508772,0.01754386,0.00000000,0.00000000,0.02631579,0.02631579,0.00000000,0.00877193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04385965,0.01754386,0.00877193,0.00877193,0.00000000,0.00000000,0.02631579,0.01754386,0.00000000,0.00000000,0.00877193,0.00877193,0.00000000,0.00000000,0.00877193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00877193,0.03508772,0.01754386,0.00000000,0.00000000,0.00000000,0.03508772,0.03508772,0.00000000,0.00000000,0.01754386,0.00000000,0.00000000,0.00000000,0.00000000,0.00877193,0.06140351,0.03508772,0.01754386,0.01754386,0.00000000,0.00000000,0.01754386,0.00877193,0.02631579,0.01754386,0.06140351,0.02631579,0.01754386,0.00877193,0.00000000,0.00000000,0.00000000,0.02631579,0.01754386,0.00877193,0.01754386,0.01754386,0.03508772,0.00000000,0.02631579,0.00877193,0.01754386,0.00000000,0.00000000,0.00000000,0.03508772,0.00000000,0.00000000,0.00000000,0.00000000,0.00877193,0.00877193,0.00000000,0.00877193,0.00877193,0.00000000,0.00000000
jah208	0.02747253,0.00274725,0.00549451,0.01648352,0.00274725,0.01648352,0.01098901,0.00274725,0.00274725,0.02747253,0.01373626,0.01098901,0.00549451,0.00000000,0.00000000,0.00274725,0.00000000,0.00000000,0.02472527,0.01923077,0.00549451,0.00274725,0.00274725,0.00000000,0.01098901,0.00824176,0.00549451,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03571429,0.00000000,0.00549451,0.00824176,0.00274725,0.01648352,0.00549451,0.03021978,0.01648352,0.00824176,0.00274725,0.00549451,0.04945055,0.02197802,0.01373626,0.01098901,0.01373626,0.00274725,0.00000000,0.00274725,0.00824176,0.00000000,0.09615385,0.01648352,0.06593407,0.00549451,0.05219780,0.00274725,0.00824176,0.00274725,0.00549451,0.00000000,0.05769231,0.03846154,0.01923077,0.00549451,0.00824176,0.00000000,0.00824176,0.02472527,0.01373626,0.00549451,0.00549451,0.00824176,0.00824176,0.00549451,0.00274725,0.00274725,0.00000000,0.01373626,0.00000000,0.00824176,0.01098901,0.00000000,0.00000000,0.00549451,0.00274725,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
mac276	0.02234637,0.00000000,0.00000000,0.00558659,0.00000000,0.03910615,0.02793296,0.00558659,0.00558659,0.02793296,0.02793296,0.00000000,0.05027933,0.01117318,0.00558659,0.01117318,0.00558659,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00558659,0.00558659,0.01117318,0.03910615,0.01675978,0.01117318,0.00000000,0.00000000,0.02234637,0.01675978,0.00000000,0.00000000,0.00000000,0.00558659,0.00000000,0.03910615,0.02793296,0.00558659,0.00558659,0.00000000,0.03351955,0.03351955,0.00000000,0.00000000,0.05027933,0.01117318,0.00558659,0.00000000,0.01117318,0.00558659,0.01117318,0.01117318,0.00000000,0.00000000,0.00000000,0.00000000,0.00558659,0.00558659,0.00558659,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01117318,0.01117318,0.00000000,0.01117318,0.00558659,0.02793296,0.01675978,0.00558659,0.00558659,0.00000000,0.02793296,0.01675978,0.00000000,0.01117318,0.00000000,0.00000000,0.06145251,0.03351955,0.03351955,0.02793296,0.01675978,0.01675978,0.01117318,0.00000000,0.00000000
cac189	0.04054054,0.00000000,0.02702703,0.01351351,0.00000000,0.05405405,0.05405405,0.00000000,0.00000000,0.09459459,0.09459459,0.00000000,0.01351351,0.00000000,0.00000000,0.01351351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04054054,0.00000000,0.00000000,0.02702703,0.02702703,0.01351351,0.00000000,0.08108108,0.08108108,0.00000000,0.00000000,0.00000000,0.10810811,0.10810811,0.00000000,0.00000000,0.01351351,0.00000000,0.00000000,0.00000000,0.01351351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02702703,0.01351351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02702703,0.01351351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
