9.368760053257796372e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.829156946829908127e-03,1.524490186028576444e-01,3.211006135672334061e-01
0.000000000000000000e+00,6.666891288606414945e-02,6.659487431669829094e-02
0.000000000000000000e+00,1.014556950742772495e-02,1.142480119539242139e-01
1.100432702559532433e-01,3.350273038572654238e-02,1.519258141687574448e-01
0.000000000000000000e+00,5.313032458612041431e-01,0.000000000000000000e+00
2.232020705384830661e-01,5.311141802149551769e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.531107065242483856e-01,6.982832765137776676e-02
1.650912050391238270e-02,2.228430525617176861e-01,1.137356923780533657e-01
3.991179665041387492e-03,8.273639820054898286e-03,6.114620855583006304e-02
1.478627094778554515e-02,1.726079481111892147e-02,2.448330160098701747e-01
1.522388735013172067e-02,8.686589029716475577e-03,2.065351593379692041e-01
1.182107609653028774e-01,3.004733373022444587e-02,1.113924640271360574e-02
1.559294372366747949e-01,9.296492095068574490e-03,2.069199456584732994e-03
0.000000000000000000e+00,1.230676771232612661e-02,7.614572275190406581e-02
1.048656619759436581e-01,0.000000000000000000e+00,7.559556718632597094e-02
2.534594930719435424e-01,0.000000000000000000e+00,6.403409026866875575e-03
4.157425892309699056e-02,1.128599799710225393e-01,6.926993257090002798e-02
1.461889973972112233e-01,6.215908849949679932e-02,6.365672376828326873e-02
1.492434632951360474e-01,0.000000000000000000e+00,6.255500757826415459e-02
2.460555961917154991e-02,2.502060978045409292e-02,1.475160898256811237e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.492736014797371835e-01
2.865828778988857573e-01,0.000000000000000000e+00,1.313145431291661502e-04
1.109062267808819113e-02,2.710902772006514305e-01,1.283666679357396145e-01
3.492885663389336259e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.266724735804714175e-02,1.368526474096708190e-01,3.989325844774347513e-02
9.255655595937693769e-02,4.832818112947848133e-03,7.509372019444138235e-02
0.000000000000000000e+00,2.064610631661823945e-02,1.883356283240823770e-01
2.186643828296238878e-01,6.686543604750802040e-03,4.613036593118682860e-02
1.701095129647558213e-01,0.000000000000000000e+00,9.842277781282243732e-02
2.146891750950063460e-01,1.081314143977644276e-02,0.000000000000000000e+00
1.238550677188239579e-01,3.940943371575172938e-02,3.930258655317239030e-02
3.011791391879646285e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.144810513342678207e-02,3.164023994888850444e-01
0.000000000000000000e+00,1.329733548888289429e-01,1.968481255256564755e-01
