1.251663213929404481e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.223405607896675740e-01,2.252084988281921260e-02,1.063465867907096712e-01,1.350445471702986381e-03,1.053030580254826903e-01,6.359357012647490204e-03,2.706162708451668175e-01,1.105277225094046696e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.343016393623183702e-01,1.701609816699981362e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819202959532656205e-01,0.000000000000000000e+00,1.600858155534609639e-01,0.000000000000000000e+00,8.151069335641236702e-02,0.000000000000000000e+00,3.014507511029914516e-02,4.233151886845974710e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.402394705427809973e-01,5.060466375994501081e-02,0.000000000000000000e+00,1.216342470909217849e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.182718055770536458e-02,8.016366705395208681e-02,1.820465697622591084e-01,0.000000000000000000e+00,1.591115058409513505e-01,1.126649710323677916e-01,8.730509381386210299e-02,6.962214504681267513e-02,7.061051851811505492e-03,6.825282867933475314e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.667905754642880378e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.515263241095589630e-02,4.035757392047019908e-03,5.265577550879256725e-03,0.000000000000000000e+00,4.245230702955932189e-01,0.000000000000000000e+00,1.273954020823240274e-01,0.000000000000000000e+00,5.977513276861261618e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.252744405631013358e-03,1.205472906556269569e-01,1.378461548421350963e-02,1.922935507944579722e-02,0.000000000000000000e+00,9.764632464748365312e-05,1.225610687446518493e-01,0.000000000000000000e+00,2.439826110499782874e-01,0.000000000000000000e+00,2.155980963733986067e-02,0.000000000000000000e+00,6.702254446391450737e-02,3.219756147774916616e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.681928131204817323e-01,4.332036830647950643e-02,1.180743884921021426e-02,1.790362723930120081e-01,1.557996529194060481e-02,2.033970761134679464e-02,0.000000000000000000e+00,1.078993931034390088e-03,1.763918139944902624e-03,2.687486506483178772e-01,0.000000000000000000e+00,1.801653616795668433e-01,0.000000000000000000e+00,1.477617006520560716e-01,3.063630233630762478e-02,5.500914558500246548e-02,5.317238661040191855e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.531784871717488172e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.642640784609748382e-03,0.000000000000000000e+00,1.516501702624313075e-03,0.000000000000000000e+00,6.688396387222386719e-02,0.000000000000000000e+00,3.916984664532293867e-03,0.000000000000000000e+00,1.153267266707867500e-01,0.000000000000000000e+00,1.190554766068183112e-01,0.000000000000000000e+00,4.361487031296973522e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.742782819371087092e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.149565934295469966e-03,1.366104300624308796e-03,2.254830229783680307e-01,0.000000000000000000e+00,2.750453108195233948e-03,0.000000000000000000e+00,8.436484695738735717e-02,2.091951970038574953e-03,6.978661879395697473e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.469106210890195489e-03,2.386662592762118368e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.380669997337157513e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.312555156717081034e-02,6.020754372237745872e-02,1.716207638850663353e-01,2.695694138591353539e-01,2.603648098731802252e-01,7.309621017771752993e-02,2.144332084515246720e-02,1.246645953371325680e-02,8.910020930988890586e-02,5.389472408072416322e-03,6.739189049165645110e-03,2.668237214785187418e-03,4.032207917746345044e-02,0.000000000000000000e+00,4.568090732590250960e-03,2.072658290835960662e-02,2.003452094730445721e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.837858358486595317e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.240255432059981261e-02,2.523621952295313983e-02,1.149259470324204419e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.300506440747306980e-02,5.054628075145252246e-04,2.957769791289820982e-01,2.771178520213736160e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.927890515800003340e-03,0.000000000000000000e+00,8.412881124818716305e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
