0.000000000000000000e+00,0.000000000000000000e+00,8.823046731044485724e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.678081192975019453e-01,0.000000000000000000e+00,9.230415538930326208e-03,0.000000000000000000e+00,3.810478864223881823e-02,5.428051319569814764e-02,2.262352364075622679e-01,0.000000000000000000e+00,6.179876732058082328e-02,0.000000000000000000e+00,7.320648402817046818e-02,1.419187675954059480e-01,3.196422460421410872e-02,0.000000000000000000e+00,3.105502188849349476e-01,1.392938705830829536e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.224112487882411782e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.906850191124294963e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.438938802398131711e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.896971484655127129e-03,0.000000000000000000e+00,3.431886395146150903e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.952770844065654696e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.157451277888265809e-03,2.361100813406393772e-01,0.000000000000000000e+00,6.345679933584674748e-02,0.000000000000000000e+00,1.889055906736865631e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.298566297563698679e-02,1.725676551144100512e-01,0.000000000000000000e+00,1.242598260390475468e-02,0.000000000000000000e+00,1.114153241607564737e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.221668172978984494e-02
1.811736787991493625e+00,9.184612574424875220e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.166448803822038235e-02,1.357269747977640773e-01,2.567701961682792092e-02,3.194952110333820067e-02,3.593461169128710914e-02,2.317869308336384035e-02,2.791968282546015284e-02,0.000000000000000000e+00,2.901490537084261065e-02,0.000000000000000000e+00,1.119331772895412747e-01,7.488133795313396679e-02,1.874761669222820004e-01,1.137616555767855149e-02,6.673058700308417968e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.888523850322210151e-01,7.128029843821333256e-02,0.000000000000000000e+00,3.738556622086881831e-02,3.739797908088154585e-03,0.000000000000000000e+00,3.531102143996840432e-03,8.602001690994624111e-03,0.000000000000000000e+00,1.549346458427174333e-01
0.000000000000000000e+00,0.000000000000000000e+00,7.113710833929168809e-01,2.418570977562714466e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.832275059653161363e-03,0.000000000000000000e+00,7.660695432071307209e-02,0.000000000000000000e+00,3.068029138097533859e-01,0.000000000000000000e+00,5.929089896447150903e-04,2.055722234132510984e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.931518672343456644e-01,2.730850556546595212e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.856695724388654836e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.363588400893908842e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.302337358012956581e-01
4.733091138049735219e-02,1.537164511154401857e-02,0.000000000000000000e+00,2.007882191980745953e-02,3.331730427428043484e-01,0.000000000000000000e+00,1.457734518464358017e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.180008731823912804e-02,3.633211306546889341e-02,1.692607500430537704e-01,0.000000000000000000e+00,5.143299031127020714e-03,0.000000000000000000e+00,3.319070740838108158e-01,0.000000000000000000e+00,3.933585350809440818e-04,1.980100153561869386e-02,2.218776039600424063e-03,2.199726214802781923e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.650725443532104875e-02,1.908339148865197295e-03,0.000000000000000000e+00,1.443195029085081287e-02,6.875822657574637287e-03,2.496065875543601814e-04,1.466869704479245595e-04,0.000000000000000000e+00
1.476635757582400732e+00,1.105233932777062167e+00,0.000000000000000000e+00,5.267079695999506324e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.704777050739838290e-02,1.131564816380419350e-02,0.000000000000000000e+00,6.646099801048789080e-04,1.045910767254359802e-01,0.000000000000000000e+00,1.455190189835708359e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.923722351033217551e-02,4.397246911593330476e-02,0.000000000000000000e+00,1.762630185884268537e-03,2.098675551416265272e-01,2.717017210329921925e-02,0.000000000000000000e+00,2.178924650070065538e-03,0.000000000000000000e+00,1.124937800829175355e-02,1.274509051386884910e-02,0.000000000000000000e+00,1.478142515973638049e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.652016714991113369e-03,7.130913667077606877e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.217058448267015029e-02,0.000000000000000000e+00,5.153300906961014172e-02,0.000000000000000000e+00,5.872140472964425262e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.681187976795451566e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.367953192066103996e-01,2.866059183906683946e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.650354837820492207e-02,4.314690874036517139e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.379119048200461703e-02,0.000000000000000000e+00,3.551228522385078794e-03,7.714906608186707093e-02
0.000000000000000000e+00,0.000000000000000000e+00,3.559201520592948642e-02,0.000000000000000000e+00,2.716770929236025228e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.371761754566239166e-02,0.000000000000000000e+00,1.277689592332607697e-03,0.000000000000000000e+00,2.162820610206808991e-01,0.000000000000000000e+00,8.481398962001195085e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.899566884622754248e-01,2.041130432741301154e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.593415156464771693e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.069249113668595784e-03,2.561330498956920429e-02
1.329803683241510104e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.151156651797666020e-02,6.322718594551428664e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.606493774704406380e-02,3.153515258483891581e-01,5.992376286271307306e-02,0.000000000000000000e+00,7.347340939733514042e-02,0.000000000000000000e+00,8.935349946964517634e-03,3.131807040416281773e-02,4.640581948192210038e-02,0.000000000000000000e+00,7.096742440248021699e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.009695643198057324e-02,1.290556829394129933e-02,0.000000000000000000e+00,2.035539794387632162e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.916971931335777868e-02,9.459467939289796165e-03,3.498888614457213997e-01,1.257373872087645672e-02
0.000000000000000000e+00,3.156850934774313444e-02,2.036657022381515355e-03,5.722641883800418938e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.673481352649312415e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.537934805914957639e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.911074429377404765e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.681941460681752931e-02,1.812018152969021093e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.092052778619065967e-01,1.320800602793124057e-01,6.671814847825927042e-02,4.493422414461486353e-02,4.127243949646513532e-01,0.000000000000000000e+00
