0.000000000000000000e+00,0.000000000000000000e+00,9.145862150993558631e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.477861067893664948e-02,3.440664811883813873e-02,3.628901506949514400e-03,0.000000000000000000e+00,1.677794820688679328e-02,0.000000000000000000e+00,3.192192652486011001e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.481741323932775134e-02,0.000000000000000000e+00,1.087739569916611193e-02,2.975773186457836977e-02,4.445185432115324794e-04,1.037908001746790099e-02,0.000000000000000000e+00,7.967229936829670067e-02,6.445252740716723473e-03,4.098802547267218870e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.365442364812778425e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.601615213513174485e-02
5.319262251376934147e-02,2.119351105287262203e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.254232825769087095e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.910561605930603812e-02,3.233493137589313251e-03,1.680603815165798431e-01,0.000000000000000000e+00,4.313414307963425037e-02,9.623062872860480010e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.445268064140595228e-03,1.479765731331422751e-02,7.102380480618731597e-03,0.000000000000000000e+00,1.353934449498358228e-01,0.000000000000000000e+00,9.088639373290591933e-04,0.000000000000000000e+00,2.151873813817599054e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.566926582903001686e-02,3.309823735530465633e-02,2.503741628851628015e-02
1.591465677388143041e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.629268305067504669e-02,1.644029978160020389e-01,2.403799845659959980e-02,0.000000000000000000e+00,1.015172726657550574e-02,4.721986396997056301e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.164625267187036739e-02,6.811325553186835247e-02,1.416748573446638577e-02,0.000000000000000000e+00,7.480187450363011414e-02,1.652669029152599722e-01,1.117849001080151589e-01,1.739591072900621427e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.564603627897154625e-02,1.309285104459870508e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.075206858794434228e-02,6.342657160127052052e-02
0.000000000000000000e+00,3.883578227240151032e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.547247988788559674e-03,4.119146157221371951e-02,0.000000000000000000e+00,1.344620148587668575e-02,2.685092139962315730e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.014799501812634931e-02,1.085211315324420035e-02,0.000000000000000000e+00,2.951876312233961408e-02,8.448902560283179375e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.786659024095221510e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.166329114011894822e-03,0.000000000000000000e+00,4.398928199620186219e-02,5.906246282966828298e-01,2.388092904336086564e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.540395141980807625e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.219439730346691286e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.402722561293494707e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.004070326771313963e-02,0.000000000000000000e+00,7.628642791621272588e-03,0.000000000000000000e+00,1.776395477413910979e-03,3.380922688585110986e-03,0.000000000000000000e+00,3.243259958644768154e-02,1.081211553126357108e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.342530480598058119e-03,3.897519555480126636e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.648117099471476808e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.937881360750887821e-02,0.000000000000000000e+00,3.120994883951232896e-02,5.989799494681227049e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.997843772419628183e-02,0.000000000000000000e+00,6.443784019904082172e-02,3.018707416376212316e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.722142790898354953e-02,1.509917406033893343e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.881849681448224343e-02,2.189069240330067043e-02,0.000000000000000000e+00,1.806905233290889007e-02,1.937651876896375747e-01,5.632373441851923519e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573164341083402654e-02
3.637787404121405055e-02,0.000000000000000000e+00,9.065588137676591773e-02,3.306807769492387528e-01,4.194945793979333593e-02,6.714234622941711583e-02,8.833295488683610974e-02,1.479699578534741100e-01,1.064050416338241725e-02,0.000000000000000000e+00,4.623138075561528670e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.276647339679067537e-03,0.000000000000000000e+00,2.292474999548221870e-01,2.690578421024387712e-01,0.000000000000000000e+00,5.326557196609109845e-04,1.653998813239409282e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.125873694364952909e-01,0.000000000000000000e+00,1.361389667493143329e-01,0.000000000000000000e+00,6.567608311357164830e-01,7.833663622845535301e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.541380944084128068e-01,2.097331529190727128e-01,1.597338137405782468e-02,7.489673514482772521e-02,0.000000000000000000e+00,1.033449566071974329e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.963055785534723208e-02,1.933525510463838248e-01,0.000000000000000000e+00,3.710461243937938913e-02,0.000000000000000000e+00,1.164991600961809010e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.599303578956578209e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.680710043267789042e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.014866323019103234e-01,0.000000000000000000e+00,1.385484671082558988e-02,3.838457478140295392e-02,2.251803014902898636e-01
6.629546325755029945e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.178733739606684178e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.028324395270249325e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.635483089510749236e-02,2.680726258263324557e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.148163377624668885e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.818614775550456225e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.028827447047689247e-02,0.000000000000000000e+00,2.580859717559303660e-03,0.000000000000000000e+00,9.330155396099014398e-02,4.312078646425010313e-03,0.000000000000000000e+00
1.166911522454607553e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.364940069360604247e-02,0.000000000000000000e+00,3.300826953547165987e-02,4.732547156231569491e-02,0.000000000000000000e+00,7.959031134115293398e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.997912172867623376e-02,0.000000000000000000e+00,2.131566836243277072e-02,0.000000000000000000e+00,3.412219318779270098e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.013325353131619699e-01,0.000000000000000000e+00,5.214663922712744482e-01,0.000000000000000000e+00,1.563801316454157056e-02,1.536866365494046413e-02,6.151610367813364205e-02,3.899293972614717441e-02,1.697780256922520603e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.032339978970396414e-02,1.590575769266202102e-02,4.692352157772827076e-02
7.654991208515313228e-02,0.000000000000000000e+00,1.950136520439237631e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.466312900420599086e-01,3.865399540350881601e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.397517878901027008e-02,0.000000000000000000e+00,9.589411823090938231e-03,0.000000000000000000e+00,2.637389094030731518e-02,3.250100033627151275e-01,0.000000000000000000e+00,8.846966946718590186e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.143753027146121440e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.182254950109735595e-03,0.000000000000000000e+00,2.880745716708777229e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.613821331455818908e-01,2.156204196722362743e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.736874249060966324e-01,9.489670044691997375e-02,0.000000000000000000e+00,4.165782803511434984e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.928275867297113505e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.639768456731211854e-02,2.063501712681824543e-02,5.279285389439510728e-02,8.130379925810619218e-03,1.112902048056706727e-01,1.387094584859935587e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.200168039112057494e-02,0.000000000000000000e+00,4.043641370429346821e-02,0.000000000000000000e+00,4.226728214450597293e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.634755190683906567e-02,3.037503102511812398e-03,7.393483003282619315e-02
