1.048100156103504849e-03,1.575779009843350176e+00,0.000000000000000000e+00,8.648220411321416029e-03,5.513135152748284140e-01,4.585714186611559995e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.359060062190241169e-02,1.123865647540732704e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.470559026751155907e-02,0.000000000000000000e+00,6.674850808910966216e-02,6.201626295191631916e-02,3.326301186998114473e-02,1.165062964000705865e-02,7.211817039501333682e-02,0.000000000000000000e+00,2.873952855993201078e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.185986563346486444e-01,0.000000000000000000e+00,9.700399190998025729e-04,3.065294905084325894e-01,0.000000000000000000e+00,6.140847434603467075e-02,9.090003024775066692e-03,0.000000000000000000e+00,8.993557712094855938e-02,4.288761362580054137e-02,1.356907899789048522e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.452843758668374466e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.787910254196438009e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.980722263870472233e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.942390042649497713e-04,1.369539937229395654e-01,1.619112071788660068e-02,0.000000000000000000e+00,8.378910773851012343e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.960986694386893103e-03,1.960144522809542655e-02,7.604357456307979379e-02,1.650032080203399920e-01,1.713099024288793348e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.561010544978259362e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.785584532483607337e-02,1.986418268067205103e-02,8.327015532660105371e-03,0.000000000000000000e+00,2.738031915232386551e-04,6.447422204654849887e-02,9.910570978319842295e-02,2.499457686419732927e-01,9.275256868746346861e-02,0.000000000000000000e+00,2.133918367149983866e-03
1.777386526842640979e+00,1.204252957736420965e-01,8.261699086527919400e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.807188383802363241e-01,1.555445527003095074e-01,3.886864801901512845e-02,2.432923823381300671e-02,1.121628973450053066e-02,0.000000000000000000e+00,9.802134356378944258e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.551842369231137372e-03,2.107955764815090324e-02,3.657873637342726886e-02,1.880628936520272604e-02,4.240121591874029816e-02,4.958990662650068770e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.364463987661515110e-01,2.411492498655455792e-03,4.760510092349944100e-02,2.518615558634128559e-01,4.162361303931194634e-02,0.000000000000000000e+00,2.496702488281909993e-01,6.057644898268641810e-03,5.720412210898776634e-02,4.308583971035821747e-02,1.532714724747279676e-02,6.385702186864478103e-02,0.000000000000000000e+00,3.983901356135850086e-02,0.000000000000000000e+00,1.694358920192988623e-03,8.987660689487671217e-02,0.000000000000000000e+00
9.919696734843907494e-04,4.693885044781727876e-03,0.000000000000000000e+00,3.044749747458387092e-03,2.692225780734484597e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.060174896297848252e-03,1.064640232744259241e-05,6.222898794660031846e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.463462486960224240e-01,9.850602769276213880e-03,0.000000000000000000e+00,1.193971669134662600e-01,1.442460537135384357e-02,0.000000000000000000e+00,1.590536838346034553e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.015165618962194427e-01,0.000000000000000000e+00,2.479941407569246914e-01,9.562505422347672424e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.065855970086281912e-01,7.235088595135973077e-02,0.000000000000000000e+00,9.982985341643310639e-02,0.000000000000000000e+00,2.623115560988790659e-03
0.000000000000000000e+00,1.566132331474249906e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.598304962248973449e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.544838296436776448e-02,6.485476138503183663e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.945304360392105178e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.520566609431566449e-02,3.384399927942356029e-02,2.255152586098713718e-01,8.408364530281217664e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.543767837479362304e-01,0.000000000000000000e+00,1.035953437038109187e-01,1.022676216031438538e-02,1.855021121785103283e-02,0.000000000000000000e+00,2.631774822439397060e-02,1.413929723282106310e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.052776224126390908e-01,1.252500996311732284e-01,8.568004240041193764e-02,1.074293313237610764e-01,6.868866582589183700e-02,0.000000000000000000e+00
1.339331181835670348e+00,0.000000000000000000e+00,1.236117012392630166e+00,1.313051966633055172e-02,0.000000000000000000e+00,5.713621158603219286e-01,9.081418475936885171e-02,1.029743047475908113e-01,1.976504464406407882e-02,5.165276606220812160e-03,4.992182609749799826e-02,4.653263942192800012e-02,0.000000000000000000e+00,2.837239705215941973e-02,1.477855205613604408e-02,1.992475314391859986e-01,0.000000000000000000e+00,2.528475243520206250e-03,0.000000000000000000e+00,5.705278445663625186e-02,0.000000000000000000e+00,4.837719016067950663e-03,2.308866294446859646e-01,2.657350172700486540e-02,7.158937005086897509e-02,1.455829791331169909e-01,1.722687270246427843e-02,0.000000000000000000e+00,1.194155480333004664e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.180586397624008160e-02,0.000000000000000000e+00,8.982331801563614437e-02,9.288759770168415753e-03,5.753929665945001215e-02,0.000000000000000000e+00,3.353504861305473222e-04,3.952419392394319192e-02,0.000000000000000000e+00
2.163786728345918741e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.732862207501401030e-03,1.679009680693139273e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.278808650101520041e-02,3.176945652441264239e-03,6.107256364379143321e-02,0.000000000000000000e+00,7.848272322144921140e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.010956249924141237e-02,6.035500390241642019e-03,2.251322669049485997e-02,2.010678068295280313e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.165409980283716368e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.590892493316184577e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.295302843630663781e-01,0.000000000000000000e+00,1.206493306805885152e-01,5.640721926256659496e-02,0.000000000000000000e+00,2.657021088339179150e-03,4.538519872329814520e-02,7.740410629635281758e-02,0.000000000000000000e+00,7.032413099428733161e-02,0.000000000000000000e+00,6.365502448936180210e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.730790981383318328e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.386643296345046170e-02,1.177195973105277758e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.364448115661741691e-04,0.000000000000000000e+00,1.282079834669068268e-02,0.000000000000000000e+00,1.235999767480689022e-02,1.319538656381078487e-03,1.213330390079097043e-01,5.315123160423028403e-02,2.131393307243332758e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.680552138942046920e-04,0.000000000000000000e+00,1.102461002313868399e-01,4.501197769964104811e-03,0.000000000000000000e+00,3.266676655496871667e-02,1.253091644536871892e-02,6.768263044055193578e-02,5.097773265267674381e-02,1.736583080948198216e-04,0.000000000000000000e+00,4.653500392412280445e-02,2.650478113360452831e-02,0.000000000000000000e+00,7.392189116051095521e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.962312725394501411e+00,1.059156640406628824e+00,2.136464789858158464e-01,3.057446314096736242e-02,1.690044250658607073e-04,5.744869060286464379e-02,6.627500044285595804e-01,4.827347570927225662e-01,1.927743343822102562e-04,0.000000000000000000e+00,1.689283583644129172e-01,4.166869478364323282e-02,2.075675708826788327e-02,7.351347524595627791e-02,2.527470056674171670e-02,4.601689038842030066e-01,7.232649253720687321e-05,1.370977865935183154e-03,2.345926144653764228e-02,3.204522727949068311e-02,2.679168818697213322e-02,2.104663060992468041e-02,0.000000000000000000e+00,9.900133319188056391e-03,5.502658336807259021e-02,1.602738340155632213e-01,9.064720721925970115e-02,0.000000000000000000e+00,2.316483401484022847e-02,1.133921485813057239e-01,4.249870080535662897e-02,1.479486461707882061e-01,4.388810164098898466e-04,5.645868518940823366e-02,2.645411116989607875e-02,3.632384449462568859e-02,1.060646653567167731e-02,6.592636694609481721e-03,2.713976740210965761e-03,8.292822608814571714e-03
0.000000000000000000e+00,4.943071775263457313e-01,0.000000000000000000e+00,6.772158581272877398e-02,0.000000000000000000e+00,2.733324487012574466e-01,0.000000000000000000e+00,4.806615673257660371e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.916454880922731406e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.640614897367855263e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.404906348422843627e-03,1.148484467053613109e-02,0.000000000000000000e+00,8.827476725863644957e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.936468360969702318e-01,1.041896280236424277e-01,1.083712311167384784e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.554027961987989689e-03,1.082180928664464199e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.564647305249452058e-02,0.000000000000000000e+00,1.323950175317595013e-01,0.000000000000000000e+00,1.176108861609346662e-01,0.000000000000000000e+00
