0.000000000000000000e+00,0.000000000000000000e+00,4.118217733259595392e-01,0.000000000000000000e+00,2.503831022811583984e-01,1.183716290673167415e-01,0.000000000000000000e+00,1.222526640984579333e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.714853563421172122e-02,6.519041417207591116e-02,6.767822181913543678e-02,1.352091072959195166e-02,2.068029957822375420e-01,6.125189932806033438e-02,0.000000000000000000e+00,1.083890726626074962e-03,7.764787492015179024e-03,0.000000000000000000e+00,1.201583000540793200e-01,1.599399788176184833e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.466723010293903839e-01,0.000000000000000000e+00,1.741945769307918501e-01,0.000000000000000000e+00,1.182294984080324574e-01,0.000000000000000000e+00,2.524008240489650223e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.093136658836768138e-01,4.430085306003203049e-01,1.000995593436679841e-02,0.000000000000000000e+00,4.450184816967161388e-04,1.763723521699897892e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.854680305780275535e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.979778958404669331e-01,8.733522938166336791e-03,8.652675284109603545e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.165215836079506462e-01,2.309985313920582817e-01,0.000000000000000000e+00,2.265253981809503200e-02,9.630240840279366554e-02,1.052534639033158165e-01,0.000000000000000000e+00,1.286267136085618044e-03,0.000000000000000000e+00,1.297273074563811690e-01,0.000000000000000000e+00,1.750104511773545035e-01
1.987643089273764208e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.417672126157842362e-02,1.537893504446941617e-01,6.475813638195146438e-02,0.000000000000000000e+00,1.627941171181210636e-02,0.000000000000000000e+00,8.277402102806857842e-02,1.869771058868862079e-01,1.116147375610447856e-01,3.573819591365408610e-01,2.108101776076795608e-02,2.566497024844805949e-02,1.493907154505073713e-03,8.414515123735908254e-04,8.852133223334215928e-02,1.535280886348546481e-01,9.695691726094000928e-02,2.059498522031592144e-02,3.106695195437804077e-02,0.000000000000000000e+00,4.314468079519540034e-02,1.756292896618956434e-01,4.641554581528182372e-02,2.784726943708572613e-02,0.000000000000000000e+00,1.206510900449329904e-01,0.000000000000000000e+00,7.165872100855028015e-02,0.000000000000000000e+00,5.466259014503607044e-02
0.000000000000000000e+00,2.275187242320403185e-04,7.343632385283906938e-01,0.000000000000000000e+00,2.321606786610402318e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.292566372286332754e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.515922606724697322e-02,9.903283571287919886e-04,4.275552237055112864e-02,0.000000000000000000e+00,1.944141136224452615e-01,4.320602181238988870e-02,3.967844921210437190e-05,2.619147403091923393e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.049970473235462692e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.152320140136964849e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.270141648038622978e-02,0.000000000000000000e+00,1.246910309291875824e-01
1.619295411131138618e-02,0.000000000000000000e+00,1.457183219657431916e-01,4.296113766454813243e-01,1.825805641891848491e-02,2.715795083139519242e-02,0.000000000000000000e+00,8.397016469937894356e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.897106056687994147e-02,9.041173211017453082e-04,1.029459927656714152e-01,2.790348407480328780e-02,0.000000000000000000e+00,1.529475266571229085e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.912238585538741320e-02,8.081854956781067689e-02,0.000000000000000000e+00,3.073706439103078836e-01,0.000000000000000000e+00,7.995101846128506440e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.380308316547395331e-01,0.000000000000000000e+00,5.099643443386316088e-02
1.874210892353473046e+00,0.000000000000000000e+00,6.475839633944140182e-06,1.569445886078791111e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.177962737989597553e-02,0.000000000000000000e+00,9.794804926439265591e-02,7.944878824012595320e-02,2.350786027677831125e-01,1.014001034993766148e-01,4.070961828250710401e-01,1.254772949421428981e-02,8.896838224813243120e-05,0.000000000000000000e+00,8.299266433948623151e-03,0.000000000000000000e+00,1.640787443903353460e-01,1.209768603910235385e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.036902634473910872e-01,0.000000000000000000e+00,6.060505979244112940e-02,0.000000000000000000e+00,1.372185898576867846e-01,5.421604777534590885e-02,8.752395999952197747e-02,7.364306801589272367e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.200224671936906500e-03,3.361167679474119652e-01,0.000000000000000000e+00,1.698713152368718227e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.165706163804011708e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.461295645113307000e-02,3.420944517203034288e-03,2.305821812760553563e-02,3.322429770754280719e-03,1.450443342066813357e-01,4.369840709825959651e-02,8.117801380293681104e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.556270580269297654e-02,2.682682518223695328e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.312549173410241229e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.907993487439912622e-02,0.000000000000000000e+00,1.051641619215444301e-01
5.568111996125390010e-05,0.000000000000000000e+00,3.622353908880454054e-01,0.000000000000000000e+00,4.670522003014993678e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.604298780148834841e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.576542234139241536e-05,2.328845103170229752e-04,0.000000000000000000e+00,2.263286084665588546e-02,0.000000000000000000e+00,1.493261009114624782e-01,6.846574983298275505e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.947609645195791273e-04,0.000000000000000000e+00,4.299839934488616788e-02,2.098089854442652391e-01,1.647169962345506646e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.767415156830700121e-02,0.000000000000000000e+00,8.999747650267574117e-02,0.000000000000000000e+00,4.278896384015687393e-02,0.000000000000000000e+00,1.896920830814215753e-01
1.055714697856884987e+00,8.384826087995835842e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.642602989551088521e-02,0.000000000000000000e+00,1.902748136752589747e-01,1.351167789155689573e-02,1.783120479686503834e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.708733934811853747e-02,0.000000000000000000e+00,2.307107722978463116e-01,9.555116681623332386e-02,0.000000000000000000e+00,7.387439454344366108e-02,7.295427930619355350e-02,7.733708244670693677e-02,4.889637728769437655e-03,2.092480041620551900e-01,1.599521411820470709e-02,1.324352783781692321e-02,1.024155823345117462e-02,4.857033063293226816e-01,1.617042513016502536e-01,7.956805816994333034e-05,0.000000000000000000e+00,1.868434979989726241e-01,0.000000000000000000e+00,7.503456419687392839e-03,3.744793512751021496e-03,4.653708237981339646e-02
0.000000000000000000e+00,7.095981926947333429e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.844950689430169655e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.431968847572772117e-03,0.000000000000000000e+00,1.566464181436115488e-01,0.000000000000000000e+00,9.290321916317317418e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.853330157662123501e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.744888472558527109e-02,6.260440193407215692e-02,0.000000000000000000e+00,7.508462984885811559e-06,2.318557634236106599e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.536959383291900960e-01,9.376917071530167791e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.728560891488460649e-02
