0.000000000000000000e+00,1.100944406083259886e-01,2.433356041474474540e-01,0.000000000000000000e+00,1.809841478215689498e-02,3.233050389171258088e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.592062484776189724e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.207455276503328206e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.506717015591047149e-02,0.000000000000000000e+00,1.210965768042100293e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.721767564285071606e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.045053054842861873e-01,0.000000000000000000e+00,2.212216555112027361e-01,2.726856948296225713e-01,0.000000000000000000e+00,7.170416504565933769e-02,2.563415007567584891e-01,5.763641555728694216e-02,4.201764370565175960e-02,4.089056879133308453e-03,3.553553033712856801e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.383917847110931965e-02,2.842271991938146725e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.033895667179556277e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.160389627508815913e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.175119667142114806e-02,1.596322303145871315e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.196674914779864207e-01,1.013323623730355127e-03,0.000000000000000000e+00,1.369665003837180518e-02,6.290090650659904692e-02,2.703198165447593532e-02,1.505415583220326703e-01,0.000000000000000000e+00,4.124673351810008784e-03,2.373834292276209568e-01,0.000000000000000000e+00,2.883503709755907626e-02,0.000000000000000000e+00,2.830235683000433822e-01,0.000000000000000000e+00
2.283457483821932588e+00,4.625009555464364847e-03,7.948371482017489373e-03,0.000000000000000000e+00,2.368334367213739133e-01,1.258009476250506464e-01,1.202320909434691221e-02,0.000000000000000000e+00,7.926688331856263092e-02,1.519185257870289858e-02,1.209119335242259292e-02,2.052489619734854803e-02,0.000000000000000000e+00,5.970727046890774575e-02,1.877200447296686328e-03,4.885856244897756467e-02,9.893547164347027412e-02,4.298822473543174871e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.351785439322426285e-01,1.466724098361537887e-01,4.181296815872208306e-02,3.333951187186365989e-02,9.234587661636083078e-02,0.000000000000000000e+00,2.350922154314499107e-02,3.397642398222062987e-02,9.553149182077032286e-02,2.099666138768581033e-02,1.098029290378398082e-01,7.169648053670579779e-02,4.282702575420633401e-02
0.000000000000000000e+00,4.239422381487030489e-02,2.607308426441636851e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078582087539064344e-02,0.000000000000000000e+00,5.412719946554399586e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.797121686738038150e-05,2.890005726001193542e-01,0.000000000000000000e+00,8.820267839540042731e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.623124532638344220e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.402554261269286255e-06,0.000000000000000000e+00,1.239961561299534887e-01,6.133779861593151306e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.025450166980058420e-01,1.662382888381997229e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.644098448415617919e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.184679286151509303e-01,1.607267614139036294e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.623731142436067500e-03,2.614765371395929867e-03,0.000000000000000000e+00,3.958015560607873462e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.508491002334739095e-01,0.000000000000000000e+00,1.846890864837198373e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.665011198365692995e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.608289810981594403e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.364099291303522699e-01,0.000000000000000000e+00,1.211932640655971616e-01,1.283559354647188233e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.121496186586173227e-01,2.089170955610451883e-03,2.135085341517291291e-02,1.869383458952868227e-01,9.371003032936273125e-02,0.000000000000000000e+00
2.556450781608605283e+00,1.090710544668738458e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.712152271697967354e-01,6.950666586590717455e-02,0.000000000000000000e+00,1.231481765747510781e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.388009943649080563e-02,4.037768816850752229e-02,5.980962272927242696e-02,0.000000000000000000e+00,7.790856268058979350e-02,0.000000000000000000e+00,6.877467939789956575e-02,2.664318917212750090e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.980421212143834486e-02,6.800951778363287410e-03,2.839139347032812108e-02,2.380715831555632253e-02,0.000000000000000000e+00,1.049999674464793809e-01,9.053583075772671240e-02,2.469905235735844751e-02,0.000000000000000000e+00,2.964238356834741211e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.872884778354602930e-01
0.000000000000000000e+00,5.444921912407151010e-02,1.865164341448721230e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.625668711339997699e-03,0.000000000000000000e+00,2.461111114357322494e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.969348808498068162e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.032869023127684915e-02,0.000000000000000000e+00,5.729024598975822336e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.337853091752916723e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.242314479900579471e-01,4.076176166549366070e-02,0.000000000000000000e+00,5.930622909307802209e-04,9.837070599458812292e-02,1.566758190169825413e-02,0.000000000000000000e+00,5.346850759946408099e-03,1.448264300472856814e-01,0.000000000000000000e+00
0.000000000000000000e+00,7.715462608016345793e-03,1.933140990353138799e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.637802203159912096e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.298162324054444872e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.192702914310073914e-05,2.611543614395731711e-02,3.086556021086662646e-03,6.110396416421404880e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.073350113339915146e-01,0.000000000000000000e+00,8.701004022327576883e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.733850235574554630e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.013012178684912640e-01,3.145040331533837698e-03,3.312956912974268642e-02,2.770293801759477880e-03,2.687397777529853538e-01,1.317855032275711121e-03
9.399919887241754424e-01,7.672668368131435601e-01,1.144797649214259524e-03,4.380330234684917667e-02,2.405545299058102493e-02,2.524623397317442008e-01,3.518415665177853009e-04,4.534998424298201936e-02,2.920572716502414096e-02,1.911988988518476262e-01,1.813129763708634934e-01,1.198558691691603145e-01,1.741485253426942534e-02,6.782490976518682282e-03,3.141257716557252066e-03,1.304351163889130860e-02,9.772399803491657946e-03,1.501600194702088723e-03,5.839668142532093015e-03,1.671058261766542735e-02,2.076745976425656559e-01,0.000000000000000000e+00,7.897961178157325568e-02,1.500743658522147618e-02,1.281223834474893436e-02,0.000000000000000000e+00,5.247337966872060028e-02,3.859516713942970356e-02,6.076139466349731594e-02,1.116571352050737959e-01,2.343352241434017158e-02,1.610767393242553969e-01,5.215164688915172736e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.001178849809109650e+00,5.656143371601993729e-03,3.238137739247176627e-02,1.223095190867419663e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.211675405859817853e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.537027514472767975e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.797091782163168006e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.033825618345449865e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573221729407451794e-02,0.000000000000000000e+00,8.712461548657851607e-02,0.000000000000000000e+00,2.769542369941090099e-02,0.000000000000000000e+00
