0.000000000000000000e+00,1.083712674393890463e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.225050287588077769e-01,0.000000000000000000e+00,1.400152933349175788e-01,6.000375613577471623e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.515197363888763693e-01,4.308770621503804632e-02,2.465638639186600728e-02,0.000000000000000000e+00,4.598932612366513767e-02,4.017261943956306758e-01,3.605939533501145450e-03,9.055944223982438646e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.851371080390519286e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.588209774437732494e-02,2.583276744566737060e-01,0.000000000000000000e+00,1.913033688704685042e-01,0.000000000000000000e+00,2.547286508270087402e-01,2.323685535344057265e-02,7.775409036146228858e-02,0.000000000000000000e+00,2.019515327895911039e-01,0.000000000000000000e+00,1.873984546987101860e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.711765663951382924e-02,6.040899496948468617e-01,0.000000000000000000e+00,2.136333308618004190e-01,2.414630933734234158e-04,0.000000000000000000e+00,6.106444099188067937e-02,2.018771213126716313e-01,1.665280997420958645e-03,5.396135123476232531e-03,1.347142611601143125e-02,0.000000000000000000e+00,1.339124794613290592e-01,9.745524313792357229e-02,1.245124359622258592e-01,1.313723825657959476e-01,1.585930428978183423e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.192993396865768968e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.998353762771884673e-02,1.287687927317514476e-02,3.941940114259015471e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.122393353367534541e+00,1.900502904054962388e-04,7.983639822008751219e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.033818346804828564e-01,9.089611638159618423e-02,1.183202008886744504e-02,0.000000000000000000e+00,4.176537235952102064e-04,0.000000000000000000e+00,1.267754737001252352e-01,6.939696548232709983e-02,0.000000000000000000e+00,1.887546112624221839e-01,1.153418064486061434e-02,6.255578670381341071e-03,5.546716974692149360e-02,5.787664313452367884e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.171032096224716101e-02,3.835861089987277484e-02,2.735050818464458341e-02,7.318710528207157673e-02,1.475696851286727174e-01,0.000000000000000000e+00,1.204770684032008612e-02,0.000000000000000000e+00,1.574329380135212064e-01,0.000000000000000000e+00,6.588568899871037610e-02,1.913508397138066475e-01,9.123643759048453983e-02,3.388232157298076003e-02,3.919717457143887494e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.025089030689853575e-01,4.956202720352035149e-05,2.598376394707764200e-03,2.317377063098954304e-01,0.000000000000000000e+00,1.989097512180790835e-03,2.343442610510147045e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.158512266886358387e-05,2.436379099499225431e-01,5.810358008595427337e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.003443473467271335e-02,6.269213708767631954e-02,0.000000000000000000e+00,3.745607179642247431e-01,0.000000000000000000e+00,2.832502625965261367e-01,1.765824954748095033e-01,6.416534277296692679e-02,0.000000000000000000e+00,2.001344735976088446e-02,0.000000000000000000e+00,1.179798063510912633e-02
6.205537740360951050e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.385650104609188249e-01,5.008749701205048998e-05,0.000000000000000000e+00,2.929800430263565861e-02,2.457128496354314962e-01,0.000000000000000000e+00,7.437666477867267353e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.558181284998184424e-01,1.381659335072959460e-01,1.063955985246754915e-01,1.003274515711719828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.599893015080505021e-02,0.000000000000000000e+00,9.148643202537026786e-03,0.000000000000000000e+00,1.420754111003851849e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.246264656168646068e-01,1.263517083543631014e-01,0.000000000000000000e+00,2.688188617699767760e-02,2.061223610416864638e-01,0.000000000000000000e+00
6.577927781220647141e-01,8.200208627237932646e-01,1.122303695520567191e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.170492594901538785e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.524907379824937098e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.254754665488071769e-02,4.626512497165565646e-02,0.000000000000000000e+00,1.154117970220137068e-01,0.000000000000000000e+00,7.800857004976012241e-03,6.217636772392298727e-02,2.859009233006868864e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.274603028842515307e-03,1.218968915667127534e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.034609687549905149e-01,0.000000000000000000e+00,1.246382055643792917e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.790257839316179558e-02,5.655676047105934190e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.198610870804770079e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.317804744194123745e-01,1.930853021977518066e-04,6.295235488743737909e-03,5.774564177437938733e-02,1.589713719300725079e-03,1.818507092554916662e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.742154495003235331e-03,0.000000000000000000e+00,2.314864596684977072e-01,1.046503292359618476e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.005668301527112812e-03,4.688846038788162945e-02,0.000000000000000000e+00,2.438471375201662350e-01,0.000000000000000000e+00,2.027303149843261987e-01,0.000000000000000000e+00,5.866236585325475955e-02,0.000000000000000000e+00,2.132492318879880902e-02,0.000000000000000000e+00,9.261359898536826452e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.277486460509533461e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.327946827791304435e-02,0.000000000000000000e+00,2.710682081960342354e-02,1.100629694594897456e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.045508082645570880e-02,1.269815811476112354e-02,7.313349581634596974e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.982555171135019473e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.682538300401167142e-01,0.000000000000000000e+00,8.620145807688239792e-02,1.054230767781577927e-01,1.983560132812278720e-02,6.350296188535911775e-03,7.900504656750793756e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.087047343065040916e+00,1.973920301788511800e-01,1.001650440712263807e-01,5.988292936325734228e-01,0.000000000000000000e+00,5.182833755288401151e-02,1.637202206756771805e-01,1.213277236949193358e-02,1.310007984714788888e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.151908456658433555e-02,1.445040065296007009e-02,0.000000000000000000e+00,1.470115666300477429e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.882067448440713664e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.416191118960143769e-02,9.249328215337447590e-02,9.915343509100450758e-02,4.397501590341740263e-02,1.873156497349970709e-02,6.051791200710703728e-02,0.000000000000000000e+00,5.385048627254903492e-02,7.637389308980881142e-02,7.440851248789297212e-02,5.808921259968691242e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.244865867026351686e-01,6.806284184357050404e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.901709656053735438e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.721052858272717478e-02,1.505573226458625357e-03,7.750107992298528592e-02,2.524016326348155759e-01,1.691097322764232858e-01,5.520745319716806820e-05,0.000000000000000000e+00,5.782117381072016810e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.308734375761470059e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.137029508968078861e-01,2.999729927951903449e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.713815496149940748e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
