0.000000000000000000e+00,0.000000000000000000e+00,8.995050270200809217e-02,1.656268334356286454e-01,2.622435057635683076e-01,3.169076186021891738e-03,7.398222212373144202e-02,0.000000000000000000e+00,2.089044891057594555e-01,6.567897164156301371e-02,4.057623404442358556e-02,0.000000000000000000e+00,6.150852986694001906e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.264100669544848121e-01,5.209441367314829145e-03,6.280183370696662548e-02,6.924048942987273692e-02,3.058740528079268231e-02,4.167950988545694214e-03,3.335835551551284417e-01,0.000000000000000000e+00,7.136735955408230782e-03,0.000000000000000000e+00,6.185541374631883804e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.533448618027121485e-04,2.777767179682975041e-01,1.049040686804771916e-01,0.000000000000000000e+00,1.031524207344823724e-01,2.016535650570003557e-01,7.562513827372116526e-02,3.956881145265020439e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.509025995635559836e-01,5.529823985055016822e-01,0.000000000000000000e+00,2.966334481703146175e-01,0.000000000000000000e+00,2.620357817999436345e-01,1.218626748084465465e-02,1.705291081762872960e-02,0.000000000000000000e+00,6.125557963748944762e-02,2.208141507029466877e-01,3.733787633957444613e-04,6.091357525156693674e-03,3.912311608337520202e-02,0.000000000000000000e+00,2.988254675975911181e-03,2.159709766687047290e-03,0.000000000000000000e+00,1.253274681195349315e-02,2.052346874740763050e-01,5.491578108230749100e-02,1.385493139714293748e-03,1.365787533713523497e-03,6.920575012102202911e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.632249739517047382e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.741789903076838120e-02
2.161884154266363378e+00,0.000000000000000000e+00,1.106418748138171093e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.885291806469831632e-01,3.180716104435454133e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.575503166841483199e-03,3.366182633818757403e-02,1.844556782118507432e-01,9.155267860467782015e-02,1.446685836204192332e-01,0.000000000000000000e+00,3.813927183642217694e-02,6.214517877071255858e-02,3.499828922672208742e-02,2.049803672195936108e-02,7.398396288900628559e-02,1.606759131024336831e-02,8.347328888962059212e-02,3.254169593384248781e-05,1.126509013922072887e-02,0.000000000000000000e+00,1.348727949512782964e-01,3.647311716267863380e-02,0.000000000000000000e+00,6.364529468703367630e-03,5.889081117990667587e-03,7.001929933592422606e-02,2.695962760456428048e-02,9.453029587172286086e-02,7.258969175989217482e-02,5.269543455636047785e-02,7.443774624427564046e-02,1.467170052639845713e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.930581121723057014e-01,0.000000000000000000e+00,2.116818490101140138e-03,0.000000000000000000e+00,7.936473901447888002e-02,2.119324588717974578e-01,2.334644199897298322e-02,0.000000000000000000e+00,5.441694116726608589e-05,0.000000000000000000e+00,1.695431072535179154e-04,0.000000000000000000e+00,1.881940297843497367e-01,2.183754915760942328e-03,2.988152092438867841e-02,1.354360257280029511e-03,7.669151805240048692e-02,6.414457481957930632e-05,3.995267871545772898e-01,3.553509617340712645e-07,1.723002951130496799e-02,2.777235904878975144e-05,5.133045506996967988e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.971936899257891021e-04,8.164722821252248797e-02,4.048214344990918451e-02,0.000000000000000000e+00,6.209626190587640843e-02,0.000000000000000000e+00,1.325946962593660678e-05,3.556216606211416720e-02
1.752698911191608727e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.251449979520820377e-01,2.832081900937449825e-01,0.000000000000000000e+00,2.465155634327483580e-01,0.000000000000000000e+00,9.201664527030260776e-02,1.956474636413732190e-02,1.017314200368519134e-01,0.000000000000000000e+00,1.075601566729813829e-01,2.155538799631904756e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.931744601278114162e-03,0.000000000000000000e+00,3.110919825596141983e-02,0.000000000000000000e+00,9.175403039792923675e-04,0.000000000000000000e+00,1.500071036767587906e-01,8.344798174849794858e-03,2.714247336364110103e-03,1.008464055341566912e-01,3.109735591625104045e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.188249722433614916e-02,2.857313075896881355e-02,6.580034700135510561e-02,0.000000000000000000e+00,1.272885271083550214e-02,3.320486379197783861e-02,0.000000000000000000e+00,9.987232263532638821e-02
2.264794370281689950e+00,2.060737761706775972e-01,1.446851120367105725e+00,7.581366019894186792e-02,0.000000000000000000e+00,6.614881570178537951e-01,2.655096266472574407e-02,2.406443119601028580e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.130140111560321875e-03,1.262448793264054347e-01,4.930334975057200364e-02,1.398505689571511446e-01,1.082190790001883590e-02,5.473650491538877699e-02,0.000000000000000000e+00,2.041449183577678794e-02,0.000000000000000000e+00,1.162778948652384708e-01,0.000000000000000000e+00,1.239170974332898245e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427329644751648974e-02,0.000000000000000000e+00,1.424208083366765689e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.963097802119854518e-02,7.954355169985469903e-03,2.351495293549882987e-02,0.000000000000000000e+00,8.292505733294458503e-03,2.542543127585919494e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.061280955849682045e-01,0.000000000000000000e+00,4.515894259651244413e-03,0.000000000000000000e+00,3.991708271487579701e-02,5.256412670064058990e-02,1.009303821752465836e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.659763700007157121e-06,7.232640250405326281e-04,1.564797354160916889e-03,1.051177941315478842e-01,3.795469981195541149e-03,3.471584751645490768e-02,3.373593061087747091e-03,2.098282390044696813e-02,1.511717628211371148e-04,2.823626990610782483e-01,0.000000000000000000e+00,7.232463756401187951e-03,3.726808494025501354e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.273595623415019022e-03,0.000000000000000000e+00,8.955624878605925043e-02,5.839007400490568017e-02,0.000000000000000000e+00,3.996022718791308881e-02,6.387060181849126862e-03,1.061687924887548941e-04,1.202318779868819486e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258097454229500090e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.169907755236704983e-02,0.000000000000000000e+00,2.598640661747165237e-01,2.298035027406596792e-02,2.545356395725721643e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.567950031856377741e-02,0.000000000000000000e+00,8.354180218648966233e-03,0.000000000000000000e+00,7.763633704856536671e-03,1.285019925200328421e-02,3.436174274501394565e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.029562446905430556e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.641238216542568518e-01,3.450157168589034623e-02,0.000000000000000000e+00,1.745576287033112628e-02,2.217662670810112424e-02,3.830056245312915553e-02,4.114598160969036578e-02
1.323341195640022505e+00,8.409623633146473543e-01,2.076346968630560490e-03,2.056725518441353817e-01,3.753978642009297290e-02,9.808172364841939717e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.384842067414708403e-02,1.903946795330814122e-03,1.559683760186611201e-01,4.651058461950084710e-02,7.752644443774003857e-02,1.910933823960074274e-01,5.837784905041420308e-02,5.152114773932154890e-01,3.969155447341576881e-02,1.922337937365229191e-02,1.644398114687553591e-02,1.278400618081215051e-02,1.002682598106650370e-02,2.126411352180800421e-02,5.450589505499265318e-03,7.597345445982590928e-02,2.806633738491183788e-03,2.636688423217820043e-01,5.729156422920569285e-05,7.935524329295581825e-02,7.106958628300910239e-04,0.000000000000000000e+00,4.741831820703844291e-02,4.609774058568247290e-02,0.000000000000000000e+00,1.947468457345844992e-02,4.095885928216125120e-03,9.698878645414532595e-02,1.286744394030981190e-02
0.000000000000000000e+00,0.000000000000000000e+00,7.843388450880511842e-02,3.962160598458607796e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.691065687499312353e-02,1.289747282094557898e-02,2.865599102380119931e-02,0.000000000000000000e+00,9.429179059472211910e-02,1.469036754630054786e-01,0.000000000000000000e+00,7.792162636964704570e-01,1.109502945879741430e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.664847722366364644e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.461126603259508411e-02,9.617410461277139944e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.289784568907985499e-04,1.638554315219651822e-02,0.000000000000000000e+00,2.633754360653932092e-01,0.000000000000000000e+00,1.779234563116914580e-01,0.000000000000000000e+00,0.000000000000000000e+00
