0.000000000000000000e+00,1.978930237753469823e-01,5.091969580340616197e-01,2.011191775878785060e-01,4.334943610996987995e-01,6.857878259604785454e-05,1.200282929183333624e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.560373906143331796e-03,0.000000000000000000e+00,1.230853841745970997e-02,7.222162462312101128e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.626446546211212485e-02,0.000000000000000000e+00,2.438166168683983401e-05,2.799654572961847096e-02,5.147068050109284212e-03,0.000000000000000000e+00,1.131754706237476094e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.844617736243700790e-01,3.856460539931510362e-02,7.196005458683464306e-01,1.473717307857596859e-01,2.829060686778205880e-01,0.000000000000000000e+00,3.254704800573355455e-02,0.000000000000000000e+00,1.838240070718550057e-01,7.509897281641855771e-02,6.494452943739393008e-05,2.417077273130154025e-02,1.133109630191089928e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.379631589492626501e-02,2.643172125188097965e-01,8.261007775412543275e-01,3.535504190860029872e-01,0.000000000000000000e+00,1.392560759344792787e-01,2.377921569972317739e-01,0.000000000000000000e+00,5.595333313147872294e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.123695421456381016e-01,1.595716097765348049e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.049168535019424503e-01,1.280689428344238988e-03,0.000000000000000000e+00,1.677717679649183904e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.262318442114527817e-01,0.000000000000000000e+00,1.007629517132681849e-03,9.105348138256011414e-02,4.298804645389571466e-02,1.023437824917229899e-01,0.000000000000000000e+00,4.497442756529447527e-02,9.361037217604900595e-02,0.000000000000000000e+00,2.065315958476899704e-03,4.337769620061311671e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.847903210058075285e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.004193267581056315e+00,3.351056025383579162e-01,1.797991849072631126e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.440725568387628552e-02,4.549164421671354763e-02,1.564018405767760855e-01,1.861889654028592647e-02,7.105926978943964342e-03,1.082298887766241190e-02,0.000000000000000000e+00,5.877842645636110336e-02,1.047241217053827556e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.363283558488212234e-03,1.759286880264218089e-01,1.941203943549689101e-02,4.666375623518490695e-02,2.611189970903552912e-02,6.256382074808823635e-02,6.527630755279510699e-02,3.416729567278575797e-01,0.000000000000000000e+00,3.051684314909209120e-02,1.363346600230589713e-02,9.332222380212019941e-02,5.170518900971010938e-04,6.405412655789621823e-02,4.509355808390410540e-04,0.000000000000000000e+00,3.228376474290718390e-01,2.583055780209719127e-02,0.000000000000000000e+00,9.443185232260145612e-02,0.000000000000000000e+00,1.060284930803305770e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.860641364417995214e-01,2.051790813218244865e-03,3.559190878448552364e-02,0.000000000000000000e+00,8.191030175759751730e-02,1.336348253468545150e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.054851690347671289e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.619209664487251065e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.257137340883156817e-01,0.000000000000000000e+00,6.051261913870667914e-05,6.421379611037876523e-02,0.000000000000000000e+00,2.781097830643131704e-04,8.298667563162398508e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.179673250591510569e-01,2.718713877939682097e-02,8.020982160025565966e-01,0.000000000000000000e+00,5.587630832307748791e-02,0.000000000000000000e+00,9.674316090808088991e-03,1.240122754575994106e-03,1.021017562465387912e-01,8.964405335391609220e-02,0.000000000000000000e+00,2.443240099386170816e-02,5.507484691651900327e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.459428508572318789e-02,6.745717405747269080e-01,1.671196862496124036e-01,0.000000000000000000e+00,1.910154975671068678e-01,2.377636008217062502e-01,0.000000000000000000e+00,1.341195495628843756e-02,5.055597063192164824e-04,0.000000000000000000e+00,1.692289745510554277e-01,4.689450404197328948e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.075391965625204616e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.740116047836321289e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.650293725580666671e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.476738461850178041e-01,5.638529547278410547e-02,4.387897723051836091e-02,1.760305709521578670e-05,4.806082244816899107e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.698357619954869779e-01,1.046432137624745268e-01,5.473344245296310820e-03,0.000000000000000000e+00,6.347614191475389744e-02,2.161134344232950796e-02,0.000000000000000000e+00
7.242683836921047780e-01,5.000126694091577839e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.759626540213467538e-01,1.191898311056323150e-02,1.575228914125214319e-01,9.284699764730519611e-02,1.510432881038282354e-02,0.000000000000000000e+00,9.397139720567408705e-02,1.309765500356913775e-02,5.053383096272296565e-02,1.686841678465029722e-03,1.789509386400699176e-02,3.479630239984926078e-03,1.913845338491881598e-01,3.374671008569253561e-02,3.420753831861444972e-04,4.307501082868488845e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.305220135553902927e-01,3.737143609078230188e-03,2.204497821543653299e-02,1.191791268359337040e-02,0.000000000000000000e+00,4.908668498202802509e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.246965160760203813e-02,2.278268886249406600e-01,1.077862290488766812e-02,2.169984903719767919e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.443950970586870330e-01,1.242150147681365946e-02,2.415399131481344233e-02,0.000000000000000000e+00,4.069667579122054901e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.587538423526034220e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.143192892713815124e-05,9.965336827027805600e-02,0.000000000000000000e+00,4.602023846420896731e-05,4.109922582101448868e-02,0.000000000000000000e+00,5.865606744938265359e-03,9.445876056367388807e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.187577539600534610e-01,1.898408195687948871e-02,3.853220044274642264e-01,0.000000000000000000e+00,3.135479971501179547e-02,0.000000000000000000e+00,7.614630987454205913e-03,3.497595057338642559e-03,1.020581258060255514e-01,4.153210277195851924e-02,0.000000000000000000e+00,9.328624924272577515e-03,4.169858556073578748e-02,0.000000000000000000e+00
3.119336393147670999e-03,0.000000000000000000e+00,1.474831553548346941e-01,3.703399938094617538e-02,2.452789064080940773e-01,0.000000000000000000e+00,4.060988139500165683e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.835013967183406244e-03,2.122123109895580548e-02,0.000000000000000000e+00,1.485402427459755342e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.221446607486455921e-01,5.003969563309569601e-03,0.000000000000000000e+00,2.729764165747809723e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.674804151168560185e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.153100919342376879e-02,6.667089996119740514e-02,1.306238215909461264e-01,7.369539774006644839e-02,2.009445852840495428e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.048324184865423295e-02,8.281104685003409099e-03,3.182997053699413126e-05,2.419310678123020308e-01,1.385657787915251828e-02,0.000000000000000000e+00
1.421903014098093720e+00,5.145201749643669720e-01,5.791458413987526227e-02,0.000000000000000000e+00,2.162937388089137408e-02,1.533666804990677923e-01,2.379725970662830981e-01,1.870260450671109020e-01,1.541271039754497085e-01,3.029650138589523589e-02,1.211532411452044718e-02,6.083155518571827652e-02,1.773036169180338961e-01,4.891343192374031888e-03,2.823818060019208862e-02,1.104492848117228504e-02,0.000000000000000000e+00,4.473781355363293070e-03,1.044941064269691577e-02,3.249024656268598849e-02,4.395820637491141408e-03,0.000000000000000000e+00,4.179139299806626517e-02,0.000000000000000000e+00,1.177049169294886038e-01,7.989896588769007657e-02,2.266044568706666006e-03,0.000000000000000000e+00,1.363341545615090744e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.761757258218524635e-02,4.525773227791113906e-01,2.870439787127344183e-02,8.390469160572091439e-03,1.013240716542871123e-01,2.213723248011627981e-02,2.285197126795715170e-02,1.580545503027364421e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.953500056735170683e-05,4.100272076632207469e-02,1.653056124364808421e-01,5.360999402769608402e-01,9.965277994213789237e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.570060208413322222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.841547386890588203e-05,0.000000000000000000e+00,1.276489511322293109e-02,2.311697810956812038e-01,2.360147941997509796e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.140203680085033797e-04,0.000000000000000000e+00,8.581375574827238006e-02,7.372730634413471318e-02,1.962561050997399179e-02,1.967819585958750783e-01,4.139375411274205489e-03,0.000000000000000000e+00,6.339223995592951910e-02,5.242592509511608684e-02,0.000000000000000000e+00,1.282315988282086983e-01,0.000000000000000000e+00,0.000000000000000000e+00
