1.482971277744667138e-01,2.722453697967413752e-02,0.000000000000000000e+00,5.558336552038715961e-02,0.000000000000000000e+00,1.508132825239356586e-03,1.091849755210077579e-02,1.981630489948472962e-01
0.000000000000000000e+00,2.750299039451524208e-01,1.569988666495862051e-01,0.000000000000000000e+00,1.416333838213915397e-01,7.430976461078926676e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.540464473988190367e-03,1.825819784121095191e-02,2.281995443222152586e-01,1.850978189459963896e-01,1.256051541507103610e-02,4.143917678906482160e-02,0.000000000000000000e+00,1.440385924706898309e-02
4.271221043291340003e-02,0.000000000000000000e+00,3.724509479348503405e-02,0.000000000000000000e+00,4.824563752423390722e-02,1.332755537064031215e-01,1.828487607313273033e-01,2.090096399470977445e-02
6.219505336216921143e-02,1.484615647329005916e-02,8.193078133773180893e-02,4.776645272910315376e-02,1.048622325826964047e-01,1.336438559116646663e-01,0.000000000000000000e+00,4.641289323762018415e-02
1.336702746720528356e-01,3.647684995463085222e-02,0.000000000000000000e+00,1.195160572349114048e-01,2.426112257205985737e-02,0.000000000000000000e+00,3.481524527720154111e-02,1.261039617965963311e-01
2.112816772430656589e-02,1.591688719777384700e-02,1.131558857436309740e-01,4.738401526291789387e-03,1.019431843673639509e-01,1.413780032818779953e-01,8.205640939111832899e-02,3.164067993845393577e-03
1.023616767112321262e-04,0.000000000000000000e+00,5.205887708258289011e-03,0.000000000000000000e+00,2.173420664509325695e-01,6.720249184139459597e-02,1.698299653580346846e-01,1.265535327660750366e-02
8.318218862659479060e-03,6.010582546732481379e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.392313425256327101e-04,0.000000000000000000e+00,9.787344046117436858e-02,0.000000000000000000e+00
3.569435024292866299e-02,1.523370481159647821e-02,0.000000000000000000e+00,8.600664640478898615e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.239906721773546827e-02,2.697718931479105020e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.856066072899926988e-03,0.000000000000000000e+00,1.328224692186010247e-01,4.445429133952401995e-02,2.982998855085556844e-01,1.182469034544774387e-02
3.728441731088288219e-02,1.187915570141555169e-03,8.772304285571055904e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.579708249430270555e-04,0.000000000000000000e+00,3.045948980596686062e-01
0.000000000000000000e+00,7.032785801254010788e-03,2.118031178620763677e-01,0.000000000000000000e+00,1.462081663861285463e-01,1.452364913338826946e-01,2.560800535724065598e-03,0.000000000000000000e+00
1.400019462364579248e-01,4.095590963496935355e-02,5.797061581245817156e-04,3.098064919956482546e-02,1.674350994327651609e-02,2.618376189056894482e-02,3.703974416251540336e-02,1.303889261812051781e-01
3.102535851922169977e-02,1.347305683742529292e-02,3.066549504300578044e-02,2.873435349207691392e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.059621041928813512e-01
2.552544568678469239e-02,4.536224237315228391e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.327497635384538688e-01,2.329330758974675064e-02,2.117213285088557773e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.325408832970927445e-02,1.566522664606746773e-01,3.475688616777491274e-03,4.774780537671020203e-02,3.457930065455822738e-02,1.458343899271982713e-01,2.587556983845452126e-03
7.556800804664924598e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.932201246412978968e-02,8.006023308098139668e-02,8.821389051212161214e-02,8.446295001615504450e-02,8.373987473412809746e-02
1.343303682105751184e-01,6.606058391161331866e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.072718357918424514e-02,1.186858978803437825e-01,6.125323511099711044e-02,5.037062196798365588e-02
1.161467566444297494e-01,7.600532327898791574e-03,1.778578443502094597e-01,1.370321973657447588e-02,1.256086527202798786e-02,0.000000000000000000e+00,4.388534071522607466e-02,5.391192993589068172e-02
2.536178130487710680e-01,3.518202791014325009e-02,0.000000000000000000e+00,2.781345312850147869e-02,2.679855008666520168e-04,2.251914264120969400e-01,0.000000000000000000e+00,5.632698843011763046e-03
6.754500238564500880e-02,0.000000000000000000e+00,6.786584674408174507e-04,0.000000000000000000e+00,1.149687743029383438e-02,0.000000000000000000e+00,3.693339466280727047e-03,3.212147817712296405e-01
0.000000000000000000e+00,1.396342002187420106e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.830677947837760056e-01,1.009942265414254803e-01,1.157895565128150284e-01,0.000000000000000000e+00
1.000301281460563574e-01,4.977435303074615423e-03,4.031303328769331867e-02,6.133394591586862482e-02,9.731893370482123939e-02,4.140152603896119637e-02,8.111297835010357338e-02,2.452013714116918833e-02
2.300408695009802384e-01,3.523046138974610109e-02,1.201863613234731010e-01,0.000000000000000000e+00,5.856286604791292177e-02,3.549558543987765824e-02,2.747937033880796034e-02,0.000000000000000000e+00
1.235679684952541713e-01,8.105790298685584816e-03,0.000000000000000000e+00,3.078726697268743470e-02,1.765069898093949569e-02,1.950481328289643129e-02,9.494196143099248308e-02,1.217352664971950577e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.958126146601425949e-02,4.219198374984912681e-01,6.217113137854984178e-02,7.062446257891234411e-03
0.000000000000000000e+00,9.545994182712163462e-03,1.394510702903592470e-01,0.000000000000000000e+00,4.168616572283570521e-02,0.000000000000000000e+00,3.228901233748827648e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.828993043143116726e-02,0.000000000000000000e+00,8.011009541447748974e-03,1.043643669434947824e-01,5.312085899312647165e-03,2.843232911560691356e-01,0.000000000000000000e+00
3.376939201881365427e-02,0.000000000000000000e+00,7.592023000461608877e-03,1.706529017198114562e-01,0.000000000000000000e+00,2.207765238943086919e-02,1.076714367418791715e-02,1.789362919235541471e-01
8.767342451050057217e-02,3.361067887884156523e-03,3.375481991136843052e-02,1.928058681175389977e-01,1.467858423686898553e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.253557613871444099e-01
5.404443843087945731e-02,3.218749044995108943e-02,2.207429280353977175e-01,0.000000000000000000e+00,7.558437049998545550e-03,1.252739889057814526e-01,0.000000000000000000e+00,4.236558493085398891e-02
