0.05460751	0	0.04060914	0.08928571	0.01694915	0.07492795	0.01780415	0.03344482	0.03243243	0.07735322	0.06153846	0.02666667	0.04589372	0.02105263	0	0.11764706	0.03773585	0.01204819	0.05084746	0	0.06263499	0.07748184	0	0	0.04705882	0.00440529	0	0.03448276	0	0.11073826	0.05511811	0.07142857	0.07739938	0.04907975	0.06306306	0.03174603	0.02040816	0.06824926	0.01666667	0.1	0.04029304	0	0.10843373	0.09850746	0.02469136	0	0.07432432	0	0.06399132	0.05263158	0.02521008	0.04693878	0.07386364	0	0.03947368	0	0.08671329	0.02136752	0	0	0.09907121	0.06502636	0.01132075	0.00874636	0.06988564	0.07122093	0.01804124	0.11420613	0	0.00458716	0	0.02234637	0.09259259	0.06148867	0.02061856	0.03783784	0	0.00892857	0	0	0.00806452	0.08219178	0	0.06784661	0.05555556	0.02479339	0.05714286	0.02877698	0.03375527	0	0.01587302	0.08426966	0	0	0.05504587	0.07990315	0.06932773	0	0.01030928	0
0	0	0.03299492	0.04497354	0.01694915	0.04178674	0.00890208	0.00334448	0	0.02423113	0.07692308	0	0.03381643	0	0.02380952	0.05882353	0.05660377	0.01204819	0.01694915	0	0.03671706	0.08958838	0	0.01369863	0.04705882	0.00440529	0.025	0.03448276	0	0.0704698	0.00787402	0.07142857	0.09597523	0.03680982	0.01801802	0	0.12244898	0.05341246	0	0.05	0.0989011	0	0.08433735	0.05671642	0.01234568	0	0.06756757	0	0.04121475	0	0.03781513	0.04489796	0.07954545	0.07692308	0.05263158	0	0.08951049	0.06410256	0	0.05555556	0.11145511	0.06502636	0.00754717	0	0.02414231	0.05087209	0.0128866	0.09749304	0	0.00458716	0.00429185	0.03351955	0.06296296	0.05501618	0.03092784	0.00540541	0	0	0	0.08823529	0.01612903	0.05136986	0	0.03834808	0.04166667	0.01239669	0.05714286	0	0.00421941	0	0.01587302	0.10674157	0	0.04761905	0.00917431	0.04600484	0.03361345	0	0	0
0.05119454	0.02777778	0.03299492	0.01388889	0.09322034	0.02161383	0.07715134	0.06020067	0.05945946	0.02609506	0.06153846	0.06666667	0.00724638	0.07368421	0.04761905	0	0.08679245	0.04819277	0.02259887	0.03045685	0.04967603	0.02905569	0.09090909	0.12328767	0.07058824	0.11894273	0.15	0.06896552	0.08695652	0.03020134	0.06299213	0.07142857	0.01857585	0.03680982	0.09009009	0.07936508	0.06122449	0.04451039	0.06666667	0.04285714	0.02197802	0.1	0.0313253	0.04477612	0.07407407	0	0.03378378	0.06741573	0.01084599	0.05263158	0.02521008	0.03469388	0.03409091	0.07692308	0.02631579	0.06363636	0.0041958	0.05128205	0.08163265	0	0.01857585	0.0456942	0.0490566	0.06413994	0.00381194	0.00872093	0.07731959	0.02228412	0.04273504	0.06422018	0.0472103	0.02234637	0.05185185	0.00323625	0.02061856	0.03243243	0.04819277	0.11607143	0.11111111	0.05882353	0.06451613	0.02226027	0	0.0560472	0.02777778	0.10743802	0.05714286	0.07194245	0.03375527	0.125	0.07936508	0	0.03125	0.02380952	0.06422018	0.02179177	0.02941176	0.12	0.13402062	0
0.06484642	0	0.05076142	0.1223545	0	0.10662824	0.00296736	0.00668896	0.00540541	0.16682199	0.03076923	0.02666667	0.22463768	0	0	0.05882353	0.04528302	0	0.02824859	0	0.0237581	0.031477	0	0	0	0	0	0	0	0.06375839	0.03149606	0	0.06811146	0.02453988	0.02702703	0	0	0.02967359	0	0.05	0.04761905	0	0.04096386	0.02089552	0.01234568	0	0.04054054	0	0.13991323	0	0.10084034	0.01836735	0.07386364	0	0.02631579	0	0.09370629	0.0042735	0	0	0.0371517	0.03866432	0.00377358	0.00291545	0.20076239	0.13081395	0.0128866	0.05292479	0	0	0	0	0.03703704	0.15533981	0.08247423	0.01081081	0	0	0	0	0	0.1010274	0	0.01474926	0	0.02066116	0	0.04316547	0.08016878	0	0	0.03370787	0	0	0.03211009	0.10895884	0.09243697	0	0	0
0.02047782	0	0.03553299	0.01851852	0.01271186	0.01440922	0.00296736	0.00334448	0.00540541	0.00186393	0.04615385	0	0.00241546	0	0.02380952	0.02941176	0.04528302	0.01204819	0.03389831	0	0.04103672	0.08474576	0.04545455	0.01369863	0.02352941	0	0.025	0.06896552	0	0.04026846	0.05511811	0.07142857	0.07739938	0.04294479	0.01801802	0	0.12244898	0.0504451	0	0.02142857	0.10989011	0	0.05542169	0.05074627	0.01234568	0.07142857	0.05405405	0	0.02928416	0.07894737	0.05882353	0.03877551	0.05681818	0.07692308	0.07894737	0	0.05454545	0.07264957	0	0	0.09287926	0.05096661	0.01509434	0	0	0.00872093	0.01030928	0.0362117	0.00854701	0.01376147	0.00858369	0.03351955	0.04814815	0.02588997	0.01030928	0.01621622	0	0	0	0.08823529	0.01612903	0.03424658	0	0.03244838	0.04166667	0.01239669	0.1	0.02877698	0.00421941	0.025	0.03174603	0.03932584	0.03125	0.02380952	0.01834862	0.01937046	0.03571429	0	0	0
0.00682594	0.05555556	0.01522843	0.00330688	0.08050847	0.00144092	0.07715134	0.05351171	0.04324324	0.00093197	0.03076923	0.04	0	0.05263158	0.06349206	0	0.08301887	0.06024096	0.01694915	0.05583756	0.01943844	0.00968523	0.09090909	0.1369863	0.07058824	0.14096916	0.15	0.03448276	0.10869565	0.02348993	0.03149606	0	0.01547988	0.03680982	0.05405405	0.07936508	0.04081633	0.02967359	0.10833333	0.02857143	0.003663	0.1	0.00963855	0.00895522	0.08641975	0	0.01576577	0.08988764	0.0032538	0.02631579	0.02521008	0.04489796	0.01704545	0.07692308	0.01315789	0.08636364	0.0013986	0.04273504	0.12244898	0	0.00309598	0.03866432	0.05660377	0.06997085	0.0025413	0	0.07731959	0	0.05982906	0.08256881	0.04291845	0.02793296	0.02592593	0	0.01030928	0.03243243	0.08433735	0.13392857	0.11111111	0.05882353	0.07258065	0	0	0.04129794	0.02777778	0.09917355	0	0.07194245	0.02109705	0.15	0.07936508	0	0.03125	0.02380952	0.04587156	0	0.00840336	0.16	0.16494845	0.02702703
0.03412969	0	0.01522843	0.0542328	0	0.04610951	0.00296736	0.00668896	0.00540541	0.06430568	0.03076923	0.01333333	0.04347826	0	0	0.02941176	0.01509434	0	0.02824859	0	0.01511879	0.01937046	0	0	0	0	0	0	0	0.04026846	0.03149606	0	0.03405573	0.02453988	0.01801802	0	0	0.01186944	0	0.04285714	0.01098901	0	0.0313253	0.00895522	0.01234568	0	0.02477477	0	0.04229935	0	0.00840336	0.00612245	0.02840909	0	0.01315789	0	0.06153846	0.0042735	0	0	0.03095975	0.0228471	0.00377358	0.00291545	0.05590851	0.04796512	0.00515464	0.04456825	0	0	0	0	0.02962963	0.03559871	0.02061856	0.01081081	0	0	0	0	0	0.0359589	0	0.00884956	0	0.01652893	0	0.02158273	0.02531646	0	0	0.01685393	0	0	0.02293578	0.05447942	0.03571429	0	0	0
0.01023891	0	0.02284264	0.04232804	0.00423729	0.04034582	0.00593472	0.00334448	0	0.03261883	0.03076923	0	0.04589372	0	0	0.08823529	0.01132075	0	0.00564972	0	0.00647948	0.02421308	0	0	0.03529412	0.00440529	0	0	0	0.04026846	0	0	0.05263158	0.01226994	0.00900901	0.01587302	0	0.03560831	0	0.03571429	0.04029304	0	0.06024096	0.0238806	0	0	0.03153153	0	0.02494577	0	0.02941176	0.03061224	0.02272727	0	0.01315789	0	0.06153846	0.01709402	0	0	0.0619195	0.02460457	0	0	0.02668361	0.0625	0.00257732	0.09192201	0	0	0	0.01675978	0.04444444	0.06472492	0.03092784	0.00540541	0	0	0	0	0	0.03082192	0	0.00589971	0	0.00826446	0	0.01438849	0.00843882	0	0	0.1011236	0	0	0.00917431	0.0496368	0.04831933	0	0	0
0.03754266	0.22222222	0.03045685	0.00661376	0.01694915	0.01585014	0.02373887	0.01337793	0.03243243	0.00186393	0.04615385	0	0.00483092	0.05263158	0.00793651	0.02941176	0.03018868	0.10843373	0.07909605	0.07106599	0.01295896	0.01452785	0.09090909	0	0.02352941	0.03964758	0.075	0.06896552	0.02173913	0.01006711	0.07874016	0	0.01547988	0.05521472	0.01801802	0.06349206	0.08163265	0.04154303	0.075	0.01428571	0.02564103	0.05	0.03373494	0.01791045	0.08641975	0.07142857	0.02477477	0.04494382	0.00759219	0.02631579	0.04201681	0.05102041	0.02840909	0	0.10526316	0.05454545	0.00559441	0.08974359	0.14285714	0	0.02167183	0.01933216	0.07924528	0.03206997	0.00762389	0.01889535	0.01030928	0.01949861	0.05128205	0.02293578	0.01287554	0.06145251	0.02222222	0.01618123	0.03092784	0.05945946	0.09638554	0.02678571	0.11111111	0.08823529	0.03225806	0.01541096	0	0.01179941	0	0.01652893	0.01428571	0.10791367	0.02953586	0.15	0.04761905	0.01123596	0.03125	0.11904762	0.05045872	0.0157385	0.02521008	0.08	0.02061856	0.08108108
0.06143345	0.05555556	0.02284264	0.01322751	0.01271186	0.0259366	0.05341246	0.03010033	0.09189189	0.00186393	0.01538462	0.09333333	0	0.02105263	0.08730159	0.02941176	0.04528302	0	0.02824859	0.08629442	0.03671706	0.03874092	0.04545455	0.02739726	0.07058824	0	0	0.06896552	0	0	0.02362205	0.07142857	0	0	0	0.01587302	0	0	0	0.00714286	0.01465201	0	0.00481928	0.00597015	0.04938272	0.07142857	0.01126126	0.03932584	0.01301518	0.02631579	0	0.0244898	0	0	0.01315789	0.01818182	0	0	0	0.16666667	0.00309598	0	0.05283019	0.04956268	0.01143583	0.01598837	0.03865979	0.00835655	0.06837607	0.06422018	0.11158798	0.07821229	0.01111111	0.00970874	0.07216495	0.03783784	0.03614458	0.04464286	0	0.05882353	0.05645161	0.01883562	0.07142857	0.0619469	0.02777778	0.04545455	0	0.02158273	0.08016878	0	0.06349206	0.03932584	0	0.07142857	0.02293578	0.00968523	0.00210084	0	0.06185567	0
