0.04660985	0.08615979	0.00000000	0.12386048	0.17060828	0.00233801	0.00000000	0.00000000	0.00000000	0.34534430	0.00000000	0.00509739	0.29542445	0.10377399	0.05852634	0.21025749	0.03613593	0.00000000	0.01325339	0.00000000
0.00000000	0.06770484	0.05748284	0.00000000	0.35043054	0.00000000	0.00000000	0.00000000	0.00000000	0.05860695	0.17082108	0.00000000	0.23195065	0.02019529	0.13245169	0.25387421	0.00000000	0.00000000	0.00000000	0.00000000
0.04886861	0.01049527	0.33001375	0.18383296	0.01464242	0.04003758	0.18968270	0.05815002	0.08093105	0.06841592	0.05964566	0.29271429	0.08299257	0.01535416	0.07713010	0.00000000	0.04021307	0.00294787	0.27217953	0.00000000
0.00000000	0.47267170	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00742714	0.00000000	0.23717631	0.00000000	0.00000000	0.13216614	0.39057518	0.00000000	0.09269474	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00058447	0.05826073	0.13877528	0.28472448	0.00592043	0.00000000	0.00000000	0.00399329	0.00887500	0.15355842	0.00000000	0.22152409	0.00000000	0.22207746	0.05911820	0.00612936	0.00892114	0.00000000	0.00000000
0.07482564	0.00000000	0.32823561	0.00000000	0.00000000	0.08753032	0.22624153	0.02758735	0.15899804	0.00000000	0.05114453	0.40173169	0.00000000	0.00000000	0.02208898	0.00000000	0.01004705	0.04114322	0.24661607	0.02126099
0.00000000	0.09693678	0.00000000	0.00000000	0.00000000	0.00109606	0.00000000	0.00696438	0.00000000	0.18736793	0.00000000	0.00000000	0.11934477	0.11353759	0.00000000	0.06523328	0.00000000	0.00082572	0.00000000	0.00232558
0.00000000	0.10627884	0.00000000	0.00000000	0.08575447	0.00000000	0.00000000	0.00000000	0.00000000	0.10540185	0.00000000	0.00000000	0.06077884	0.03888747	0.01319610	0.27199014	0.00000000	0.00000000	0.00000000	0.00000000
0.02174222	0.01071420	0.02444600	0.05092584	0.00490792	0.39553204	0.00000000	0.00000000	0.20140739	0.05288195	0.14946840	0.08006022	0.01960785	0.01046796	0.15222191	0.02022057	0.00119455	0.39166887	0.02657923	0.08254276
0.04135278	0.00527056	0.00000000	0.04152662	0.00889588	0.06247465	0.00000000	0.36171969	0.04838248	0.00000000	0.09558451	0.01151445	0.00000000	0.00000000	0.02840226	0.00945925	0.34164211	0.00000000	0.00257110	0.00000000
0.02188328	0.00000000	0.33279382	0.00000000	0.00000000	0.04801029	0.18414702	0.03573678	0.08494067	0.00070857	0.06232784	0.28487166	0.00000000	0.00000000	0.02866419	0.00000000	0.01152088	0.00649339	0.26998882	0.00000000
0.08427026	0.02344817	0.06964164	0.04366618	0.00590863	0.00823361	0.24737696	0.00000000	0.00000000	0.03019988	0.00000000	0.04127924	0.05329565	0.03409176	0.00000000	0.00000000	0.00178757	0.00000000	0.17867917	0.18907119
0.06590032	0.00749357	0.00000000	0.04220994	0.00767926	0.10599530	0.05409123	0.01190412	0.13389860	0.02783560	0.00000000	0.13534486	0.01426678	0.00743119	0.01265485	0.02720630	0.00000000	0.00000000	0.00202119	0.38079310
0.00000000	0.05798899	0.00000000	0.00000000	0.05485328	0.00000000	0.00000000	0.00000000	0.00000000	0.08277640	0.00012090	0.00000000	0.04775974	0.01317418	0.00000000	0.21906752	0.00000000	0.00000000	0.00000000	0.00000000
0.04744377	0.00000000	0.01974786	0.00000000	0.00000000	0.41268015	0.00087042	0.00000000	0.19080738	0.00000000	0.15305825	0.13924549	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.35318149	0.00000000	0.16367888
0.00000000	0.00000000	0.05658285	0.05343436	0.24005843	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.15592343	0.00000000	0.16224569	0.00542444	0.13845654	0.00066785	0.00000000	0.00000000	0.00000000	0.00000000
0.02401024	0.00000000	0.01336472	0.04471996	0.00985274	0.00000000	0.00000000	0.29114631	0.00111893	0.00000000	0.00691131	0.00000000	0.00000000	0.00000000	0.01658064	0.00000000	0.31018658	0.00000000	0.01062039	0.00000000
0.15295073	0.00000000	0.05031072	0.00000000	0.02749859	0.00000000	0.24448304	0.02183727	0.01138550	0.00424215	0.00000000	0.09048800	0.02507896	0.00000000	0.00000000	0.00000000	0.03810340	0.00000000	0.00000000	0.06566446
0.00000000	0.35148360	0.00036016	0.00000000	0.00214687	0.00000000	0.00042066	0.00138381	0.00000000	0.03486282	0.00059912	0.00009618	0.00783767	0.25180190	0.00460261	0.02684004	0.00000000	0.00000000	0.00000000	0.00000000
0.00799555	0.01541816	0.00000000	0.21388160	0.02723877	0.00000000	0.00000000	0.01303298	0.00000000	0.05993374	0.00000000	0.00000000	0.10311186	0.01407366	0.03993196	0.00000000	0.02920850	0.00000000	0.00391552	0.00000000
0.01496679	0.00000000	0.02974519	0.00000000	0.00000000	0.35727460	0.00000000	0.00000000	0.16400839	0.00000000	0.15584812	0.08656688	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.36266002	0.02179035	0.03593436
0.00000000	0.07960787	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00674803	0.00000000	0.06161188	0.00000000	0.00000000	0.01811455	0.08496350	0.01561623	0.02482887	0.00000000	0.00000000	0.00000000	0.00000000
0.04076204	0.02019758	0.00188266	0.01548687	0.00000000	0.00385671	0.00000000	0.00000000	0.00105066	0.10793441	0.00000000	0.00656007	0.08260587	0.06832609	0.00000000	0.00000000	0.01321566	0.00000000	0.01694399	0.00915593
0.00000000	0.01486365	0.00000000	0.00000000	0.06501662	0.00000000	0.00000000	0.00000000	0.00000000	0.05672219	0.00000000	0.00339368	0.01227937	0.00222499	0.00000000	0.18527983	0.00600445	0.00000000	0.00237940	0.00187746
0.00000000	0.08267811	0.00000000	0.00000000	0.01821119	0.00000000	0.00000000	0.00000000	0.00000000	0.03618512	0.00000000	0.00000000	0.04317698	0.03635588	0.01155409	0.05587954	0.00000000	0.00000000	0.00000000	0.00000000
0.00016376	0.00544881	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.27549489	0.18750365	0.00022540	0.00321878	0.00000000	0.00000000	0.03985120	0.00000000	0.00924330	0.21788467	0.00134690	0.00000000	0.00000000
0.00000000	0.01561104	0.00000000	0.20620231	0.02438337	0.00000000	0.00000000	0.01061122	0.00000000	0.03635125	0.00000000	0.00000000	0.07299649	0.01459724	0.04083968	0.00000000	0.02651074	0.00000000	0.00275348	0.00000000
0.01526319	0.00245277	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.19020440	0.04251273	0.00545427	0.00882573	0.00000000	0.00000000	0.00000000	0.00000000	0.01622699	0.16735013	0.00386201	0.00000000	0.00000000
0.01397845	0.01546457	0.00000000	0.02508205	0.00000000	0.00000000	0.18282861	0.00207586	0.00432943	0.01484418	0.00000000	0.03919379	0.04028409	0.01084267	0.00000000	0.00000000	0.02488698	0.00000000	0.00000000	0.06579377
0.00000000	0.01160038	0.00000000	0.08581842	0.00063766	0.00573108	0.00024386	0.00000000	0.00940763	0.06104505	0.00000000	0.00000000	0.03470165	0.00000000	0.05798616	0.03877676	0.00673213	0.03011252	0.01685008	0.00000000
0.00000000	0.00597161	0.00189835	0.00000000	0.04121115	0.00000000	0.00000000	0.00000000	0.00000000	0.05030462	0.00038721	0.00151546	0.00405731	0.00000000	0.00000000	0.15533648	0.00576927	0.00000000	0.00000000	0.00000000
0.01468201	0.00008512	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.15890444	0.00000000	0.00317422	0.00000000	0.00000000	0.00000000	0.00259502	0.00000000	0.01362112	0.13739758	0.00000000	0.00000000	0.00000000
0.18080971	0.00000673	0.03606370	0.00000000	0.00000000	0.00000000	0.00000000	0.01782589	0.00808287	0.02948146	0.00000000	0.01301508	0.03891918	0.00935867	0.00000000	0.00000000	0.01507972	0.00000000	0.00165306	0.00986272
0.00000000	0.00000000	0.00000000	0.00000000	0.04270720	0.00000000	0.00375341	0.00000000	0.00000000	0.09137604	0.00000000	0.00151771	0.05074681	0.01380340	0.01999943	0.00000000	0.00674560	0.00000000	0.00000000	0.00000000
0.00000000	0.01357233	0.00000000	0.02492230	0.00000000	0.00018503	0.16367486	0.00043697	0.00072403	0.00892947	0.00000000	0.02546217	0.03496490	0.00350123	0.00000000	0.00000000	0.02075929	0.00000000	0.00000000	0.05871891
0.00000000	0.01997451	0.00257297	0.00157331	0.00000000	0.00192720	0.00000000	0.00456802	0.00000000	0.06046354	0.00000000	0.00000000	0.02615493	0.06771121	0.00000000	0.00082944	0.00000000	0.00332844	0.00000000	0.00568514
0.00000000	0.24981076	0.00000000	0.00000000	0.00011542	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00026859	0.00000000	0.00000000	0.14558276	0.00000000	0.00000000	0.00023450	0.00000000	0.00000000	0.00000000
