3.31E-01	1.24E-01	3.95E-04	1.81E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.78E-01	0.00E+00	0.00E+00	0.00E+00	8.80E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.20E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.44E-03	0.00E+00	0.00E+00	1.47E-01	0.00E+00	0.00E+00	1.69E-02
2.79E-01	4.84E-02	0.00E+00	0.00E+00	7.85E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.39E-01	0.00E+00	0.00E+00	6.78E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.90E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.53E-01	1.57E-02	0.00E+00	0.00E+00	5.26E-02	0.00E+00	3.15E-02	7.60E-03	2.09E-01	0.00E+00	0.00E+00	0.00E+00
7.12E-02	1.76E-02	6.06E-02	1.06E-01	3.01E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.97E-01	0.00E+00	0.00E+00	2.92E-01	3.73E-02	0.00E+00	0.00E+00	0.00E+00	6.72E-02	2.21E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.57E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.02E-02	0.00E+00
1.15E-01	4.39E-01	0.00E+00	1.48E-03	4.14E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.97E-02	0.00E+00	2.71E-04	0.00E+00	0.00E+00	0.00E+00	9.37E-04	0.00E+00	0.00E+00	0.00E+00	9.20E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.99E-02	0.00E+00	0.00E+00	0.00E+00
2.28E-01	2.39E-03	2.84E-03	6.95E-03	8.39E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.64E-01	0.00E+00	0.00E+00	1.58E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.56E-02	3.83E-02	0.00E+00	0.00E+00	0.00E+00	1.25E-01	1.48E-02	0.00E+00	0.00E+00	1.47E-01	0.00E+00	2.97E-02	7.17E-03	5.37E-03	0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	1.12E-01	9.65E-02	2.86E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.35E-01	2.11E-02	0.00E+00	0.00E+00	0.00E+00	3.14E-03	2.28E-01	0.00E+00	1.64E-02	0.00E+00	0.00E+00	1.41E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.15E-02	1.45E-01	0.00E+00
1.02E-01	1.25E-01	3.04E-03	1.79E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.10E-03	0.00E+00	0.00E+00	0.00E+00	2.67E-02	0.00E+00	1.02E-03	0.00E+00	0.00E+00	0.00E+00	7.29E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.29E-02	0.00E+00	0.00E+00	5.79E-03
1.17E-01	8.87E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.69E-04	0.00E+00	8.81E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.60E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.66E-01	0.00E+00	0.00E+00	0.00E+00
4.56E-02	1.20E-02	3.72E-01	3.66E-02	2.87E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.32E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.48E-02	1.36E-01	1.79E-03	3.79E-02	4.65E-02	1.04E-01	1.20E-02	9.54E-02	0.00E+00	1.66E-01	1.05E-02	2.39E-02	5.77E-03	0.00E+00	9.70E-02	2.50E-02	4.62E-02
0.00E+00	4.05E-03	2.84E-02	3.07E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.22E-01	0.00E+00	0.00E+00	0.00E+00	1.30E-01	0.00E+00	0.00E+00	5.87E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.81E-02	1.56E-02	0.00E+00	0.00E+00	1.98E-02	0.00E+00	3.13E-02	7.56E-03	2.24E-02	0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	6.66E-02	8.23E-02	3.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.81E-01	0.00E+00	0.00E+00	0.00E+00	9.66E-03	2.83E-02	2.23E-01	0.00E+00	0.00E+00	0.00E+00	2.58E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.15E-03	1.24E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2.64E-02	3.02E-02	1.31E-02	2.05E-02	1.65E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.84E-03	0.00E+00	0.00E+00	3.33E-02	0.00E+00	0.00E+00	2.74E-01	7.61E-02	0.00E+00	7.43E-03	0.00E+00	0.00E+00	4.04E-02	1.53E-01	1.36E-01	0.00E+00	0.00E+00	6.06E-04	0.00E+00	0.00E+00	1.50E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.38E-02
3.27E-02	4.73E-03	9.68E-02	1.59E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.38E-02	0.00E+00	0.00E+00	2.72E-02	0.00E+00	0.00E+00	5.49E-02	6.37E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.98E-03	3.06E-03	2.40E-01	0.00E+00	0.00E+00	5.34E-02	0.00E+00	0.00E+00	5.30E-02	0.00E+00	0.00E+00	1.22E-02	1.23E-01	0.00E+00	1.83E-01
8.62E-02	5.09E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.55E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.18E-01	0.00E+00	0.00E+00	0.00E+00
0.00E+00	0.00E+00	3.83E-01	2.71E-02	1.25E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.50E-02	0.00E+00	0.00E+00	0.00E+00	5.49E-02	4.46E-02	0.00E+00	1.39E-02	1.51E-01	1.06E-01	1.46E-02	5.48E-02	0.00E+00	3.00E-02	1.04E-02	2.93E-02	7.07E-03	0.00E+00	1.26E-01	7.07E-02	5.26E-02
1.56E-01	1.35E-03	0.00E+00	0.00E+00	7.91E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.50E-01	0.00E+00	0.00E+00	9.50E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.97E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.26E-01	1.86E-02	0.00E+00	0.00E+00	7.85E-02	0.00E+00	3.72E-02	8.98E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00
1.40E-03	2.30E-04	2.84E-03	2.62E-01	6.40E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.75E-03	0.00E+00	0.00E+00	1.11E-01	0.00E+00	0.00E+00	7.81E-03	7.44E-02	0.00E+00	0.00E+00	0.00E+00	1.08E-02	0.00E+00	1.88E-03	0.00E+00	1.70E-04	0.00E+00	0.00E+00	0.00E+00	7.83E-03	0.00E+00	0.00E+00	0.00E+00	1.00E-02	0.00E+00	0.00E+00	0.00E+00
1.68E-02	0.00E+00	0.00E+00	4.45E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.30E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.69E-01	1.39E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.43E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.43E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.36E-02	7.27E-02
