7.168686300411515611e-02,4.941061182683348374e-02,9.306400449873405978e-02,5.560589502204047602e-02,5.455250477279145055e-02,4.737387988327989435e-02,7.148962565835316474e-02,4.564891105761795936e-02,7.534373683347500572e-02,3.238531490723713796e-02,1.549989571183916538e-02,6.696380383115557722e-02
8.358862827223263736e-02,8.173213873736147328e-02,1.083598142367802816e-02,5.887998806931205725e-02,4.378497061188591638e-02,4.026976403692725248e-02,4.685026851473848841e-02,8.804520073332480767e-02,7.423715327293696487e-02,2.866292054727528210e-02,3.392699645082485754e-02,4.885665371135958224e-02
7.253734491253321925e-02,3.906765812661849857e-02,8.134473670951009039e-02,6.780701098418184802e-02,5.332796978843369617e-02,6.142091542314844638e-02,7.889547643791461340e-02,5.885064912116108604e-02,3.563640149987939987e-02,5.401370394393258112e-02,7.557306126343946162e-02,4.028362639804707046e-02
9.010339335892304791e-02,3.412440202675549178e-03,7.955093292292159113e-02,5.780678689083416921e-02,8.211143069832384234e-02,1.327549926294721051e-02,3.896694876131533841e-02,5.248921835190736157e-02,6.099791318115737465e-02,9.363267732369075225e-02,7.455067872306244715e-03,2.492714114822774593e-02
4.081975792075408921e-02,1.252214321427516826e-02,8.629463112312888567e-03,9.314093374300236317e-02,5.294288140340042137e-02,9.431553605630295378e-02,4.985519049376692380e-02,5.754597607873314369e-03,2.819951455885388522e-02,4.021487227806301579e-02,7.725615477607443438e-02,6.945934049428754975e-02
7.762658899310607985e-02,7.633493173465703829e-02,4.122403340184834647e-02,4.957743623490944163e-02,4.017350571273192728e-02,3.210751381312400982e-02,9.359618092405130874e-02,9.073180449098477984e-02,8.969340657318010390e-02,7.805118392404150618e-02,8.033407462725278281e-02,7.961667828678230252e-02
6.671285202742745224e-02,3.623420248805871765e-03,4.448165057850554660e-02,2.894172011409893580e-02,3.089743691822310553e-02,6.505399358788085951e-02,7.279956133844396604e-02,6.758094555791258062e-02,7.743080983127392791e-02,4.831257095533721124e-02,1.780773633047116195e-02,7.804104801440428507e-02
1.237093512683324487e-02,4.255575218109485663e-02,3.069699991703059294e-02,8.614123343198318294e-02,7.976638138345154561e-02,1.354269986472467560e-02,5.125616571039395136e-02,4.837550230679615870e-02,3.636839751355287059e-02,7.073674085202320827e-02,6.843544201406634442e-02,2.156690880507244543e-02
4.115620755750908771e-02,7.564041314708140618e-02,3.521954794977630310e-02,6.047605030772024159e-02,7.763400682933882524e-02,7.581783477687628614e-02,9.204001846030417100e-02,5.272532512214175501e-03,6.300081553200193030e-02,6.165459902938889847e-02,4.755060370489350152e-02,8.305917041263295719e-02
3.830774617550612715e-02,1.576423136813607725e-02,6.607633733086731853e-02,2.113499956085771597e-02,8.262871306516014758e-02,7.521794924432717577e-02,9.240701906899838683e-03,5.134879592126802977e-02,3.214804868377531960e-02,5.936601416628654870e-02,1.755754844019619381e-03,9.182750224345771761e-02
1.329015019458690793e-02,8.793788645403681492e-02,8.629483687956917420e-03,1.051360930552574027e-02,7.680006612559184265e-02,1.957579162720445715e-02,2.836941459660610731e-02,6.073979226283057059e-02,6.289259600211027923e-02,5.587454638899690129e-02,4.719992120949265124e-02,6.062747090803347061e-02
9.735499913694741284e-03,4.283257343405649092e-02,4.744406184418346190e-02,1.988331687132589148e-02,9.270938506816897573e-02,5.726796002722987777e-02,1.298847155618638310e-02,4.406912129762020902e-02,1.815355440091991112e-03,5.852789507915956424e-02,6.640198048394987951e-02,1.590600873455289346e-02
5.371825419398596618e-02,6.586115362044953070e-02,8.661234720847163504e-02,2.193487052566586715e-02,6.153030564434125611e-03,4.481851729175763410e-02,7.380394087844466267e-02,7.966635681386066703e-02,8.822477689894296649e-02,9.985698230443481455e-03,3.573180581793168609e-02,8.017256417319193473e-02
