2.945103646219907056e-02,7.679490387881202085e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.006717137638083598e-01,1.072820130300683322e-01,3.001499668968237930e-03,2.263523927904919353e-01,6.064263880889920327e-03,1.727831398662605378e-01,1.825784998710363871e-01,0.000000000000000000e+00,6.382889538499179893e-02,1.113685735608183850e-03,3.411018615979057034e-02,0.000000000000000000e+00,2.741752895461085360e-01
0.000000000000000000e+00,1.655718313563484811e-01,0.000000000000000000e+00,6.551577085738246849e-04,2.147186369025172736e-01,0.000000000000000000e+00,1.369530377081152814e-02,9.323899944132175988e-02,0.000000000000000000e+00,1.120155657342458561e-01,6.259261744985911147e-02,0.000000000000000000e+00,6.280458495734821123e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.213067860888393912e-02,1.306308046213971175e-01
8.498008442070466295e-02,1.196741450955093600e-01,0.000000000000000000e+00,1.390764845360383528e-01,0.000000000000000000e+00,5.358896145903560559e-02,2.844209331254611839e-01,7.991846522292378463e-02,4.918673338324908162e-02,2.135500398129115684e-02,9.550099123132574711e-03,8.048719370470272527e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.499992104836915419e-02,1.425089957621432091e-01,3.119530303011857492e-03
1.868733367131762951e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.009995349495051639e-02,2.710160796974362546e-02,0.000000000000000000e+00,4.454648652006339832e-02,4.482577087657107877e-03,3.268899962190496278e-01,2.400284639536336417e-01,0.000000000000000000e+00,3.410436832917211891e-01,0.000000000000000000e+00,3.397825817578860041e-01,0.000000000000000000e+00,7.646209473362436219e-03
2.633718022072910510e-03,2.352534962945853625e-01,0.000000000000000000e+00,9.901914972362160783e-03,1.063993605602000514e-01,3.369972963054088805e-02,6.404651318562204314e-03,9.354865999157006839e-02,0.000000000000000000e+00,7.161546749119931943e-02,0.000000000000000000e+00,1.779105798359596063e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.062551765474662097e-02,5.657264300440194987e-02
4.187018901005992721e-02,0.000000000000000000e+00,5.863748577429148123e-02,1.367201681377131495e-01,4.961162299232808534e-03,0.000000000000000000e+00,3.358818043125463837e-01,0.000000000000000000e+00,3.833118789074125426e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.903655128520546191e-02,0.000000000000000000e+00,1.183691826674490696e-04,0.000000000000000000e+00,1.724960238201639906e-01,0.000000000000000000e+00
8.799124429683375867e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.597952730863518737e-03,1.705026708329820950e-02,3.706108666515528505e-02,0.000000000000000000e+00,5.543291656332357403e-02,0.000000000000000000e+00,1.300186364679886131e-01,1.789843724530010560e-01,0.000000000000000000e+00,3.492418815784128355e-02,0.000000000000000000e+00,6.487556693042036138e-02,0.000000000000000000e+00,2.732157021178612671e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.856696746562722655e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.464522370376848570e-02,0.000000000000000000e+00,7.611259025719206706e-02,8.018708031262679337e-02,0.000000000000000000e+00,1.141483972292930971e-01,0.000000000000000000e+00,7.615980218480603026e-03,0.000000000000000000e+00,6.714092794880928416e-02
9.014822634363737347e-03,1.825441609381316804e-02,2.555324953535862975e-01,2.466158711674143189e-01,5.205878987016305387e-02,1.280494833250138409e-01,0.000000000000000000e+00,8.402584789687611577e-03,3.180675528848890456e-03,2.151123096523464839e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.411797655538850227e-02,3.809750114133302751e-02,3.144099546934445849e-02,2.866980643488893296e-02,6.765373417302150173e-03,3.375349626882952203e-02,0.000000000000000000e+00,7.173593546343496295e-03,3.172599143433942892e-01,6.433796035295618514e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.533863118352404006e-02,1.178885668457585120e-02,7.106101543256991560e-02,0.000000000000000000e+00
2.805209455731367402e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.550271100916553735e-01,1.109098777042921312e-03,0.000000000000000000e+00,2.813543119558613581e-01,0.000000000000000000e+00,2.994335143381892869e-02,1.137406102123041942e-04,0.000000000000000000e+00,6.974182422712200957e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.681564120898189352e-01,0.000000000000000000e+00
1.269542017287648705e-01,3.501098944097105412e-03,0.000000000000000000e+00,1.858981560335890102e-03,6.043423713352497756e-04,7.790456176867416316e-02,1.226629957163445778e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.025871699623987526e-02,0.000000000000000000e+00,2.194495985764632895e-01,3.755638039029938514e-03,2.923160885359011793e-02,2.071148359538992848e-03,0.000000000000000000e+00,2.239005677453820634e-02
8.232677039683589104e-02,1.500765305524850469e-02,1.357936650228070974e-01,0.000000000000000000e+00,3.188997483624263218e-02,7.122221402440209737e-02,5.961207468783173702e-02,7.758318109674161404e-03,8.903060695690436649e-03,1.509155621978153401e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.082786845019634986e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.393962821736596525e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.210433729993197330e-02,0.000000000000000000e+00,4.696034881795727034e-02,7.778605502115419623e-02,0.000000000000000000e+00,5.401857831264780807e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.418345719158765977e-02
2.332372196244449560e-05,0.000000000000000000e+00,3.023201725762344472e-01,2.220120143133045287e-01,0.000000000000000000e+00,4.887854613734218812e-02,1.544402814409576163e-02,0.000000000000000000e+00,2.807903370813677121e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.293306241348924496e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.868055161992530355e-01,0.000000000000000000e+00,4.221354894195980360e-03,4.319112319387193033e-02,0.000000000000000000e+00,1.335535729172955370e-02,4.679568490047208290e-02,0.000000000000000000e+00,4.798138896138071097e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.366440270941676444e-02,7.801600037736611259e-02
9.226783457546412770e-03,5.120466348960112796e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.710780073600449980e-02,0.000000000000000000e+00,4.182912891018406194e-03,2.696923751358419885e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.496471864772175829e-03,6.043182279263934267e-03,0.000000000000000000e+00,7.068036127030401239e-02,0.000000000000000000e+00
6.251006914862267116e-02,2.973333140307018053e-03,5.802664014236291745e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.226688344962970273e-02,5.584325797018342002e-02,0.000000000000000000e+00,1.299836139425116464e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.038384109400477873e-01,0.000000000000000000e+00,1.736276821188775521e-01,0.000000000000000000e+00,1.489729033884978626e-01,5.752738287761981900e-02
