0.000000000000000000e+00,5.714687568108007230e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.425198637848475752e-02,1.168859592967426887e-05,1.724214412590206469e-01,0.000000000000000000e+00,1.167272919462640918e-01,1.186763641187650251e-02,0.000000000000000000e+00,1.691747553659774250e-01,3.225983616949397448e-02,0.000000000000000000e+00,4.167809007947884808e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.360959139304533314e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.736077350006289266e-01,0.000000000000000000e+00,1.412160984919268447e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.107646699852867123e-03,2.890615321847982977e-01,0.000000000000000000e+00,1.578462244104567591e-01,2.276685289989934663e-02,7.865087278994518667e-04,4.009393133995483964e-03,2.450997034236130842e-02,1.420679807152521595e-02,3.662906055862796828e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.114654367528023771e-01,3.829211439211038098e-02,2.190822568852995866e-01,4.020396170364980148e-02,1.429544956441146375e-01,3.084200645610827088e-02,0.000000000000000000e+00,1.809548595593351433e-02,7.717030708156838448e-02,3.887461976519007625e-03,8.102828330871244752e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.777146109031086219e-02,0.000000000000000000e+00,8.411182410272007026e-03,1.439898237443984616e-03,5.186861274901502505e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.072661909716482526e-07,1.575685878186004474e-01,2.628608380948162584e-02,3.680857424489623192e-02,0.000000000000000000e+00,6.649872550498397983e-02,2.558404921176017990e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.930449786132956480e-02,1.100988023407722081e-02,0.000000000000000000e+00,2.375615125360293345e-02,1.807195805148905862e-02,1.419565334276991220e-01,4.964654006440372136e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.412235919483579405e-02,0.000000000000000000e+00,7.306073290084322269e-02,0.000000000000000000e+00,5.038662826416529655e-02,1.055723399064666529e-01,2.536066958899656568e-02,9.881473504510224215e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.708544254313804078e-02,0.000000000000000000e+00,1.462129197235528810e-02,3.288493570401675864e-02,1.153490642568729962e-01,1.018864848199295264e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.587363430504614412e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.964189611232265875e-02,3.906099584565975863e-02,1.032138619012113873e-01,3.978319885822917401e-02,8.540144001320952583e-02,7.427672318247919951e-03,0.000000000000000000e+00,1.121320111399713715e-01,3.385591459362653072e-02,8.307440695842913808e-03,9.263362661540383569e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.724359973629224468e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.206778531982517944e-02,5.472321784965051422e-02,7.046568191123346592e-02,0.000000000000000000e+00,1.680680336069613479e-03,3.054377899188206666e-02,0.000000000000000000e+00,4.991272634361387101e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.103754031845596423e-02,1.892235296974854181e-02,4.207972368948083991e-02,3.558238700827893140e-03,3.401364362735372071e-02,1.221886166877215046e-01,1.053479046117388046e-01,5.028683622717281974e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.048541755834919431e-01,0.000000000000000000e+00,1.095398840872487557e-03,9.590066053897234721e-04,1.885958550455127045e-02,0.000000000000000000e+00,5.965344960141706621e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.553270545641708411e-01,0.000000000000000000e+00,4.723663072825162734e-02,0.000000000000000000e+00,3.700264505613250210e-02,1.600300458304715900e-01,1.019471229165248016e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.472156346414414153e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.081041091182229075e-02,2.902084207368403335e-01,0.000000000000000000e+00,5.358137789676381546e-01,0.000000000000000000e+00,5.358761927921285723e-02,4.393000635968675321e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.457988607997782404e-02,2.033941506678788600e-04,1.812924485714550171e-01,0.000000000000000000e+00,1.772710968735070058e-01,1.124625485151610656e-02,0.000000000000000000e+00,2.983395946044720484e-02,0.000000000000000000e+00,4.945561825388490422e-03,1.444997873416811462e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
