2.343696181592893821e-02,3.444854831989957455e-02,3.732252279117588556e-03,3.318567927723265615e-02
1.378292670600019323e-02,4.969960447425312428e-02,1.034720348917288722e-02,2.634195444627237051e-02
2.674335136398893822e-02,5.004834526618768403e-02,1.186606437359425704e-02,2.189583610842741560e-03
1.120864253039522340e-03,3.125103192998833490e-02,2.446393532353044117e-02,3.455688689798475793e-02
5.550737730845761719e-02,1.666584851765362876e-02,3.339089547174491079e-02,1.376161546940804156e-03
1.200506979412910118e-02,3.927456248112032311e-02,3.726957922186055483e-02,3.967054635910900046e-02
4.384891847231821987e-02,5.369977961725890675e-02,0.000000000000000000e+00,1.050806583223119805e-03
4.433834055819272507e-02,6.902687243467112155e-03,4.908264181994922287e-02,0.000000000000000000e+00
1.107624008257140392e-02,1.531044154368608329e-02,7.448700541166773659e-02,2.365700567527359924e-02
9.926735268414511870e-03,4.776073618603168119e-02,1.720947854737163440e-02,5.698027897949616699e-02
3.322848048263764287e-02,2.663963435777942645e-02,3.212071034577750062e-02,1.329101429230334849e-02
4.862418436278167361e-02,4.717368754570534090e-03,2.435624655486376064e-02,3.863658036766366016e-02
2.399719335072300619e-02,3.828781183092785229e-02,1.954667212069845228e-02,6.490180412145336863e-02
4.838768702702044705e-02,4.884387253307323484e-03,1.592108894746413483e-02,1.695469790986880651e-02
1.503445250544578962e-02,3.757028392927576343e-02,1.533192898945841265e-02,2.714670345435987037e-02
3.433322287499832731e-02,1.735272212668420794e-03,3.819568671536449894e-03,2.187737419651401838e-02
5.050436317845390793e-02,4.426671191994489135e-02,3.911983053523142295e-02,2.306737413181299962e-02
0.000000000000000000e+00,1.138227406275598916e-02,2.544440706682864206e-02,0.000000000000000000e+00
6.228960851018114885e-03,1.203359153708199666e-02,8.671414544614572742e-03,3.912710203956962229e-02
2.186330998826009273e-02,4.987063020497175397e-02,2.994115517623021153e-02,0.000000000000000000e+00
3.216421238071343058e-02,3.006183464834176304e-03,3.302280688764275968e-02,6.382590508709154453e-02
0.000000000000000000e+00,3.931068643867518392e-02,0.000000000000000000e+00,1.996845112280036527e-03
2.732532894169754575e-02,1.750692576322304336e-02,5.241616837832258069e-02,3.802741655658526537e-02
4.098058596125553343e-02,2.859011296301068941e-02,5.845427872267765224e-02,0.000000000000000000e+00
5.456110582003463605e-02,3.835236711868024451e-02,5.442624867689103280e-02,2.563336438451798566e-02
5.919139241641005467e-02,1.123753361627941689e-03,0.000000000000000000e+00,3.631857819658725062e-02
1.058798374652522231e-02,0.000000000000000000e+00,5.503924782214791867e-02,7.386881105146239678e-04
6.524629470273159496e-03,1.485829206432709437e-02,4.865840493309459697e-02,0.000000000000000000e+00
1.606533522348071660e-02,4.089193635546518879e-02,1.603305339201817684e-02,1.026625466008861814e-02
5.222135526709714010e-02,0.000000000000000000e+00,5.335485287212139542e-03,8.828828601698496953e-03
2.184951038463285589e-02,0.000000000000000000e+00,4.419271037010308323e-02,3.741185578893637537e-02
2.899118906733927359e-02,3.721247325690021229e-02,3.957502725381774333e-02,0.000000000000000000e+00
4.683521313358716964e-02,4.175379844877435270e-02,3.034835566648276875e-02,0.000000000000000000e+00
2.562274965030768986e-02,3.221645598092109930e-02,3.997590111637907423e-02,3.448391877224632474e-02
