5.413802438037074172e-04,4.617396467084666258e-03,9.150675115324632264e-03,9.367396190379531640e-03,2.611274372439562064e-04,2.344230524312946890e-03,4.744657826766335296e-03,3.745768959732621080e-03,4.756474554616481332e-03,3.284249364997295778e-03,4.317097462501473526e-04,9.609984258096768150e-04,1.937643036999864288e-03,5.132661222447543192e-04,8.939509279411865170e-03,7.577060596978039964e-03,3.990896303412039270e-03,1.124988273632998581e-03,2.917020052076585435e-03,7.509533980060753566e-03,2.479758755812903892e-03,1.761741671249615832e-03,1.312831892033433645e-03,2.396077487692487018e-03,4.753496749882887840e-03,6.376623006038459329e-03,3.800839297363668712e-03,1.424039140071847558e-03,1.264747116477490940e-02,1.137298886419145505e-02,4.736331460646475700e-04,1.290786842562972880e-03,2.095288175740415981e-03,3.759706935788646905e-03,4.037229847285783019e-03
8.882740427850144282e-03,6.863276280163668058e-03,1.002796574281528824e-02,4.998377301625247376e-03,1.078459470573885082e-02,6.941494128710240692e-03,5.400559734835150283e-03,1.197338324417627185e-02,2.472591978337190452e-03,1.353910778983390302e-02,1.974306377356193493e-03,9.637607684288042320e-04,1.590186308664254602e-02,1.037739592680504697e-02,4.867844789915308154e-03,1.815588205061849369e-03,1.174990351036409031e-03,6.648402509559741928e-03,6.515770689041675001e-04,2.483472955379532887e-03,5.760917537971227409e-03,3.795643541612641475e-03,2.080371042940707543e-03,5.525762624028970893e-04,2.239977350512803445e-04,1.893740992130558964e-02,1.043854546268624395e-04,3.333669718486502107e-03,4.548932355980556119e-03,2.719889368087452519e-03,1.944070163051828115e-03,8.595734968210519411e-04,1.624902752492829450e-04,6.670859621327745667e-03,3.133751023174657230e-03
7.372148373203851746e-03,6.922996313897394893e-03,7.289264238811987706e-04,7.222836783719988052e-03,2.997440715510182874e-03,4.721135035018964726e-03,2.611282735696548313e-03,2.531331082708268565e-03,3.918486273208190984e-03,8.855912805988915004e-03,7.608833544346965683e-03,3.347842312409754495e-03,5.922766749730988545e-03,4.030529888375971453e-03,1.666319247887189381e-03,2.123955478726922974e-03,2.365638653098594071e-03,9.054034808816252555e-03,1.679575083664709700e-03,1.425415375657039518e-03,5.543874688186928301e-03,8.894537486508799495e-03,7.730402432670910318e-03,5.857649192657701787e-04,3.596737534027878366e-03,5.082255081661199436e-03,2.580926548060330505e-03,2.266797731458353171e-03,1.385954273659249780e-03,2.355473938097228659e-03,2.392812305757455182e-03,1.014634645074660724e-03,6.199130760582824765e-03,6.801272449808409837e-03,7.026190278173749526e-04
2.140237681513528032e-03,3.290917256645086667e-03,1.263208747940246235e-05,2.557620650273294011e-03,2.203565349845178212e-03,2.098051086498898946e-04,8.284861881530797278e-05,8.864291905951964109e-04,1.263405591464105554e-03,3.070790967525938164e-03,4.461912315151340958e-03,2.230261906601201105e-03,3.569065290490475162e-03,1.631678517798506450e-03,3.389212375487621418e-03,6.117765232715580148e-03,8.236313854003127211e-03,4.984014365864031931e-04,9.652001793021662557e-04,4.472714103173038719e-03,4.908892006167296478e-03,7.458010534634927310e-05,1.052341802941120230e-02,3.493775830088819475e-03,7.666791380854076632e-03,4.295498942662765579e-03,1.549630861748332172e-03,7.735067325958777098e-04,9.558039711043270215e-04,2.837860388187923855e-03,8.313409152836487293e-03,1.588421122676458852e-03,1.165565898420012347e-03,4.508680535536554817e-04,2.665849056830447647e-06
6.348504976732990968e-03,3.621047630915419369e-03,5.592178513996151797e-03,7.025158819898343759e-03,2.545559140954334332e-03,7.004986298622999097e-03,8.346123944845199039e-03,1.207466013926705717e-02,2.053359934132338582e-03,1.044894730474265135e-02,3.979934225650707397e-04,7.877915603357599217e-05,3.862016534127953038e-04,6.699880420937456837e-03,2.004173512030073441e-03,1.517460851800148114e-02,1.572562639367530712e-03,3.778812212254069672e-03,4.134921534758306816e-05,4.287776233495230183e-04,1.975049195185197854e-03,2.147547772223753343e-03,5.654532711096201328e-03,1.347494550892542817e-03,4.894576923404642121e-03,1.184631899482741640e-02,5.354941944496607875e-03,3.974414339281502964e-03,3.235827187148078432e-03,1.026186727904557228e-02,5.941231829550253085e-03,2.104600381197745118e-03,4.240031303791937795e-03,7.584687943064839441e-03,3.702178030763880572e-03
5.523549197202885092e-03,5.153612592300460538e-04,3.918251843914380417e-04,5.361201897878753453e-03,6.239599400576945065e-03,2.296339255814773550e-03,6.364251911958902080e-04,7.740288515290932869e-03,2.922765143084357642e-03,9.321853450009742748e-04,2.274179580102203557e-04,1.940773308867910218e-04,7.004580208854378938e-03,7.074522634246144942e-04,4.807547239562171004e-03,8.456033508932493323e-03,7.354458506663528322e-04,2.139731963008172089e-03,1.245399025284012196e-03,5.698476925060300124e-03,6.181068007539078368e-04,6.192108983686772650e-03,1.744233917255648587e-03,7.626260141137118642e-03,9.160996313024508250e-04,3.470176878350217375e-03,3.091570061988298257e-03,6.302493723210858545e-03,4.519044570269518946e-03,2.767665273632150674e-03,3.008069125405881360e-03,5.216084047077138366e-03,8.150007669084491499e-04,9.346895563577692356e-03,8.201588394525088921e-04
4.289667845126634953e-03,1.071911304172956615e-03,2.234006815107665578e-04,1.370558999865959795e-03,8.297359161023986490e-04,1.122340961416283924e-03,3.314319174688981628e-03,1.707746302439819069e-03,3.502328579267910413e-03,4.497590878499208369e-03,4.435708606827152775e-03,1.492316692017200963e-03,7.710170754928313136e-03,1.080180538045431154e-03,2.188375916771258516e-03,5.227546123459755889e-03,6.482364684164680646e-03,1.461771752794389923e-03,8.955094936875759512e-03,1.479512245728226497e-02,6.162156305010436409e-03,3.265789598809411189e-04,9.422868705750798990e-03,3.660983737387629288e-03,7.786787730099484217e-03,1.313259914109153603e-02,4.349897204038041809e-03,1.243187574852673474e-03,1.890540769282973710e-03,8.178612576703006565e-03,6.046262983502491417e-03,4.183268102721784606e-03,6.374807597206433307e-03,8.250700277330539039e-05,1.230048494114743070e-04
3.457939680500790851e-03,1.419650566831820145e-03,2.016787861352857449e-03,1.505666981768173174e-03,5.546566931591672897e-03,0.000000000000000000e+00,3.102830361401985593e-03,5.041643698168784887e-04,4.038404141798877973e-03,5.128502306647941475e-03,1.191836326845544490e-03,8.577894330398243457e-04,1.048326672777684723e-03,8.832106172302865710e-04,2.052854841703154881e-03,4.263587728563829164e-03,4.172250759221646232e-04,5.958313471737365988e-04,3.921158287002672604e-03,1.479249406053585042e-03,1.957857912322977494e-03,0.000000000000000000e+00,9.275553771233915890e-04,2.051837120467516103e-03,1.527710100620388589e-03,8.832168379836125710e-03,4.820025590617877005e-03,3.471851617388007553e-04,3.293283991630313601e-03,1.607585960650546875e-03,2.142155177442567338e-03,5.155897866934270463e-03,9.834972517606815900e-03,5.659503912137403992e-04,0.000000000000000000e+00
1.885465729866006926e-02,3.033819982956528771e-03,6.820964611204266559e-04,3.076538619401584032e-03,3.785912750930320314e-03,9.180916714927767064e-03,1.092611307793662362e-03,5.956666364824142468e-03,1.248641765280819604e-03,1.407215803563223455e-02,2.578001343555395841e-03,3.146636613510731331e-03,8.704490787310240063e-03,2.835927425004684463e-03,4.761453490755105517e-04,1.217197208714781292e-03,2.629482604677775559e-03,5.952324878314353696e-03,2.631894696799808031e-03,5.425674835990513048e-03,4.384117845278413111e-03,7.057463040172140718e-03,4.718050991730574073e-03,7.031781727984132147e-04,1.066227108390426295e-03,3.712695065301932495e-03,1.970811123570507389e-04,3.968130514141594151e-03,5.564665135661416018e-03,9.016715906405813052e-04,1.767853315295738956e-03,4.801943525082754544e-03,4.782528401767101658e-03,1.558032577063907936e-03,1.273926974556534308e-03
9.230787906328676018e-03,5.062126248597680761e-03,7.103572105183669771e-03,3.910307740891905137e-03,1.106671353471844199e-02,1.942828408716171934e-02,3.515625335203487883e-03,9.809541106601017690e-03,4.212256655968339703e-03,2.335606077154286919e-03,4.833446805419588585e-03,5.692555170888138893e-04,8.958903744363137800e-03,7.487829399978267186e-03,4.366551342198238261e-03,7.518764365417639553e-03,2.891856047254382639e-03,3.279413783296110385e-03,5.490047431631726524e-03,2.306434422200944780e-03,4.546864205147577165e-04,7.029626739870516172e-04,1.783173393721234961e-03,1.059409950216828010e-02,2.280086620993554501e-03,1.025385655211356883e-02,1.793517623844366471e-03,1.265375768474521351e-02,2.809638648722239708e-03,8.594811178884529529e-05,2.706325850012417100e-04,3.495157397618610384e-03,2.846296603665832495e-03,6.504672543097960238e-03,2.014524192047111029e-03
