2.092664494856075891e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.545951102434379720e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.824123975657963859e-02,0.000000000000000000e+00,3.083889183508905021e-02,8.239012714218429956e-02,0.000000000000000000e+00
1.411166186831155911e-02,0.000000000000000000e+00,2.250379129036534850e-02,1.784039944507548048e-01,1.034204277050521370e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.552496831219307788e-02,1.464189216222778860e-02,0.000000000000000000e+00
1.861880207083094207e-02,1.368176229955460219e-05,0.000000000000000000e+00,5.605058413248971069e-03,9.613609883594088912e-03,1.289598476754209022e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.037350697343003836e-02,2.017796636545311426e-02,5.953038988209025800e-02
3.467559361820603692e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.695078215269727684e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.862546162258155447e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.384498558850727520e-03,7.058068223840030520e-02,5.345926027623250365e-02,8.750545864363264148e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.479652508712414882e-01,3.770062611430018140e-02,0.000000000000000000e+00
7.902155302273235205e-03,6.569045287026996360e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.932300917400106996e-03,1.789549601126320666e-01,2.495691489320021189e-02,1.419731884883737756e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.529404049505063118e-02
0.000000000000000000e+00,4.264142609278922733e-03,0.000000000000000000e+00,5.375208141405680290e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.456823354622190266e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.735937292496320394e-02,0.000000000000000000e+00
3.000696510596491048e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.482916164774856216e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.119754697681069722e-01,1.151585527634518963e-01,0.000000000000000000e+00,1.095638628800495451e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.588467986618608552e-01,6.555034012385844988e-02,5.561877099549241039e-03,0.000000000000000000e+00
1.742917125555717150e-01,0.000000000000000000e+00,1.001019387968527311e-02,2.030520454475955201e-03,7.223567603433792006e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.731602252290343114e-04,1.925392357665513471e-03,0.000000000000000000e+00
1.097489701171338976e-02,1.340864289101547160e-02,4.426837013984738153e-03,0.000000000000000000e+00,2.826104674452646973e-02,1.459577092652142305e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.211424279816495780e-02
8.842853937735074832e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.739915922032392204e-03,1.309538863173919654e-01,4.063622551571113156e-02,0.000000000000000000e+00,2.577556020238499709e-02,1.308212459746534162e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.793211438429109357e-04,0.000000000000000000e+00,1.188481637648737890e-02,2.800880651694199197e-01,1.859873110257875550e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.286884665125036523e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.150335660218936434e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.685891275337564665e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.265795854332992798e-01,0.000000000000000000e+00,1.092361140533104277e-02,2.754673065195023529e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.129925275668854673e-02,1.412841988061768091e-02,1.071960393836916825e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.090925140621027023e-02,4.168670434114602613e-02,0.000000000000000000e+00
1.675280602198184199e-01,4.299340397247358725e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.639051026313258219e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.864548482231621548e-02,0.000000000000000000e+00,1.892425717220722579e-03,1.536281691216043622e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.686268550122670518e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.905493361104973596e-03,0.000000000000000000e+00,7.768868471209696216e-03,1.203997157257626462e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.049664040707583845e-01,0.000000000000000000e+00
6.263255479046329205e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.172996978442039234e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.149201143793887381e-03,0.000000000000000000e+00,4.271982714119944291e-02,3.291147869649462682e-02,0.000000000000000000e+00
0.000000000000000000e+00,3.183641539498678896e-01,1.480459628659218374e-03,0.000000000000000000e+00,1.346624650990294880e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.263186286935004399e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.541506024734714229e-02,1.342168610677502323e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.805833088050798729e-02,0.000000000000000000e+00
6.280211062869307803e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.550486936768996862e-03,0.000000000000000000e+00,1.168685531488442182e-02,1.686504117165484387e-02,0.000000000000000000e+00,3.703558771714953452e-06,5.937411011015818890e-02,0.000000000000000000e+00
8.908781409342717006e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.349489674835645914e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
