_Fs_	0.06779661	0.0367893	0.03783784	0	0	0.03045685	0.01727862	0.11453744	0.04504505	0.04081633	0.1	0.07407407	0.0032538	0.02991453	0.02811951	0	0	0.05963303	0	0.05882353	0	0.03539823	0.09090909	0	0.02109705	0.125	0.03211009	0.13402062
_Ff	0.0720339	0.03344482	0.02702703	0.0083877	0.00483092	0.02030457	0.05615551	0.05286344	0.03603604	0.04081633	0.1	0.01234568	0.01409978	0.01282051	0.02636204	0.00290698	0.01114206	0.04587156	0.01618123	0	0.00684932	0.00589971	0.04545455	0.04285714	0.01687764	0.025	0.03211009	0.06185567
_FF	0.01694915	0.02675585	0.03243243	0.0083877	0.00241546	0.05583756	0.01727862	0.08370044	0.03603604	0.04081633	0.05	0.03703704	0.00433839	0.03846154	0.03690685	0.01017442	0.01392758	0.02752294	0	0	0.00684932	0.01179941	0.01239669	0.02857143	0.00421941	0.025	0.03669725	0.03092784
_Sss	0.00423729	0.00334448	0	0.02236719	0.03140097	0	0.00431965	0.00440529	0	0	0	0	0.01409978	0.01709402	0.01757469	0.0377907	0.06963788	0	0.02912621	0	0.02226027	0.00589971	0.00413223	0	0.00421941	0	0	0
FS_	0.02542373	0.02341137	0.02702703	0	0	0.10152284	0.00647948	0.07488987	0.01801802	0.08163265	0.05	0.09876543	0.0032538	0.06837607	0.01581722	0	0.00278552	0.00917431	0	0.08823529	0.00342466	0.01179941	0.00826446	0	0.02531646	0.125	0.04587156	0.02061856
_Ss_	0.01271186	0	0	0.00093197	0	0	0.02807775	0	0.01801802	0.12244898	0	0.01234568	0.02277657	0.04273504	0.04217926	0.00726744	0.01949861	0.00458716	0.00970874	0.08823529	0.02568493	0.03244838	0.00826446	0.05714286	0	0	0.00917431	0
_ee	0.01694915	0.02341137	0.07027027	0	0	0.06598985	0.03239741	0	0	0	0	0.03703704	0.01301518	0	0	0.01017442	0.00278552	0.03211009	0.00323625	0	0.0119863	0.0560472	0.04132231	0	0.07594937	0	0.01376147	0.04123711
fs_	0.06355932	0.04682274	0.02162162	0.00186393	0.00241546	0.02030457	0.01511879	0.03524229	0.04504505	0	0	0	0.00433839	0.02136752	0.02636204	0.00145349	0	0.06880734	0	0	0.00684932	0.02359882	0.02892562	0.04285714	0	0	0.00917431	0.02061856
ssss	0	0	0	0.09506058	0.16908213	0	0.00863931	0	0.00900901	0	0	0	0.0867679	0	0.01405975	0.07994186	0.00835655	0	0.11326861	0	0.06335616	0.00589971	0.00413223	0	0.05063291	0	0.00458716	0
Fss	0.00847458	0.01672241	0.02702703	0.02423113	0.00724638	0	0.01511879	0	0.03603604	0.02040816	0	0	0.01301518	0.0042735	0.01933216	0.00726744	0.01671309	0	0.00323625	0	0.02226027	0.02064897	0.01239669	0.05714286	0.01265823	0	0.03669725	0
_FS_	0.01694915	0.01003344	0.02702703	0	0	0.07106599	0.00431965	0.03964758	0.01801802	0.08163265	0.05	0.08641975	0.0021692	0.05128205	0.00878735	0	0	0.00917431	0	0.08823529	0.00171233	0.01179941	0.00826446	0	0.02531646	0.125	0.0412844	0.02061856
ssss_	0	0	0	0.05312209	0.03140097	0	0.00863931	0	0.00900901	0	0	0	0.02603037	0	0.00878735	0.03052326	0.00835655	0	0.01941748	0	0.0239726	0.00589971	0.00413223	0	0.01687764	0	0	0
fss	0.00423729	0.02341137	0.00540541	0.02982293	0.00483092	0	0.03023758	0	0.00900901	0	0	0.02469136	0.03470716	0	0.01581722	0.00726744	0.01114206	0.00458716	0.01294498	0	0.02226027	0.01769912	0.00826446	0	0.01265823	0	0.02293578	0.02061856
Sss_	0.00423729	0.00334448	0	0.00652377	0.00241546	0	0.00647948	0.00440529	0	0	0	0	0.01193059	0.00854701	0.00878735	0.02180233	0.06963788	0	0.02588997	0	0.01883562	0.00589971	0	0	0.00421941	0	0.00917431	0
Ssss	0	0	0	0.02329916	0.0410628	0	0	0	0.00900901	0	0	0	0.01084599	0.0042735	0.01230228	0.03924419	0.01949861	0	0.03236246	0	0.0119863	0	0.00826446	0	0.00421941	0	0	0
eee	0.00847458	0.01337793	0.05405405	0.00093197	0	0.04568528	0.03023758	0	0	0	0	0.03703704	0.02386117	0	0	0.02034884	0	0.0412844	0.00647249	0	0.01712329	0.03834808	0.01652893	0	0.07172996	0	0.00917431	0.02061856
_Fss	0.00847458	0.01337793	0.02162162	0.02143523	0.00724638	0	0.01511879	0	0.02702703	0.02040816	0	0	0.00759219	0.0042735	0.01405975	0.00581395	0.01114206	0	0.00323625	0	0.01883562	0.01474926	0.01239669	0.05714286	0.01265823	0	0.03211009	0
eee_	0.00847458	0.01003344	0.04324324	0.00093197	0	0.03045685	0.01943844	0	0	0	0	0.02469136	0.00759219	0	0	0.01017442	0	0.03211009	0.00323625	0	0.0119863	0.03244838	0.01239669	0	0.03797468	0	0.00917431	0.02061856
Ffs	0.03389831	0.01672241	0.01621622	0.00652377	0.00483092	0.01522843	0.02159827	0.01321586	0.02702703	0	0	0.01234568	0.00759219	0.00854701	0.01405975	0	0.00278552	0.03211009	0.00647249	0	0.00684932	0.00294985	0.01652893	0.02857143	0.00843882	0	0.01376147	0.02061856
FSs	0	0.00334448	0.00540541	0.00652377	0.00241546	0	0.00431965	0	0	0	0	0	0.00433839	0.02991453	0.00878735	0.01453488	0.01949861	0.00917431	0.01618123	0	0.00856164	0	0.00826446	0.02857143	0.00421941	0.025	0.00917431	0
_Sss_	0.00423729	0.00334448	0	0.00465983	0.00241546	0	0.00431965	0.00440529	0	0	0	0	0.00650759	0.00854701	0.00878735	0.01744186	0.05292479	0	0.01294498	0	0.01369863	0.00589971	0	0	0	0	0	0
_eee	0.00847458	0.00668896	0.03783784	0	0	0.02538071	0.01511879	0	0	0	0	0.01234568	0.00650759	0	0	0.00436047	0	0.01376147	0	0	0.00856164	0.02654867	0.01652893	0	0.03797468	0	0.00458716	0.01030928
ffs	0.02966102	0.06020067	0.00540541	0.00745573	0	0.00507614	0.01295896	0.00881057	0.01801802	0	0	0	0.01409978	0.00854701	0.00702988	0.00436047	0.00557103	0.02293578	0.00323625	0	0.00513699	0.01474926	0.01652893	0	0	0	0.01376147	0
_ss	0	0	0	0.00465983	0.00241546	0	0.01943844	0	0.00900901	0	0	0	0.01193059	0.0042735	0.01581722	0	0	0	0	0	0.01541096	0.02949853	0	0	0.00421941	0	0	0
_Ffs	0.02966102	0.01003344	0.01081081	0.00372787	0.00483092	0.01015228	0.02159827	0.00440529	0.00900901	0	0	0.01234568	0.00433839	0.00854701	0.00878735	0	0.00278552	0.01376147	0.00647249	0	0.00513699	0.00294985	0.01652893	0.02857143	0.00421941	0	0.01376147	0.02061856
fsss	0	0	0.00540541	0.02236719	0.00483092	0	0.01511879	0	0	0	0	0.01234568	0.02819957	0	0.00175747	0.00581395	0.00835655	0	0.00970874	0	0.01369863	0.00294985	0.00413223	0	0.01265823	0	0.00458716	0
sssss	0	0	0	0.03914259	0.13043478	0	0	0	0	0	0	0	0.05639913	0	0.00351494	0.04796512	0	0	0.09061489	0	0.03938356	0	0	0	0.02953586	0	0	0
_Ssss	0	0	0	0.01491146	0.02657005	0	0	0	0	0	0	0	0.00650759	0.0042735	0.00702988	0.02034884	0.01392758	0	0.01618123	0	0.00856164	0	0.00413223	0	0.00421941	0	0	0
Fff	0.04237288	0.02006689	0.01081081	0.0027959	0.00241546	0.01015228	0.01295896	0.02202643	0.01801802	0	0.05	0	0.01084599	0.0042735	0.01054482	0	0.00557103	0.02293578	0	0	0.00342466	0.00589971	0.01652893	0	0	0	0.01376147	0
_FSs	0	0	0	0.00186393	0.00241546	0	0.00431965	0	0	0	0	0	0.0032538	0.02564103	0.00702988	0.0130814	0.01671309	0.00917431	0.01618123	0	0.00684932	0	0.00826446	0.01428571	0.00421941	0.025	0.00917431	0
_SS	0	0.00334448	0	0.00093197	0	0	0.00215983	0.00440529	0.00900901	0	0	0	0.0021692	0.02136752	0.01405975	0.01162791	0.00835655	0	0.01294498	0	0.00342466	0	0.00413223	0	0	0	0.00458716	0
_ee_	0.00423729	0.01672241	0.03243243	0	0	0.04060914	0.01295896	0	0	0	0	0.02469136	0.00542299	0	0	0.00436047	0.00278552	0.01834862	0.00323625	0	0.00342466	0.02654867	0.02066116	0	0.03375527	0	0.00458716	0.02061856
sssss_	0	0	0	0.02982293	0.02173913	0	0	0	0	0	0	0	0.01735358	0	0.00351494	0.01744186	0	0	0.01294498	0	0.01883562	0	0	0	0.01265823	0	0	0
SS_	0	0.00668896	0	0	0	0	0.00647948	0.00440529	0.00900901	0	0	0	0.0010846	0.03418803	0.01405975	0.01162791	0.00557103	0	0.00323625	0	0.00684932	0	0.00826446	0	0	0	0.00917431	0
Fsss	0	0.00668896	0	0.02143523	0.00724638	0	0	0	0	0	0	0	0.01193059	0	0.00702988	0.00581395	0.01671309	0	0	0	0.00856164	0.00294985	0.00413223	0	0.00843882	0	0.02293578	0
Fss_	0.00847458	0.01003344	0.02702703	0.00093197	0	0	0.01295896	0	0.03603604	0.02040816	0	0	0	0.0042735	0.00878735	0	0	0	0	0	0.01027397	0.01769912	0.00826446	0.05714286	0.00421941	0	0.01376147	0
FFs	0.00423729	0.01003344	0.00540541	0.00186393	0	0.02538071	0	0.01762115	0.01801802	0	0	0.01234568	0	0.01282051	0.00878735	0.00436047	0.00278552	0.01834862	0	0	0.00342466	0.00884956	0.00826446	0	0	0.025	0.01834862	0.02061856
_fs	0.01271186	0.01337793	0.01081081	0.00372787	0	0	0.01295896	0.01321586	0.00900901	0	0	0.02469136	0.0032538	0	0.01054482	0	0	0.02293578	0	0	0.00684932	0.02359882	0.01239669	0.01428571	0.00421941	0	0	0.02061856
FFS	0	0.01003344	0.00540541	0.00372787	0	0.03045685	0	0.03524229	0	0	0	0.01234568	0.0010846	0.02136752	0.01054482	0.00436047	0.00557103	0	0	0	0	0	0	0.01428571	0	0	0.00917431	0
_eee_	0.00847458	0.00334448	0.02702703	0	0	0.02030457	0.00863931	0	0	0	0	0	0.00433839	0	0	0	0	0.01376147	0	0	0.00513699	0.02064897	0.01239669	0	0.02531646	0	0.00458716	0.01030928
Sssss	0	0	0	0.01491146	0.02898551	0	0	0	0.00900901	0	0	0	0.0032538	0	0.00351494	0.02616279	0.00278552	0	0.01618123	0	0.01027397	0	0.00413223	0	0.00421941	0	0	0
FFf	0.01271186	0.01003344	0.01081081	0.00372787	0.00241546	0	0.00647948	0.01762115	0.01801802	0.02040816	0.05	0	0.0032538	0.0042735	0.01054482	0.00436047	0.00278552	0.00917431	0	0	0.00342466	0.00589971	0	0.01428571	0.00421941	0	0.00917431	0
Ffs_	0.02966102	0.01003344	0.01081081	0	0	0.01522843	0.00215983	0.01321586	0.02702703	0	0	0	0.0032538	0.00854701	0.01054482	0	0	0.03211009	0	0	0	0	0	0.02857143	0	0	0	0
Ssss_	0	0	0	0.00372787	0.00966184	0	0	0	0	0	0	0	0.00542299	0.0042735	0.00878735	0.01162791	0.01671309	0	0.01294498	0	0.00171233	0	0.00413223	0	0	0	0	0
_Fss_	0.00847458	0.01003344	0.02162162	0.00093197	0	0	0.01295896	0	0.02702703	0.02040816	0	0	0	0.0042735	0.00878735	0	0	0	0	0	0.01027397	0.01474926	0.00826446	0.05714286	0.00421941	0	0.01376147	0
_Fsss	0	0.00334448	0	0.0195713	0.00724638	0	0	0	0	0	0	0	0.00759219	0	0.00527241	0.00436047	0.01114206	0	0	0	0.00513699	0	0.00413223	0	0.00843882	0	0.01834862	0
_Fff	0.03813559	0.01672241	0.00540541	0.00186393	0	0.01015228	0.00863931	0.01762115	0.00900901	0	0	0	0.00542299	0	0.00527241	0	0.00557103	0.02293578	0	0	0.00171233	0	0.01652893	0	0	0	0.00917431	0
_FFs	0.00423729	0.00668896	0.00540541	0.00093197	0	0.01522843	0	0.01321586	0.01801802	0	0	0.01234568	0	0.01282051	0.00527241	0.00290698	0.00278552	0.01834862	0	0	0.00342466	0.00589971	0.00826446	0	0	0.025	0.01834862	0.01030928
_ss_	0	0	0	0	0	0	0.01511879	0	0	0	0	0	0.00976139	0.0042735	0.01230228	0	0	0	0	0	0.01027397	0.02654867	0	0	0	0	0	0
sfs	0	0.01672241	0	0.0167754	0	0	0	0	0	0	0	0	0.01518438	0.0042735	0.00351494	0.00290698	0.00278552	0	0.00323625	0	0.00171233	0.00884956	0	0	0.00421941	0	0.00458716	0
fSs	0	0	0	0.00745573	0.00966184	0	0.01295896	0	0	0	0	0	0.00650759	0.0042735	0.00351494	0.00581395	0.00557103	0	0.00647249	0	0.00513699	0	0	0.01428571	0	0	0.00458716	0
sS_	0.01694915	0.00668896	0.00540541	0.00186393	0.00241546	0	0.01943844	0.00440529	0.00900901	0	0	0	0	0.01709402	0.01581722	0.00290698	0.00278552	0	0.00323625	0	0.00342466	0	0.00413223	0	0	0	0.00458716	0.01030928
fS_	0.00423729	0.00668896	0.00540541	0	0	0.01522843	0.00647948	0.00881057	0.00900901	0.02040816	0.1	0	0.0032538	0.0042735	0.00527241	0.00290698	0	0	0	0	0	0	0.00826446	0.01428571	0	0	0	0.02061856
fss_	0.00423729	0.01337793	0	0.0055918	0	0	0.01295896	0	0.00900901	0	0	0.01234568	0	0	0.01230228	0.00145349	0	0.00458716	0	0	0.00684932	0.00884956	0	0	0	0	0.00917431	0.01030928
fssss	0	0	0	0.01770736	0.00241546	0	0.00863931	0	0	0	0	0	0.01735358	0	0.00175747	0.00145349	0	0	0.00647249	0	0.00856164	0.00294985	0	0	0.01265823	0	0	0
FfS	0.00423729	0.00334448	0.00540541	0.00186393	0.00241546	0	0.01511879	0.00440529	0	0.02040816	0.1	0	0.0032538	0	0.00175747	0.00436047	0	0	0.00647249	0	0.00342466	0	0.00413223	0.02857143	0	0	0.00458716	0.01030928
FSs_	0	0	0.00540541	0	0	0	0.00215983	0	0	0	0	0	0	0.02136752	0.00175747	0	0.00557103	0.00917431	0	0	0.00684932	0	0.00413223	0.02857143	0	0.025	0.00458716	0
_Ffs_	0.02542373	0.01003344	0.00540541	0	0	0.01015228	0.00215983	0.00440529	0.00900901	0	0	0	0.0032538	0.00854701	0.00702988	0	0	0.01376147	0	0	0	0	0	0.02857143	0	0	0	0
fff	0.02542373	0.09364548	0.00540541	0.0139795	0.00241546	0.01015228	0.01727862	0.00440529	0.00900901	0	0	0.01234568	0.0010846	0	0.00702988	0.00145349	0	0.04587156	0	0	0.00684932	0.01474926	0.00826446	0	0	0	0.00458716	0
_FFS	0	0.00668896	0.00540541	0.0027959	0	0.03045685	0	0.01762115	0	0	0	0.01234568	0.0010846	0.01709402	0.00878735	0.00145349	0.00557103	0	0	0	0	0	0	0.01428571	0	0	0.00917431	0
_EE	0	0	0	0	0	0	0.01295896	0	0	0	0.05	0	0.0010846	0.0042735	0	0.00726744	0	0	0.00970874	0.23529412	0	0.00294985	0.01652893	0	0.00421941	0	0.01834862	0.01030928
_FFf	0.00847458	0.01003344	0.01081081	0.0027959	0.00241546	0	0.00431965	0.01321586	0.01801802	0	0.05	0	0.0032538	0.0042735	0.00878735	0.00290698	0	0.00917431	0	0	0.00342466	0.00589971	0	0	0.00421941	0	0.00917431	0
_fs_	0.01271186	0.00334448	0.01081081	0	0	0	0.01079914	0.01321586	0	0	0	0	0.0010846	0	0.00702988	0	0	0.02293578	0	0	0.00171233	0.01474926	0.01239669	0.01428571	0	0	0	0.02061856
ffs_	0.02118644	0.02675585	0	0.00093197	0	0.00507614	0.00215983	0.00881057	0.01801802	0	0	0	0	0.00854701	0.00351494	0.00145349	0	0.01376147	0	0	0	0.00294985	0.01652893	0	0	0	0.00917431	0
FSss	0	0	0	0.00372787	0.00241546	0	0.00215983	0	0	0	0	0	0.0021692	0	0.00351494	0.00872093	0.01392758	0	0.01618123	0	0.00171233	0	0.00413223	0	0.00421941	0	0.00458716	0
_ff	0.00423729	0.04347826	0.00540541	0.00652377	0.00241546	0.01015228	0.00647948	0.00881057	0.01801802	0	0	0	0.0021692	0	0.00175747	0	0	0	0	0	0.00856164	0.01179941	0	0	0	0	0	0
eeee	0	0.00334448	0.01081081	0	0	0.01015228	0.01079914	0	0	0	0	0.01234568	0.01409978	0	0	0.01017442	0	0.00917431	0.00323625	0	0.00513699	0.00589971	0	0	0.03375527	0	0	0
