1.565470319898679130e-02,7.196244755602115243e-04,5.881756556754930837e-02,3.481271249048145666e-02,2.232588481838311892e-02,6.787756139204877137e-02,1.713080843981897678e-03,3.438872185753545641e-02,1.222880105452216551e-02
3.375134939275937357e-02,6.011028682273427542e-02,4.426162433518897321e-02,4.301569185719492094e-02,4.468211738015433893e-02,1.996517438349420040e-02,5.154501703316511502e-02,5.206211580772501790e-02,5.497743192951523583e-02
5.587573951653877768e-02,6.464528940104279087e-02,3.614902160669593214e-03,3.246238861787646268e-03,9.621869499704865936e-03,4.631717112742573389e-02,3.761483314757190638e-02,6.671475075414048939e-02,1.128917587192556325e-02
4.496733021371884798e-02,1.624624909379268275e-02,1.173134709378778314e-03,3.649120602484592912e-02,7.374920191279711991e-04,2.652562866392818922e-02,6.358594469044841213e-02,1.941690598848016028e-04,2.300282883538382062e-02
2.836342112490606790e-02,5.161612458430103051e-02,4.743169118940002149e-02,4.019349294393242261e-02,4.284279557368005781e-02,4.169104537430660951e-02,4.559449820284017935e-02,3.922360621160843330e-02,5.427040731870472201e-02
4.804023443993890585e-02,1.068686164645199846e-02,1.963533948912826732e-02,3.209344983523809008e-02,1.574834287864415898e-03,5.062600141559777528e-02,5.079737995330921990e-02,4.325733527058758104e-02,3.865994556315727887e-02
1.753577244039714739e-03,4.656135892374375918e-02,3.594634573639273606e-02,2.690326510925893436e-02,2.641437072059299451e-02,2.282826393821041008e-02,1.468661832610085836e-02,2.153062907347703600e-02,5.662152349318278627e-02
1.959321164644563587e-02,0.000000000000000000e+00,5.579232763404393114e-02,2.597691535814897548e-02,1.172894454276622936e-02,5.016341980288898522e-02,5.546689036057775996e-02,4.879356021255110837e-02,4.286637054375293937e-02
4.236875238755610784e-02,3.234141327416499784e-04,1.805456582848017147e-02,5.103793291493474021e-02,5.113444343594007041e-02,1.853185339004431373e-02,1.742158616740900265e-02,3.527786582440831098e-02,4.391845365396440659e-02
5.135308706984470506e-02,6.087358123986527647e-02,1.943670217195207989e-03,6.096292392321909365e-02,5.748048797657655945e-02,5.239695469746728784e-02,1.827715517366526946e-02,7.483241998919445493e-04,2.865904119485251228e-02
3.273354747042902385e-02,3.666100189776490964e-02,1.410595025260932833e-03,5.187134472797696322e-03,5.592780305204336083e-02,3.419464519416105103e-02,5.227505532855878517e-02,6.596426271967022539e-03,1.142544679423008851e-02
