2.702478078720009225e-01,0.000000000000000000e+00,4.862921833890657998e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.561601650344348863e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.838285925214555583e-02,7.250790654429906112e-02,2.120368844113036926e-03,3.372276190718116046e-02,8.329786828110592733e-02,0.000000000000000000e+00,1.282992928864024051e-01,1.882889585750732453e-01,1.804458063611796489e-03,0.000000000000000000e+00,5.548890209744114510e-02,4.015763412411693656e-02,0.000000000000000000e+00,1.165772930733133539e-01,0.000000000000000000e+00,4.783710643782669580e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.963412442712988287e-02,7.883622884300924005e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.164730057479876513e-02,6.370607756129091116e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.195175078962282336e-04,0.000000000000000000e+00,1.204403368307227669e-02,3.108137302174158925e-03,1.527624502938049189e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.801991477674711684e-02,7.120787974915467750e-03,1.726626684380685450e-01,2.233673990640445139e-01,1.613695143581800676e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.640643589970067401e-02,6.841060938022780480e-02,0.000000000000000000e+00,4.064485785160572295e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.678423562115567591e-02,1.805631498834404658e-01,0.000000000000000000e+00,8.767871350163491950e-02,3.852158556858826144e-04,1.509567911560238951e-01,3.517053960426184261e-02,3.665076015023280981e-02,1.180671512780187282e-01,8.471427029304830214e-02,4.996062733229415104e-02,8.458074327936655756e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.516090200515852804e-02,0.000000000000000000e+00,1.091862560384365168e-02,0.000000000000000000e+00,8.421719368681489237e-02,1.096158178168133157e-01,1.146267294980376009e-02,1.335412703437388257e-02,1.083092755012398101e-01,1.981407709657214411e-01,5.328371529307789067e-02,1.433772146228806318e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.733481870159315763e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.948153770627775727e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.150485466007879987e-02,1.230534296813171058e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.571331794482236699e-01,5.725507066154458119e-03,3.324509714171636210e-02,8.662491683121211969e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.087156999535573376e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.925564890286142861e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.675770817589562034e-02,0.000000000000000000e+00,4.551633065655832575e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.207047860241315163e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.328550239022511348e-02,0.000000000000000000e+00,2.368490872941548641e-04,7.889184157789224869e-03,1.751046320513917343e-02,2.550403430104989863e-02,2.711442821373463707e-01,1.876220038359601957e-04,4.934420178110342572e-03,2.292174091499542612e-02,6.839705629295293569e-03,8.316730025837100471e-02,7.820982130134586374e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.304831266700456960e-01,3.708752337513922248e-02,1.870447846843945605e-01,1.520312006023840940e-03,1.447423035041897343e-01,0.000000000000000000e+00,3.489007154792683751e-02,1.019391324978026481e-01,6.797751192536452547e-02,1.038939744651103531e-01,5.751680117775095219e-02,5.213988036975464486e-03,1.424039465320572559e-02,8.164377493989682932e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.754118425214125886e-03,0.000000000000000000e+00,1.436702824933843436e-01,3.283388162888624395e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.494370348744420707e-01,0.000000000000000000e+00,4.714495579697210864e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.380394198437570330e-01,0.000000000000000000e+00,2.362110859431268504e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.217970763694696618e-02,0.000000000000000000e+00,6.710995622548218903e-04,2.891790609206915368e-03,0.000000000000000000e+00,1.392925886373813475e-02,5.663445767554273896e-02,0.000000000000000000e+00,4.085265703191183592e-04,9.083459913544118802e-02,1.201033753677384179e-03,3.423632928142489318e-02,8.213756202474569237e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.727377978968661160e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.919136234385599701e-03,0.000000000000000000e+00,3.928899982622009734e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.454524683331271995e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.688775930054269098e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.270359072386566146e-02,0.000000000000000000e+00,2.044419837156757624e-01,2.129156345225961811e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.855363051476841734e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.634332734168742869e-03,0.000000000000000000e+00,1.048573139386264202e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.501868219067884272e-02,0.000000000000000000e+00,2.972145984775891314e-01,7.254471316057883867e-02,1.167601987881524417e-01,1.682191683698048765e-02,4.895137396940156538e-02,1.173309614819618846e-01,6.890263700788816503e-02,1.493442947206576332e-01,1.572116718291498468e-03,0.000000000000000000e+00,1.288389444469252771e-04,1.016291359557000284e-01,6.349387387493343748e-02,0.000000000000000000e+00,7.894526251885955470e-03,1.813798887556545766e-02,3.935456318028957706e-02,6.718846776526879797e-03,4.161895734037183991e-02,2.166415033259764394e-02,0.000000000000000000e+00,2.770763276813864931e-02,0.000000000000000000e+00,8.754640456228847400e-02,1.770800529624412143e-03,0.000000000000000000e+00,0.000000000000000000e+00
7.079440616958669044e-04,2.300621285498924765e-02,2.953962563979456446e-02,2.902834299920167230e-03,7.829326938527836344e-02,0.000000000000000000e+00,1.997986354698800052e-02,1.103550775522126786e-03,1.823948436226460398e-02,1.673369326169798057e-03,1.081029953345278849e-01,0.000000000000000000e+00,5.684485433743644706e-03,7.532742546059903281e-03,6.767037627811314793e-02,6.467024612393028034e-05,2.097108626181065638e-01,1.869318193968006955e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.978576264127638150e-04,2.257657293977676227e-01,2.139876189505188317e-04,0.000000000000000000e+00,5.662138605530245457e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
