4.288323572238511572e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.330579872404068068e-02,3.441415758367515065e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.348215875975611489e-02,0.000000000000000000e+00,1.974808714558908343e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.688370769230382401e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.723931458583777970e-02,1.467353178932566263e-03,6.710570153701507154e-03
0.000000000000000000e+00,2.750273444899449179e-02,2.930441031407778410e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.391159321837636071e-03,2.554175291416470664e-02
6.213332514812552193e-02,0.000000000000000000e+00,3.423882578176024732e-02
4.221225869855518842e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.674436103440054419e-02,1.045056094184342033e-02,1.420165337471225369e-03
2.395107685351221746e-02,1.588430735197603151e-03,2.063557536758370281e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.011772324962857225e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.170874770730768143e-02
1.671690237566902937e-02,0.000000000000000000e+00,7.418889395598257663e-02
4.635245973125348695e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.592494338679718846e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.775741754311394568e-03,0.000000000000000000e+00,3.781343922893010655e-03
3.791139230085351086e-02,5.048978321019206156e-02,9.872565282268553830e-03
5.357382107209608321e-03,0.000000000000000000e+00,9.202147550827335931e-03
0.000000000000000000e+00,3.915367100717745408e-02,0.000000000000000000e+00
1.649196193270498906e-02,0.000000000000000000e+00,8.719803207322827238e-03
2.396296886095223289e-01,7.103570448130641125e-03,3.580015807091373875e-02
2.865881143050764187e-03,4.632063988215518596e-02,1.027403567260381546e-02
0.000000000000000000e+00,9.905264990669185310e-02,3.320006803080944313e-01
1.157402640732549566e-02,0.000000000000000000e+00,1.850968966367568663e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.979565578610247206e-02,0.000000000000000000e+00,0.000000000000000000e+00
