0.04443082	0.04555249	0.05236828	0.03163397	0.06012435
0.01930968	0.04007388	0.05693100	0.01479046	0.03920646
0.05824672	0.05151725	0.05258465	0.03686922	0.03812008
0.05064480	0.07040697	0.03261374	0.02836330	0.03766239
0.05766240	0.05188115	0.03142667	0.03205380	0.01523038
0.06204720	0.03164206	0.03176690	0.02906582	0.04956230
0.01000741	0.03322775	0.06016020	0.04772679	0.05105542
0.02611920	0.05012637	0.01438415	0.04837716	0.02224920
0.04175689	0.06302216	0.03487738	0.02063753	0.02013851
0.03805705	0.01915798	0.03334561	0.03398079	0.03378686
