0.05460751	0	0.01694915	0.07492795	0.03344482	0.02666667	0.04589372	0	0.03773585	0.01204819	0.07748184	0	0	0	0.11073826	0.05511811	0.07142857	0.06824926	0.1	0.02469136	0	0.09907121	0.00458716	0.06148867	0.03783784	0.05714286
0	0	0.01694915	0.04178674	0.00334448	0	0.03381643	0.02380952	0.05660377	0.01204819	0.08958838	0.01369863	0.025	0	0.0704698	0.00787402	0.07142857	0.05341246	0.05	0.01234568	0	0.11145511	0.00458716	0.05501618	0.00540541	0.05714286
0.05119454	0.02777778	0.09322034	0.02161383	0.06020067	0.06666667	0.00724638	0.04761905	0.08679245	0.04819277	0.02905569	0.12328767	0.15	0.08695652	0.03020134	0.06299213	0.07142857	0.04451039	0.04285714	0.07407407	0.06363636	0.01857585	0.06422018	0.00323625	0.03243243	0.05714286
0.06484642	0	0	0.10662824	0.00668896	0.02666667	0.22463768	0	0.04528302	0	0.031477	0	0	0	0.06375839	0.03149606	0	0.02967359	0.05	0.01234568	0	0.0371517	0	0.15533981	0.01081081	0
0.02047782	0	0.01271186	0.01440922	0.00334448	0	0.00241546	0.02380952	0.04528302	0.01204819	0.08474576	0.01369863	0.025	0	0.04026846	0.05511811	0.07142857	0.0504451	0.02142857	0.01234568	0	0.09287926	0.01376147	0.02588997	0.01621622	0.1
0.00682594	0.05555556	0.08050847	0.00144092	0.05351171	0.04	0	0.06349206	0.08301887	0.06024096	0.00968523	0.1369863	0.15	0.10869565	0.02348993	0.03149606	0	0.02967359	0.02857143	0.08641975	0.08636364	0.00309598	0.08256881	0	0.03243243	0
0.03412969	0	0	0.04610951	0.00668896	0.01333333	0.04347826	0	0.01509434	0	0.01937046	0	0	0	0.04026846	0.03149606	0	0.01186944	0.04285714	0.01234568	0	0.03095975	0	0.03559871	0.01081081	0
0.01023891	0	0.00423729	0.04034582	0.00334448	0	0.04589372	0	0.01132075	0	0.02421308	0	0	0	0.04026846	0	0	0.03560831	0.03571429	0	0	0.0619195	0	0.06472492	0.00540541	0
0.03754266	0.22222222	0.01694915	0.01585014	0.01337793	0	0.00483092	0.00793651	0.03018868	0.10843373	0.01452785	0	0.075	0.02173913	0.01006711	0.07874016	0	0.04154303	0.01428571	0.08641975	0.05454545	0.02167183	0.02293578	0.01618123	0.05945946	0.01428571
0.06143345	0.05555556	0.01271186	0.0259366	0.03010033	0.09333333	0	0.08730159	0.04528302	0	0.03874092	0.02739726	0	0	0	0.02362205	0.07142857	0	0.00714286	0.04938272	0.01818182	0.00309598	0.06422018	0.00970874	0.03783784	0
0.00682594	0.02777778	0.06779661	0.00144092	0.0367893	0.04	0	0.04761905	0.07924528	0.04819277	0.00484262	0.12328767	0.15	0.08695652	0.01677852	0.03149606	0	0.02077151	0.02857143	0.07407407	0.06363636	0	0.05963303	0	0.01621622	0
0.02047782	0	0.0720339	0.0129683	0.03344482	0.02666667	0.00483092	0.02380952	0.02264151	0.04819277	0.00726392	0.05479452	0.05	0.10869565	0.01006711	0	0	0.02373887	0.02142857	0.01234568	0.04545455	0.00309598	0.04587156	0.01618123	0.03783784	0.04285714
