0.01692890	0.06249283	0.02094598	0.03518566	0.03594685
0.05735960	0.05073238	0.03711422	0.01828632	0.03946161
0.04774656	0.02497504	0.06011398	0.05817830	0.03312325
0.03338959	0.00348595	0.02229566	0.06523474	0.02982837
0.01118885	0.03295892	0.05578492	0.01469908	0.01290145
0.01190200	0.06862761	0.00269132	0.04434704	0.01315511
0.02764620	0.01865955	0.02882296	0.05614877	0.03293768
0.05106518	0.02438539	0.03440757	0.03901512	0.05774202
0.05158379	0.05865605	0.04304983	0.04576838	0.01185555
0.05690181	0.02964423	0.01218591	0.01076300	0.05184451
0.05113626	0.05283690	0.06402387	0.06187164	0.04538384
0.05729349	0.05864435	0.03751000	0.02789413	0.00542414
0.02299947	0.05500114	0.06455171	0.02361514	0.00181999
0.00000000	0.02928121	0.04689482	0.03068730	0.04893981
0.06575476	0.02489189	0.02951118	0.02760422	0.03370574
0.06389942	0.03316344	0.00438926	0.05061610	0.00731655
0.05036501	0.00173472	0.02212569	0.00662506	0.01499030
0.00082611	0.03785758	0.01723320	0.00659722	0.04932182
0.04741522	0.05184584	0.03318084	0.05961577	0.01756923
0.03840922	0.01456862	0.00000000	0.00920744	0.00477155
0.06749229	0.06355297	0.02931948	0.05002539	0.05074049
0.01901183	0.05551962	0.00861338	0.04782496	0.04394747
0.01720799	0.01322377	0.01474813	0.01834635	0.04344543
0.03375099	0.03102533	0.02582143	0.05455274	0.02359134
0.00000000	0.05501050	0.01873218	0.01107101	0.02100379
0.02747907	0.02078420	0.00705620	0.02916041	0.02977391
0.04753384	0.05327749	0.05158966	0.03646046	0.03028963
0.05117622	0.04737873	0.05856709	0.01589354	0.00000000
0.01255241	0.04861284	0.00040133	0.02152523	0.04067325
0.01947838	0.05316030	0.00000000	0.00444940	0.02406519
0.01181304	0.03961986	0.05661126	0.00662880	0.04385906
0.00771355	0.05417264	0.02839005	0.01253474	0.00000000
0.00274752	0.05953332	0.00000000	0.01240293	0.01257330
0.01528435	0.01109175	0.01228841	0.00612131	0.02858562
0.02037125	0.02537760	0.02417744	0.00000000	0.01989457
0.05222871	0.01398914	0.00000000	0.01488445	0.03928225
0.04724692	0.03402146	0.01164109	0.05592840	0.04340251
0.04908584	0.05137837	0.01606301	0.00233596	0.04923103
0.00703257	0.00705907	0.00701298	0.00333905	0.00571274
0.00000000	0.01252812	0.03626545	0.04370035	0.02013706
0.04092095	0.02248197	0.05065455	0.04789256	0.00895569
0.01267470	0.02554766	0.02422056	0.00000000	0.03133399
0.01174384	0.00000000	0.00094288	0.00896620	0.04926417
0.02881476	0.03979830	0.04860246	0.03876548	0.02265740
0.04085340	0.00000000	0.05795978	0.05735647	0.02357555
0.04356770	0.02362831	0.01138918	0.02380330	0.03452030
0.03515763	0.02411865	0.02897621	0.05487695	0.02631634
0.03290566	0.00944378	0.02658480	0.05504317	0.04817936
0.02023255	0.01455843	0.00019492	0.00189236	0.04490035
0.01244238	0.00230813	0.00970060	0.00478342	0.01396418
0.00000000	0.00000000	0.03759251	0.01975647	0.01653912
0.03050422	0.00299488	0.01906385	0.00743420	0.01724317
0.04936553	0.02532631	0.00693803	0.00444486	0.02053678
0.03309910	0.02666108	0.03852953	0.04039659	0.02147977
0.02184739	0.00000000	0.02118874	0.02932596	0.04360528
0.04932076	0.04988628	0.00047271	0.03228866	0.03308443
0.02348969	0.05847557	0.01496626	0.05458851	0.01821600
0.04858308	0.02633809	0.01525121	0.03115872	0.00793949
0.02101079	0.03938821	0.04247862	0.01104016	0.01833991
0.04579503	0.02226504	0.03907750	0.04977966	0.04854788
0.01462556	0.00807219	0.02199358	0.02066337	0.00000000
0.02490467	0.03526940	0.02569428	0.03191250	0.03335000
0.05017245	0.00028102	0.00296599	0.02598317	0.01078706
0.04452455	0.02057942	0.04400636	0.00000000	0.00993312
0.04092446	0.01052161	0.05271467	0.01222802	0.05268053
0.02081355	0.05164113	0.00215468	0.02113034	0.03954750
0.00000000	0.00275280	0.05044837	0.00623019	0.00373528
0.04289205	0.04958710	0.02488350	0.05810885	0.00000000
0.05160435	0.00000000	0.02483308	0.00000000	0.00221506
0.01054142	0.00000000	0.03541891	0.00000000	0.05808154
0.03255640	0.00792752	0.01388039	0.00000000	0.00599743
0.00134690	0.02059878	0.01848407	0.01258531	0.01109528
0.03408231	0.00457128	0.00000000	0.01217848	0.01097216
0.00000000	0.00566227	0.03790336	0.00811959	0.05085337
0.03905419	0.00225633	0.04463576	0.02157408	0.00570772
0.02360954	0.00361660	0.05658333	0.00000000	0.00000000
0.04387595	0.00608042	0.04929820	0.00000000	0.03054922
