0.06345520	0.03756128	0.06345121	0.01785633	0.00134148	0.01692890	0.06249283	0.02094598	0.03518566	0.03594685
0.00007406	0.02623075	0.01992736	0.04280357	0.01198276	0.05735960	0.05073238	0.03711422	0.01828632	0.03946161
0.01389739	0.02352124	0.01122239	0.04713934	0.06563379	0.04774656	0.02497504	0.06011398	0.05817830	0.03312325
0.00956168	0.05635130	0.03575885	0.00778903	0.03147298	0.03338959	0.00348595	0.02229566	0.06523474	0.02982837
0.05569634	0.02674128	0.01061114	0.00638857	0.02365029	0.01118885	0.03295892	0.05578492	0.01469908	0.01290145
0.02297709	0.05439740	0.00658491	0.06820010	0.01198241	0.01190200	0.06862761	0.00269132	0.04434704	0.01315511
0.01187888	0.01286291	0.04259724	0.02767970	0.05306055	0.02764620	0.01865955	0.02882296	0.05614877	0.03293768
0.00107953	0.04748983	0.04316201	0.02575685	0.00696840	0.05106518	0.02438539	0.03440757	0.03901512	0.05774202
0.05033129	0.02498596	0.05200268	0.04731631	0.03994107	0.05158379	0.05865605	0.04304983	0.04576838	0.01185555
0.05092456	0.02585576	0.03433396	0.00955979	0.01326538	0.05690181	0.02964423	0.01218591	0.01076300	0.05184451
0.04115704	0.00042418	0.05388999	0.01559451	0.04056049	0.05113626	0.05283690	0.06402387	0.06187164	0.04538384
0.05981782	0.02879505	0.01549533	0.00301726	0.03787117	0.05729349	0.05864435	0.03751000	0.02789413	0.00542414
0.01763160	0.03990376	0.04578539	0.01169608	0.06276557	0.02299947	0.05500114	0.06455171	0.02361514	0.00181999
0.01601444	0.00897256	0.04468734	0.04598592	0.00264222	0.00000000	0.02928121	0.04689482	0.03068730	0.04893981
0.05928299	0.06465756	0.05821906	0.05146566	0.03486949	0.06575476	0.02489189	0.02951118	0.02760422	0.03370574
0.00779985	0.02975209	0.01432257	0.02222166	0.04171834	0.06389942	0.03316344	0.00438926	0.05061610	0.00731655
0.03567017	0.05411228	0.03114089	0.00009684	0.00246101	0.05036501	0.00173472	0.02212569	0.00662506	0.01499030
0.02367861	0.04729487	0.05432226	0.05693516	0.03644476	0.00082611	0.03785758	0.01723320	0.00659722	0.04932182
0.04043939	0.05794197	0.02867049	0.00846016	0.00000000	0.04741522	0.05184584	0.03318084	0.05961577	0.01756923
0.00496750	0.01987001	0.04264263	0.06412289	0.02156678	0.03840922	0.01456862	0.00000000	0.00920744	0.00477155
0.00000000	0.01991479	0.01459925	0.04441844	0.01971057	0.06749229	0.06355297	0.02931948	0.05002539	0.05074049
0.01141695	0.03766666	0.00879510	0.01345318	0.00000000	0.01901183	0.05551962	0.00861338	0.04782496	0.04394747
0.04019092	0.03875169	0.03685628	0.03915492	0.05482079	0.01720799	0.01322377	0.01474813	0.01834635	0.04344543
0.00000000	0.00574974	0.05784245	0.04032524	0.03059840	0.03375099	0.03102533	0.02582143	0.05455274	0.02359134
0.05790961	0.03293718	0.01506712	0.02711041	0.03886066	0.00000000	0.05501050	0.01873218	0.01107101	0.02100379
0.05348968	0.06076383	0.03916844	0.03340140	0.01464059	0.02747907	0.02078420	0.00705620	0.02916041	0.02977391
