dsa24	h	h	l	0	0.00204082,0.08163265,0.01224490,0.04489796,0.02653061,0.00816327,0.00204082,0.01836735,0.02040816,0.01020408,0.02040816,0.06530612,0.03469388,0.01632653,0.00204082,0.01224490,0.00000000,0.03673469,0.00816327,0.00000000,0.02040816,0.02653061,0.01224490,0.00408163,0.00612245,0.00204082,0.00408163,0.02040816,0.01020408,0.02448980,0.00204082,0.02040816,0.00408163,0.00204082,0.02653061,0.00408163,0.00000000,0.02040816,0.01224490,0.01020408,0.01428571,0.01020408,0.03061224,0.01428571,0.01224490,0.00000000,0.01428571,0.00816327,0.00204082,0.00204082,0.00204082,0.08163265,0.01020408,0.00000000,0.01020408,0.04285714,0.00408163,0.02244898,0.01020408,0.00612245,0.00408163,0.00204082,0.02040816,0.01224490,0.00408163,0.00408163
saa128	h	l	l	1	0.00000000,0.02020202,0.00000000,0.00000000,0.00000000,0.02020202,0.00000000,0.02020202,0.00000000,0.02020202,0.00000000,0.18181818,0.15151515,0.12121212,0.03030303,0.03030303,0.00000000,0.09090909,0.06060606,0.00000000,0.01010101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02020202,0.04040404,0.07070707,0.02020202,0.00000000,0.01010101,0.00000000,0.02020202,0.00000000,0.02020202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02020202,0.00000000,0.01010101,0.01010101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
jhb32	h	m	m	0	0.00166389,0.04159734,0.00166389,0.02495840,0.01331115,0.00166389,0.01164725,0.00665557,0.00000000,0.01830283,0.00332779,0.02995008,0.00831947,0.00332779,0.00166389,0.00831947,0.01164725,0.03161398,0.00998336,0.01164725,0.00665557,0.05158070,0.01331115,0.01164725,0.01497504,0.00665557,0.01497504,0.00998336,0.00665557,0.04326123,0.00665557,0.01830283,0.05158070,0.00665557,0.03161398,0.00665557,0.00665557,0.00998336,0.03161398,0.01164725,0.00665557,0.00332779,0.03327787,0.00998336,0.00499168,0.01331115,0.04326123,0.00332779,0.01497504,0.01164725,0.00665557,0.05490849,0.00998336,0.00499168,0.01830283,0.02163062,0.00332779,0.01164725,0.02329451,0.00665557,0.01830283,0.02329451,0.02495840,0.00831947,0.01331115,0.00332779
snb39	h	m	m	0	0.00396376,0.02434881,0.00283126,0.01302378,0.00679502,0.00396376,0.00169875,0.00679502,0.00283126,0.00509626,0.00113250,0.01528879,0.00283126,0.00056625,0.00113250,0.00396376,0.00622877,0.00622877,0.00226501,0.00169875,0.00056625,0.04756512,0.00453001,0.00283126,0.03963760,0.02548131,0.00736127,0.00453001,0.00113250,0.00849377,0.00226501,0.00509626,0.00962627,0.00169875,0.01245753,0.00056625,0.00226501,0.00906002,0.01698754,0.00396376,0.00509626,0.00453001,0.03510759,0.00736127,0.00113250,0.02265006,0.02321631,0.00453001,0.00509626,0.00792752,0.00396376,0.18573046,0.02887882,0.01868630,0.01812005,0.11834655,0.02095130,0.07248018,0.01245753,0.00509626,0.01019253,0.00453001,0.02038505,0.01812005,0.01812005,0.00849377
nrg14	m	l	l	0	0.00406504,0.02439024,0.00000000,0.00813008,0.00000000,0.00406504,0.00813008,0.00406504,0.00406504,0.02032520,0.00000000,0.02439024,0.00813008,0.00000000,0.00000000,0.00406504,0.00813008,0.04471545,0.01626016,0.00000000,0.00406504,0.02439024,0.01219512,0.00406504,0.00406504,0.00000000,0.00813008,0.00813008,0.00000000,0.02032520,0.00000000,0.00000000,0.01219512,0.00000000,0.06504065,0.02439024,0.02032520,0.00813008,0.07317073,0.02439024,0.02032520,0.01219512,0.05284553,0.01626016,0.01626016,0.01219512,0.06504065,0.00000000,0.00813008,0.02439024,0.02845528,0.02032520,0.00000000,0.00000000,0.02032520,0.00000000,0.00000000,0.00000000,0.00813008,0.00406504,0.00000000,0.02439024,0.06504065,0.00813008,0.06910569,0.02845528
pmp27	h	l	l	0	0.00333704,0.04449388,0.00222469,0.02558398,0.01446051,0.00444939,0.01223582,0.01112347,0.00000000,0.01890990,0.00111235,0.00333704,0.00000000,0.00000000,0.00000000,0.00000000,0.00333704,0.00667408,0.00111235,0.00222469,0.00333704,0.04671858,0.00556174,0.00556174,0.03225806,0.01446051,0.00556174,0.00222469,0.00000000,0.01779755,0.00111235,0.01223582,0.02002225,0.00556174,0.02558398,0.00111235,0.00000000,0.02002225,0.01557286,0.00556174,0.01446051,0.00778643,0.02669633,0.00222469,0.00111235,0.02002225,0.02892102,0.00889878,0.00667408,0.00778643,0.00333704,0.16240267,0.01890990,0.01557286,0.02113459,0.09343715,0.00889878,0.05339266,0.02002225,0.01001112,0.00444939,0.01112347,0.02113459,0.01557286,0.01557286,0.00556174
rdp23	h	h	m	0	0.00527241,0.07205624,0.00527241,0.04920914,0.03690685,0.00702988,0.01054482,0.01054482,0.00000000,0.01405975,0.00527241,0.05272408,0.01757469,0.00351494,0.01054482,0.01933216,0.01054482,0.03866432,0.00527241,0.00878735,0.01230228,0.02460457,0.00878735,0.00351494,0.00702988,0.00175747,0.00702988,0.00000000,0.00000000,0.01933216,0.01230228,0.00527241,0.02108963,0.00702988,0.05096661,0.01054482,0.01230228,0.01230228,0.02811951,0.01230228,0.01230228,0.00878735,0.02811951,0.00878735,0.00702988,0.00702988,0.03866432,0.00351494,0.00878735,0.01581722,0.00878735,0.04569420,0.00527241,0.00175747,0.01054482,0.02284710,0.00351494,0.01230228,0.01757469,0.00527241,0.01405975,0.00878735,0.02987698,0.00351494,0.02108963,0.01054482
mjm248	m	l	l	0	0.00406504,0.07317073,0.00813008,0.05284553,0.04065041,0.00000000,0.01219512,0.00000000,0.00000000,0.01219512,0.01626016,0.04065041,0.00813008,0.00000000,0.00813008,0.02032520,0.00000000,0.04471545,0.01219512,0.00813008,0.01219512,0.00406504,0.00000000,0.00000000,0.00000000,0.00000000,0.00813008,0.00000000,0.00000000,0.02845528,0.01219512,0.00406504,0.05691057,0.01626016,0.07723577,0.02845528,0.01626016,0.01626016,0.02439024,0.00406504,0.00406504,0.00406504,0.03252033,0.01219512,0.01219512,0.00000000,0.04065041,0.00000000,0.00813008,0.03252033,0.00000000,0.02439024,0.00000000,0.00000000,0.01219512,0.00813008,0.00000000,0.00000000,0.02032520,0.00406504,0.00813008,0.02439024,0.02439024,0.00000000,0.04065041,0.01626016
ams396	m	l	m	0	0.00000000,0.12386707,0.00000000,0.10271903,0.09063444,0.00000000,0.01510574,0.00000000,0.00000000,0.02114804,0.00302115,0.03927492,0.01208459,0.00302115,0.00604230,0.01812689,0.00604230,0.04833837,0.00906344,0.01510574,0.00604230,0.01812689,0.01208459,0.00000000,0.00000000,0.00000000,0.00302115,0.00302115,0.00000000,0.03021148,0.00302115,0.00604230,0.02416918,0.00302115,0.03927492,0.01510574,0.00906344,0.01510574,0.02114804,0.00906344,0.00000000,0.00000000,0.04229607,0.02114804,0.00906344,0.00604230,0.02416918,0.00604230,0.00000000,0.01510574,0.00000000,0.03323263,0.00906344,0.00000000,0.00604230,0.01510574,0.00906344,0.00302115,0.01208459,0.00604230,0.00302115,0.01208459,0.01812689,0.00302115,0.01208459,0.00302115
jmk195	m	l	m	0	0.00000000,0.00408719,0.00000000,0.00136240,0.00000000,0.00000000,0.00272480,0.00000000,0.00000000,0.00272480,0.00000000,0.00408719,0.00136240,0.00000000,0.00000000,0.00000000,0.00272480,0.00136240,0.00000000,0.00000000,0.00136240,0.02997275,0.00000000,0.00000000,0.02316076,0.02043597,0.00136240,0.00000000,0.00000000,0.00681199,0.00000000,0.00681199,0.01089918,0.00272480,0.02452316,0.00000000,0.00136240,0.01771117,0.01089918,0.00544959,0.00000000,0.00000000,0.01907357,0.00272480,0.00136240,0.01362398,0.03269755,0.00272480,0.00817439,0.01907357,0.00272480,0.22207084,0.01907357,0.01362398,0.02997275,0.15258856,0.01907357,0.09673025,0.03405995,0.02043597,0.00681199,0.00408719,0.03405995,0.02861035,0.02588556,0.00681199
