0.00E+00	0.00E+00	2.94E-02	0.00E+00	0.00E+00	1.60E-02	0.00E+00	0.00E+00	0.00E+00	3.52E-01	1.47E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.74E-01	1.36E-02	0.00E+00	1.43E-02	0.00E+00	4.49E-03	0.00E+00	0.00E+00	0.00E+00	3.31E-01	1.30E-02	2.03E-01	0.00E+00	0.00E+00	0.00E+00	1.62E-01	1.90E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.15E-02	0.00E+00	0.00E+00	1.06E-01	0.00E+00	0.00E+00	7.60E-03	1.73E-03	3.19E-05	3.54E-04	0.00E+00	8.35E-02	0.00E+00	6.76E-03	0.00E+00	0.00E+00	2.25E-05	7.63E-03	7.49E-03	4.44E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.42E-02	2.53E-03	4.50E-03	2.34E-02	0.00E+00	0.00E+00	1.22E-01
0.00E+00	0.00E+00	1.57E-02	0.00E+00	1.97E-03	6.69E-02	0.00E+00	0.00E+00	3.51E-01	5.85E-02	2.59E-02	0.00E+00	1.16E-01	0.00E+00	3.74E-01	0.00E+00	0.00E+00	2.44E-03	0.00E+00	0.00E+00	3.15E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.78E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.10E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.85E-02	0.00E+00	0.00E+00	7.00E-03	4.76E-03	5.70E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.18E-03	3.45E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.74E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.68E-02	9.68E-02	0.00E+00	0.00E+00	1.70E-03	0.00E+00	0.00E+00	1.69E-02
0.00E+00	5.02E-02	3.33E-01	0.00E+00	5.28E-02	3.42E-01	0.00E+00	0.00E+00	0.00E+00	3.60E-02	3.50E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.96E-02	3.77E-02	8.23E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.67E-02	0.00E+00	0.00E+00	2.26E-04	0.00E+00	0.00E+00	1.16E-02	0.00E+00	0.00E+00	4.08E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.41E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.02E-03	0.00E+00	0.00E+00	0.00E+00	2.45E-02	0.00E+00	3.80E-04	0.00E+00	0.00E+00	0.00E+00	1.01E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.93E-03	4.40E-02	3.18E-02	0.00E+00	1.03E-02	0.00E+00
0.00E+00	0.00E+00	1.07E-01	0.00E+00	0.00E+00	1.16E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.21E-02	3.03E-01	7.56E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.54E-01	0.00E+00	3.49E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.09E-03	0.00E+00	2.10E-01	7.44E-04	0.00E+00	2.18E-03	0.00E+00	1.89E-03	1.85E-01	0.00E+00	0.00E+00	0.00E+00	4.62E-02	0.00E+00	3.36E-03	0.00E+00	0.00E+00	1.99E-03	0.00E+00	8.45E-03	1.56E-02	3.83E-02	1.65E-02	7.61E-04	0.00E+00	2.98E-02	2.02E-01	0.00E+00	9.94E-03	0.00E+00	3.94E-02	1.65E-02	3.43E-03	0.00E+00	4.05E-03	5.79E-03	7.96E-02	0.00E+00	0.00E+00	4.29E-02	2.11E-03	1.79E-01	0.00E+00	1.57E-02	0.00E+00	2.01E-02	5.01E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00
2.56E-02	5.51E-02	0.00E+00	4.80E-01	0.00E+00	0.00E+00	6.90E-02	9.69E-02	1.00E-02	4.95E-03	0.00E+00	1.56E-02	0.00E+00	4.75E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.85E-01	5.41E-04	0.00E+00	6.90E-02	0.00E+00	4.61E-03	8.59E-02	2.29E-03	4.13E-03	0.00E+00	1.21E-02	6.05E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.19E-02	6.56E-03	2.77E-01	5.24E-02	1.84E-03	4.76E-03	9.21E-04	0.00E+00	5.30E-02	0.00E+00	9.13E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.09E-02	2.74E-03	0.00E+00	1.69E-02	0.00E+00	9.90E-03	2.13E-03	0.00E+00	0.00E+00	0.00E+00	1.41E-02	0.00E+00	0.00E+00	0.00E+00	9.86E-03	4.84E-03	0.00E+00	0.00E+00	6.23E-03	0.00E+00	6.23E-03	3.05E-03	0.00E+00	0.00E+00	1.51E-02	0.00E+00	1.86E-03
3.27E-01	4.43E-02	7.60E-02	2.11E-01	0.00E+00	0.00E+00	1.84E-01	8.28E-02	9.95E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.98E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.95E-02	8.33E-02	0.00E+00	8.43E-02	1.07E-01	4.29E-02	2.60E-02	0.00E+00	6.75E-02	1.54E-03	1.89E-03	4.13E-02	3.99E-02	1.88E-04	2.21E-02	6.46E-02	6.23E-04	7.09E-02	0.00E+00	1.44E-02	0.00E+00	3.80E-02	0.00E+00	0.00E+00	2.87E-02	0.00E+00	5.26E-02	1.39E-02	0.00E+00	2.45E-02	0.00E+00	0.00E+00	7.80E-03	0.00E+00	0.00E+00	1.27E-02	9.64E-03	4.40E-02	2.93E-04	0.00E+00	2.65E-02	3.81E-02	1.76E-02	8.15E-03	0.00E+00	2.09E-02	3.38E-02	0.00E+00	1.65E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.03E-03	1.15E-02	1.77E-02	0.00E+00
5.44E-02	0.00E+00	6.36E-02	0.00E+00	0.00E+00	9.77E-02	0.00E+00	3.02E-03	0.00E+00	2.24E-02	4.42E-02	6.55E-02	5.87E-02	1.52E-03	8.69E-03	0.00E+00	3.06E-04	1.65E-01	0.00E+00	7.28E-03	0.00E+00	0.00E+00	3.57E-02	7.17E-03	0.00E+00	0.00E+00	0.00E+00	5.86E-03	3.68E-03	0.00E+00	7.42E-03	5.86E-03	1.95E-01	1.04E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.12E-02	4.96E-02	4.61E-02	2.76E-03	1.49E-02	0.00E+00	2.83E-02	0.00E+00	0.00E+00	6.37E-03	0.00E+00	7.98E-02	3.68E-02	8.82E-03	4.51E-02	0.00E+00	2.69E-02	0.00E+00	3.35E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.03E-01	4.83E-04	0.00E+00	2.88E-02	2.13E-02	1.06E-01	7.67E-04	1.06E-01	0.00E+00
1.05E-02	0.00E+00	1.88E-01	0.00E+00	0.00E+00	2.03E-01	0.00E+00	0.00E+00	0.00E+00	6.80E-03	1.89E-01	7.64E-02	4.38E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.12E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.75E-02	1.09E-03	0.00E+00	6.67E-03	0.00E+00	4.58E-03	1.34E-02	0.00E+00	0.00E+00	0.00E+00	4.86E-03	2.44E-03	6.30E-03	0.00E+00	0.00E+00	0.00E+00	2.89E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.35E-04	0.00E+00	0.00E+00	2.30E-02	0.00E+00	0.00E+00	0.00E+00	3.65E-02	3.04E-04	0.00E+00	0.00E+00	0.00E+00	3.19E-03	0.00E+00	2.29E-03	3.06E-03	0.00E+00	1.28E-02	2.43E-02	1.24E-02	0.00E+00	2.23E-02	0.00E+00	0.00E+00	2.97E-03	0.00E+00	2.37E-02	2.72E-02	2.05E-02	0.00E+00	3.35E-03	0.00E+00	0.00E+00
6.21E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.34E-02	0.00E+00	5.82E-02	0.00E+00	0.00E+00	1.77E-01	8.83E-02	0.00E+00	5.14E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.68E-04	4.76E-02	0.00E+00	6.24E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.14E-02	0.00E+00	0.00E+00	0.00E+00	1.64E-03	0.00E+00	1.48E-02	6.11E-03	0.00E+00	3.32E-04	6.72E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.05E-02	1.00E-03	0.00E+00	0.00E+00	0.00E+00	2.31E-02	0.00E+00	0.00E+00	6.58E-02	1.85E-03	3.83E-03	0.00E+00	8.56E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.56E-03	0.00E+00	1.50E-01	1.82E-04	0.00E+00	1.57E-01	0.00E+00	4.34E-03	5.48E-03	3.16E-03	1.74E-03	6.66E-02	0.00E+00	1.98E-04	0.00E+00	0.00E+00	0.00E+00
4.62E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.21E-02	0.00E+00	0.00E+00	3.62E-02	0.00E+00	0.00E+00	2.46E-02	2.76E-01	0.00E+00	1.52E-01	0.00E+00	0.00E+00	7.01E-02	0.00E+00	0.00E+00	3.31E-02	0.00E+00	9.65E-04	5.97E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.43E-02	0.00E+00	0.00E+00	0.00E+00	5.17E-03	0.00E+00	3.46E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.81E-02	4.06E-04	0.00E+00	6.12E-02	7.73E-03	1.40E-01	0.00E+00	0.00E+00	0.00E+00	5.53E-02	0.00E+00	0.00E+00	9.30E-06	3.52E-03	5.20E-02	0.00E+00	1.04E-03	0.00E+00	5.64E-03	0.00E+00	8.02E-03	0.00E+00	0.00E+00	0.00E+00	4.54E-02	0.00E+00	9.67E-02	0.00E+00	0.00E+00	4.88E-03	3.05E-03	2.86E-03	3.52E-03	0.00E+00
