3.561264334725837422e-02,6.284300859300892550e-02,3.505231437685595725e-02,4.001762254391903056e-02,6.567768164345538784e-02,2.632205797773728637e-02
3.883996165684085178e-02,6.682293615963369460e-02,4.429591741962110585e-02,5.295406930421733827e-02,3.828630106361505941e-02,6.868824370931322053e-03
3.521598843659973915e-02,2.392710343128221732e-03,5.053911838311199445e-02,2.152150102199648987e-02,7.063208979290286349e-02,4.958136396915460015e-02
2.632009471352735747e-02,2.207431439346928606e-02,2.540859399603924776e-02,1.156040109098281643e-02,1.589764899498028600e-02,2.671127182693323540e-02
5.681620928578203639e-02,6.259864788641826550e-02,7.584486356919402546e-03,4.214277659629231398e-02,5.762921679587449525e-02,4.321210481991735741e-02
5.411848829415074474e-02,4.698725093633239480e-02,2.858400694856178675e-02,3.521512021110918822e-02,4.979625978204306469e-02,4.642085438437090761e-02
1.722676224915426976e-02,4.798040925989249805e-02,4.774946886093812265e-02,9.819625699503316610e-03,9.187522282795569997e-03,2.779940487645076938e-02
5.121570924224585347e-02,3.915737402655597443e-02,3.714081646862904974e-03,2.690592347317979915e-02,4.688027632487100360e-02,4.016347801998186584e-02
2.873439360998870928e-02,6.862874701795201871e-02,6.625981391142438115e-02,1.311385346422905274e-02,3.430938911181216633e-02,3.360507287045217534e-02
2.944774598822194351e-03,5.445473324217926792e-02,1.881578952939712626e-02,4.840214702553431725e-02,2.735836801275649127e-02,1.467627439150891340e-02
6.405687278564903275e-02,1.873363526434367043e-02,5.307348464877095773e-02,4.203195645282676446e-02,5.883198560751354972e-02,2.408638182070151068e-02
6.072401032466109849e-02,5.807675144705966991e-02,8.395946672651177431e-03,2.256893611975516536e-02,5.643208134495051459e-02,3.790244889114379595e-02
3.910416313172844494e-02,5.709192936879737418e-02,3.426341924862865568e-02,2.359777103608418775e-02,3.069962640149605064e-03,6.425427410821475671e-02
1.928588715313787330e-03,5.120494909275820350e-02,7.282926984225518256e-03,2.807436255812062117e-02,0.000000000000000000e+00,5.569720136365874374e-02
1.958223436848950672e-02,5.778373846190321128e-02,5.624257456432009417e-02,2.343736249949259637e-02,6.582102666769172605e-02,5.872600462354071044e-02
5.941447005183154301e-02,2.269490841717765675e-02,4.215299174397090648e-02,2.406867061828298418e-02,1.753150936780873553e-02,3.730169055742047889e-03
9.586510296752507460e-03,4.616564440884921711e-02,4.328213016569982391e-02,5.452025789401804962e-02,7.735272404400121531e-03,7.200097880848149163e-06
5.695578355825855338e-02,7.583949562529634404e-03,0.000000000000000000e+00,2.349830390902647032e-02,1.210776527378079961e-02,2.828174978725535305e-02
