0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.122976281367289608e-02,3.492757372787167469e-01,3.717369248855464936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.477605927752947856e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.520407455670982746e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.633921233995460576e-02,0.000000000000000000e+00,3.135779397947952019e-01,1.269299244590014336e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.049427546173070741e-02,4.127681679841097712e-02,5.775661813117363708e-02,4.857082214919963836e-02,1.111365839054094529e-02,0.000000000000000000e+00,5.166434896778638458e-03,2.912961502387741500e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.647895019470879768e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.419843938581504261e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.251556317366802895e-01,0.000000000000000000e+00,1.992850695549991669e-01,3.871469847406160125e-02,1.678382684857911422e-01,1.447724675745363371e-02,4.784096885260249316e-02,1.904821219138397304e-01,3.388969001498988356e-03,0.000000000000000000e+00
1.857003588586796095e-02,1.069720802792335085e-02,4.014260502236637052e-02,4.378286143892453491e-02,3.449368090033318873e-03,0.000000000000000000e+00,7.652758259608320734e-02,6.751455830609294842e-03,0.000000000000000000e+00,7.388508069853476357e-02,0.000000000000000000e+00,2.326637847166027756e-02,1.629372207639293857e-01,0.000000000000000000e+00,7.793780534563373753e-03,0.000000000000000000e+00,1.306929014581551252e-01,2.742460938161615791e-02,4.740299547305810296e-02,1.983200767739657158e-02,0.000000000000000000e+00,2.609642255259484594e-02,2.634656579246287197e-02,2.681302808734749646e-02,2.290584004157953171e-02,1.347948801562262253e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.110078707741496834e-01,0.000000000000000000e+00,4.587093418995157046e-02,0.000000000000000000e+00,3.388671703873886261e-04,3.114468131434242754e-02,0.000000000000000000e+00,8.435936980581724975e-03,1.292851905717560534e-01,0.000000000000000000e+00,1.252123503769818347e-02,2.113977462146920117e-01,0.000000000000000000e+00,1.853604470776507376e-02,0.000000000000000000e+00,7.521719464205273674e-03,0.000000000000000000e+00,2.735469948273448748e-02,0.000000000000000000e+00,5.433220370976408337e-02,2.385284041468117150e-02,0.000000000000000000e+00,6.116399832647590601e-02,1.657408900364044924e-02,5.504177114059286002e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.902576220818317759e-02,1.547714675444532458e-02,4.496866601780401262e-02,1.636614745906785420e-02,0.000000000000000000e+00,1.520879337426797075e-02,3.533042156232905212e-02,6.603434898278399967e-02,3.597652472672365626e-02,8.548244213347674925e-02,6.060825254681578150e-02,7.484338775100227159e-02,1.725158386865086740e-02,2.194832584403853121e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.501684717808979941e-02,8.515682681020061984e-02,1.005540677829078883e-01,3.034400332600876993e-02,8.005198765002524697e-02,4.731108960231070887e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.218316688579831469e-01,0.000000000000000000e+00,4.178970152968737306e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.636070235305014720e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.287472297556410850e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.083014986050979150e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.290241054374041407e-01,1.937681258897828995e-02,8.177246703486928947e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.553769233390406068e-01,7.000482876093499542e-03,1.130962305775628368e-02,4.646797653204171041e-02,8.196629707966454105e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.037391116063391266e-01,0.000000000000000000e+00,1.143046268923804676e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078774118703716700e-01,0.000000000000000000e+00,6.681392982858860852e-02,2.241733687937868744e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.132017641303858624e-01,7.775172131913370144e-02,7.364885936413721745e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.937778712109144610e-03,0.000000000000000000e+00,8.504904598512866287e-02,1.753757528081066608e-03,1.197315639992319325e-01,5.261732986852313970e-02,0.000000000000000000e+00,7.522462348755701300e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.686746228614726228e-02,7.507406833585941741e-02,5.956910627514774154e-02,1.155771978211684453e-02,5.580410273462379361e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.012554874006319716e-02,3.018748792505925385e-02,1.246239512439793612e-01,2.709914018027593033e-02,9.548044102110288980e-08,0.000000000000000000e+00,1.939073157748305923e-02,3.647159153483307131e-02,1.570212724276572047e-02,2.143510462705972355e-02,0.000000000000000000e+00,1.110912640333399509e-01,9.452299293738375408e-02,3.165054689122535209e-02,4.459792466574163949e-02,0.000000000000000000e+00,5.103188694210866044e-02,8.810106676691686900e-02,9.396443485988477742e-03,1.045182905341109636e-01,0.000000000000000000e+00,9.114735649772461035e-02,0.000000000000000000e+00,3.311594162272804565e-02,3.348579108083858669e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.309338140500657000e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.237154132453370220e-02,4.303457853842577313e-02,0.000000000000000000e+00,2.620141453209121410e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.097243409834112310e-01,2.874573257161874146e-02,0.000000000000000000e+00,2.252755239145798061e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.498571281701720492e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.704414891272478466e-04,0.000000000000000000e+00,4.236539584049216906e-02,1.544890244026365586e-02,7.825517280706380599e-03,4.822755127999843461e-02,1.588473638257334453e-02,0.000000000000000000e+00
