0.02431611	0.02127660	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00303951	0.03343465	0.00303951	0.03039514	0.00607903	0.00000000	0.00303951	0.00000000	0.04559271	0.00607903	0.03647416	0.02735562	0.01823708	0.00607903	0.01215805	0.00000000	0.00000000	0.00000000	0.00303951	0.00607903	0.00000000	0.06079027	0.05471125	0.00303951	0.00303951	0.03343465	0.01823708	0.00911854	0.00303951	0.00303951	0.01519757	0.01215805	0.02127660	0.00607903	0.00303951	0.00911854	0.00303951	0.00607903	0.00607903	0.00303951	0.00000000	0.03343465	0.00303951	0.03039514	0.00607903	0.00000000	0.00303951	0.00000000	0.04863222	0.00607903	0.03647416	0.02735562	0.01823708	0.00607903	0.01215805	0.00000000	0.00303951	0.06686930	0.04863222	0.00607903	0.00607903	0.00303951	0.00911854	0.00607903	0.00303951	0.00303951	0.02431611	0.00303951	0.01519757	0.01215805
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03508772	0.14035088	0.12280702	0.00000000	0.03508772	0.01754386	0.00000000	0.00000000	0.01754386	0.01754386	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03508772	0.03508772	0.01754386	0.01754386	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01754386	0.03508772	0.01754386	0.01754386	0.01754386	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.14035088	0.12280702	0.00000000	0.03508772	0.01754386	0.00000000	0.00000000	0.05263158	0.03508772	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.01512287	0.01512287	0.01323251	0.00945180	0.02457467	0.01323251	0.00378072	0.00189036	0.00567108	0.02268431	0.00378072	0.00945180	0.02835539	0.00567108	0.00756144	0.01134216	0.02457467	0.00945180	0.00945180	0.00945180	0.01890359	0.00378072	0.00945180	0.00189036	0.00000000	0.00000000	0.00189036	0.00000000	0.00000000	0.01701323	0.01701323	0.02268431	0.01134216	0.04914934	0.02079395	0.01512287	0.01134216	0.01512287	0.00378072	0.00756144	0.00567108	0.01890359	0.00567108	0.02079395	0.00945180	0.00378072	0.00189036	0.01512287	0.00567108	0.03591682	0.00378072	0.01323251	0.04158790	0.01323251	0.00756144	0.01323251	0.03024575	0.01134216	0.01134216	0.00945180	0.02268431	0.00567108	0.00945180	0.00189036	0.00567108	0.03969754	0.03024575	0.02646503	0.01512287	0.00378072	0.00945180	0.00378072	0.00378072	0.02268431	0.02646503	0.00756144	0.00945180	0.00756144
0.01145553	0.00943396	0.00404313	0.00067385	0.04582210	0.01212938	0.03234501	0.02695418	0.00134771	0.00673854	0.00202156	0.00404313	0.00741240	0.00000000	0.00134771	0.00539084	0.01415094	0.00269542	0.00943396	0.00673854	0.01684636	0.00471698	0.00606469	0.00067385	0.02560647	0.02493261	0.00336927	0.00539084	0.00067385	0.01549865	0.01347709	0.00606469	0.00269542	0.06199461	0.01684636	0.04177898	0.03436658	0.00741240	0.00404313	0.00134771	0.00539084	0.01010782	0.00336927	0.01954178	0.00404313	0.01347709	0.00943396	0.01415094	0.00202156	0.00741240	0.00202156	0.00471698	0.00876011	0.00067385	0.00202156	0.00539084	0.01549865	0.00336927	0.01010782	0.00741240	0.02223720	0.00539084	0.00673854	0.00067385	0.00067385	0.10916442	0.09097035	0.00539084	0.00876011	0.00606469	0.02291105	0.01415094	0.00202156	0.00404313	0.01954178	0.00134771	0.01819407	0.01482480
0.01226994	0.00920245	0.00000000	0.00000000	0.01226994	0.00920245	0.00306748	0.00306748	0.00000000	0.01226994	0.01226994	0.00000000	0.01226994	0.00000000	0.00306748	0.00920245	0.06748466	0.04907975	0.00613497	0.00613497	0.05214724	0.02760736	0.02147239	0.01840491	0.00000000	0.00000000	0.00306748	0.00920245	0.00920245	0.01226994	0.00920245	0.00000000	0.00000000	0.01226994	0.00920245	0.00306748	0.00306748	0.00000000	0.00613497	0.00000000	0.00000000	0.00000000	0.00000000	0.02453988	0.01840491	0.00000000	0.00000000	0.00920245	0.00306748	0.01840491	0.01840491	0.00000000	0.01226994	0.00000000	0.00306748	0.00920245	0.07361963	0.05521472	0.00613497	0.00613497	0.05828221	0.03067485	0.02147239	0.01840491	0.01226994	0.01226994	0.01226994	0.00000000	0.00306748	0.00000000	0.03374233	0.02147239	0.01533742	0.00920245	0.03374233	0.03067485	0.00306748	0.00306748
0.01741655	0.01741655	0.00000000	0.00000000	0.04208999	0.01015965	0.02757620	0.02467344	0.00000000	0.01596517	0.00290276	0.01161103	0.01451379	0.00290276	0.00435414	0.00580552	0.02177068	0.00145138	0.01741655	0.01161103	0.01306241	0.00435414	0.00435414	0.00000000	0.01015965	0.01015965	0.00145138	0.00435414	0.00000000	0.02612482	0.02612482	0.00000000	0.00000000	0.05950653	0.01451379	0.04063861	0.03338171	0.00725689	0.00290276	0.00000000	0.01015965	0.00580552	0.00145138	0.01306241	0.00145138	0.01015965	0.00725689	0.01596517	0.00435414	0.01741655	0.00290276	0.01161103	0.01741655	0.00290276	0.00580552	0.00580552	0.02757620	0.00145138	0.02177068	0.01451379	0.01451379	0.00435414	0.00580552	0.00000000	0.00290276	0.09724238	0.07547170	0.01015965	0.00435414	0.00145138	0.01451379	0.00725689	0.00145138	0.00580552	0.02031930	0.00290276	0.01451379	0.01015965
0.04166667	0.04166667	0.00000000	0.00000000	0.00735294	0.00245098	0.00245098	0.00245098	0.00000000	0.01960784	0.01960784	0.00000000	0.01225490	0.00000000	0.00490196	0.00490196	0.06372549	0.05392157	0.00735294	0.00490196	0.03186275	0.01470588	0.01225490	0.01225490	0.00735294	0.00490196	0.00245098	0.00980392	0.00980392	0.04411765	0.04411765	0.00000000	0.00000000	0.00980392	0.00245098	0.00490196	0.00490196	0.00000000	0.00000000	0.00000000	0.00000000	0.00245098	0.00000000	0.01715686	0.01715686	0.00000000	0.00000000	0.00980392	0.00735294	0.02205882	0.02205882	0.00000000	0.01470588	0.00000000	0.00490196	0.00735294	0.06862745	0.05882353	0.00735294	0.00490196	0.03186275	0.01470588	0.01225490	0.01225490	0.00000000	0.01960784	0.01470588	0.00245098	0.01470588	0.00000000	0.01960784	0.01225490	0.01225490	0.00490196	0.02941176	0.02941176	0.00000000	0.00000000
0.01678657	0.01678657	0.00239808	0.00239808	0.00239808	0.00000000	0.00239808	0.00239808	0.00000000	0.00959233	0.00719424	0.00000000	0.01918465	0.00479616	0.00719424	0.00719424	0.04316547	0.02637890	0.00959233	0.00959233	0.02398082	0.01199041	0.00719424	0.00719424	0.00000000	0.00000000	0.03117506	0.00959233	0.00239808	0.02158273	0.02158273	0.00479616	0.00479616	0.00719424	0.00239808	0.00239808	0.00239808	0.00000000	0.00000000	0.00000000	0.00000000	0.00959233	0.00719424	0.05035971	0.02398082	0.01199041	0.00959233	0.01199041	0.00479616	0.01438849	0.01199041	0.00000000	0.02158273	0.00719424	0.00719424	0.00719424	0.05035971	0.03357314	0.00959233	0.00959233	0.02877698	0.01438849	0.00959233	0.00719424	0.00479616	0.03117506	0.02398082	0.03357314	0.00719424	0.00000000	0.05515588	0.04316547	0.01918465	0.01199041	0.03357314	0.01438849	0.00719424	0.00239808
0.05829596	0.05829596	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02690583	0.02242152	0.00000000	0.02690583	0.00448430	0.00448430	0.00896861	0.04932735	0.03139013	0.01793722	0.01793722	0.02242152	0.00448430	0.00896861	0.00448430	0.00000000	0.00000000	0.00448430	0.00896861	0.00896861	0.07623318	0.07623318	0.00000000	0.00000000	0.00448430	0.00448430	0.00000000	0.00000000	0.00000000	0.00448430	0.00000000	0.00448430	0.00448430	0.00000000	0.00896861	0.00448430	0.00000000	0.00000000	0.00896861	0.00448430	0.02690583	0.02242152	0.00000000	0.03139013	0.00448430	0.00448430	0.00896861	0.05381166	0.03139013	0.02242152	0.02242152	0.02242152	0.00448430	0.00896861	0.00448430	0.00448430	0.02690583	0.02690583	0.00000000	0.00448430	0.00000000	0.01345291	0.00448430	0.00000000	0.00896861	0.02242152	0.01793722	0.00448430	0.00448430
0.00000000	0.00000000	0.00123305	0.00000000	0.03205919	0.00123305	0.02959309	0.02219482	0.00000000	0.00246609	0.00000000	0.00246609	0.01109741	0.00493218	0.00123305	0.00493218	0.03452528	0.00000000	0.02836005	0.02712700	0.01109741	0.00246609	0.00493218	0.00000000	0.00616523	0.00616523	0.00863132	0.00493218	0.00000000	0.00246609	0.00246609	0.00123305	0.00000000	0.05055487	0.00123305	0.04315660	0.03205919	0.00123305	0.00000000	0.00000000	0.00123305	0.00986436	0.00246609	0.01356350	0.00246609	0.01109741	0.00863132	0.01972873	0.01479655	0.00369914	0.00000000	0.00369914	0.01233046	0.00493218	0.00246609	0.00493218	0.03699137	0.00123305	0.02959309	0.02836005	0.01356350	0.00369914	0.00493218	0.00000000	0.00000000	0.12083847	0.10234279	0.01849568	0.00739827	0.00739827	0.01726264	0.00986436	0.00123305	0.00246609	0.03699137	0.00123305	0.03082614	0.02712700
