0.00928793	0.02380952	0.02109705	0.07936508	0.01129944	0.01136364	0.04528302	0.05833333	0.05882353	0.0013986	0.11453744	0	0.03045685	0.01126126	0.0032538	0.125	0.06122449	0.02453988	0.02991453	0.03539823	0.01315789	0	0.08163265	0.03211009	0.03448276	0.02811951	0	0.13402062	0.1	0	0	0.01117318
0	0.02380952	0.01687764	0.03174603	0.03954802	0.02840909	0.03018868	0.05	0	0.04055944	0.05286344	0	0.02030457	0.01576577	0.01409978	0.025	0.04956268	0.03680982	0.01282051	0.00589971	0	0.01114206	0.02040816	0.03211009	0	0.02636204	0.08108108	0.06185567	0.1	0.01331719	0.00684932	0.00558659
0.01547988	0	0.00421941	0.06349206	0.03389831	0.00568182	0.05283019	0.075	0	0.0027972	0.08370044	0.00561798	0.05583756	0.03828829	0.00433839	0.025	0.02332362	0.06134969	0.03846154	0.01179941	0.01315789	0.01392758	0.06122449	0.03669725	0	0.03690685	0.16216216	0.03092784	0.05	0.01937046	0.00684932	0.03351955
0.04024768	0	0.00421941	0	0	0.02272727	0	0	0	0.04615385	0.00440529	0.08426966	0	0.02252252	0.01409978	0	0	0.01226994	0.01709402	0.00589971	0	0.06963788	0	0	0	0.01757469	0	0	0	0.03268765	0.02226027	0.01675978
0.00309598	0.11904762	0.02531646	0.04761905	0.07344633	0.01704545	0.07169811	0.1	0.08823529	0	0.07488987	0	0.10152284	0.01801802	0.0032538	0.125	0.03790087	0.04907975	0.06837607	0.01179941	0.03947368	0.00278552	0.16326531	0.04587156	0.03448276	0.01581722	0.10810811	0.02061856	0.05	0.00121065	0.00342466	0.03351955
0.05263158	0.02380952	0	0	0.01129944	0.05113636	0.00377358	0	0.08823529	0.02937063	0	0.00561798	0	0.03603604	0.02277657	0	0	0.01840491	0.04273504	0.03244838	0.05263158	0.01949861	0	0.00917431	0.03448276	0.04217926	0	0	0	0.00726392	0.02568493	0.01675978
0	0.07142857	0.07594937	0.03174603	0.02824859	0	0.02264151	0	0	0	0	0.02808989	0.06598985	0.01126126	0.01301518	0	0.04081633	0	0	0.0560472	0	0.00278552	0	0.01376147	0.06896552	0	0	0.04123711	0	0.00363196	0.0119863	0.0726257
0.00309598	0	0	0.01587302	0	0.01136364	0.03773585	0.04166667	0	0	0.03524229	0	0.02030457	0.00675676	0.00433839	0	0.06413994	0.01840491	0.02136752	0.02359882	0	0	0	0.00917431	0	0.02636204	0.02702703	0.02061856	0	0.00121065	0.00684932	0.01675978
0.03095975	0	0.05063291	0	0	0.04545455	0	0	0	0.02797203	0	0.01685393	0	0.01126126	0.0867679	0	0	0	0	0.00589971	0.01315789	0.00835655	0	0.00458716	0	0.01405975	0	0	0	0.04600484	0.06335616	0
0.01857585	0	0.01265823	0	0.01129944	0.02272727	0.00754717	0.00833333	0	0.0013986	0	0	0	0.02927928	0.01301518	0	0.00291545	0.01840491	0.0042735	0.02064897	0.01315789	0.01671309	0	0.03669725	0.03448276	0.01933216	0	0	0	0.01815981	0.02226027	0.01117318
0	0.11904762	0.02531646	0.03174603	0.06779661	0.01704545	0.06037736	0.075	0.08823529	0	0.03964758	0	0.07106599	0.01126126	0.0021692	0.125	0.02915452	0.03067485	0.05128205	0.01179941	0.03947368	0	0.14285714	0.0412844	0.03448276	0.00878735	0.05405405	0.02061856	0.05	0	0.00171233	0.03351955
0.01857585	0	0.01687764	0	0	0.02272727	0	0	0	0.01678322	0	0.01123596	0	0.00900901	0.02603037	0	0	0	0	0.00589971	0.01315789	0.00835655	0	0	0	0.00878735	0	0	0	0.02421308	0.0239726	0
0.00928793	0	0.01265823	0.01587302	0.03389831	0.01136364	0.00377358	0.00833333	0	0.02377622	0	0	0	0.01351351	0.03470716	0	0	0.02453988	0	0.01769912	0	0.01114206	0	0.02293578	0	0.01581722	0	0.02061856	0	0.03268765	0.02226027	0.00558659
0.02167183	0	0.00421941	0.01587302	0	0.01704545	0	0	0	0.00839161	0.00440529	0.06741573	0	0.02252252	0.01193059	0	0	0.00613497	0.00854701	0.00589971	0	0.06963788	0	0.00917431	0	0.00878735	0	0	0	0.01815981	0.01883562	0.01675978
0.02167183	0	0.00421941	0	0.00564972	0.00568182	0	0	0	0.05034965	0	0.01685393	0	0.00900901	0.01084599	0	0	0	0.0042735	0	0.01315789	0.01949861	0	0	0	0.01230228	0	0	0	0.02542373	0.0119863	0
0	0.04761905	0.07172996	0	0.03389831	0	0.03396226	0	0	0	0	0.03370787	0.04568528	0	0.02386117	0	0.02915452	0	0	0.03834808	0	0	0	0.00917431	0	0	0	0.02061856	0	0.01089588	0.01712329	0.06145251
0.00928793	0	0.01265823	0	0.01129944	0.02272727	0	0.00833333	0	0.0013986	0	0	0	0.02252252	0.00759219	0	0	0.00613497	0.0042735	0.01474926	0.01315789	0.01114206	0	0.03211009	0.03448276	0.01405975	0	0	0	0.01452785	0.01883562	0.01117318
0	0.04761905	0.03797468	0	0.02259887	0	0.02641509	0	0	0	0	0.02808989	0.03045685	0	0.00759219	0	0.02623907	0	0	0.03244838	0	0	0	0.00917431	0	0	0	0.02061856	0	0.00484262	0.0119863	0.05027933
0.00309598	0	0.00843882	0.01587302	0.02259887	0.01704545	0.02264151	0.025	0	0.01958042	0.01321586	0	0.01522843	0.0045045	0.00759219	0	0.03498542	0.01840491	0.00854701	0.00294985	0	0.00278552	0	0.01376147	0	0.01405975	0.02702703	0.02061856	0	0.00363196	0.00684932	0.00558659
0.0123839	0	0.00421941	0.03174603	0.01694915	0.00568182	0.01132075	0	0	0.00699301	0	0.01123596	0	0.01801802	0.00433839	0.025	0	0.00613497	0.02991453	0	0.01315789	0.01949861	0	0.00917431	0.03448276	0.00878735	0	0	0	0.01815981	0.00856164	0.01675978
0.0123839	0	0	0	0	0.01704545	0	0	0	0.00559441	0.00440529	0.06179775	0	0.01801802	0.00650759	0	0	0.00613497	0.00854701	0.00589971	0	0.05292479	0	0	0	0.00878735	0	0	0	0.01452785	0.01369863	0.01675978
0	0.02380952	0.03797468	0	0.02259887	0	0.01509434	0	0	0	0	0.02247191	0.02538071	0	0.00650759	0	0.02040816	0	0	0.02654867	0	0	0	0.00458716	0	0	0	0.01030928	0	0.00242131	0.00856164	0.05027933
0.00619195	0	0	0.01587302	0.01129944	0	0	0	0	0.00559441	0.00881057	0	0.00507614	0.0045045	0.01409978	0	0.01749271	0.01226994	0.00854701	0.01474926	0	0.00557103	0	0.01376147	0	0.00702988	0	0	0	0.00968523	0.00513699	0.00558659
0.0123839	0	0.00421941	0	0	0.01704545	0	0	0	0.00699301	0	0	0	0.0045045	0.01193059	0	0.0058309	0.00613497	0.0042735	0.02949853	0.01315789	0	0	0	0	0.01581722	0	0	0	0	0.01541096	0
0	0	0.00421941	0.01587302	0.01694915	0.01704545	0.01886792	0.01666667	0	0.01818182	0.00440529	0	0.01015228	0.0045045	0.00433839	0	0.02623907	0.01226994	0.00854701	0.00294985	0	0.00278552	0	0.01376147	0	0.00878735	0.02702703	0.02061856	0	0.00121065	0.00513699	0.00558659
0.00309598	0	0.01265823	0	0.02259887	0.00568182	0	0	0	0.01258741	0	0	0	0.00900901	0.02819957	0	0	0.01226994	0	0.00294985	0	0.00835655	0	0.00458716	0	0.00175747	0	0	0	0.02300242	0.01369863	0
0.00928793	0	0.02953586	0	0	0.02272727	0	0	0	0.00839161	0	0.00561798	0	0.00225225	0.05639913	0	0	0	0	0	0	0	0	0	0	0.00351494	0	0	0	0.01694915	0.03938356	0
0.01857585	0	0.00421941	0	0	0.00568182	0	0	0	0.04055944	0	0.00561798	0	0.0045045	0.00650759	0	0	0	0.0042735	0	0	0.01392758	0	0	0	0.00702988	0	0	0	0.01452785	0.00856164	0
0.00309598	0	0	0.01587302	0.01129944	0	0.00377358	0	0	0.00559441	0.02202643	0	0.01015228	0.00225225	0.01084599	0	0.02623907	0.03067485	0.0042735	0.00589971	0	0.00557103	0	0.01376147	0	0.01054482	0	0	0.05	0.00726392	0.00342466	0
0.00928793	0	0.00421941	0.03174603	0.00564972	0.00568182	0.01132075	0	0	0.00559441	0	0.00561798	0	0.00675676	0.0032538	0.025	0	0.00613497	0.02564103	0	0.01315789	0.01671309	0	0.00917431	0.03448276	0.00702988	0	0	0	0.01089588	0.00684932	0.00558659
0.0371517	0	0	0.01587302	0	0.01136364	0.01132075	0	0	0.0027972	0.00440529	0.0505618	0	0.01351351	0.0021692	0	0	0	0.02136752	0	0.10526316	0.00835655	0	0.00458716	0.03448276	0.01405975	0.02702703	0	0	0.01089588	0.00342466	0.01117318
0	0.02380952	0.03375527	0.01587302	0.00564972	0	0.00377358	0	0	0	0	0.00561798	0.04060914	0.00900901	0.00542299	0	0.02040816	0	0	0.02654867	0	0.00278552	0	0.00458716	0.06896552	0	0	0.02061856	0	0.00121065	0.00342466	0.02234637
0.00619195	0	0.01265823	0	0	0.01136364	0	0	0	0.00559441	0	0.00561798	0	0.00225225	0.01735358	0	0	0	0	0	0	0	0	0	0	0.00351494	0	0	0	0.01210654	0.01883562	0
0.03095975	0	0	0.03174603	0.00564972	0.01136364	0.01509434	0	0	0	0.00440529	0.01123596	0	0.01351351	0.0010846	0	0	0.00613497	0.03418803	0	0.14473684	0.00557103	0.02040816	0.00917431	0.03448276	0.01405975	0.08108108	0	0	0.00242131	0.00684932	0.01675978
0.00928793	0	0.00843882	0	0	0.01136364	0.00377358	0	0	0	0	0	0	0.01126126	0.01193059	0	0.00291545	0.00613497	0	0.00294985	0	0.01671309	0	0.02293578	0	0.00702988	0	0	0	0.01452785	0.00856164	0
0.00619195	0	0.00421941	0	0.01129944	0.01136364	0.00377358	0.00833333	0	0.0013986	0	0	0	0.01801802	0	0	0	0.00613497	0.0042735	0.01769912	0.01315789	0	0	0.01376147	0.03448276	0.00878735	0	0	0	0.00121065	0.01027397	0
0.00928793	0	0	0	0	0.00568182	0.02264151	0.04166667	0	0	0.01762115	0.00561798	0.02538071	0.00675676	0	0.025	0.00874636	0.01840491	0.01282051	0.00884956	0	0.00278552	0.04081633	0.01834862	0	0.00878735	0.02702703	0.02061856	0	0	0.00342466	0.01117318
0	0	0.00421941	0	0	0.00568182	0.01886792	0.025	0	0	0.01321586	0	0	0.0045045	0.0032538	0	0.01166181	0.00613497	0	0.02359882	0	0	0	0	0	0.01054482	0	0.02061856	0	0	0.00684932	0
0.00309598	0	0	0.03174603	0.02259887	0	0.01132075	0.00833333	0	0.0013986	0.03524229	0.00561798	0.03045685	0.01351351	0.0010846	0	0.0058309	0.03680982	0.02136752	0	0.01315789	0.00557103	0.02040816	0.00917431	0	0.01054482	0.08108108	0	0	0.00847458	0	0.01117318
0	0.02380952	0.02531646	0	0.01129944	0	0.01132075	0	0	0	0	0.02247191	0.02030457	0	0.00433839	0	0.01749271	0	0	0.02064897	0	0	0	0.00458716	0	0	0	0.01030928	0	0.00121065	0.00513699	0.03910615
0.0123839	0	0.00421941	0	0	0.00568182	0	0	0	0.00559441	0	0.01123596	0	0.0045045	0.0032538	0	0	0	0	0	0.01315789	0.00278552	0	0	0	0.00351494	0	0	0	0.01210654	0.01027397	0
0.00619195	0	0.00421941	0.03174603	0.00564972	0	0.00754717	0.01666667	0	0.0013986	0.01762115	0	0	0.00675676	0.0032538	0	0.01166181	0.02453988	0.0042735	0.00589971	0	0.00278552	0	0.00917431	0	0.01054482	0	0	0.05	0.01089588	0.00342466	0
0	0	0	0.01587302	0	0.00568182	0.02264151	0.025	0	0	0.01321586	0	0.01522843	0	0.0032538	0	0.03206997	0.00613497	0.00854701	0	0	0	0	0	0	0.01054482	0.02702703	0	0	0	0	0.00558659
0.00928793	0	0	0	0.00564972	0	0	0	0	0.04335664	0	0.00561798	0	0.0045045	0.00542299	0	0	0	0.0042735	0	0	0.01671309	0	0	0	0.00878735	0	0	0	0.00968523	0.00171233	0
0.00309598	0	0.00421941	0	0.01129944	0.01136364	0	0.00833333	0	0.0013986	0	0	0	0.01576577	0	0	0	0	0.0042735	0.01474926	0.01315789	0	0	0.01376147	0.03448276	0.00878735	0	0	0	0.00121065	0.01027397	0
0.00619195	0	0.00843882	0	0	0.01136364	0	0	0	0	0	0	0	0.00675676	0.00759219	0	0	0.00613497	0	0	0	0.01114206	0	0.01834862	0	0.00527241	0	0	0	0.01210654	0.00513699	0
0	0	0	0	0.01129944	0	0	0	0	0.0041958	0.01762115	0	0.01015228	0.00225225	0.00542299	0	0.01457726	0.00613497	0	0	0	0.00557103	0	0.00917431	0	0.00527241	0	0	0	0.00484262	0.00171233	0
0.00619195	0	0	0	0	0.00568182	0.01509434	0.03333333	0	0	0.01321586	0	0.01522843	0.00675676	0	0.025	0.00874636	0.01226994	0.01282051	0.00589971	0	0.00278552	0.04081633	0.01834862	0	0.00527241	0.02702703	0.01030928	0	0	0.00342466	0.00558659
0.00928793	0	0	0	0	0.01136364	0	0	0	0.0041958	0	0	0	0.0045045	0.00976139	0	0.0058309	0	0.0042735	0.02654867	0.01315789	0	0	0	0	0.01230228	0	0	0	0	0.01027397	0
0.00309598	0	0.00421941	0.01587302	0	0.00568182	0.00377358	0	0	0	0	0	0	0.0045045	0.01518438	0	0	0	0.0042735	0.00884956	0	0.00278552	0	0.00458716	0	0.00351494	0	0	0	0.01694915	0.00171233	0.01117318
0.0123839	0	0	0	0.00564972	0	0	0	0	0.02097902	0	0.00561798	0	0.0045045	0.00650759	0	0	0.01226994	0.0042735	0	0.01315789	0.00557103	0	0.00458716	0	0.00351494	0	0	0	0.00605327	0.00513699	0
0.00619195	0	0	0.01587302	0.00564972	0.00568182	0	0	0	0.0027972	0.00440529	0.01685393	0	0.01351351	0	0	0	0	0.01709402	0	0	0.00278552	0	0.00458716	0	0.01581722	0	0.01030928	0	0.00847458	0.00342466	0
0	0.02380952	0	0	0	0	0.01132075	0.025	0	0.0027972	0.00881057	0	0.01522843	0.00900901	0.0032538	0	0.01166181	0.02453988	0.0042735	0	0	0	0.02040816	0	0.03448276	0.00527241	0.02702703	0.02061856	0.1	0.00121065	0	0
0.00619195	0	0	0.01587302	0.01129944	0.00568182	0.00377358	0.00833333	0	0.01118881	0	0	0	0.0045045	0	0	0	0.01226994	0	0.00884956	0	0	0	0.00917431	0	0.01230228	0	0.01030928	0	0.00605327	0.00684932	0.00558659
0	0	0.01265823	0	0	0.00568182	0	0	0	0.01258741	0	0	0	0.00225225	0.01735358	0	0	0	0	0.00294985	0	0	0	0	0	0.00175747	0	0	0	0.01331719	0.00856164	0
0	0.02380952	0	0	0.01129944	0	0.00754717	0.01666667	0	0.01538462	0.00440529	0	0	0.00900901	0.0032538	0	0.00291545	0.01226994	0	0	0	0	0.02040816	0.00458716	0	0.00175747	0.02702703	0.01030928	0.1	0.00726392	0.00342466	0
0.0123839	0	0	0	0.01129944	0.00568182	0.01132075	0	0	0.00559441	0	0.00561798	0	0.00675676	0	0.025	0	0.00613497	0.02136752	0	0.01315789	0.00557103	0	0.00458716	0.03448276	0.00175747	0	0	0	0.00242131	0.00684932	0.01675978
0	0	0	0.01587302	0	0.00568182	0.01886792	0.01666667	0	0	0.00440529	0	0.01015228	0	0.0032538	0	0.02332362	0.00613497	0.00854701	0	0	0	0	0	0	0.00702988	0.02702703	0	0	0	0	0.00558659
0.00309598	0	0	0	0	0	0	0	0	0.00559441	0.00440529	0	0.01015228	0	0.0010846	0	0.03790087	0.01840491	0	0.01474926	0	0	0	0.00458716	0	0.00702988	0	0	0	0.00121065	0.00684932	0
0.00309598	0	0	0.01587302	0.01694915	0	0.00754717	0.00833333	0	0.0013986	0.01762115	0	0.03045685	0.01351351	0.0010846	0	0.00291545	0.00613497	0.01709402	0	0.01315789	0.00557103	0.02040816	0.00917431	0	0.00878735	0.05405405	0	0	0.00605327	0	0.01117318
0	0.0952381	0.00421941	0	0	0	0	0	0.23529412	0	0	0	0	0.02252252	0.0010846	0	0.01166181	0	0.0042735	0.00294985	0	0	0	0.01834862	0	0	0	0.01030928	0.05	0.00121065	0	0
0	0	0.00421941	0.01587302	0.00564972	0	0.00754717	0.00833333	0	0.0013986	0.01321586	0	0	0.0045045	0.0032538	0	0.0058309	0.02453988	0.0042735	0.00589971	0	0	0	0.00917431	0	0.00878735	0	0	0.05	0.00968523	0.00342466	0
0	0	0	0	0	0.00568182	0.01509434	0.01666667	0	0	0.01321586	0	0	0.00225225	0.0010846	0	0.01166181	0	0	0.01474926	0	0	0	0	0	0.00702988	0	0.02061856	0	0	0.00171233	0
0	0	0	0	0	0	0	0	0	0	0.00881057	0	0.00507614	0.00225225	0	0	0.01749271	0.00613497	0.00854701	0.00294985	0	0	0	0.00917431	0	0.00351494	0	0	0	0	0	0.00558659
0	0	0.00421941	0.01587302	0.00564972	0	0	0	0	0	0	0	0	0.00900901	0.0021692	0	0	0	0	0	0	0.01392758	0	0.00458716	0	0.00351494	0	0	0	0.00847458	0.00171233	0
0	0	0	0	0	0	0	0	0	0.0041958	0.00881057	0	0.01015228	0.00225225	0.0021692	0	0.0058309	0	0	0.01179941	0	0	0	0	0	0.00175747	0	0	0	0.00121065	0.00856164	0.01117318
0	0	0.03375527	0	0.01129944	0	0.00754717	0	0	0	0	0.00561798	0.01015228	0	0.01409978	0	0.00291545	0	0	0.00589971	0	0	0	0	0	0	0	0	0	0.00605327	0.00513699	0.01117318
