3.360048701484776024e-02,4.747841560633917629e-02,3.367986984672401846e-02,1.227328059564931732e-02,3.344097957918962249e-02,3.691408263234642606e-02,6.986357304787406408e-02,1.641490040649057000e-02,2.283208742200133409e-02,6.829621643791192187e-02
2.136988147606163485e-02,1.480026435074811159e-02,2.068153966132112512e-02,5.309499926738586728e-02,1.187244533917621372e-02,4.356600052415874474e-02,4.077505704581524393e-02,3.974416848339416830e-02,6.036505518154782618e-02,4.051230410344362765e-02
2.369653780386618558e-02,4.480351318234022245e-02,2.368720277373433103e-02,5.153364134349343317e-02,5.019621933159137961e-02,6.615254174547455235e-02,1.880856590781612020e-02,3.141525984114881126e-02,3.991483137185319191e-02,5.572801619287954394e-02
5.069542632979120306e-02,6.063268228132034920e-02,5.945473409625153666e-02,5.894668978308593293e-02,5.823153493265941644e-02,2.896694558259856750e-02,5.864462730517143278e-03,4.109026199526775308e-02,3.312636397102901309e-02,2.573000390452570563e-02
6.192370451705968282e-02,6.737119212040257321e-02,3.518956803861596205e-02,5.059666642865179483e-03,1.608997003692672068e-02,2.513353947241155073e-02,4.858863827533545232e-02,6.631904360777785001e-02,6.012121701800656609e-02,4.977992754652200199e-04
4.456598729295013078e-02,5.349462549850019649e-02,2.805937321949800167e-02,6.066278623574373335e-02,7.096773432004636895e-02,6.855204174896066538e-02,1.164265673368349019e-02,4.278204189536641971e-02,2.270631367304633969e-02,4.280347666001604878e-02
1.857206267234862151e-02,5.724488149886612642e-02,9.607631991233734139e-03,3.047416567305330851e-02,1.880122476735790818e-02,2.061639039812596108e-02,4.369172582518396093e-04,2.610689182685442186e-02,4.525076588385431448e-02,1.571444645634243603e-02
4.118961073317584098e-02,4.318236231800332871e-03,5.151887991412432144e-02,3.759608470467078883e-02,5.596783592674323821e-02,4.548690163124722435e-02,3.518548903474692097e-02,1.707383472703579222e-02,3.604295062200382760e-02,6.150349701954695852e-02
3.401429178286280441e-02,6.119757386722816939e-02,3.383905159768931664e-02,3.267763921107195296e-02,2.452798941706649943e-02,3.188365308973492573e-02,6.932553305765686014e-02,7.456624764282521189e-02,1.550066357307506096e-02,3.892258964001141935e-02
5.682572341605229144e-02,1.635588858947538068e-02,5.237190612417935015e-02,5.070803716270378542e-02,3.556791845506913213e-02,1.818041794424114788e-02,4.168684178743735391e-04,5.462296096218804270e-02,2.123066486993151810e-03,6.438269192604043067e-02
7.719452615860484916e-03,6.441832161317920247e-02,1.202479184316972670e-02,5.512269322391376986e-02,4.499893036182043421e-02,6.816217460521203919e-02,6.428124925166556203e-02,4.410253654116444433e-02,6.510489913516667726e-02,2.205712030744991226e-02
6.511374543443750051e-02,1.153138652610956154e-02,3.673091597099491928e-02,3.810846384518375846e-02,1.466052038716306356e-02,5.920083977958254251e-02,1.994202902732532603e-02,1.319151705607482777e-03,4.180200149653372915e-02,5.575786015845275723e-02
2.074153023293244177e-02,2.525055980619501927e-02,2.161090098499767950e-02,6.722050462547252137e-02,2.898250977202180070e-02,1.836097942175016554e-02,4.676658328384083324e-02,2.497620859777652247e-02,1.483239393049101858e-02,4.410588010688908100e-02
2.161346936923701223e-02,9.751809247081074522e-03,4.656934782857366506e-02,2.857803902987202799e-02,1.403051321270599658e-02,3.048352832999455878e-02,5.949950318295001150e-02,5.794157024473230166e-02,4.523860530825124949e-04,1.478386415488237154e-02
6.753846791890029226e-03,3.650975294120407250e-02,4.581638878113183239e-02,4.599660775509126220e-02,2.262883068304824205e-02,1.365808866128656075e-02,4.525250410833983605e-02,5.280565981560286087e-02,3.071945968311431963e-02,5.770392956541967738e-02
2.398951130506592200e-02,2.215704124177174383e-02,4.503403484905331433e-02,6.619682378044705780e-03,2.807399039139669983e-02,1.700489179098398779e-02,3.929649266474599667e-02,3.175249426073294828e-02,1.165962906155294104e-02,8.411253404787731591e-03
6.001643247293351330e-02,2.298367018267258657e-02,2.169754973059738121e-02,4.177726999127279184e-02,1.837819498642761368e-02,4.632215392252225783e-02,4.992711120810316289e-02,2.239575939417386922e-03,2.228182097888532429e-02,4.511274024661905691e-02
5.700833424735594901e-02,3.516621048325750676e-02,2.131674007329318124e-02,3.665783346677420340e-02,8.739830108623065918e-03,1.698369831366847160e-02,4.109688133001024313e-02,2.189665604954258230e-02,1.816173123117732768e-02,1.709318040562020011e-02
1.560118045050664162e-02,5.620918190161506255e-03,4.306210461503239689e-02,1.981329998952657535e-05,2.435343117243006505e-02,3.032984012789742643e-03,3.597115738795702688e-03,2.871183355004820054e-02,3.060499517250919992e-03,5.578021615022230734e-02
3.056450354241169870e-02,1.703088011099833030e-02,5.875313922524316723e-02,5.502742748653342841e-02,1.175463752515816182e-02,5.041581811357601084e-02,1.392006994231241059e-02,0.000000000000000000e+00,3.994032944397428453e-02,5.327568070022423163e-03
4.399834907170092901e-02,2.512459702410699963e-02,4.192960843647542540e-02,2.189971783020899440e-02,6.416796852966931419e-02,6.904703523843495894e-02,6.724727284941600658e-02,6.848035305661531735e-02,3.689946759560365930e-03,7.110724247082862715e-02
2.048409105218109219e-02,9.605151265461202639e-03,5.527711770746929210e-03,5.981837254237119816e-02,3.756363884080635845e-02,1.755465678188961477e-03,5.794783473470074310e-03,3.905046643716037630e-02,6.355255512543299228e-03,6.198692876187055639e-02
