0.03930741	0.01968806	0.04045374	0.07043460	0.06073701	0.01403423	0.04550624	0.05419087	0.02498104	0.05015240	0.02118347	0.05151766	0.05045534	0.01745817	0.00881124
0.03814774	0.03598790	0.04342031	0.00821244	0.03350136	0.06689019	0.02629150	0.04561017	0.04578625	0.04083335	0.03915840	0.04030183	0.02607975	0.01600559	0.04704235
0.03180727	0.03394586	0.04666493	0.03874502	0.01677729	0.03812846	0.05438891	0.03025406	0.06498054	0.04372583	0.02587824	0.05075668	0.02610912	0.05395228	0.06459877
0.03907413	0.01747981	0.05509683	0.05726586	0.03322340	0.02086147	0.03238609	0.03084084	0.01862014	0.04494528	0.04117984	0.04189404	0.02223852	0.05692960	0.02614770
0.04728572	0.02078837	0.00169213	0.04875121	0.03492882	0.04727307	0.03213009	0.05238391	0.03538878	0.01878802	0.02755754	0.01681195	0.04699194	0.04951733	0.02863168
0.03210634	0.06511362	0.02752539	0.03602923	0.03990143	0.02373642	0.02933159	0.01856647	0.03654812	0.05028199	0.01310498	0.04895261	0.03041500	0.04528588	0.01028318
0.02604554	0.04369481	0.02258855	0.01694081	0.02310240	0.02888310	0.01349031	0.03880636	0.05384047	0.01362392	0.02562429	0.03787117	0.04767446	0.03788648	0.05067938
0.04518385	0.05236982	0.00784582	0.00638642	0.03246305	0.03262742	0.03203921	0.02041944	0.05535334	0.01547316	0.04342677	0.03958305	0.00647844	0.04016890	0.05013721
0.05286858	0.05250001	0.03718446	0.05818991	0.06226311	0.04439924	0.04048751	0.03645542	0.02506472	0.04806859	0.01239112	0.01787927	0.02446234	0.04942478	0.04992907
0.00868093	0.01881195	0.04134334	0.01718597	0.04975234	0.04583898	0.01629282	0.04384142	0.05115480	0.05202493	0.06132789	0.04011226	0.04411723	0.01311776	0.04504170
0.04182049	0.05030811	0.05640206	0.04308109	0.03546545	0.03532063	0.04477530	0.05480349	0.03181083	0.05544126	0.04008687	0.04046916	0.03803275	0.01975194	0.05263495
0.01767488	0.03247390	0.04087711	0.04804029	0.01117548	0.03448562	0.01387870	0.02758732	0.04482002	0.02698753	0.03493400	0.04075465	0.04801989	0.04798112	0.05440318
0.04811787	0.04428396	0.02608073	0.04731333	0.03787074	0.03439977	0.02855806	0.01649846	0.02167918	0.02823249	0.06344892	0.03145045	0.01420856	0.00432239	0.01215224
0.00459515	0.04446153	0.00565982	0.04285341	0.01221174	0.02155364	0.03836426	0.02592392	0.05290966	0.01762128	0.04765006	0.05149503	0.01111679	0.02037040	0.03793411
0.05968579	0.04752890	0.02930650	0.02686370	0.01810318	0.03106128	0.02042353	0.01800969	0.04455902	0.05597197	0.02866218	0.06523312	0.01988888	0.02907095	0.03439213
0.04357341	0.02370690	0.05633704	0.03899448	0.03092321	0.03919767	0.04390695	0.02756602	0.03781800	0.05003018	0.01675276	0.00207379	0.02912592	0.04078443	0.01576125
0.00555688	0.03389889	0.04041223	0.03894812	0.01252661	0.04981710	0.03162069	0.02761144	0.02730610	0.05130374	0.05756907	0.04588663	0.04943969	0.03041449	0.02312776
0.06299697	0.02219796	0.02774193	0.03670867	0.04989217	0.01376579	0.04329426	0.01400061	0.02748012	0.01389655	0.03402930	0.00859527	0.01972071	0.04460709	0.02106668
