0.02234489	0.04150565	0.03516371	0.01329381	0.05969199
0.06268237	0.02246422	0.03383036	0.00247562	0.00191943
0.06353645	0.03976164	0.04326056	0.00786784	0.03958396
0.02554935	0.00104027	0.03445509	0.03560478	0.01720757
0.00222508	0.03011681	0.02629731	0.03640484	0.03267584
0.01232078	0.00105072	0.03754607	0.00169706	0.01089650
0.01318975	0.00000000	0.00470725	0.00325288	0.05251332
0.01332678	0.01937450	0.04737131	0.01455901	0.03925543
0.04964956	0.06442242	0.05275362	0.03332528	0.04505907
0.03707736	0.01539226	0.03017948	0.06016256	0.05301121
0.05639796	0.03042508	0.05927670	0.05471918	0.04450050
0.01039634	0.00750894	0.04655059	0.04992940	0.03165545
0.00136554	0.01733069	0.04833255	0.01240229	0.06482791
0.01579531	0.05709204	0.06033307	0.02401940	0.05758376
0.05094185	0.04345238	0.04291434	0.05272134	0.03422120
0.03121893	0.04527271	0.01563740	0.02627580	0.05191110
0.00309646	0.00850373	0.04205605	0.01723718	0.05008213
0.00000000	0.03300782	0.01841366	0.05812507	0.04458000
0.00000000	0.05232723	0.00000000	0.00980485	0.00561440
0.04809908	0.00000000	0.03337634	0.04830296	0.01131353
0.00500830	0.02277228	0.04886330	0.02728639	0.06045855
0.03916368	0.03386171	0.04822884	0.01097641	0.00121625
0.00000000	0.02731524	0.02814734	0.00000000	0.04542329
0.05548554	0.03843423	0.02624648	0.01978640	0.01305404
0.04579599	0.00625664	0.00541976	0.05220951	0.04754718
0.03056866	0.01343193	0.03216974	0.00000000	0.01586589
0.02499160	0.01053554	0.00188577	0.04332964	0.05554722
0.03060079	0.01003930	0.00771654	0.01679141	0.04752288
0.02419096	0.04943982	0.00477508	0.02133514	0.02021550
0.00000000	0.04126798	0.00000000	0.01794628	0.05391952
0.00851753	0.00689769	0.00000000	0.04229967	0.01060493
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.02983957	0.00000000	0.00000000	0.04707948	0.03431691
0.01468945	0.00717925	0.05167848	0.04378501	0.03502643
0.00599081	0.03853196	0.00000000	0.00529859	0.01132232
0.00686172	0.00000000	0.00000000	0.00000000	0.03877524
0.01771481	0.03248915	0.01178665	0.04367334	0.04845668
0.04860006	0.01612055	0.00000000	0.00855596	0.03897960
0.00000000	0.05363906	0.00000000	0.00000000	0.02382506
0.01035756	0.04611886	0.00000000	0.00000000	0.04627008
0.03325900	0.00000000	0.04306966	0.02595009	0.00678781
0.00000000	0.03845921	0.05511176	0.03914502	0.01054409
0.01980109	0.04809956	0.05095121	0.00000000	0.01779221
0.04404268	0.00876856	0.02637065	0.04765392	0.01063554
0.04933758	0.03866224	0.00656315	0.00000000	0.04200190
0.03178187	0.04220795	0.00000000	0.01710306	0.01862944
0.03534490	0.00212165	0.00000000	0.03643941	0.01264363
0.00929910	0.01682639	0.01714614	0.02177056	0.00484366
0.03566529	0.01673835	0.00678237	0.05180612	0.03059730
0.03091456	0.03408506	0.05409154	0.03354993	0.02906343
0.04965693	0.00000000	0.00000000	0.03829130	0.01496370
0.00000000	0.02546213	0.02449661	0.02449802	0.01483851
0.04459927	0.00000000	0.02427479	0.03836047	0.00509795
0.02732346	0.03208914	0.05058225	0.00000000	0.01613224
0.02540801	0.03005992	0.03406145	0.01887780	0.00000000
0.00000000	0.00875209	0.02296463	0.03110694	0.03860331
0.04627503	0.04321623	0.05603518	0.00000000	0.00407224
0.02775941	0.04448143	0.03147822	0.02479736	0.02364234
0.03162087	0.00397835	0.00408196	0.03807682	0.02174566
0.01283105	0.03509853	0.01911170	0.01641196	0.04054428
0.03518727	0.00000000	0.05152687	0.01395305	0.00000000
0.05775623	0.02927308	0.00783590	0.04568859	0.01929782
0.00000000	0.00698498	0.00000000	0.01555624	0.01758148
0.01553841	0.00000000	0.00968909	0.02832841	0.05349733
0.00012093	0.00914092	0.02335762	0.00697427	0.00000000
0.05449072	0.01392165	0.02120745	0.00000000	0.01251357
0.00000000	0.02507488	0.00041171	0.00000000	0.02450460
0.00536030	0.01791148	0.01344954	0.00000000	0.04282323
0.02699200	0.01115333	0.02208582	0.00582375	0.00000000
0.01950901	0.01248792	0.00000000	0.03905316	0.00000000
0.05400133	0.04680161	0.02488011	0.00000000	0.04752698
0.01407440	0.04317774	0.00448431	0.00000000	0.04331821
0.00924889	0.03172696	0.04490087	0.00890491	0.01677860
0.00000000	0.03181858	0.04604854	0.05799157	0.00890670
0.05332950	0.01033359	0.05562353	0.02580286	0.04478629
0.00000000	0.04844735	0.00828396	0.01804675	0.00000000
0.02235028	0.05456428	0.00000000	0.02730919	0.03687491
