dsa24,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02272727,0.01136364,0.01136364,0.01136364,0.00000000,0.01704545,0.01136364,0.00568182,0.00568182,0.02272727,0.00000000,0.01704545,0.03409091,0.00568182,0.01704545,0.01704545,0.01136364,0.00000000,0.00568182,0.00568182,0.00000000,0.10227273,0.05681818,0.04545455,0.02272727,0.02272727,0.01704545,0.00568182,0.00568182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00568182,0.00568182,0.00568182,0.02272727,0.01704545,0.00568182,0.00000000,0.00568182,0.00568182,0.00568182,0.00000000,0.05681818,0.01704545,0.03409091,0.01704545,0.01704545,0.00568182,0.01136364,0.00568182,0.02840909,0.00000000,0.01704545,0.00568182,0.01136364,0.00568182,0.00568182,0.00000000,0.00000000,0.00000000,0.02272727,0.00000000,0.01704545,0.01704545,0.00000000,0.03977273,0.01136364,0.01704545,0.00568182,0.01704545,0.01136364,0.00000000,0.00568182,0.00568182,0.00000000,0.00000000,0.00000000"
jhb32,"0.00576369,0.00288184,0.00000000,0.00000000,0.00000000,0.00864553,0.00288184,0.00576369,0.00576369,0.00000000,0.00864553,0.00288184,0.00000000,0.00000000,0.00000000,0.00000000,0.02593660,0.00864553,0.00000000,0.01729107,0.00864553,0.00288184,0.00576369,0.01729107,0.00000000,0.00000000,0.00864553,0.00288184,0.00000000,0.00288184,0.02305476,0.00576369,0.05475504,0.03458213,0.00864553,0.00864553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00864553,0.00288184,0.00288184,0.03170029,0.01152738,0.00288184,0.02593660,0.00864553,0.00864553,0.00576369,0.00288184,0.03170029,0.01440922,0.02305476,0.04322767,0.00864553,0.02305476,0.01152738,0.00576369,0.00576369,0.00000000,0.01440922,0.06340058,0.00864553,0.02017291,0.00000000,0.01729107,0.00576369,0.02593660,0.00864553,0.00864553,0.02881844,0.01440922,0.00288184,0.00864553,0.00576369,0.00000000,0.05763689,0.00576369,0.01440922,0.01440922,0.01729107,0.00576369,0.00000000,0.00288184,0.05187320,0.00288184,0.01440922,0.02017291"
snb39,"0.02471751,0.00564972,0.01765537,0.00635593,0.00918079,0.01977401,0.00494350,0.01412429,0.00564972,0.00776836,0.00211864,0.00494350,0.00000000,0.00494350,0.00141243,0.00282486,0.00847458,0.00282486,0.00000000,0.00353107,0.00423729,0.00070621,0.00211864,0.00211864,0.00000000,0.00141243,0.00211864,0.00070621,0.00000000,0.00141243,0.00141243,0.00070621,0.16666667,0.05790960,0.09887006,0.04025424,0.05367232,0.02118644,0.03036723,0.01271186,0.01765537,0.00776836,0.00847458,0.00564972,0.00070621,0.01341808,0.00494350,0.00494350,0.03036723,0.00988701,0.01553672,0.00564972,0.00918079,0.00282486,0.00070621,0.00423729,0.02895480,0.00211864,0.02471751,0.00564972,0.01624294,0.00706215,0.00847458,0.00211864,0.02754237,0.00211864,0.01694915,0.00211864,0.01341808,0.00847458,0.00494350,0.00353107,0.00070621,0.00141243,0.00494350,0.00070621,0.00282486,0.00070621,0.00211864,0.00564972,0.00070621,0.00353107,0.00070621,0.00423729,0.00141243,0.00000000,0.00211864,0.00353107,0.00000000,0.00211864,0.00070621"
nrg14,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01345291,0.00896861,0.00448430,0.00448430,0.00000000,0.00000000,0.02690583,0.02690583,0.00000000,0.00000000,0.00000000,0.01793722,0.00896861,0.00896861,0.00448430,0.02242152,0.01345291,0.00448430,0.00448430,0.00000000,0.00000000,0.04932735,0.00896861,0.00896861,0.03139013,0.00448430,0.00448430,0.00896861,0.00896861,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00896861,0.00896861,0.00000000,0.00000000,0.00000000,0.01345291,0.00896861,0.00448430,0.00448430,0.00000000,0.00896861,0.00896861,0.00000000,0.08071749,0.07623318,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08968610,0.00448430,0.04484305,0.04035874,0.00000000,0.00000000,0.03587444,0.01793722,0.01345291,0.02242152,0.03139013,0.02242152,0.00448430,0.00448430,0.00000000,0.00896861,0.00000000,0.00000000,0.00896861,0.06278027,0.00896861,0.00896861,0.03587444,0.00896861,0.00000000,0.00448430,0.00000000"
pmp27,"0.01805869,0.00677201,0.01128668,0.00902935,0.00225734,0.00902935,0.00677201,0.00000000,0.00000000,0.00000000,0.00225734,0.01580135,0.00225734,0.01128668,0.00000000,0.00902935,0.01128668,0.00225734,0.00000000,0.00677201,0.01128668,0.00000000,0.01128668,0.01128668,0.00451467,0.00225734,0.00902935,0.00225734,0.00000000,0.00451467,0.01354402,0.00225734,0.12189616,0.05869074,0.05643341,0.04288939,0.01128668,0.00902935,0.00225734,0.00225734,0.00000000,0.00000000,0.00677201,0.00000000,0.00000000,0.02031603,0.00451467,0.00225734,0.01805869,0.01354402,0.00225734,0.00225734,0.00000000,0.01354402,0.00451467,0.00225734,0.04514673,0.00677201,0.02934537,0.00677201,0.02031603,0.01354402,0.00677201,0.00225734,0.04966140,0.00677201,0.01805869,0.00225734,0.01128668,0.00451467,0.02483070,0.01128668,0.01128668,0.00451467,0.01805869,0.00000000,0.01580135,0.00000000,0.01354402,0.01580135,0.00451467,0.00677201,0.00451467,0.01354402,0.00451467,0.00000000,0.00451467,0.02031603,0.00225734,0.00451467,0.00451467"
rdp23,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00431034,0.00000000,0.00431034,0.00000000,0.00431034,0.00000000,0.05172414,0.05172414,0.00000000,0.00000000,0.00000000,0.02586207,0.01724138,0.01724138,0.00431034,0.03017241,0.03017241,0.00000000,0.02586207,0.02586207,0.00000000,0.02155172,0.00862069,0.00862069,0.01293103,0.01293103,0.00000000,0.00862069,0.00431034,0.00431034,0.00431034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00431034,0.00000000,0.00431034,0.00000000,0.00431034,0.00000000,0.00000000,0.00000000,0.09482759,0.09482759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00431034,0.05603448,0.00862069,0.02586207,0.02586207,0.00000000,0.00000000,0.01724138,0.00431034,0.00862069,0.01293103,0.03879310,0.03879310,0.00000000,0.00000000,0.00000000,0.03017241,0.03017241,0.00000000,0.00000000,0.03017241,0.01724138,0.01724138,0.01293103,0.02586207,0.00000000,0.00431034,0.00862069"
mjm248,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00265957,0.00000000,0.00265957,0.00265957,0.00000000,0.00000000,0.03457447,0.01595745,0.00797872,0.00531915,0.00265957,0.03457447,0.01063830,0.00531915,0.02127660,0.00531915,0.00265957,0.00265957,0.00531915,0.00265957,0.00000000,0.01861702,0.00797872,0.00797872,0.00797872,0.00797872,0.00531915,0.03191489,0.02127660,0.00265957,0.00265957,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00531915,0.00265957,0.00265957,0.03723404,0.01329787,0.00265957,0.00265957,0.00000000,0.00265957,0.00265957,0.00000000,0.00797872,0.00531915,0.00000000,0.09840426,0.04255319,0.02393617,0.01329787,0.00265957,0.00265957,0.00000000,0.00000000,0.11968085,0.00531915,0.04255319,0.01329787,0.01329787,0.00000000,0.06117021,0.02659574,0.02659574,0.01329787,0.01063830,0.00797872,0.00265957,0.00265957,0.00000000,0.01595745,0.00531915,0.00000000,0.00531915,0.02393617,0.00797872,0.00797872,0.01329787,0.01595745,0.00000000,0.00797872,0.00265957"
ams396,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03488372,0.02325581,0.00000000,0.00000000,0.00000000,0.02325581,0.02325581,0.00000000,0.00000000,0.01162791,0.01162791,0.00000000,0.05813953,0.05813953,0.00000000,0.03488372,0.01162791,0.01162791,0.00000000,0.03488372,0.00000000,0.02325581,0.02325581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01162791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08139535,0.04651163,0.02325581,0.02325581,0.00000000,0.00000000,0.00000000,0.01162791,0.02325581,0.00000000,0.02325581,0.00000000,0.02325581,0.00000000,0.00000000,0.00000000,0.00000000,0.01162791,0.03488372,0.03488372,0.00000000,0.00000000,0.00000000,0.05813953,0.05813953,0.00000000,0.00000000,0.04651163,0.02325581,0.02325581,0.00000000,0.03488372,0.02325581,0.00000000,0.00000000"
jmk195,"0.00586166,0.00000000,0.00586166,0.00000000,0.00351700,0.00468933,0.00000000,0.00468933,0.00000000,0.00468933,0.00117233,0.01055100,0.00000000,0.00937866,0.00000000,0.00937866,0.01172333,0.00351700,0.00000000,0.00586166,0.00820633,0.00000000,0.00586166,0.00234467,0.00000000,0.00000000,0.00234467,0.00000000,0.00000000,0.00000000,0.00586166,0.00117233,0.15826495,0.04337632,0.10316530,0.03751465,0.05978898,0.03165299,0.02696366,0.02110199,0.00586166,0.00468933,0.01172333,0.00351700,0.00000000,0.01758499,0.01406800,0.01289566,0.01055100,0.00000000,0.00586166,0.00000000,0.00586166,0.01758499,0.00468933,0.00000000,0.03868699,0.00234467,0.03516999,0.00468933,0.02930832,0.00468933,0.02461899,0.00000000,0.02696366,0.00234467,0.01172333,0.00117233,0.01055100,0.01055100,0.01289566,0.00703400,0.00586166,0.00234467,0.01055100,0.00000000,0.00820633,0.00117233,0.00234467,0.01055100,0.00000000,0.00234467,0.00586166,0.00468933,0.00234467,0.00000000,0.00000000,0.00937866,0.00117233,0.00468933,0.00234467"
mac276,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01136364,0.03409091,0.01136364,0.02272727,0.02272727,0.00000000,0.03409091,0.00000000,0.00000000,0.01136364,0.03409091,0.03409091,0.00000000,0.02272727,0.02272727,0.00000000,0.03409091,0.01136364,0.01136364,0.00000000,0.03409091,0.01136364,0.03409091,0.03409091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01136364,0.01136364,0.01136364,0.05681818,0.02272727,0.03409091,0.03409091,0.00000000,0.00000000,0.00000000,0.03409091,0.05681818,0.02272727,0.00000000,0.00000000,0.00000000,0.00000000,0.02272727,0.00000000,0.01136364,0.00000000,0.03409091,0.03409091,0.00000000,0.00000000,0.00000000,0.03409091,0.03409091,0.00000000,0.00000000,0.03409091,0.01136364,0.01136364,0.00000000,0.03409091,0.00000000,0.01136364,0.00000000"
hwf2,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06410256,0.06410256,0.00000000,0.00000000,0.00000000,0.03846154,0.02564103,0.02564103,0.01282051,0.01282051,0.01282051,0.00000000,0.02564103,0.02564103,0.00000000,0.02564103,0.00000000,0.00000000,0.01282051,0.01282051,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12820513,0.12820513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07692308,0.00000000,0.06410256,0.06410256,0.00000000,0.00000000,0.01282051,0.01282051,0.00000000,0.00000000,0.01282051,0.01282051,0.00000000,0.00000000,0.00000000,0.02564103,0.02564103,0.00000000,0.00000000,0.03846154,0.00000000,0.00000000,0.02564103,0.01282051,0.00000000,0.00000000,0.00000000"
mhr19,"0.02000000,0.01000000,0.01000000,0.00000000,0.01000000,0.01000000,0.01000000,0.00000000,0.00000000,0.00000000,0.01000000,0.07000000,0.07000000,0.00000000,0.00000000,0.00000000,0.03000000,0.00000000,0.00000000,0.01000000,0.07000000,0.07000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01000000,0.00000000,0.00000000,0.00000000,0.01000000,0.00000000,0.04000000,0.02000000,0.02000000,0.01000000,0.01000000,0.01000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01000000,0.01000000,0.00000000,0.00000000,0.00000000,0.01000000,0.01000000,0.01000000,0.07000000,0.07000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05000000,0.04000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01000000,0.00000000,0.00000000,0.01000000,0.07000000,0.07000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02000000,0.00000000,0.00000000,0.00000000,0.01000000,0.00000000,0.00000000,0.00000000"
rwm27,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03614458,0.03614458,0.00000000,0.00000000,0.00000000,0.04819277,0.02409639,0.02409639,0.01204819,0.01204819,0.01204819,0.00000000,0.04819277,0.04819277,0.00000000,0.02409639,0.02409639,0.02409639,0.00000000,0.01204819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09638554,0.09638554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01204819,0.06024096,0.01204819,0.03614458,0.03614458,0.00000000,0.00000000,0.01204819,0.01204819,0.00000000,0.00000000,0.02409639,0.02409639,0.00000000,0.00000000,0.00000000,0.04819277,0.04819277,0.00000000,0.00000000,0.02409639,0.02409639,0.02409639,0.00000000,0.01204819,0.01204819,0.00000000,0.00000000"
mlk93,"0.01265823,0.00632911,0.00632911,0.00632911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02531646,0.00632911,0.00000000,0.01265823,0.01265823,0.01265823,0.00000000,0.06329114,0.06329114,0.00000000,0.01898734,0.01265823,0.00632911,0.00632911,0.01898734,0.00632911,0.06962025,0.04430380,0.02531646,0.02531646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00632911,0.00000000,0.00000000,0.00632911,0.00000000,0.00632911,0.00000000,0.00632911,0.00632911,0.00632911,0.00000000,0.03797468,0.01265823,0.01898734,0.00632911,0.01265823,0.01265823,0.00000000,0.00632911,0.05063291,0.00000000,0.02531646,0.00632911,0.01265823,0.01265823,0.01265823,0.01265823,0.00000000,0.00000000,0.01898734,0.01265823,0.00632911,0.00632911,0.00000000,0.06962025,0.06329114,0.00000000,0.00632911,0.01898734,0.01265823,0.00632911,0.00632911,0.01898734,0.00632911,0.00632911,0.00000000"
kko4,"0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03472222,0.02083333,0.02083333,0.01388889,0.02777778,0.02777778,0.00000000,0.04861111,0.04861111,0.00000000,0.00694444,0.00000000,0.00000000,0.00694444,0.04861111,0.02777778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03472222,0.02777778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00694444,0.06250000,0.00000000,0.03472222,0.02777778,0.00000000,0.00000000,0.02083333,0.01388889,0.00694444,0.00694444,0.04861111,0.04166667,0.00000000,0.00000000,0.00000000,0.08333333,0.08333333,0.00000000,0.00000000,0.00694444,0.00000000,0.00000000,0.00694444,0.07638889,0.01388889,0.03472222,0.02777778"
